,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
1006,2020-06-14,WLX,Wallonia,3,8,0,0,0,0,0,Luxembourg
1007,2020-06-14,WNA,Wallonia,6,12,2,0,0,1,0,Namur
1008,2020-06-14,VOV,Flanders,14,43,8,3,0,1,2,OostVlaanderen
1009,2020-06-14,VBR,Flanders,6,18,4,4,2,0,1,VlaamsBrabant
1010,2020-06-14,WBR,Wallonia,2,4,0,0,0,0,0,BrabantWallon
1011,2020-06-14,VWV,Flanders,11,67,14,8,0,2,6,WestVlaanderen
1012,2020-06-15,VAN,Flanders,17,50,16,7,1,0,2,Antwerpen
1013,2020-06-15,BRU,Brussels,16,104,26,12,3,4,3,Brussels
1014,2020-06-15,WHT,Wallonia,13,30,2,2,1,1,2,Hainaut
1015,2020-06-15,VLI,Flanders,7,36,6,3,0,1,1,Limburg
1016,2020-06-15,WLG,Wallonia,12,31,3,0,0,1,2,Liège
1017,2020-06-15,WLX,Wallonia,5,8,0,0,0,0,0,Luxembourg
1018,2020-06-15,WNA,Wallonia,4,12,1,0,0,0,0,Namur
1019,2020-06-15,VOV,Flanders,11,38,5,1,0,2,0,OostVlaanderen
1020,2020-06-15,VBR,Flanders,4,17,4,4,2,0,1,VlaamsBrabant
1021,2020-06-15,WBR,Wallonia,2,4,0,0,0,0,0,BrabantWallon
1022,2020-06-15,VWV,Flanders,11,63,12,7,0,2,4,WestVlaanderen
1023,2020-06-16,VAN,Flanders,14,45,14,3,1,4,10,Antwerpen
1024,2020-06-16,BRU,Brussels,15,98,22,11,3,4,10,Brussels
1025,2020-06-16,WHT,Wallonia,14,33,4,3,1,11,9,Hainaut
1026,2020-06-16,VLI,Flanders,7,34,6,3,0,0,3,Limburg
1027,2020-06-16,WLG,Wallonia,12,28,4,2,0,1,3,Liège
1028,2020-06-16,WLX,Wallonia,3,10,1,0,0,3,1,Luxembourg
1029,2020-06-16,WNA,Wallonia,6,12,1,0,0,0,0,Namur
1030,2020-06-16,VOV,Flanders,14,34,3,1,0,1,10,OostVlaanderen
1031,2020-06-16,VBR,Flanders,6,16,4,4,1,0,2,VlaamsBrabant
1032,2020-06-16,WBR,Wallonia,2,4,0,0,0,0,0,BrabantWallon
1033,2020-06-16,VWV,Flanders,11,57,8,4,0,0,9,WestVlaanderen
1034,2020-06-17,VAN,Flanders,14,44,13,4,1,2,3,Antwerpen
1035,2020-06-17,BRU,Brussels,15,96,20,9,3,5,3,Brussels
1036,2020-06-17,WHT,Wallonia,14,29,3,3,1,0,4,Hainaut
1037,2020-06-17,VLI,Flanders,7,31,6,3,0,4,6,Limburg
1038,2020-06-17,WLG,Wallonia,12,21,2,0,0,1,6,Liège
1039,2020-06-17,WLX,Wallonia,3,9,0,0,0,1,2,Luxembourg
1040,2020-06-17,WNA,Wallonia,6,12,1,0,0,0,0,Namur
1041,2020-06-17,VOV,Flanders,14,32,3,1,0,1,3,OostVlaanderen
1042,2020-06-17,VBR,Flanders,6,15,4,4,1,1,1,VlaamsBrabant
1043,2020-06-17,WBR,Wallonia,2,3,0,0,0,0,1,BrabantWallon
1044,2020-06-17,VWV,Flanders,11,52,8,2,0,4,11,WestVlaanderen
1045,2020-06-18,VAN,Flanders,14,49,11,4,1,2,1,Antwerpen
1046,2020-06-18,BRU,Brussels,15,93,19,9,3,5,9,Brussels
1047,2020-06-18,WHT,Wallonia,14,33,2,2,1,6,0,Hainaut
1048,2020-06-18,VLI,Flanders,7,31,5,4,0,1,1,Limburg
1049,2020-06-18,WLG,Wallonia,12,17,2,0,0,2,6,Liège
1050,2020-06-18,WLX,Wallonia,3,8,0,0,0,0,1,Luxembourg
1051,2020-06-18,WNA,Wallonia,6,9,0,0,0,0,3,Namur
1052,2020-06-18,VOV,Flanders,14,33,3,1,0,0,1,OostVlaanderen
1053,2020-06-18,VBR,Flanders,6,13,3,3,1,1,0,VlaamsBrabant
1054,2020-06-18,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
1055,2020-06-18,VWV,Flanders,11,51,7,4,0,3,5,WestVlaanderen
1056,2020-06-19,VAN,Flanders,14,47,12,4,1,4,4,Antwerpen
1057,2020-06-19,BRU,Brussels,15,77,17,9,3,4,17,Brussels
1058,2020-06-19,WHT,Wallonia,14,32,2,2,1,2,3,Hainaut
1059,2020-06-19,VLI,Flanders,7,23,5,3,0,0,6,Limburg
1060,2020-06-19,WLG,Wallonia,12,17,3,2,0,2,3,Liège
1061,2020-06-19,WLX,Wallonia,3,8,0,0,0,0,0,Luxembourg
1062,2020-06-19,WNA,Wallonia,6,9,0,0,0,0,0,Namur
1063,2020-06-19,VOV,Flanders,14,34,3,1,0,5,3,OostVlaanderen
1064,2020-06-19,VBR,Flanders,6,11,2,2,0,0,0,VlaamsBrabant
1065,2020-06-19,WBR,Wallonia,2,2,0,0,0,0,2,BrabantWallon
1066,2020-06-19,VWV,Flanders,11,48,6,4,0,3,4,WestVlaanderen
1067,2020-06-20,VAN,Flanders,14,48,12,4,1,3,6,Antwerpen
1068,2020-06-20,BRU,Brussels,15,71,17,10,3,2,7,Brussels
1069,2020-06-20,WHT,Wallonia,14,35,4,3,1,6,1,Hainaut
1070,2020-06-20,VLI,Flanders,7,22,5,3,0,2,3,Limburg
1071,2020-06-20,WLG,Wallonia,12,18,4,1,0,1,0,Liège
1072,2020-06-20,WLX,Wallonia,3,9,0,0,0,1,0,Luxembourg
1073,2020-06-20,WNA,Wallonia,6,7,0,0,0,0,1,Namur
1074,2020-06-20,VOV,Flanders,14,27,3,1,0,2,3,OostVlaanderen
1075,2020-06-20,VBR,Flanders,6,11,2,2,0,1,1,VlaamsBrabant
1076,2020-06-20,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1077,2020-06-20,VWV,Flanders,11,44,6,4,0,0,1,WestVlaanderen
1078,2020-06-21,VAN,Flanders,14,49,11,3,1,1,2,Antwerpen
1079,2020-06-21,BRU,Brussels,15,63,16,10,3,0,7,Brussels
1080,2020-06-21,WHT,Wallonia,14,34,2,1,0,1,1,Hainaut
1081,2020-06-21,VLI,Flanders,7,28,6,2,0,3,0,Limburg
1082,2020-06-21,WLG,Wallonia,12,19,4,2,0,1,1,Liège
1083,2020-06-21,WLX,Wallonia,3,11,0,0,0,2,0,Luxembourg
1084,2020-06-21,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1085,2020-06-21,VOV,Flanders,14,28,3,1,0,1,1,OostVlaanderen
1086,2020-06-21,VBR,Flanders,6,12,2,2,0,1,0,VlaamsBrabant
1087,2020-06-21,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1088,2020-06-21,VWV,Flanders,11,44,6,4,0,0,0,WestVlaanderen
1089,2020-06-22,VAN,Flanders,14,53,8,3,1,3,0,Antwerpen
1090,2020-06-22,BRU,Brussels,15,57,14,8,2,1,5,Brussels
1091,2020-06-22,WHT,Wallonia,14,33,2,1,0,0,2,Hainaut
1092,2020-06-22,VLI,Flanders,7,33,5,2,0,5,0,Limburg
1093,2020-06-22,WLG,Wallonia,12,19,3,2,0,0,2,Liège
1094,2020-06-22,WLX,Wallonia,3,12,0,0,0,1,0,Luxembourg
1095,2020-06-22,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1096,2020-06-22,VOV,Flanders,14,29,2,1,0,2,0,OostVlaanderen
1097,2020-06-22,VBR,Flanders,6,12,2,2,0,0,0,VlaamsBrabant
1098,2020-06-22,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1099,2020-06-22,VWV,Flanders,11,38,6,1,0,0,7,WestVlaanderen
1100,2020-06-23,VAN,Flanders,14,49,7,3,1,0,8,Antwerpen
1101,2020-06-23,BRU,Brussels,15,59,15,8,2,1,6,Brussels
1102,2020-06-23,WHT,Wallonia,14,31,1,1,0,2,2,Hainaut
1103,2020-06-23,VLI,Flanders,7,27,5,3,0,2,6,Limburg
1104,2020-06-23,WLG,Wallonia,12,24,4,2,0,5,1,Liège
1105,2020-06-23,WLX,Wallonia,3,10,0,0,0,0,2,Luxembourg
1106,2020-06-23,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1107,2020-06-23,VOV,Flanders,14,27,3,2,0,1,6,OostVlaanderen
1108,2020-06-23,VBR,Flanders,6,10,2,2,0,0,2,VlaamsBrabant
1109,2020-06-23,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1110,2020-06-23,VWV,Flanders,11,37,4,3,0,1,3,WestVlaanderen
1111,2020-06-24,VAN,Flanders,14,51,11,3,1,4,3,Antwerpen
1112,2020-06-24,BRU,Brussels,15,53,15,7,2,2,8,Brussels
1113,2020-06-24,WHT,Wallonia,14,28,1,1,0,1,4,Hainaut
1114,2020-06-24,VLI,Flanders,7,29,4,3,0,3,0,Limburg
1115,2020-06-24,WLG,Wallonia,13,26,2,1,0,1,4,Liège
1116,2020-06-24,WLX,Wallonia,3,8,0,0,0,0,1,Luxembourg
1117,2020-06-24,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1118,2020-06-24,VOV,Flanders,14,24,2,1,0,1,4,OostVlaanderen
1119,2020-06-24,VBR,Flanders,5,5,2,2,0,0,1,VlaamsBrabant
1120,2020-06-24,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
1121,2020-06-24,VWV,Flanders,11,36,3,3,0,3,7,WestVlaanderen
1122,2020-06-25,VAN,Flanders,14,48,6,3,1,2,1,Antwerpen
1123,2020-06-25,BRU,Brussels,15,47,17,8,2,3,10,Brussels
1124,2020-06-25,WHT,Wallonia,14,24,1,1,0,1,4,Hainaut
1125,2020-06-25,VLI,Flanders,7,30,3,1,0,5,3,Limburg
1126,2020-06-25,WLG,Wallonia,12,24,2,1,0,2,2,Liège
1127,2020-06-25,WLX,Wallonia,3,8,0,0,0,2,1,Luxembourg
1128,2020-06-25,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1129,2020-06-25,VOV,Flanders,14,24,3,1,0,0,3,OostVlaanderen
1130,2020-06-25,VBR,Flanders,6,11,2,2,0,1,0,VlaamsBrabant
1131,2020-06-25,WBR,Wallonia,2,1,0,0,0,1,1,BrabantWallon
1132,2020-06-25,VWV,Flanders,11,32,4,3,0,2,3,WestVlaanderen
1133,2020-06-26,VAN,Flanders,14,45,5,3,1,1,2,Antwerpen
1134,2020-06-26,BRU,Brussels,15,43,15,7,2,5,6,Brussels
1135,2020-06-26,WHT,Wallonia,14,28,1,1,0,5,1,Hainaut
1136,2020-06-26,VLI,Flanders,7,31,5,1,0,3,3,Limburg
1137,2020-06-26,WLG,Wallonia,12,24,3,1,0,0,2,Liège
1138,2020-06-26,WLX,Wallonia,3,8,0,0,0,1,1,Luxembourg
1139,2020-06-26,WNA,Wallonia,6,7,0,0,0,0,0,Namur
1140,2020-06-26,VOV,Flanders,14,22,2,1,0,2,4,OostVlaanderen
1141,2020-06-26,VBR,Flanders,6,12,2,2,0,0,1,VlaamsBrabant
1142,2020-06-26,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1143,2020-06-26,VWV,Flanders,11,26,3,2,0,1,3,WestVlaanderen
1144,2020-06-27,VAN,Flanders,14,44,5,2,1,2,6,Antwerpen
1145,2020-06-27,BRU,Brussels,15,40,13,7,2,1,4,Brussels
1146,2020-06-27,WHT,Wallonia,14,29,1,1,0,3,4,Hainaut
1147,2020-06-27,VLI,Flanders,7,28,7,1,0,2,5,Limburg
1148,2020-06-27,WLG,Wallonia,12,18,3,1,0,1,6,Liège
1149,2020-06-27,WLX,Wallonia,3,10,0,0,0,3,1,Luxembourg
1150,2020-06-27,WNA,Wallonia,6,5,0,0,0,0,1,Namur
1151,2020-06-27,VOV,Flanders,14,22,1,1,0,1,1,OostVlaanderen
1152,2020-06-27,VBR,Flanders,6,13,2,2,0,1,0,VlaamsBrabant
1153,2020-06-27,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1154,2020-06-27,VWV,Flanders,11,26,2,1,0,2,1,WestVlaanderen
1155,2020-06-28,VAN,Flanders,14,42,6,2,1,1,3,Antwerpen
1156,2020-06-28,BRU,Brussels,15,42,12,6,2,1,1,Brussels
1157,2020-06-28,WHT,Wallonia,14,29,1,1,0,0,0,Hainaut
1158,2020-06-28,VLI,Flanders,7,26,8,3,0,0,2,Limburg
1159,2020-06-28,WLG,Wallonia,12,18,3,1,0,0,0,Liège
1160,2020-06-28,WLX,Wallonia,3,10,0,0,0,0,0,Luxembourg
1161,2020-06-28,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1162,2020-06-28,VOV,Flanders,14,23,2,1,0,2,2,OostVlaanderen
1163,2020-06-28,VBR,Flanders,6,12,2,2,0,0,1,VlaamsBrabant
1164,2020-06-28,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1165,2020-06-28,VWV,Flanders,11,28,2,1,0,1,1,WestVlaanderen
1166,2020-06-29,VAN,Flanders,14,43,6,2,1,0,0,Antwerpen
1167,2020-06-29,BRU,Brussels,15,45,13,6,2,6,2,Brussels
1168,2020-06-29,WHT,Wallonia,14,28,2,1,0,1,1,Hainaut
1169,2020-06-29,VLI,Flanders,7,26,8,4,0,1,1,Limburg
1170,2020-06-29,WLG,Wallonia,12,17,3,1,0,0,0,Liège
1171,2020-06-29,WLX,Wallonia,3,11,1,0,0,1,1,Luxembourg
1172,2020-06-29,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1173,2020-06-29,VOV,Flanders,14,26,3,1,0,0,1,OostVlaanderen
1174,2020-06-29,VBR,Flanders,6,12,2,2,0,0,0,VlaamsBrabant
1175,2020-06-29,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1176,2020-06-29,VWV,Flanders,11,29,3,1,0,4,1,WestVlaanderen
1177,2020-06-30,VAN,Flanders,14,45,6,2,1,2,0,Antwerpen
1178,2020-06-30,BRU,Brussels,15,32,11,6,1,0,9,Brussels
1179,2020-06-30,WHT,Wallonia,14,21,3,1,0,0,5,Hainaut
1180,2020-06-30,VLI,Flanders,7,23,6,4,0,3,7,Limburg
1181,2020-06-30,WLG,Wallonia,12,15,3,1,0,1,3,Liège
1182,2020-06-30,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
1183,2020-06-30,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1184,2020-06-30,VOV,Flanders,14,26,3,1,0,3,2,OostVlaanderen
1185,2020-06-30,VBR,Flanders,6,10,2,2,0,1,2,VlaamsBrabant
1186,2020-06-30,WBR,Wallonia,2,2,0,0,0,0,1,BrabantWallon
1187,2020-06-30,VWV,Flanders,11,32,2,1,0,7,5,WestVlaanderen
1188,2020-07-01,VAN,Flanders,14,38,7,3,1,2,3,Antwerpen
1189,2020-07-01,BRU,Brussels,15,29,11,6,1,0,5,Brussels
1190,2020-07-01,WHT,Wallonia,14,20,3,1,0,0,3,Hainaut
1191,2020-07-01,VLI,Flanders,7,17,4,1,0,0,2,Limburg
1192,2020-07-01,WLG,Wallonia,12,14,3,1,0,0,1,Liège
1193,2020-07-01,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
1194,2020-07-01,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1195,2020-07-01,VOV,Flanders,14,27,3,1,0,3,3,OostVlaanderen
1196,2020-07-01,VBR,Flanders,6,9,2,1,0,0,1,VlaamsBrabant
1197,2020-07-01,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1198,2020-07-01,VWV,Flanders,11,32,2,0,0,4,4,WestVlaanderen
1199,2020-07-02,VAN,Flanders,14,37,7,3,1,1,1,Antwerpen
1200,2020-07-02,BRU,Brussels,15,28,11,5,1,2,3,Brussels
1201,2020-07-02,WHT,Wallonia,14,16,3,1,0,1,7,Hainaut
1202,2020-07-02,VLI,Flanders,7,14,4,1,0,2,6,Limburg
1203,2020-07-02,WLG,Wallonia,12,14,2,1,0,0,0,Liège
1204,2020-07-02,WLX,Wallonia,3,11,1,0,0,0,0,Luxembourg
1205,2020-07-02,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1206,2020-07-02,VOV,Flanders,14,26,4,1,0,2,5,OostVlaanderen
1207,2020-07-02,VBR,Flanders,6,9,2,1,0,1,0,VlaamsBrabant
1208,2020-07-02,WBR,Wallonia,2,0,0,0,0,0,1,BrabantWallon
1209,2020-07-02,VWV,Flanders,11,27,1,0,0,4,6,WestVlaanderen
1210,2020-07-03,VAN,Flanders,14,33,8,3,1,0,5,Antwerpen
1211,2020-07-03,BRU,Brussels,15,25,10,5,1,1,1,Brussels
1212,2020-07-03,WHT,Wallonia,14,18,4,1,0,2,0,Hainaut
1213,2020-07-03,VLI,Flanders,7,12,3,1,0,2,3,Limburg
1214,2020-07-03,WLG,Wallonia,12,12,1,1,0,0,1,Liège
1215,2020-07-03,WLX,Wallonia,3,8,0,0,0,0,2,Luxembourg
1216,2020-07-03,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1217,2020-07-03,VOV,Flanders,14,22,4,1,0,0,2,OostVlaanderen
1218,2020-07-03,VBR,Flanders,6,9,2,1,0,0,1,VlaamsBrabant
1219,2020-07-03,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1220,2020-07-03,VWV,Flanders,11,24,0,0,0,0,3,WestVlaanderen
1221,2020-07-04,VAN,Flanders,14,29,7,3,1,1,3,Antwerpen
1222,2020-07-04,BRU,Brussels,15,27,10,5,1,1,0,Brussels
1223,2020-07-04,WHT,Wallonia,14,17,4,1,0,4,3,Hainaut
1224,2020-07-04,VLI,Flanders,7,14,1,1,0,2,2,Limburg
1225,2020-07-04,WLG,Wallonia,12,15,1,1,0,3,0,Liège
1226,2020-07-04,WLX,Wallonia,3,6,0,0,0,0,2,Luxembourg
1227,2020-07-04,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1228,2020-07-04,VOV,Flanders,14,21,2,1,0,3,3,OostVlaanderen
1229,2020-07-04,VBR,Flanders,6,10,3,2,0,0,0,VlaamsBrabant
1230,2020-07-04,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1231,2020-07-04,VWV,Flanders,11,26,1,0,0,2,3,WestVlaanderen
1232,2020-07-05,VAN,Flanders,14,31,7,4,1,2,0,Antwerpen
1233,2020-07-05,BRU,Brussels,15,27,10,5,1,0,0,Brussels
1234,2020-07-05,WHT,Wallonia,14,19,2,1,0,1,2,Hainaut
1235,2020-07-05,VLI,Flanders,7,11,1,0,0,0,2,Limburg
1236,2020-07-05,WLG,Wallonia,11,14,1,1,0,1,0,Liège
1237,2020-07-05,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1238,2020-07-05,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1239,2020-07-05,VOV,Flanders,14,22,3,2,0,1,1,OostVlaanderen
1240,2020-07-05,VBR,Flanders,6,9,3,2,0,0,1,VlaamsBrabant
1241,2020-07-05,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1242,2020-07-05,VWV,Flanders,12,26,3,0,0,1,3,WestVlaanderen
1243,2020-07-06,VAN,Flanders,14,30,7,4,1,0,1,Antwerpen
1244,2020-07-06,BRU,Brussels,15,26,11,5,1,1,1,Brussels
1245,2020-07-06,WHT,Wallonia,14,15,2,1,0,0,0,Hainaut
1246,2020-07-06,VLI,Flanders,7,11,1,0,0,1,1,Limburg
1247,2020-07-06,WLG,Wallonia,12,13,1,1,0,0,1,Liège
1248,2020-07-06,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1249,2020-07-06,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1250,2020-07-06,VOV,Flanders,14,24,2,2,0,2,0,OostVlaanderen
1251,2020-07-06,VBR,Flanders,6,10,1,2,0,0,1,VlaamsBrabant
1252,2020-07-06,WBR,Wallonia,2,2,0,0,0,2,0,BrabantWallon
1253,2020-07-06,VWV,Flanders,11,27,2,0,0,3,1,WestVlaanderen
1254,2020-07-07,VAN,Flanders,14,33,7,3,1,0,1,Antwerpen
1255,2020-07-07,BRU,Brussels,15,28,11,5,1,0,1,Brussels
1256,2020-07-07,WHT,Wallonia,14,13,2,1,0,0,4,Hainaut
1257,2020-07-07,VLI,Flanders,7,12,1,0,0,2,2,Limburg
1258,2020-07-07,WLG,Wallonia,12,12,1,1,0,2,3,Liège
1259,2020-07-07,WLX,Wallonia,3,7,0,0,0,0,1,Luxembourg
1260,2020-07-07,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1261,2020-07-07,VOV,Flanders,14,25,2,2,0,2,1,OostVlaanderen
1262,2020-07-07,VBR,Flanders,6,11,4,1,0,2,1,VlaamsBrabant
1263,2020-07-07,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1264,2020-07-07,VWV,Flanders,11,31,4,2,0,7,2,WestVlaanderen
1265,2020-07-08,VAN,Flanders,14,32,8,3,1,1,0,Antwerpen
1266,2020-07-08,BRU,Brussels,15,33,11,5,1,4,1,Brussels
1267,2020-07-08,WHT,Wallonia,14,12,1,1,0,1,3,Hainaut
1268,2020-07-08,VLI,Flanders,7,13,2,0,0,2,2,Limburg
1269,2020-07-08,WLG,Wallonia,12,10,2,1,0,0,3,Liège
1270,2020-07-08,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1271,2020-07-08,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1272,2020-07-08,VOV,Flanders,14,18,2,2,0,0,6,OostVlaanderen
1273,2020-07-08,VBR,Flanders,6,11,4,1,0,0,0,VlaamsBrabant
1274,2020-07-08,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1275,2020-07-08,VWV,Flanders,11,26,2,2,0,1,6,WestVlaanderen
1276,2020-07-09,VAN,Flanders,14,34,10,3,1,0,2,Antwerpen
1277,2020-07-09,BRU,Brussels,15,29,12,5,1,0,4,Brussels
1278,2020-07-09,WHT,Wallonia,14,12,1,1,0,0,1,Hainaut
1279,2020-07-09,VLI,Flanders,7,10,1,0,0,0,3,Limburg
1280,2020-07-09,WLG,Wallonia,12,8,2,2,0,0,3,Liège
1281,2020-07-09,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1282,2020-07-09,WNA,Wallonia,6,5,0,0,0,1,1,Namur
1283,2020-07-09,VOV,Flanders,14,16,2,2,0,4,5,OostVlaanderen
1284,2020-07-09,VBR,Flanders,6,12,5,1,0,1,0,VlaamsBrabant
1285,2020-07-09,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1286,2020-07-09,VWV,Flanders,11,28,3,2,0,4,1,WestVlaanderen
1287,2020-07-10,VAN,Flanders,14,28,9,4,0,0,1,Antwerpen
1288,2020-07-10,BRU,Brussels,16,28,11,4,1,1,2,Brussels
1289,2020-07-10,WHT,Wallonia,14,8,1,1,0,0,2,Hainaut
1290,2020-07-10,VLI,Flanders,7,9,1,0,0,0,2,Limburg
1291,2020-07-10,WLG,Wallonia,12,9,2,2,0,0,1,Liège
1292,2020-07-10,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1293,2020-07-10,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1294,2020-07-10,VOV,Flanders,14,12,2,2,0,1,5,OostVlaanderen
1295,2020-07-10,VBR,Flanders,6,11,4,1,0,0,1,VlaamsBrabant
1296,2020-07-10,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1297,2020-07-10,VWV,Flanders,11,29,2,1,0,4,2,WestVlaanderen
1298,2020-07-11,VAN,Flanders,14,24,8,3,0,2,5,Antwerpen
1299,2020-07-11,BRU,Brussels,15,25,8,4,1,2,1,Brussels
1300,2020-07-11,WHT,Wallonia,14,6,1,1,0,0,2,Hainaut
1301,2020-07-11,VLI,Flanders,7,9,2,1,0,3,3,Limburg
1302,2020-07-11,WLG,Wallonia,12,7,2,2,0,0,2,Liège
1303,2020-07-11,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1304,2020-07-11,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1305,2020-07-11,VOV,Flanders,14,13,3,2,0,0,1,OostVlaanderen
1306,2020-07-11,VBR,Flanders,6,9,3,1,0,0,1,VlaamsBrabant
1307,2020-07-11,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1308,2020-07-11,VWV,Flanders,11,29,1,1,0,2,2,WestVlaanderen
1309,2020-07-12,VAN,Flanders,14,24,8,3,0,0,0,Antwerpen
1310,2020-07-12,BRU,Brussels,15,26,8,3,0,2,0,Brussels
1311,2020-07-12,WHT,Wallonia,14,5,0,0,0,0,0,Hainaut
1312,2020-07-12,VLI,Flanders,7,8,1,0,0,1,1,Limburg
1313,2020-07-12,WLG,Wallonia,12,6,2,2,0,0,1,Liège
1314,2020-07-12,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1315,2020-07-12,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1316,2020-07-12,VOV,Flanders,14,12,3,2,0,0,1,OostVlaanderen
1317,2020-07-12,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
1318,2020-07-12,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1319,2020-07-12,VWV,Flanders,11,31,2,1,0,4,0,WestVlaanderen
1320,2020-07-13,VAN,Flanders,14,23,8,6,0,0,1,Antwerpen
1321,2020-07-13,BRU,Brussels,15,25,5,3,0,1,1,Brussels
1322,2020-07-13,WHT,Wallonia,14,5,0,0,0,1,1,Hainaut
1323,2020-07-13,VLI,Flanders,7,10,1,0,0,1,0,Limburg
1324,2020-07-13,WLG,Wallonia,12,7,2,2,0,1,0,Liège
1325,2020-07-13,WLX,Wallonia,3,5,1,0,0,0,0,Luxembourg
1326,2020-07-13,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1327,2020-07-13,VOV,Flanders,14,14,2,1,0,2,0,OostVlaanderen
1328,2020-07-13,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
1329,2020-07-13,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1330,2020-07-13,VWV,Flanders,11,36,1,1,0,3,1,WestVlaanderen
1331,2020-07-14,VAN,Flanders,14,20,8,6,0,1,4,Antwerpen
1332,2020-07-14,BRU,Brussels,16,27,8,3,0,3,4,Brussels
1333,2020-07-14,WHT,Wallonia,14,10,0,0,0,5,3,Hainaut
1334,2020-07-14,VLI,Flanders,7,13,2,1,0,3,0,Limburg
1335,2020-07-14,WLG,Wallonia,12,9,2,2,0,2,0,Liège
1336,2020-07-14,WLX,Wallonia,3,4,0,0,0,0,0,Luxembourg
1337,2020-07-14,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1338,2020-07-14,VOV,Flanders,14,11,2,1,0,0,3,OostVlaanderen
1339,2020-07-14,VBR,Flanders,6,8,2,2,0,0,1,VlaamsBrabant
1340,2020-07-14,WBR,Wallonia,2,3,0,0,0,0,2,BrabantWallon
1341,2020-07-14,VWV,Flanders,10,38,3,2,0,4,2,WestVlaanderen
1342,2020-07-15,VAN,Flanders,14,19,8,6,0,0,2,Antwerpen
1343,2020-07-15,BRU,Brussels,15,27,8,4,0,2,0,Brussels
1344,2020-07-15,WHT,Wallonia,14,15,0,0,0,3,2,Hainaut
1345,2020-07-15,VLI,Flanders,7,11,2,1,0,1,3,Limburg
1346,2020-07-15,WLG,Wallonia,12,8,2,2,0,0,1,Liège
1347,2020-07-15,WLX,Wallonia,3,3,0,0,0,0,0,Luxembourg
1348,2020-07-15,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1349,2020-07-15,VOV,Flanders,14,16,2,1,0,3,1,OostVlaanderen
1350,2020-07-15,VBR,Flanders,6,8,2,1,0,0,0,VlaamsBrabant
