,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
16710,85,2020-10-17,6,Virton,85000,53751,0.11
13525,64,2020-10-17,103,Waremme,64000,81389,1.27
4206,33,2020-10-17,38,Ypres,33000,106279,0.36
6746,41,2020-10-18,76,Alost,41000,291229,0.26
230,11,2020-10-18,242,Anvers,11000,1051301,0.23
15266,81,2020-10-18,17,Arlon,81000,62623,0.27
9266,51,2020-10-18,63,Ath,51000,127915,0.49
8421,45,2020-10-18,16,Audenarde,45000,124342,0.13
15626,82,2020-10-18,28,Bastogne,82000,48413,0.58
3417,31,2020-10-18,24,Bruges,31000,282209,0.09
1598,21,2020-10-18,253,Bruxelles-Capitale,21000,1208542,0.21
9708,52,2020-10-18,170,Charleroi,52000,396639,0.43
4655,34,2020-10-18,50,Courtrai,34000,290706,0.17
17105,91,2020-10-18,40,Dinant,91000,111008,0.36
3796,32,2020-10-18,4,Dixmude,32000,51525,0.08
7560,43,2020-10-18,4,Eeklo,43000,85235,0.05
6310,38,2020-10-18,14,Furnes,38000,61657,0.23
8013,44,2020-10-18,74,Gand,44000,560522,0.13
2061,23,2020-10-18,206,Hal-Vilvorde,23000,637441,0.32
13984,71,2020-10-18,65,Hasselt,71000,418496,0.16
12236,61,2020-10-18,79,Huy,61000,113409,0.7
11832,58,2020-10-18,165,La Louvière,58000,141060,1.17
12692,62,2020-10-18,372,Liège,62000,624422,0.6
2514,24,2020-10-18,36,Louvain,24000,508734,0.07
14433,72,2020-10-18,93,Maaseik,72000,251589,0.37
676,12,2020-10-18,44,Malines,12000,344818,0.13
16007,83,2020-10-18,14,Marche-en-Famenne,83000,56476,0.25
10152,53,2020-10-18,150,Mons,53000,258999,0.58
17543,92,2020-10-18,255,Namur,92000,316962,0.8
16368,84,2020-10-18,26,Neufchâteau,84000,63375,0.41
2972,25,2020-10-18,284,Nivelles,25000,403599,0.7
5097,35,2020-10-18,40,Ostende,35000,157200,0.25
17909,93,2020-10-18,21,Philippeville,93000,66355,0.32
5539,36,2020-10-18,41,Roulers,36000,153315,0.27
8869,46,2020-10-18,119,Saint-Nicolas,46000,252523,0.47
10564,55,2020-10-18,109,Soignies,55000,104533,1.04
7185,42,2020-10-18,33,Termonde,42000,201213,0.16
10958,56,2020-10-18,46,Thuin,56000,91678,0.5
5948,37,2020-10-18,19,Tielt,37000,92905,0.2
14880,73,2020-10-18,33,Tongres,73000,203963,0.16
11406,57,2020-10-18,121,Tournai,57000,223417,0.54
1134,13,2020-10-18,87,Turnhout,13000,461867,0.19
13136,63,2020-10-18,313,Verviers,63000,287772,1.09
16711,85,2020-10-18,13,Virton,85000,53751,0.24
13526,64,2020-10-18,30,Waremme,64000,81389,0.37
4207,33,2020-10-18,18,Ypres,33000,106279,0.17
6747,41,2020-10-19,440,Alost,41000,291229,1.51
231,11,2020-10-19,1056,Anvers,11000,1051301,1.0
15267,81,2020-10-19,88,Arlon,81000,62623,1.41
9267,51,2020-10-19,173,Ath,51000,127915,1.35
8422,45,2020-10-19,115,Audenarde,45000,124342,0.92
15627,82,2020-10-19,56,Bastogne,82000,48413,1.16
3418,31,2020-10-19,243,Bruges,31000,282209,0.86
1599,21,2020-10-19,2485,Bruxelles-Capitale,21000,1208542,2.06
9709,52,2020-10-19,611,Charleroi,52000,396639,1.54
4656,34,2020-10-19,322,Courtrai,34000,290706,1.11
17106,91,2020-10-19,178,Dinant,91000,111008,1.6
3797,32,2020-10-19,49,Dixmude,32000,51525,0.95
7561,43,2020-10-19,38,Eeklo,43000,85235,0.45
6311,38,2020-10-19,46,Furnes,38000,61657,0.75
8014,44,2020-10-19,585,Gand,44000,560522,1.04
2062,23,2020-10-19,1155,Hal-Vilvorde,23000,637441,1.81
13985,71,2020-10-19,302,Hasselt,71000,418496,0.72
12237,61,2020-10-19,168,Huy,61000,113409,1.48
11833,58,2020-10-19,267,La Louvière,58000,141060,1.89
12693,62,2020-10-19,1366,Liège,62000,624422,2.19
2515,24,2020-10-19,328,Louvain,24000,508734,0.64
14434,72,2020-10-19,161,Maaseik,72000,251589,0.64
677,12,2020-10-19,374,Malines,12000,344818,1.08
16008,83,2020-10-19,89,Marche-en-Famenne,83000,56476,1.58
10153,53,2020-10-19,348,Mons,53000,258999,1.34
17544,92,2020-10-19,413,Namur,92000,316962,1.3
16369,84,2020-10-19,125,Neufchâteau,84000,63375,1.97
2973,25,2020-10-19,589,Nivelles,25000,403599,1.46
5098,35,2020-10-19,107,Ostende,35000,157200,0.68
17910,93,2020-10-19,92,Philippeville,93000,66355,1.39
5540,36,2020-10-19,234,Roulers,36000,153315,1.53
8870,46,2020-10-19,286,Saint-Nicolas,46000,252523,1.13
10565,55,2020-10-19,126,Soignies,55000,104533,1.21
7186,42,2020-10-19,163,Termonde,42000,201213,0.81
10959,56,2020-10-19,156,Thuin,56000,91678,1.7
5949,37,2020-10-19,138,Tielt,37000,92905,1.49
14881,73,2020-10-19,116,Tongres,73000,203963,0.57
11407,57,2020-10-19,330,Tournai,57000,223417,1.48
1135,13,2020-10-19,394,Turnhout,13000,461867,0.85
13137,63,2020-10-19,668,Verviers,63000,287772,2.32
16712,85,2020-10-19,61,Virton,85000,53751,1.13
13527,64,2020-10-19,147,Waremme,64000,81389,1.81
4208,33,2020-10-19,114,Ypres,33000,106279,1.07
6748,41,2020-10-20,312,Alost,41000,291229,1.07
232,11,2020-10-20,1055,Anvers,11000,1051301,1.0
15268,81,2020-10-20,93,Arlon,81000,62623,1.49
9268,51,2020-10-20,259,Ath,51000,127915,2.02
8423,45,2020-10-20,148,Audenarde,45000,124342,1.19
15628,82,2020-10-20,118,Bastogne,82000,48413,2.44
3419,31,2020-10-20,194,Bruges,31000,282209,0.69
1600,21,2020-10-20,2991,Bruxelles-Capitale,21000,1208542,2.47
9710,52,2020-10-20,818,Charleroi,52000,396639,2.06
4657,34,2020-10-20,260,Courtrai,34000,290706,0.89
17107,91,2020-10-20,241,Dinant,91000,111008,2.17
3798,32,2020-10-20,51,Dixmude,32000,51525,0.99
7562,43,2020-10-20,41,Eeklo,43000,85235,0.48
6312,38,2020-10-20,36,Furnes,38000,61657,0.58
8015,44,2020-10-20,509,Gand,44000,560522,0.91
2063,23,2020-10-20,1313,Hal-Vilvorde,23000,637441,2.06
13986,71,2020-10-20,301,Hasselt,71000,418496,0.72
12238,61,2020-10-20,256,Huy,61000,113409,2.26
11834,58,2020-10-20,405,La Louvière,58000,141060,2.87
12694,62,2020-10-20,1807,Liège,62000,624422,2.89
2516,24,2020-10-20,350,Louvain,24000,508734,0.69
14435,72,2020-10-20,130,Maaseik,72000,251589,0.52
678,12,2020-10-20,313,Malines,12000,344818,0.91
16009,83,2020-10-20,124,Marche-en-Famenne,83000,56476,2.2
10154,53,2020-10-20,648,Mons,53000,258999,2.5
17545,92,2020-10-20,987,Namur,92000,316962,3.11
16370,84,2020-10-20,117,Neufchâteau,84000,63375,1.85
2974,25,2020-10-20,1159,Nivelles,25000,403599,2.87
5099,35,2020-10-20,105,Ostende,35000,157200,0.67
17911,93,2020-10-20,112,Philippeville,93000,66355,1.69
5541,36,2020-10-20,142,Roulers,36000,153315,0.93
8871,46,2020-10-20,304,Saint-Nicolas,46000,252523,1.2
10566,55,2020-10-20,237,Soignies,55000,104533,2.27
7187,42,2020-10-20,166,Termonde,42000,201213,0.82
10960,56,2020-10-20,182,Thuin,56000,91678,1.99
5950,37,2020-10-20,101,Tielt,37000,92905,1.09
14882,73,2020-10-20,118,Tongres,73000,203963,0.58
11408,57,2020-10-20,713,Tournai,57000,223417,3.19
1136,13,2020-10-20,362,Turnhout,13000,461867,0.78
13138,63,2020-10-20,980,Verviers,63000,287772,3.41
16713,85,2020-10-20,48,Virton,85000,53751,0.89
13528,64,2020-10-20,135,Waremme,64000,81389,1.66
4209,33,2020-10-20,116,Ypres,33000,106279,1.09
6749,41,2020-10-21,382,Alost,41000,291229,1.31
233,11,2020-10-21,925,Anvers,11000,1051301,0.88
15269,81,2020-10-21,117,Arlon,81000,62623,1.87
9269,51,2020-10-21,285,Ath,51000,127915,2.23
8424,45,2020-10-21,160,Audenarde,45000,124342,1.29
15629,82,2020-10-21,107,Bastogne,82000,48413,2.21
3420,31,2020-10-21,236,Bruges,31000,282209,0.84
1601,21,2020-10-21,2271,Bruxelles-Capitale,21000,1208542,1.88
9711,52,2020-10-21,845,Charleroi,52000,396639,2.13
4658,34,2020-10-21,344,Courtrai,34000,290706,1.18
17108,91,2020-10-21,199,Dinant,91000,111008,1.79
3799,32,2020-10-21,46,Dixmude,32000,51525,0.89
7563,43,2020-10-21,42,Eeklo,43000,85235,0.49
6313,38,2020-10-21,35,Furnes,38000,61657,0.57
8016,44,2020-10-21,555,Gand,44000,560522,0.99
2064,23,2020-10-21,1041,Hal-Vilvorde,23000,637441,1.63
13987,71,2020-10-21,224,Hasselt,71000,418496,0.54
12239,61,2020-10-21,353,Huy,61000,113409,3.11
11835,58,2020-10-21,429,La Louvière,58000,141060,3.04
12695,62,2020-10-21,1820,Liège,62000,624422,2.91
2517,24,2020-10-21,303,Louvain,24000,508734,0.6
14436,72,2020-10-21,153,Maaseik,72000,251589,0.61
679,12,2020-10-21,320,Malines,12000,344818,0.93
16010,83,2020-10-21,133,Marche-en-Famenne,83000,56476,2.35
10155,53,2020-10-21,579,Mons,53000,258999,2.24
17546,92,2020-10-21,669,Namur,92000,316962,2.11
16371,84,2020-10-21,113,Neufchâteau,84000,63375,1.78
2975,25,2020-10-21,830,Nivelles,25000,403599,2.06
5100,35,2020-10-21,125,Ostende,35000,157200,0.8
17912,93,2020-10-21,122,Philippeville,93000,66355,1.84
5542,36,2020-10-21,238,Roulers,36000,153315,1.55
8872,46,2020-10-21,294,Saint-Nicolas,46000,252523,1.16
10567,55,2020-10-21,243,Soignies,55000,104533,2.32
7188,42,2020-10-21,206,Termonde,42000,201213,1.02
10961,56,2020-10-21,232,Thuin,56000,91678,2.53
5951,37,2020-10-21,125,Tielt,37000,92905,1.35
14883,73,2020-10-21,118,Tongres,73000,203963,0.58
11409,57,2020-10-21,623,Tournai,57000,223417,2.79
1137,13,2020-10-21,292,Turnhout,13000,461867,0.63
13139,63,2020-10-21,697,Verviers,63000,287772,2.42
16714,85,2020-10-21,80,Virton,85000,53751,1.49
13529,64,2020-10-21,191,Waremme,64000,81389,2.35
4210,33,2020-10-21,108,Ypres,33000,106279,1.02
6750,41,2020-10-22,343,Alost,41000,291229,1.18
234,11,2020-10-22,872,Anvers,11000,1051301,0.83
15270,81,2020-10-22,70,Arlon,81000,62623,1.12
9270,51,2020-10-22,258,Ath,51000,127915,2.02
8425,45,2020-10-22,133,Audenarde,45000,124342,1.07
15630,82,2020-10-22,109,Bastogne,82000,48413,2.25
3421,31,2020-10-22,275,Bruges,31000,282209,0.97
1602,21,2020-10-22,2687,Bruxelles-Capitale,21000,1208542,2.22
9712,52,2020-10-22,854,Charleroi,52000,396639,2.15
4659,34,2020-10-22,319,Courtrai,34000,290706,1.1
17109,91,2020-10-22,217,Dinant,91000,111008,1.95
3800,32,2020-10-22,49,Dixmude,32000,51525,0.95
7564,43,2020-10-22,55,Eeklo,43000,85235,0.65
6314,38,2020-10-22,26,Furnes,38000,61657,0.42
8017,44,2020-10-22,498,Gand,44000,560522,0.89
2065,23,2020-10-22,1129,Hal-Vilvorde,23000,637441,1.77
13988,71,2020-10-22,212,Hasselt,71000,418496,0.51
12240,61,2020-10-22,312,Huy,61000,113409,2.75
11836,58,2020-10-22,357,La Louvière,58000,141060,2.53
12696,62,2020-10-22,1703,Liège,62000,624422,2.73
2518,24,2020-10-22,265,Louvain,24000,508734,0.52
14437,72,2020-10-22,133,Maaseik,72000,251589,0.53
680,12,2020-10-22,348,Malines,12000,344818,1.01
16011,83,2020-10-22,121,Marche-en-Famenne,83000,56476,2.14
10156,53,2020-10-22,587,Mons,53000,258999,2.27
17547,92,2020-10-22,737,Namur,92000,316962,2.33
16372,84,2020-10-22,110,Neufchâteau,84000,63375,1.74
2976,25,2020-10-22,796,Nivelles,25000,403599,1.97
5101,35,2020-10-22,119,Ostende,35000,157200,0.76
17913,93,2020-10-22,139,Philippeville,93000,66355,2.09
5543,36,2020-10-22,210,Roulers,36000,153315,1.37
8873,46,2020-10-22,284,Saint-Nicolas,46000,252523,1.12
10568,55,2020-10-22,188,Soignies,55000,104533,1.8
7189,42,2020-10-22,254,Termonde,42000,201213,1.26
10962,56,2020-10-22,204,Thuin,56000,91678,2.23
5952,37,2020-10-22,127,Tielt,37000,92905,1.37
14884,73,2020-10-22,150,Tongres,73000,203963,0.74
11410,57,2020-10-22,631,Tournai,57000,223417,2.82
1138,13,2020-10-22,315,Turnhout,13000,461867,0.68
13140,63,2020-10-22,779,Verviers,63000,287772,2.71
16715,85,2020-10-22,74,Virton,85000,53751,1.38
13530,64,2020-10-22,170,Waremme,64000,81389,2.09
4211,33,2020-10-22,122,Ypres,33000,106279,1.15
6751,41,2020-10-23,375,Alost,41000,291229,1.29
235,11,2020-10-23,1100,Anvers,11000,1051301,1.05
15271,81,2020-10-23,68,Arlon,81000,62623,1.09
9271,51,2020-10-23,249,Ath,51000,127915,1.95
8426,45,2020-10-23,136,Audenarde,45000,124342,1.09
15631,82,2020-10-23,121,Bastogne,82000,48413,2.5
3422,31,2020-10-23,270,Bruges,31000,282209,0.96
1603,21,2020-10-23,2598,Bruxelles-Capitale,21000,1208542,2.15
9713,52,2020-10-23,954,Charleroi,52000,396639,2.41
4660,34,2020-10-23,388,Courtrai,34000,290706,1.33
17110,91,2020-10-23,231,Dinant,91000,111008,2.08
3801,32,2020-10-23,52,Dixmude,32000,51525,1.01
7565,43,2020-10-23,58,Eeklo,43000,85235,0.68
6315,38,2020-10-23,53,Furnes,38000,61657,0.86
8018,44,2020-10-23,546,Gand,44000,560522,0.97
2066,23,2020-10-23,1112,Hal-Vilvorde,23000,637441,1.74
13989,71,2020-10-23,238,Hasselt,71000,418496,0.57
12241,61,2020-10-23,307,Huy,61000,113409,2.71
11837,58,2020-10-23,522,La Louvière,58000,141060,3.7
12697,62,2020-10-23,2171,Liège,62000,624422,3.48
2519,24,2020-10-23,258,Louvain,24000,508734,0.51
14438,72,2020-10-23,102,Maaseik,72000,251589,0.41
681,12,2020-10-23,337,Malines,12000,344818,0.98
16012,83,2020-10-23,159,Marche-en-Famenne,83000,56476,2.82
10157,53,2020-10-23,550,Mons,53000,258999,2.12
17548,92,2020-10-23,387,Namur,92000,316962,1.22
16373,84,2020-10-23,141,Neufchâteau,84000,63375,2.22
2977,25,2020-10-23,734,Nivelles,25000,403599,1.82
5102,35,2020-10-23,132,Ostende,35000,157200,0.84
17914,93,2020-10-23,139,Philippeville,93000,66355,2.09
5544,36,2020-10-23,227,Roulers,36000,153315,1.48
8874,46,2020-10-23,347,Saint-Nicolas,46000,252523,1.37
10569,55,2020-10-23,308,Soignies,55000,104533,2.95
7190,42,2020-10-23,240,Termonde,42000,201213,1.19
10963,56,2020-10-23,193,Thuin,56000,91678,2.11
5953,37,2020-10-23,146,Tielt,37000,92905,1.57
14885,73,2020-10-23,159,Tongres,73000,203963,0.78
11411,57,2020-10-23,604,Tournai,57000,223417,2.7
1139,13,2020-10-23,385,Turnhout,13000,461867,0.83
13141,63,2020-10-23,1091,Verviers,63000,287772,3.79
16716,85,2020-10-23,65,Virton,85000,53751,1.21
13531,64,2020-10-23,210,Waremme,64000,81389,2.58
4212,33,2020-10-23,131,Ypres,33000,106279,1.23
6752,41,2020-10-24,182,Alost,41000,291229,0.62
236,11,2020-10-24,445,Anvers,11000,1051301,0.42
15272,81,2020-10-24,42,Arlon,81000,62623,0.67
9272,51,2020-10-24,167,Ath,51000,127915,1.31
8427,45,2020-10-24,87,Audenarde,45000,124342,0.7
15632,82,2020-10-24,93,Bastogne,82000,48413,1.92
3423,31,2020-10-24,97,Bruges,31000,282209,0.34
1604,21,2020-10-24,1216,Bruxelles-Capitale,21000,1208542,1.01
9714,52,2020-10-24,611,Charleroi,52000,396639,1.54
4661,34,2020-10-24,199,Courtrai,34000,290706,0.68
17111,91,2020-10-24,154,Dinant,91000,111008,1.39
3802,32,2020-10-24,14,Dixmude,32000,51525,0.27
7566,43,2020-10-24,11,Eeklo,43000,85235,0.13
6316,38,2020-10-24,23,Furnes,38000,61657,0.37
8019,44,2020-10-24,297,Gand,44000,560522,0.53
2067,23,2020-10-24,541,Hal-Vilvorde,23000,637441,0.85
13990,71,2020-10-24,113,Hasselt,71000,418496,0.27
12242,61,2020-10-24,381,Huy,61000,113409,3.36
11838,58,2020-10-24,218,La Louvière,58000,141060,1.55
12698,62,2020-10-24,1260,Liège,62000,624422,2.02
2520,24,2020-10-24,153,Louvain,24000,508734,0.3
14439,72,2020-10-24,67,Maaseik,72000,251589,0.27
682,12,2020-10-24,119,Malines,12000,344818,0.35
16013,83,2020-10-24,55,Marche-en-Famenne,83000,56476,0.97
10158,53,2020-10-24,384,Mons,53000,258999,1.48
17549,92,2020-10-24,853,Namur,92000,316962,2.69
16374,84,2020-10-24,53,Neufchâteau,84000,63375,0.84
2978,25,2020-10-24,573,Nivelles,25000,403599,1.42
5103,35,2020-10-24,49,Ostende,35000,157200,0.31
17915,93,2020-10-24,93,Philippeville,93000,66355,1.4
5545,36,2020-10-24,198,Roulers,36000,153315,1.29
8875,46,2020-10-24,184,Saint-Nicolas,46000,252523,0.73
10570,55,2020-10-24,144,Soignies,55000,104533,1.38
7191,42,2020-10-24,139,Termonde,42000,201213,0.69
10964,56,2020-10-24,167,Thuin,56000,91678,1.82
5954,37,2020-10-24,71,Tielt,37000,92905,0.76
14886,73,2020-10-24,90,Tongres,73000,203963,0.44
11412,57,2020-10-24,548,Tournai,57000,223417,2.45
1140,13,2020-10-24,197,Turnhout,13000,461867,0.43
13142,63,2020-10-24,620,Verviers,63000,287772,2.15
16717,85,2020-10-24,43,Virton,85000,53751,0.8
13532,64,2020-10-24,212,Waremme,64000,81389,2.6
4213,33,2020-10-24,62,Ypres,33000,106279,0.58
6753,41,2020-10-25,105,Alost,41000,291229,0.36
237,11,2020-10-25,247,Anvers,11000,1051301,0.23
15273,81,2020-10-25,15,Arlon,81000,62623,0.24
9273,51,2020-10-25,103,Ath,51000,127915,0.81
8428,45,2020-10-25,45,Audenarde,45000,124342,0.36
15633,82,2020-10-25,26,Bastogne,82000,48413,0.54
3424,31,2020-10-25,63,Bruges,31000,282209,0.22
1605,21,2020-10-25,346,Bruxelles-Capitale,21000,1208542,0.29
9715,52,2020-10-25,334,Charleroi,52000,396639,0.84
4662,34,2020-10-25,65,Courtrai,34000,290706,0.22
17112,91,2020-10-25,46,Dinant,91000,111008,0.41
3803,32,2020-10-25,22,Dixmude,32000,51525,0.43
7567,43,2020-10-25,14,Eeklo,43000,85235,0.16
6317,38,2020-10-25,15,Furnes,38000,61657,0.24
8020,44,2020-10-25,106,Gand,44000,560522,0.19
2068,23,2020-10-25,172,Hal-Vilvorde,23000,637441,0.27
13991,71,2020-10-25,51,Hasselt,71000,418496,0.12
12243,61,2020-10-25,43,Huy,61000,113409,0.38
11839,58,2020-10-25,319,La Louvière,58000,141060,2.26
12699,62,2020-10-25,361,Liège,62000,624422,0.58
2521,24,2020-10-25,54,Louvain,24000,508734,0.11
14440,72,2020-10-25,45,Maaseik,72000,251589,0.18
683,12,2020-10-25,87,Malines,12000,344818,0.25
16014,83,2020-10-25,18,Marche-en-Famenne,83000,56476,0.32
10159,53,2020-10-25,199,Mons,53000,258999,0.77
17550,92,2020-10-25,147,Namur,92000,316962,0.46
16375,84,2020-10-25,28,Neufchâteau,84000,63375,0.44
2979,25,2020-10-25,144,Nivelles,25000,403599,0.36
5104,35,2020-10-25,43,Ostende,35000,157200,0.27
17916,93,2020-10-25,30,Philippeville,93000,66355,0.45
5546,36,2020-10-25,98,Roulers,36000,153315,0.64
8876,46,2020-10-25,89,Saint-Nicolas,46000,252523,0.35
10571,55,2020-10-25,132,Soignies,55000,104533,1.26
7192,42,2020-10-25,109,Termonde,42000,201213,0.54
10965,56,2020-10-25,73,Thuin,56000,91678,0.8
5955,37,2020-10-25,37,Tielt,37000,92905,0.4
14887,73,2020-10-25,41,Tongres,73000,203963,0.2
11413,57,2020-10-25,167,Tournai,57000,223417,0.75
1141,13,2020-10-25,84,Turnhout,13000,461867,0.18
13143,63,2020-10-25,322,Verviers,63000,287772,1.12
16718,85,2020-10-25,10,Virton,85000,53751,0.19
13533,64,2020-10-25,39,Waremme,64000,81389,0.48
4214,33,2020-10-25,52,Ypres,33000,106279,0.49
6754,41,2020-10-26,562,Alost,41000,291229,1.93
238,11,2020-10-26,1277,Anvers,11000,1051301,1.21
15274,81,2020-10-26,90,Arlon,81000,62623,1.44
9274,51,2020-10-26,229,Ath,51000,127915,1.79
8429,45,2020-10-26,195,Audenarde,45000,124342,1.57
15634,82,2020-10-26,146,Bastogne,82000,48413,3.02
3425,31,2020-10-26,345,Bruges,31000,282209,1.22
1606,21,2020-10-26,2228,Bruxelles-Capitale,21000,1208542,1.84
9716,52,2020-10-26,792,Charleroi,52000,396639,2.0
4663,34,2020-10-26,624,Courtrai,34000,290706,2.15
17113,91,2020-10-26,192,Dinant,91000,111008,1.73
3804,32,2020-10-26,59,Dixmude,32000,51525,1.15
7568,43,2020-10-26,96,Eeklo,43000,85235,1.13
6318,38,2020-10-26,54,Furnes,38000,61657,0.88
8021,44,2020-10-26,826,Gand,44000,560522,1.47
2069,23,2020-10-26,1289,Hal-Vilvorde,23000,637441,2.02
13992,71,2020-10-26,315,Hasselt,71000,418496,0.75
12244,61,2020-10-26,311,Huy,61000,113409,2.74
11840,58,2020-10-26,429,La Louvière,58000,141060,3.04
12700,62,2020-10-26,2043,Liège,62000,624422,3.27
2522,24,2020-10-26,455,Louvain,24000,508734,0.89
14441,72,2020-10-26,175,Maaseik,72000,251589,0.7
684,12,2020-10-26,531,Malines,12000,344818,1.54
16015,83,2020-10-26,160,Marche-en-Famenne,83000,56476,2.83
10160,53,2020-10-26,312,Mons,53000,258999,1.2
17551,92,2020-10-26,422,Namur,92000,316962,1.33
16376,84,2020-10-26,141,Neufchâteau,84000,63375,2.22
2980,25,2020-10-26,699,Nivelles,25000,403599,1.73
5105,35,2020-10-26,193,Ostende,35000,157200,1.23
17917,93,2020-10-26,111,Philippeville,93000,66355,1.67
5547,36,2020-10-26,316,Roulers,36000,153315,2.06
8877,46,2020-10-26,382,Saint-Nicolas,46000,252523,1.51
10572,55,2020-10-26,166,Soignies,55000,104533,1.59
7193,42,2020-10-26,311,Termonde,42000,201213,1.55
10966,56,2020-10-26,159,Thuin,56000,91678,1.73
5956,37,2020-10-26,198,Tielt,37000,92905,2.13
14888,73,2020-10-26,174,Tongres,73000,203963,0.85
11414,57,2020-10-26,542,Tournai,57000,223417,2.43
1142,13,2020-10-26,493,Turnhout,13000,461867,1.07
13144,63,2020-10-26,990,Verviers,63000,287772,3.44
16719,85,2020-10-26,63,Virton,85000,53751,1.17
13534,64,2020-10-26,238,Waremme,64000,81389,2.92
4215,33,2020-10-26,198,Ypres,33000,106279,1.86
6755,41,2020-10-27,416,Alost,41000,291229,1.43
239,11,2020-10-27,1100,Anvers,11000,1051301,1.05
15275,81,2020-10-27,95,Arlon,81000,62623,1.52
9275,51,2020-10-27,320,Ath,51000,127915,2.5
8430,45,2020-10-27,187,Audenarde,45000,124342,1.5
15635,82,2020-10-27,131,Bastogne,82000,48413,2.71
3426,31,2020-10-27,234,Bruges,31000,282209,0.83
1607,21,2020-10-27,2552,Bruxelles-Capitale,21000,1208542,2.11
9717,52,2020-10-27,1060,Charleroi,52000,396639,2.67
4664,34,2020-10-27,453,Courtrai,34000,290706,1.56
17114,91,2020-10-27,389,Dinant,91000,111008,3.5
3805,32,2020-10-27,39,Dixmude,32000,51525,0.76
7569,43,2020-10-27,45,Eeklo,43000,85235,0.53
6319,38,2020-10-27,47,Furnes,38000,61657,0.76
8022,44,2020-10-27,544,Gand,44000,560522,0.97
2070,23,2020-10-27,1255,Hal-Vilvorde,23000,637441,1.97
13993,71,2020-10-27,252,Hasselt,71000,418496,0.6
12245,61,2020-10-27,454,Huy,61000,113409,4.0
11841,58,2020-10-27,481,La Louvière,58000,141060,3.41
12701,62,2020-10-27,2405,Liège,62000,624422,3.85
2523,24,2020-10-27,350,Louvain,24000,508734,0.69
14442,72,2020-10-27,131,Maaseik,72000,251589,0.52
685,12,2020-10-27,386,Malines,12000,344818,1.12
16016,83,2020-10-27,186,Marche-en-Famenne,83000,56476,3.29
10161,53,2020-10-27,787,Mons,53000,258999,3.04
17552,92,2020-10-27,1431,Namur,92000,316962,4.51
16377,84,2020-10-27,136,Neufchâteau,84000,63375,2.15
2981,25,2020-10-27,1028,Nivelles,25000,403599,2.55
5106,35,2020-10-27,127,Ostende,35000,157200,0.81
17918,93,2020-10-27,208,Philippeville,93000,66355,3.13
5548,36,2020-10-27,279,Roulers,36000,153315,1.82
8878,46,2020-10-27,301,Saint-Nicolas,46000,252523,1.19
10573,55,2020-10-27,286,Soignies,55000,104533,2.74
7194,42,2020-10-27,345,Termonde,42000,201213,1.71
10967,56,2020-10-27,265,Thuin,56000,91678,2.89
5957,37,2020-10-27,160,Tielt,37000,92905,1.72
14889,73,2020-10-27,182,Tongres,73000,203963,0.89
11415,57,2020-10-27,754,Tournai,57000,223417,3.37
1143,13,2020-10-27,422,Turnhout,13000,461867,0.91
13145,63,2020-10-27,1151,Verviers,63000,287772,4.0
16720,85,2020-10-27,91,Virton,85000,53751,1.69
13535,64,2020-10-27,252,Waremme,64000,81389,3.1
4216,33,2020-10-27,175,Ypres,33000,106279,1.65
6756,41,2020-10-28,317,Alost,41000,291229,1.09
240,11,2020-10-28,995,Anvers,11000,1051301,0.95
15276,81,2020-10-28,73,Arlon,81000,62623,1.17
9276,51,2020-10-28,270,Ath,51000,127915,2.11
8431,45,2020-10-28,161,Audenarde,45000,124342,1.29
15636,82,2020-10-28,106,Bastogne,82000,48413,2.19
3427,31,2020-10-28,212,Bruges,31000,282209,0.75
1608,21,2020-10-28,2013,Bruxelles-Capitale,21000,1208542,1.67
9718,52,2020-10-28,1176,Charleroi,52000,396639,2.96
4665,34,2020-10-28,427,Courtrai,34000,290706,1.47
17115,91,2020-10-28,227,Dinant,91000,111008,2.04
