,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
219,11,2020-10-07,422,Anvers,11000,1051301,0.4
15255,81,2020-10-07,40,Arlon,81000,62623,0.64
9255,51,2020-10-07,124,Ath,51000,127915,0.97
8410,45,2020-10-07,23,Audenarde,45000,124342,0.18
15615,82,2020-10-07,34,Bastogne,82000,48413,0.7
3406,31,2020-10-07,50,Bruges,31000,282209,0.18
1587,21,2020-10-07,1278,Bruxelles-Capitale,21000,1208542,1.06
9697,52,2020-10-07,358,Charleroi,52000,396639,0.9
4644,34,2020-10-07,67,Courtrai,34000,290706,0.23
17094,91,2020-10-07,84,Dinant,91000,111008,0.76
3785,32,2020-10-07,8,Dixmude,32000,51525,0.16
7549,43,2020-10-07,8,Eeklo,43000,85235,0.09
6299,38,2020-10-07,4,Furnes,38000,61657,0.06
8002,44,2020-10-07,100,Gand,44000,560522,0.18
2050,23,2020-10-07,452,Hal-Vilvorde,23000,637441,0.71
13973,71,2020-10-07,57,Hasselt,71000,418496,0.14
12225,61,2020-10-07,97,Huy,61000,113409,0.86
11821,58,2020-10-07,162,La Louvière,58000,141060,1.15
12681,62,2020-10-07,618,Liège,62000,624422,0.99
2503,24,2020-10-07,85,Louvain,24000,508734,0.17
14422,72,2020-10-07,25,Maaseik,72000,251589,0.1
665,12,2020-10-07,99,Malines,12000,344818,0.29
15996,83,2020-10-07,46,Marche-en-Famenne,83000,56476,0.81
10141,53,2020-10-07,148,Mons,53000,258999,0.57
17532,92,2020-10-07,325,Namur,92000,316962,1.03
16357,84,2020-10-07,28,Neufchâteau,84000,63375,0.44
2961,25,2020-10-07,391,Nivelles,25000,403599,0.97
5086,35,2020-10-07,21,Ostende,35000,157200,0.13
17898,93,2020-10-07,54,Philippeville,93000,66355,0.81
5528,36,2020-10-07,53,Roulers,36000,153315,0.35
8858,46,2020-10-07,113,Saint-Nicolas,46000,252523,0.45
10553,55,2020-10-07,109,Soignies,55000,104533,1.04
7174,42,2020-10-07,45,Termonde,42000,201213,0.22
10947,56,2020-10-07,60,Thuin,56000,91678,0.65
5937,37,2020-10-07,18,Tielt,37000,92905,0.19
14869,73,2020-10-07,25,Tongres,73000,203963,0.12
11395,57,2020-10-07,191,Tournai,57000,223417,0.85
1123,13,2020-10-07,64,Turnhout,13000,461867,0.14
13125,63,2020-10-07,279,Verviers,63000,287772,0.97
16700,85,2020-10-07,26,Virton,85000,53751,0.48
13515,64,2020-10-07,53,Waremme,64000,81389,0.65
4196,33,2020-10-07,60,Ypres,33000,106279,0.56
6736,41,2020-10-08,155,Alost,41000,291229,0.53
220,11,2020-10-08,414,Anvers,11000,1051301,0.39
15256,81,2020-10-08,50,Arlon,81000,62623,0.8
9256,51,2020-10-08,126,Ath,51000,127915,0.99
8411,45,2020-10-08,24,Audenarde,45000,124342,0.19
15616,82,2020-10-08,24,Bastogne,82000,48413,0.5
3407,31,2020-10-08,42,Bruges,31000,282209,0.15
1588,21,2020-10-08,1253,Bruxelles-Capitale,21000,1208542,1.04
9698,52,2020-10-08,267,Charleroi,52000,396639,0.67
4645,34,2020-10-08,79,Courtrai,34000,290706,0.27
17095,91,2020-10-08,99,Dinant,91000,111008,0.89
3786,32,2020-10-08,8,Dixmude,32000,51525,0.16
7550,43,2020-10-08,20,Eeklo,43000,85235,0.23
6300,38,2020-10-08,9,Furnes,38000,61657,0.15
8003,44,2020-10-08,94,Gand,44000,560522,0.17
2051,23,2020-10-08,444,Hal-Vilvorde,23000,637441,0.7
13974,71,2020-10-08,81,Hasselt,71000,418496,0.19
12226,61,2020-10-08,105,Huy,61000,113409,0.93
11822,58,2020-10-08,70,La Louvière,58000,141060,0.5
12682,62,2020-10-08,674,Liège,62000,624422,1.08
2504,24,2020-10-08,44,Louvain,24000,508734,0.09
14423,72,2020-10-08,39,Maaseik,72000,251589,0.16
666,12,2020-10-08,115,Malines,12000,344818,0.33
15997,83,2020-10-08,82,Marche-en-Famenne,83000,56476,1.45
10142,53,2020-10-08,82,Mons,53000,258999,0.32
17533,92,2020-10-08,256,Namur,92000,316962,0.81
16358,84,2020-10-08,56,Neufchâteau,84000,63375,0.88
2962,25,2020-10-08,368,Nivelles,25000,403599,0.91
5087,35,2020-10-08,7,Ostende,35000,157200,0.04
17899,93,2020-10-08,45,Philippeville,93000,66355,0.68
5529,36,2020-10-08,38,Roulers,36000,153315,0.25
8859,46,2020-10-08,112,Saint-Nicolas,46000,252523,0.44
10554,55,2020-10-08,76,Soignies,55000,104533,0.73
7175,42,2020-10-08,68,Termonde,42000,201213,0.34
10948,56,2020-10-08,57,Thuin,56000,91678,0.62
5938,37,2020-10-08,13,Tielt,37000,92905,0.14
14870,73,2020-10-08,42,Tongres,73000,203963,0.21
11396,57,2020-10-08,197,Tournai,57000,223417,0.88
1124,13,2020-10-08,119,Turnhout,13000,461867,0.26
13126,63,2020-10-08,245,Verviers,63000,287772,0.85
16701,85,2020-10-08,42,Virton,85000,53751,0.78
13516,64,2020-10-08,23,Waremme,64000,81389,0.28
4197,33,2020-10-08,39,Ypres,33000,106279,0.37
6737,41,2020-10-09,129,Alost,41000,291229,0.44
221,11,2020-10-09,474,Anvers,11000,1051301,0.45
15257,81,2020-10-09,55,Arlon,81000,62623,0.88
9257,51,2020-10-09,119,Ath,51000,127915,0.93
8412,45,2020-10-09,16,Audenarde,45000,124342,0.13
15617,82,2020-10-09,15,Bastogne,82000,48413,0.31
3408,31,2020-10-09,37,Bruges,31000,282209,0.13
1589,21,2020-10-09,1390,Bruxelles-Capitale,21000,1208542,1.15
9699,52,2020-10-09,312,Charleroi,52000,396639,0.79
4646,34,2020-10-09,125,Courtrai,34000,290706,0.43
17096,91,2020-10-09,119,Dinant,91000,111008,1.07
3787,32,2020-10-09,13,Dixmude,32000,51525,0.25
7551,43,2020-10-09,3,Eeklo,43000,85235,0.04
6301,38,2020-10-09,27,Furnes,38000,61657,0.44
8004,44,2020-10-09,114,Gand,44000,560522,0.2
2052,23,2020-10-09,553,Hal-Vilvorde,23000,637441,0.87
13975,71,2020-10-09,88,Hasselt,71000,418496,0.21
12227,61,2020-10-09,129,Huy,61000,113409,1.14
11823,58,2020-10-09,155,La Louvière,58000,141060,1.1
12683,62,2020-10-09,593,Liège,62000,624422,0.95
2505,24,2020-10-09,84,Louvain,24000,508734,0.17
14424,72,2020-10-09,54,Maaseik,72000,251589,0.21
667,12,2020-10-09,147,Malines,12000,344818,0.43
15998,83,2020-10-09,62,Marche-en-Famenne,83000,56476,1.1
10143,53,2020-10-09,293,Mons,53000,258999,1.13
17534,92,2020-10-09,343,Namur,92000,316962,1.08
16359,84,2020-10-09,59,Neufchâteau,84000,63375,0.93
2963,25,2020-10-09,446,Nivelles,25000,403599,1.11
5088,35,2020-10-09,37,Ostende,35000,157200,0.24
17900,93,2020-10-09,51,Philippeville,93000,66355,0.77
5530,36,2020-10-09,44,Roulers,36000,153315,0.29
8860,46,2020-10-09,115,Saint-Nicolas,46000,252523,0.46
10555,55,2020-10-09,77,Soignies,55000,104533,0.74
7176,42,2020-10-09,42,Termonde,42000,201213,0.21
10949,56,2020-10-09,59,Thuin,56000,91678,0.64
5939,37,2020-10-09,18,Tielt,37000,92905,0.19
14871,73,2020-10-09,37,Tongres,73000,203963,0.18
11397,57,2020-10-09,250,Tournai,57000,223417,1.12
1125,13,2020-10-09,168,Turnhout,13000,461867,0.36
13127,63,2020-10-09,358,Verviers,63000,287772,1.24
16702,85,2020-10-09,42,Virton,85000,53751,0.78
13517,64,2020-10-09,62,Waremme,64000,81389,0.76
4198,33,2020-10-09,50,Ypres,33000,106279,0.47
6738,41,2020-10-10,47,Alost,41000,291229,0.16
222,11,2020-10-10,248,Anvers,11000,1051301,0.24
15258,81,2020-10-10,4,Arlon,81000,62623,0.06
9258,51,2020-10-10,92,Ath,51000,127915,0.72
8413,45,2020-10-10,6,Audenarde,45000,124342,0.05
15618,82,2020-10-10,16,Bastogne,82000,48413,0.33
3409,31,2020-10-10,21,Bruges,31000,282209,0.07
1590,21,2020-10-10,496,Bruxelles-Capitale,21000,1208542,0.41
9700,52,2020-10-10,128,Charleroi,52000,396639,0.32
4647,34,2020-10-10,47,Courtrai,34000,290706,0.16
17097,91,2020-10-10,73,Dinant,91000,111008,0.66
3788,32,2020-10-10,4,Dixmude,32000,51525,0.08
7552,43,2020-10-10,3,Eeklo,43000,85235,0.04
6302,38,2020-10-10,4,Furnes,38000,61657,0.06
8005,44,2020-10-10,42,Gand,44000,560522,0.07
2053,23,2020-10-10,183,Hal-Vilvorde,23000,637441,0.29
13976,71,2020-10-10,44,Hasselt,71000,418496,0.11
12228,61,2020-10-10,51,Huy,61000,113409,0.45
11824,58,2020-10-10,53,La Louvière,58000,141060,0.38
12684,62,2020-10-10,652,Liège,62000,624422,1.04
2506,24,2020-10-10,108,Louvain,24000,508734,0.21
14425,72,2020-10-10,29,Maaseik,72000,251589,0.12
668,12,2020-10-10,91,Malines,12000,344818,0.26
15999,83,2020-10-10,21,Marche-en-Famenne,83000,56476,0.37
10144,53,2020-10-10,71,Mons,53000,258999,0.27
17535,92,2020-10-10,272,Namur,92000,316962,0.86
16360,84,2020-10-10,16,Neufchâteau,84000,63375,0.25
2964,25,2020-10-10,290,Nivelles,25000,403599,0.72
5089,35,2020-10-10,23,Ostende,35000,157200,0.15
17901,93,2020-10-10,23,Philippeville,93000,66355,0.35
5531,36,2020-10-10,33,Roulers,36000,153315,0.22
8861,46,2020-10-10,56,Saint-Nicolas,46000,252523,0.22
10556,55,2020-10-10,87,Soignies,55000,104533,0.83
7177,42,2020-10-10,17,Termonde,42000,201213,0.08
10950,56,2020-10-10,27,Thuin,56000,91678,0.29
5940,37,2020-10-10,8,Tielt,37000,92905,0.09
14872,73,2020-10-10,23,Tongres,73000,203963,0.11
11398,57,2020-10-10,153,Tournai,57000,223417,0.68
1126,13,2020-10-10,52,Turnhout,13000,461867,0.11
13128,63,2020-10-10,230,Verviers,63000,287772,0.8
16703,85,2020-10-10,7,Virton,85000,53751,0.13
13518,64,2020-10-10,52,Waremme,64000,81389,0.64
4199,33,2020-10-10,29,Ypres,33000,106279,0.27
6739,41,2020-10-11,36,Alost,41000,291229,0.12
223,11,2020-10-11,157,Anvers,11000,1051301,0.15
15259,81,2020-10-11,26,Arlon,81000,62623,0.42
9259,51,2020-10-11,44,Ath,51000,127915,0.34
8414,45,2020-10-11,3,Audenarde,45000,124342,0.02
15619,82,2020-10-11,15,Bastogne,82000,48413,0.31
3410,31,2020-10-11,25,Bruges,31000,282209,0.09
1591,21,2020-10-11,259,Bruxelles-Capitale,21000,1208542,0.21
9701,52,2020-10-11,83,Charleroi,52000,396639,0.21
4648,34,2020-10-11,3,Courtrai,34000,290706,0.01
17098,91,2020-10-11,24,Dinant,91000,111008,0.22
3789,32,2020-10-11,4,Dixmude,32000,51525,0.08
7553,43,2020-10-11,2,Eeklo,43000,85235,0.02
6303,38,2020-10-11,5,Furnes,38000,61657,0.08
8006,44,2020-10-11,18,Gand,44000,560522,0.03
2054,23,2020-10-11,116,Hal-Vilvorde,23000,637441,0.18
13977,71,2020-10-11,21,Hasselt,71000,418496,0.05
12229,61,2020-10-11,57,Huy,61000,113409,0.5
11825,58,2020-10-11,114,La Louvière,58000,141060,0.81
12685,62,2020-10-11,128,Liège,62000,624422,0.2
2507,24,2020-10-11,36,Louvain,24000,508734,0.07
14426,72,2020-10-11,28,Maaseik,72000,251589,0.11
669,12,2020-10-11,21,Malines,12000,344818,0.06
16000,83,2020-10-11,19,Marche-en-Famenne,83000,56476,0.34
10145,53,2020-10-11,70,Mons,53000,258999,0.27
17536,92,2020-10-11,108,Namur,92000,316962,0.34
16361,84,2020-10-11,12,Neufchâteau,84000,63375,0.19
2965,25,2020-10-11,114,Nivelles,25000,403599,0.28
5090,35,2020-10-11,5,Ostende,35000,157200,0.03
17902,93,2020-10-11,25,Philippeville,93000,66355,0.38
5532,36,2020-10-11,21,Roulers,36000,153315,0.14
8862,46,2020-10-11,36,Saint-Nicolas,46000,252523,0.14
10557,55,2020-10-11,43,Soignies,55000,104533,0.41
7178,42,2020-10-11,18,Termonde,42000,201213,0.09
10951,56,2020-10-11,30,Thuin,56000,91678,0.33
5941,37,2020-10-11,15,Tielt,37000,92905,0.16
14873,73,2020-10-11,12,Tongres,73000,203963,0.06
11399,57,2020-10-11,32,Tournai,57000,223417,0.14
1127,13,2020-10-11,42,Turnhout,13000,461867,0.09
13129,63,2020-10-11,164,Verviers,63000,287772,0.57
16704,85,2020-10-11,12,Virton,85000,53751,0.22
13519,64,2020-10-11,12,Waremme,64000,81389,0.15
4200,33,2020-10-11,30,Ypres,33000,106279,0.28
6740,41,2020-10-12,201,Alost,41000,291229,0.69
224,11,2020-10-12,676,Anvers,11000,1051301,0.64
15260,81,2020-10-12,33,Arlon,81000,62623,0.53
9260,51,2020-10-12,102,Ath,51000,127915,0.8
8415,45,2020-10-12,42,Audenarde,45000,124342,0.34
15620,82,2020-10-12,69,Bastogne,82000,48413,1.43
3411,31,2020-10-12,79,Bruges,31000,282209,0.28
1592,21,2020-10-12,1423,Bruxelles-Capitale,21000,1208542,1.18
9702,52,2020-10-12,480,Charleroi,52000,396639,1.21
4649,34,2020-10-12,234,Courtrai,34000,290706,0.8
17099,91,2020-10-12,165,Dinant,91000,111008,1.49
3790,32,2020-10-12,11,Dixmude,32000,51525,0.21
7554,43,2020-10-12,15,Eeklo,43000,85235,0.18
6304,38,2020-10-12,17,Furnes,38000,61657,0.28
8007,44,2020-10-12,232,Gand,44000,560522,0.41
2055,23,2020-10-12,721,Hal-Vilvorde,23000,637441,1.13
13978,71,2020-10-12,143,Hasselt,71000,418496,0.34
12230,61,2020-10-12,159,Huy,61000,113409,1.4
11826,58,2020-10-12,212,La Louvière,58000,141060,1.5
12686,62,2020-10-12,991,Liège,62000,624422,1.59
2508,24,2020-10-12,169,Louvain,24000,508734,0.33
14427,72,2020-10-12,64,Maaseik,72000,251589,0.25
670,12,2020-10-12,202,Malines,12000,344818,0.59
16001,83,2020-10-12,64,Marche-en-Famenne,83000,56476,1.13
10146,53,2020-10-12,328,Mons,53000,258999,1.27
17537,92,2020-10-12,287,Namur,92000,316962,0.91
16362,84,2020-10-12,74,Neufchâteau,84000,63375,1.17
2966,25,2020-10-12,356,Nivelles,25000,403599,0.88
5091,35,2020-10-12,56,Ostende,35000,157200,0.36
17903,93,2020-10-12,61,Philippeville,93000,66355,0.92
5533,36,2020-10-12,101,Roulers,36000,153315,0.66
8863,46,2020-10-12,157,Saint-Nicolas,46000,252523,0.62
10558,55,2020-10-12,81,Soignies,55000,104533,0.77
7179,42,2020-10-12,103,Termonde,42000,201213,0.51
10952,56,2020-10-12,94,Thuin,56000,91678,1.03
5942,37,2020-10-12,55,Tielt,37000,92905,0.59
14874,73,2020-10-12,61,Tongres,73000,203963,0.3
11400,57,2020-10-12,307,Tournai,57000,223417,1.37
1128,13,2020-10-12,206,Turnhout,13000,461867,0.45
13130,63,2020-10-12,329,Verviers,63000,287772,1.14
16705,85,2020-10-12,29,Virton,85000,53751,0.54
13520,64,2020-10-12,119,Waremme,64000,81389,1.46
4201,33,2020-10-12,78,Ypres,33000,106279,0.73
6741,41,2020-10-13,175,Alost,41000,291229,0.6
225,11,2020-10-13,574,Anvers,11000,1051301,0.55
15261,81,2020-10-13,54,Arlon,81000,62623,0.86
9261,51,2020-10-13,197,Ath,51000,127915,1.54
8416,45,2020-10-13,55,Audenarde,45000,124342,0.44
15621,82,2020-10-13,39,Bastogne,82000,48413,0.81
3412,31,2020-10-13,97,Bruges,31000,282209,0.34
1593,21,2020-10-13,2030,Bruxelles-Capitale,21000,1208542,1.68
9703,52,2020-10-13,501,Charleroi,52000,396639,1.26
4650,34,2020-10-13,172,Courtrai,34000,290706,0.59
17100,91,2020-10-13,164,Dinant,91000,111008,1.48
3791,32,2020-10-13,5,Dixmude,32000,51525,0.1
7555,43,2020-10-13,5,Eeklo,43000,85235,0.06
6305,38,2020-10-13,34,Furnes,38000,61657,0.55
8008,44,2020-10-13,187,Gand,44000,560522,0.33
2056,23,2020-10-13,830,Hal-Vilvorde,23000,637441,1.3
13979,71,2020-10-13,135,Hasselt,71000,418496,0.32
12231,61,2020-10-13,221,Huy,61000,113409,1.95
11827,58,2020-10-13,389,La Louvière,58000,141060,2.76
12687,62,2020-10-13,1603,Liège,62000,624422,2.57
2509,24,2020-10-13,215,Louvain,24000,508734,0.42
14428,72,2020-10-13,93,Maaseik,72000,251589,0.37
671,12,2020-10-13,189,Malines,12000,344818,0.55
16002,83,2020-10-13,97,Marche-en-Famenne,83000,56476,1.72
10147,53,2020-10-13,458,Mons,53000,258999,1.77
17538,92,2020-10-13,563,Namur,92000,316962,1.78
16363,84,2020-10-13,55,Neufchâteau,84000,63375,0.87
2967,25,2020-10-13,684,Nivelles,25000,403599,1.69
5092,35,2020-10-13,75,Ostende,35000,157200,0.48
17904,93,2020-10-13,96,Philippeville,93000,66355,1.45
5534,36,2020-10-13,71,Roulers,36000,153315,0.46
8864,46,2020-10-13,156,Saint-Nicolas,46000,252523,0.62
10559,55,2020-10-13,174,Soignies,55000,104533,1.66
7180,42,2020-10-13,121,Termonde,42000,201213,0.6
10953,56,2020-10-13,125,Thuin,56000,91678,1.36
5943,37,2020-10-13,50,Tielt,37000,92905,0.54
14875,73,2020-10-13,67,Tongres,73000,203963,0.33
11401,57,2020-10-13,297,Tournai,57000,223417,1.33
1129,13,2020-10-13,218,Turnhout,13000,461867,0.47
13131,63,2020-10-13,685,Verviers,63000,287772,2.38
16706,85,2020-10-13,26,Virton,85000,53751,0.48
13521,64,2020-10-13,128,Waremme,64000,81389,1.57
4202,33,2020-10-13,74,Ypres,33000,106279,0.7
6742,41,2020-10-14,180,Alost,41000,291229,0.62
226,11,2020-10-14,704,Anvers,11000,1051301,0.67
15262,81,2020-10-14,75,Arlon,81000,62623,1.2
9262,51,2020-10-14,259,Ath,51000,127915,2.02
8417,45,2020-10-14,46,Audenarde,45000,124342,0.37
15622,82,2020-10-14,91,Bastogne,82000,48413,1.88
3413,31,2020-10-14,94,Bruges,31000,282209,0.33
1594,21,2020-10-14,1914,Bruxelles-Capitale,21000,1208542,1.58
9704,52,2020-10-14,616,Charleroi,52000,396639,1.55
4651,34,2020-10-14,175,Courtrai,34000,290706,0.6
17101,91,2020-10-14,164,Dinant,91000,111008,1.48
3792,32,2020-10-14,24,Dixmude,32000,51525,0.47
7556,43,2020-10-14,15,Eeklo,43000,85235,0.18
6306,38,2020-10-14,23,Furnes,38000,61657,0.37
8009,44,2020-10-14,232,Gand,44000,560522,0.41
2057,23,2020-10-14,752,Hal-Vilvorde,23000,637441,1.18
13980,71,2020-10-14,198,Hasselt,71000,418496,0.47
12232,61,2020-10-14,249,Huy,61000,113409,2.2
11828,58,2020-10-14,279,La Louvière,58000,141060,1.98
12688,62,2020-10-14,1329,Liège,62000,624422,2.13
2510,24,2020-10-14,186,Louvain,24000,508734,0.37
14429,72,2020-10-14,89,Maaseik,72000,251589,0.35
672,12,2020-10-14,201,Malines,12000,344818,0.58
16003,83,2020-10-14,53,Marche-en-Famenne,83000,56476,0.94
10148,53,2020-10-14,263,Mons,53000,258999,1.02
17539,92,2020-10-14,560,Namur,92000,316962,1.77
16364,84,2020-10-14,78,Neufchâteau,84000,63375,1.23
2968,25,2020-10-14,649,Nivelles,25000,403599,1.61
5093,35,2020-10-14,78,Ostende,35000,157200,0.5
17905,93,2020-10-14,80,Philippeville,93000,66355,1.21
5535,36,2020-10-14,91,Roulers,36000,153315,0.59
8865,46,2020-10-14,161,Saint-Nicolas,46000,252523,0.64
10560,55,2020-10-14,261,Soignies,55000,104533,2.5
7181,42,2020-10-14,78,Termonde,42000,201213,0.39
10954,56,2020-10-14,136,Thuin,56000,91678,1.48
5944,37,2020-10-14,95,Tielt,37000,92905,1.02
14876,73,2020-10-14,57,Tongres,73000,203963,0.28
11402,57,2020-10-14,272,Tournai,57000,223417,1.22
1130,13,2020-10-14,248,Turnhout,13000,461867,0.54
13132,63,2020-10-14,660,Verviers,63000,287772,2.29
16707,85,2020-10-14,26,Virton,85000,53751,0.48
13522,64,2020-10-14,142,Waremme,64000,81389,1.74
4203,33,2020-10-14,62,Ypres,33000,106279,0.58
6743,41,2020-10-15,184,Alost,41000,291229,0.63
227,11,2020-10-15,657,Anvers,11000,1051301,0.62
15263,81,2020-10-15,89,Arlon,81000,62623,1.42
9263,51,2020-10-15,169,Ath,51000,127915,1.32
8418,45,2020-10-15,52,Audenarde,45000,124342,0.42
15623,82,2020-10-15,51,Bastogne,82000,48413,1.05
3414,31,2020-10-15,116,Bruges,31000,282209,0.41
1595,21,2020-10-15,1794,Bruxelles-Capitale,21000,1208542,1.48
9705,52,2020-10-15,478,Charleroi,52000,396639,1.21
4652,34,2020-10-15,187,Courtrai,34000,290706,0.64
17102,91,2020-10-15,123,Dinant,91000,111008,1.11
3793,32,2020-10-15,20,Dixmude,32000,51525,0.39
7557,43,2020-10-15,28,Eeklo,43000,85235,0.33
6307,38,2020-10-15,29,Furnes,38000,61657,0.47
8010,44,2020-10-15,271,Gand,44000,560522,0.48
2058,23,2020-10-15,709,Hal-Vilvorde,23000,637441,1.11
13981,71,2020-10-15,123,Hasselt,71000,418496,0.29
12233,61,2020-10-15,209,Huy,61000,113409,1.84
11829,58,2020-10-15,283,La Louvière,58000,141060,2.01
12689,62,2020-10-15,1259,Liège,62000,624422,2.02
2511,24,2020-10-15,139,Louvain,24000,508734,0.27
14430,72,2020-10-15,98,Maaseik,72000,251589,0.39
673,12,2020-10-15,162,Malines,12000,344818,0.47
16004,83,2020-10-15,56,Marche-en-Famenne,83000,56476,0.99
10149,53,2020-10-15,477,Mons,53000,258999,1.84
17540,92,2020-10-15,368,Namur,92000,316962,1.16
16365,84,2020-10-15,44,Neufchâteau,84000,63375,0.69
2969,25,2020-10-15,534,Nivelles,25000,403599,1.32
5094,35,2020-10-15,84,Ostende,35000,157200,0.53
17906,93,2020-10-15,76,Philippeville,93000,66355,1.15
5536,36,2020-10-15,118,Roulers,36000,153315,0.77
8866,46,2020-10-15,161,Saint-Nicolas,46000,252523,0.64
10561,55,2020-10-15,100,Soignies,55000,104533,0.96
7182,42,2020-10-15,105,Termonde,42000,201213,0.52
10955,56,2020-10-15,112,Thuin,56000,91678,1.22
5945,37,2020-10-15,85,Tielt,37000,92905,0.91
14877,73,2020-10-15,88,Tongres,73000,203963,0.43
11403,57,2020-10-15,548,Tournai,57000,223417,2.45
1131,13,2020-10-15,254,Turnhout,13000,461867,0.55
13133,63,2020-10-15,725,Verviers,63000,287772,2.52
16708,85,2020-10-15,34,Virton,85000,53751,0.63
13523,64,2020-10-15,192,Waremme,64000,81389,2.36
4204,33,2020-10-15,92,Ypres,33000,106279,0.87
6744,41,2020-10-16,225,Alost,41000,291229,0.77
228,11,2020-10-16,665,Anvers,11000,1051301,0.63
15264,81,2020-10-16,53,Arlon,81000,62623,0.85
9264,51,2020-10-16,175,Ath,51000,127915,1.37
8419,45,2020-10-16,76,Audenarde,45000,124342,0.61
15624,82,2020-10-16,57,Bastogne,82000,48413,1.18
3415,31,2020-10-16,123,Bruges,31000,282209,0.44
1596,21,2020-10-16,2323,Bruxelles-Capitale,21000,1208542,1.92
9706,52,2020-10-16,539,Charleroi,52000,396639,1.36
4653,34,2020-10-16,235,Courtrai,34000,290706,0.81
17103,91,2020-10-16,171,Dinant,91000,111008,1.54
3794,32,2020-10-16,33,Dixmude,32000,51525,0.64
7558,43,2020-10-16,23,Eeklo,43000,85235,0.27
6308,38,2020-10-16,55,Furnes,38000,61657,0.89
8011,44,2020-10-16,343,Gand,44000,560522,0.61
2059,23,2020-10-16,977,Hal-Vilvorde,23000,637441,1.53
13982,71,2020-10-16,161,Hasselt,71000,418496,0.38
12234,61,2020-10-16,260,Huy,61000,113409,2.29
11830,58,2020-10-16,316,La Louvière,58000,141060,2.24
12690,62,2020-10-16,1434,Liège,62000,624422,2.3
2512,24,2020-10-16,219,Louvain,24000,508734,0.43
14431,72,2020-10-16,85,Maaseik,72000,251589,0.34
674,12,2020-10-16,246,Malines,12000,344818,0.71
16005,83,2020-10-16,92,Marche-en-Famenne,83000,56476,1.63
10150,53,2020-10-16,319,Mons,53000,258999,1.23
17541,92,2020-10-16,530,Namur,92000,316962,1.67
16366,84,2020-10-16,73,Neufchâteau,84000,63375,1.15
2970,25,2020-10-16,716,Nivelles,25000,403599,1.77
5095,35,2020-10-16,74,Ostende,35000,157200,0.47
17907,93,2020-10-16,83,Philippeville,93000,66355,1.25
5537,36,2020-10-16,130,Roulers,36000,153315,0.85
8867,46,2020-10-16,194,Saint-Nicolas,46000,252523,0.77
10562,55,2020-10-16,190,Soignies,55000,104533,1.82
7183,42,2020-10-16,125,Termonde,42000,201213,0.62
10956,56,2020-10-16,157,Thuin,56000,91678,1.71
5946,37,2020-10-16,53,Tielt,37000,92905,0.57
14878,73,2020-10-16,63,Tongres,73000,203963,0.31
11404,57,2020-10-16,362,Tournai,57000,223417,1.62
1132,13,2020-10-16,245,Turnhout,13000,461867,0.53
13134,63,2020-10-16,637,Verviers,63000,287772,2.21
16709,85,2020-10-16,73,Virton,85000,53751,1.36
13524,64,2020-10-16,132,Waremme,64000,81389,1.62
4205,33,2020-10-16,82,Ypres,33000,106279,0.77
6745,41,2020-10-17,88,Alost,41000,291229,0.3
229,11,2020-10-17,373,Anvers,11000,1051301,0.35
15265,81,2020-10-17,11,Arlon,81000,62623,0.18
9265,51,2020-10-17,84,Ath,51000,127915,0.66
8420,45,2020-10-17,24,Audenarde,45000,124342,0.19
15625,82,2020-10-17,26,Bastogne,82000,48413,0.54
3416,31,2020-10-17,53,Bruges,31000,282209,0.19
1597,21,2020-10-17,913,Bruxelles-Capitale,21000,1208542,0.76
9707,52,2020-10-17,373,Charleroi,52000,396639,0.94
4654,34,2020-10-17,94,Courtrai,34000,290706,0.32
17104,91,2020-10-17,94,Dinant,91000,111008,0.85
3795,32,2020-10-17,10,Dixmude,32000,51525,0.19
7559,43,2020-10-17,5,Eeklo,43000,85235,0.06
6309,38,2020-10-17,9,Furnes,38000,61657,0.15
8012,44,2020-10-17,114,Gand,44000,560522,0.2
2060,23,2020-10-17,358,Hal-Vilvorde,23000,637441,0.56
13983,71,2020-10-17,114,Hasselt,71000,418496,0.27
12235,61,2020-10-17,151,Huy,61000,113409,1.33
11831,58,2020-10-17,234,La Louvière,58000,141060,1.66
12691,62,2020-10-17,970,Liège,62000,624422,1.55
2513,24,2020-10-17,142,Louvain,24000,508734,0.28
14432,72,2020-10-17,59,Maaseik,72000,251589,0.23
675,12,2020-10-17,99,Malines,12000,344818,0.29
16006,83,2020-10-17,50,Marche-en-Famenne,83000,56476,0.89
10151,53,2020-10-17,284,Mons,53000,258999,1.1
17542,92,2020-10-17,635,Namur,92000,316962,2.0
16367,84,2020-10-17,33,Neufchâteau,84000,63375,0.52
2971,25,2020-10-17,306,Nivelles,25000,403599,0.76
5096,35,2020-10-17,43,Ostende,35000,157200,0.27
17908,93,2020-10-17,62,Philippeville,93000,66355,0.93
5538,36,2020-10-17,59,Roulers,36000,153315,0.38
8868,46,2020-10-17,121,Saint-Nicolas,46000,252523,0.48
10563,55,2020-10-17,119,Soignies,55000,104533,1.14
7184,42,2020-10-17,51,Termonde,42000,201213,0.25
10957,56,2020-10-17,105,Thuin,56000,91678,1.15
5947,37,2020-10-17,41,Tielt,37000,92905,0.44
14879,73,2020-10-17,56,Tongres,73000,203963,0.27
11405,57,2020-10-17,356,Tournai,57000,223417,1.59
1133,13,2020-10-17,151,Turnhout,13000,461867,0.33
13135,63,2020-10-17,624,Verviers,63000,287772,2.17
