,DATE,PROVINCE,REGION,AGEGROUP,SEX,CASES,PROVINCE_NAME
4407,2020-04-04,BRU,Brussels,20-29,M,2,Brussels
4408,2020-04-04,BRU,Brussels,20-29,F,8,Brussels
4409,2020-04-04,BRU,Brussels,30-39,M,1,Brussels
4410,2020-04-04,BRU,Brussels,30-39,F,3,Brussels
4411,2020-04-04,BRU,Brussels,40-49,M,6,Brussels
4412,2020-04-04,BRU,Brussels,40-49,F,5,Brussels
4413,2020-04-04,BRU,Brussels,50-59,M,11,Brussels
4414,2020-04-04,BRU,Brussels,50-59,F,8,Brussels
4415,2020-04-04,BRU,Brussels,60-69,M,2,Brussels
4416,2020-04-04,BRU,Brussels,60-69,F,10,Brussels
4417,2020-04-04,BRU,Brussels,70-79,M,9,Brussels
4418,2020-04-04,BRU,Brussels,70-79,F,5,Brussels
4419,2020-04-04,BRU,Brussels,80-89,M,9,Brussels
4420,2020-04-04,BRU,Brussels,80-89,F,12,Brussels
4421,2020-04-04,BRU,Brussels,90+,M,3,Brussels
4422,2020-04-04,BRU,Brussels,90+,F,7,Brussels
4423,2020-04-04,WHT,Wallonia,20-29,M,1,Hainaut
4424,2020-04-04,WHT,Wallonia,20-29,F,4,Hainaut
4425,2020-04-04,WHT,Wallonia,30-39,M,3,Hainaut
4426,2020-04-04,WHT,Wallonia,30-39,F,7,Hainaut
4427,2020-04-04,WHT,Wallonia,40-49,M,3,Hainaut
4428,2020-04-04,WHT,Wallonia,40-49,F,4,Hainaut
4429,2020-04-04,WHT,Wallonia,50-59,M,6,Hainaut
4430,2020-04-04,WHT,Wallonia,50-59,F,9,Hainaut
4431,2020-04-04,WHT,Wallonia,60-69,M,1,Hainaut
4432,2020-04-04,WHT,Wallonia,60-69,F,2,Hainaut
4433,2020-04-04,WHT,Wallonia,70-79,M,8,Hainaut
4434,2020-04-04,WHT,Wallonia,70-79,F,3,Hainaut
4435,2020-04-04,WHT,Wallonia,80-89,M,3,Hainaut
4436,2020-04-04,WHT,Wallonia,80-89,F,12,Hainaut
4437,2020-04-04,WHT,Wallonia,90+,M,2,Hainaut
4438,2020-04-04,WHT,Wallonia,90+,F,5,Hainaut
4439,2020-04-04,WLG,Wallonia,0-9,M,1,Liège
4440,2020-04-04,WLG,Wallonia,20-29,M,6,Liège
4441,2020-04-04,WLG,Wallonia,20-29,F,10,Liège
4442,2020-04-04,WLG,Wallonia,30-39,M,4,Liège
4443,2020-04-04,WLG,Wallonia,30-39,F,6,Liège
4444,2020-04-04,WLG,Wallonia,40-49,M,5,Liège
4445,2020-04-04,WLG,Wallonia,40-49,F,7,Liège
4446,2020-04-04,WLG,Wallonia,50-59,M,8,Liège
4447,2020-04-04,WLG,Wallonia,50-59,F,11,Liège
4448,2020-04-04,WLG,Wallonia,60-69,M,12,Liège
4449,2020-04-04,WLG,Wallonia,60-69,F,4,Liège
4450,2020-04-04,WLG,Wallonia,70-79,M,6,Liège
4451,2020-04-04,WLG,Wallonia,70-79,F,5,Liège
4452,2020-04-04,WLG,Wallonia,80-89,M,9,Liège
4453,2020-04-04,WLG,Wallonia,80-89,F,15,Liège
4454,2020-04-04,WLG,Wallonia,90+,F,6,Liège
4455,2020-04-04,VLI,Flanders,0-9,F,1,Limburg
4456,2020-04-04,VLI,Flanders,20-29,M,4,Limburg
4457,2020-04-04,VLI,Flanders,20-29,F,10,Limburg
4458,2020-04-04,VLI,Flanders,30-39,M,3,Limburg
4459,2020-04-04,VLI,Flanders,30-39,F,4,Limburg
4460,2020-04-04,VLI,Flanders,40-49,M,2,Limburg
4461,2020-04-04,VLI,Flanders,40-49,F,11,Limburg
4462,2020-04-04,VLI,Flanders,50-59,M,8,Limburg
4463,2020-04-04,VLI,Flanders,50-59,F,9,Limburg
4464,2020-04-04,VLI,Flanders,60-69,M,4,Limburg
4465,2020-04-04,VLI,Flanders,60-69,F,2,Limburg
4466,2020-04-04,VLI,Flanders,70-79,M,4,Limburg
4467,2020-04-04,VLI,Flanders,70-79,F,5,Limburg
4468,2020-04-04,VLI,Flanders,80-89,M,6,Limburg
4469,2020-04-04,VLI,Flanders,80-89,F,10,Limburg
4470,2020-04-04,VLI,Flanders,90+,M,2,Limburg
4471,2020-04-04,VLI,Flanders,90+,F,1,Limburg
4472,2020-04-04,WLX,Wallonia,20-29,M,1,Luxembourg
4473,2020-04-04,WLX,Wallonia,20-29,F,1,Luxembourg
4474,2020-04-04,WLX,Wallonia,40-49,F,1,Luxembourg
4475,2020-04-04,WLX,Wallonia,50-59,M,1,Luxembourg
4476,2020-04-04,WLX,Wallonia,50-59,F,2,Luxembourg
4477,2020-04-04,WLX,Wallonia,60-69,M,1,Luxembourg
4478,2020-04-04,WLX,Wallonia,60-69,F,1,Luxembourg
4479,2020-04-04,WLX,Wallonia,70-79,M,1,Luxembourg
4480,2020-04-04,WLX,Wallonia,80-89,M,1,Luxembourg
4481,2020-04-04,WLX,Wallonia,80-89,F,4,Luxembourg
4482,2020-04-04,WNA,Wallonia,10-19,M,1,Namur
4483,2020-04-04,WNA,Wallonia,20-29,M,2,Namur
4484,2020-04-04,WNA,Wallonia,20-29,F,5,Namur
4485,2020-04-04,WNA,Wallonia,30-39,M,1,Namur
4486,2020-04-04,WNA,Wallonia,30-39,F,3,Namur
4487,2020-04-04,WNA,Wallonia,40-49,M,2,Namur
4488,2020-04-04,WNA,Wallonia,40-49,F,4,Namur
4489,2020-04-04,WNA,Wallonia,50-59,F,6,Namur
4490,2020-04-04,WNA,Wallonia,60-69,M,1,Namur
4491,2020-04-04,WNA,Wallonia,60-69,F,2,Namur
4492,2020-04-04,WNA,Wallonia,70-79,M,3,Namur
4493,2020-04-04,WNA,Wallonia,70-79,F,1,Namur
4494,2020-04-04,WNA,Wallonia,80-89,M,1,Namur
4495,2020-04-04,WNA,Wallonia,80-89,F,4,Namur
4496,2020-04-04,WNA,Wallonia,90+,M,1,Namur
4497,2020-04-04,WNA,Wallonia,90+,F,2,Namur
4498,2020-04-04,VOV,Flanders,20-29,M,3,OostVlaanderen
4499,2020-04-04,VOV,Flanders,20-29,F,6,OostVlaanderen
4500,2020-04-04,VOV,Flanders,30-39,M,2,OostVlaanderen
4501,2020-04-04,VOV,Flanders,30-39,F,5,OostVlaanderen
4502,2020-04-04,VOV,Flanders,40-49,M,11,OostVlaanderen
4503,2020-04-04,VOV,Flanders,40-49,F,12,OostVlaanderen
4504,2020-04-04,VOV,Flanders,50-59,M,8,OostVlaanderen
4505,2020-04-04,VOV,Flanders,50-59,F,16,OostVlaanderen
4506,2020-04-04,VOV,Flanders,60-69,M,5,OostVlaanderen
4507,2020-04-04,VOV,Flanders,60-69,F,4,OostVlaanderen
4508,2020-04-04,VOV,Flanders,70-79,M,6,OostVlaanderen
4509,2020-04-04,VOV,Flanders,70-79,F,5,OostVlaanderen
4510,2020-04-04,VOV,Flanders,80-89,M,12,OostVlaanderen
4511,2020-04-04,VOV,Flanders,80-89,F,20,OostVlaanderen
4512,2020-04-04,VOV,Flanders,90+,M,3,OostVlaanderen
4513,2020-04-04,VOV,Flanders,90+,F,13,OostVlaanderen
4514,2020-04-04,VBR,Flanders,10-19,M,1,VlaamsBrabant
4515,2020-04-04,VBR,Flanders,20-29,F,3,VlaamsBrabant
4516,2020-04-04,VBR,Flanders,30-39,M,1,VlaamsBrabant
4517,2020-04-04,VBR,Flanders,30-39,F,4,VlaamsBrabant
4518,2020-04-04,VBR,Flanders,40-49,M,4,VlaamsBrabant
4519,2020-04-04,VBR,Flanders,40-49,F,3,VlaamsBrabant
4520,2020-04-04,VBR,Flanders,50-59,M,11,VlaamsBrabant
4521,2020-04-04,VBR,Flanders,50-59,F,8,VlaamsBrabant
4522,2020-04-04,VBR,Flanders,60-69,M,7,VlaamsBrabant
4523,2020-04-04,VBR,Flanders,60-69,F,1,VlaamsBrabant
4524,2020-04-04,VBR,Flanders,70-79,M,8,VlaamsBrabant
4525,2020-04-04,VBR,Flanders,70-79,F,9,VlaamsBrabant
4526,2020-04-04,VBR,Flanders,80-89,M,13,VlaamsBrabant
4527,2020-04-04,VBR,Flanders,80-89,F,28,VlaamsBrabant
4528,2020-04-04,VBR,Flanders,90+,M,6,VlaamsBrabant
4529,2020-04-04,VBR,Flanders,90+,F,25,VlaamsBrabant
4530,2020-04-04,VWV,Flanders,20-29,M,2,WestVlaanderen
4531,2020-04-04,VWV,Flanders,20-29,F,9,WestVlaanderen
4532,2020-04-04,VWV,Flanders,30-39,M,1,WestVlaanderen
4533,2020-04-04,VWV,Flanders,30-39,F,4,WestVlaanderen
4534,2020-04-04,VWV,Flanders,40-49,M,2,WestVlaanderen
4535,2020-04-04,VWV,Flanders,40-49,F,7,WestVlaanderen
4536,2020-04-04,VWV,Flanders,50-59,M,8,WestVlaanderen
4537,2020-04-04,VWV,Flanders,50-59,F,5,WestVlaanderen
4538,2020-04-04,VWV,Flanders,60-69,M,9,WestVlaanderen
4539,2020-04-04,VWV,Flanders,60-69,F,2,WestVlaanderen
4540,2020-04-04,VWV,Flanders,70-79,M,5,WestVlaanderen
4541,2020-04-04,VWV,Flanders,70-79,F,3,WestVlaanderen
4542,2020-04-04,VWV,Flanders,80-89,M,6,WestVlaanderen
4543,2020-04-04,VWV,Flanders,80-89,F,8,WestVlaanderen
4544,2020-04-04,VWV,Flanders,90+,M,9,WestVlaanderen
4545,2020-04-04,VWV,Flanders,90+,F,5,WestVlaanderen
4561,2020-04-05,VAN,Flanders,10-19,F,1,Antwerpen
4562,2020-04-05,VAN,Flanders,20-29,M,3,Antwerpen
4563,2020-04-05,VAN,Flanders,20-29,F,5,Antwerpen
4564,2020-04-05,VAN,Flanders,30-39,M,2,Antwerpen
4565,2020-04-05,VAN,Flanders,30-39,F,6,Antwerpen
4566,2020-04-05,VAN,Flanders,40-49,M,4,Antwerpen
4567,2020-04-05,VAN,Flanders,40-49,F,7,Antwerpen
4568,2020-04-05,VAN,Flanders,50-59,M,5,Antwerpen
4569,2020-04-05,VAN,Flanders,50-59,F,11,Antwerpen
4570,2020-04-05,VAN,Flanders,60-69,M,9,Antwerpen
4571,2020-04-05,VAN,Flanders,60-69,F,3,Antwerpen
4572,2020-04-05,VAN,Flanders,70-79,M,5,Antwerpen
4573,2020-04-05,VAN,Flanders,70-79,F,4,Antwerpen
4574,2020-04-05,VAN,Flanders,80-89,M,6,Antwerpen
4575,2020-04-05,VAN,Flanders,80-89,F,6,Antwerpen
4576,2020-04-05,VAN,Flanders,90+,M,1,Antwerpen
4577,2020-04-05,VAN,Flanders,90+,F,1,Antwerpen
4578,2020-04-05,WBR,Wallonia,20-29,M,2,BrabantWallon
4579,2020-04-05,WBR,Wallonia,40-49,M,1,BrabantWallon
4580,2020-04-05,WBR,Wallonia,40-49,F,1,BrabantWallon
4581,2020-04-05,WBR,Wallonia,50-59,F,1,BrabantWallon
4582,2020-04-05,WBR,Wallonia,60-69,M,1,BrabantWallon
4583,2020-04-05,WBR,Wallonia,60-69,F,1,BrabantWallon
4584,2020-04-05,WBR,Wallonia,70-79,M,1,BrabantWallon
4585,2020-04-05,WBR,Wallonia,70-79,F,1,BrabantWallon
4586,2020-04-05,WBR,Wallonia,80-89,M,2,BrabantWallon
4587,2020-04-05,WBR,Wallonia,80-89,F,2,BrabantWallon
4588,2020-04-05,WBR,Wallonia,90+,M,1,BrabantWallon
4589,2020-04-05,WBR,Wallonia,90+,F,2,BrabantWallon
4590,2020-04-05,BRU,Brussels,20-29,F,2,Brussels
4591,2020-04-05,BRU,Brussels,30-39,M,1,Brussels
4592,2020-04-05,BRU,Brussels,30-39,F,9,Brussels
4593,2020-04-05,BRU,Brussels,40-49,M,3,Brussels
4594,2020-04-05,BRU,Brussels,40-49,F,1,Brussels
4595,2020-04-05,BRU,Brussels,50-59,M,10,Brussels
4596,2020-04-05,BRU,Brussels,50-59,F,5,Brussels
4597,2020-04-05,BRU,Brussels,60-69,M,5,Brussels
4598,2020-04-05,BRU,Brussels,60-69,F,8,Brussels
4599,2020-04-05,BRU,Brussels,70-79,M,9,Brussels
4600,2020-04-05,BRU,Brussels,70-79,F,7,Brussels
4601,2020-04-05,BRU,Brussels,80-89,M,9,Brussels
4602,2020-04-05,BRU,Brussels,80-89,F,2,Brussels
4603,2020-04-05,BRU,Brussels,90+,M,3,Brussels
4604,2020-04-05,BRU,Brussels,90+,F,8,Brussels
4605,2020-04-05,WHT,Wallonia,0-9,M,2,Hainaut
4606,2020-04-05,WHT,Wallonia,10-19,F,1,Hainaut
4607,2020-04-05,WHT,Wallonia,20-29,M,1,Hainaut
4608,2020-04-05,WHT,Wallonia,20-29,F,4,Hainaut
4609,2020-04-05,WHT,Wallonia,30-39,M,2,Hainaut
4610,2020-04-05,WHT,Wallonia,30-39,F,6,Hainaut
4611,2020-04-05,WHT,Wallonia,40-49,M,4,Hainaut
4612,2020-04-05,WHT,Wallonia,40-49,F,9,Hainaut
4613,2020-04-05,WHT,Wallonia,50-59,M,4,Hainaut
4614,2020-04-05,WHT,Wallonia,50-59,F,13,Hainaut
4615,2020-04-05,WHT,Wallonia,60-69,M,3,Hainaut
4616,2020-04-05,WHT,Wallonia,60-69,F,3,Hainaut
4617,2020-04-05,WHT,Wallonia,70-79,M,7,Hainaut
4618,2020-04-05,WHT,Wallonia,70-79,F,3,Hainaut
4619,2020-04-05,WHT,Wallonia,80-89,M,5,Hainaut
4620,2020-04-05,WHT,Wallonia,80-89,F,9,Hainaut
4621,2020-04-05,WHT,Wallonia,90+,F,2,Hainaut
4622,2020-04-05,WLG,Wallonia,0-9,F,1,Liège
4623,2020-04-05,WLG,Wallonia,20-29,F,7,Liège
4624,2020-04-05,WLG,Wallonia,30-39,M,3,Liège
4625,2020-04-05,WLG,Wallonia,30-39,F,11,Liège
4626,2020-04-05,WLG,Wallonia,40-49,M,4,Liège
4627,2020-04-05,WLG,Wallonia,40-49,F,12,Liège
4628,2020-04-05,WLG,Wallonia,50-59,M,10,Liège
4629,2020-04-05,WLG,Wallonia,50-59,F,7,Liège
4630,2020-04-05,WLG,Wallonia,60-69,M,10,Liège
4631,2020-04-05,WLG,Wallonia,60-69,F,5,Liège
4632,2020-04-05,WLG,Wallonia,70-79,M,7,Liège
4633,2020-04-05,WLG,Wallonia,70-79,F,5,Liège
4634,2020-04-05,WLG,Wallonia,80-89,M,6,Liège
4635,2020-04-05,WLG,Wallonia,80-89,F,4,Liège
4636,2020-04-05,WLG,Wallonia,90+,M,1,Liège
4637,2020-04-05,WLG,Wallonia,90+,F,3,Liège
4638,2020-04-05,VLI,Flanders,20-29,M,1,Limburg
4639,2020-04-05,VLI,Flanders,20-29,F,4,Limburg
4640,2020-04-05,VLI,Flanders,30-39,F,1,Limburg
4641,2020-04-05,VLI,Flanders,40-49,M,2,Limburg
4642,2020-04-05,VLI,Flanders,40-49,F,1,Limburg
4643,2020-04-05,VLI,Flanders,50-59,M,3,Limburg
4644,2020-04-05,VLI,Flanders,50-59,F,7,Limburg
4645,2020-04-05,VLI,Flanders,60-69,M,4,Limburg
4646,2020-04-05,VLI,Flanders,60-69,F,4,Limburg
4647,2020-04-05,VLI,Flanders,70-79,M,2,Limburg
4648,2020-04-05,VLI,Flanders,70-79,F,4,Limburg
4649,2020-04-05,VLI,Flanders,80-89,M,9,Limburg
4650,2020-04-05,VLI,Flanders,80-89,F,3,Limburg
4651,2020-04-05,VLI,Flanders,90+,M,1,Limburg
4652,2020-04-05,VLI,Flanders,90+,F,1,Limburg
4653,2020-04-05,WLX,Wallonia,40-49,M,1,Luxembourg
4654,2020-04-05,WLX,Wallonia,40-49,F,1,Luxembourg
4655,2020-04-05,WLX,Wallonia,50-59,M,2,Luxembourg
4656,2020-04-05,WLX,Wallonia,50-59,F,1,Luxembourg
4657,2020-04-05,WLX,Wallonia,60-69,M,1,Luxembourg
4658,2020-04-05,WLX,Wallonia,60-69,F,1,Luxembourg
4659,2020-04-05,WLX,Wallonia,70-79,M,3,Luxembourg
4660,2020-04-05,WLX,Wallonia,80-89,F,2,Luxembourg
4661,2020-04-05,WNA,Wallonia,10-19,M,1,Namur
4662,2020-04-05,WNA,Wallonia,10-19,F,2,Namur
4663,2020-04-05,WNA,Wallonia,20-29,M,8,Namur
4664,2020-04-05,WNA,Wallonia,20-29,F,7,Namur
4665,2020-04-05,WNA,Wallonia,30-39,M,1,Namur
4666,2020-04-05,WNA,Wallonia,30-39,F,4,Namur
4667,2020-04-05,WNA,Wallonia,40-49,M,1,Namur
4668,2020-04-05,WNA,Wallonia,40-49,F,2,Namur
4669,2020-04-05,WNA,Wallonia,50-59,M,2,Namur
4670,2020-04-05,WNA,Wallonia,50-59,F,1,Namur
4671,2020-04-05,WNA,Wallonia,60-69,M,1,Namur
4672,2020-04-05,WNA,Wallonia,60-69,F,1,Namur
4673,2020-04-05,WNA,Wallonia,70-79,M,1,Namur
4674,2020-04-05,WNA,Wallonia,70-79,F,1,Namur
4675,2020-04-05,WNA,Wallonia,80-89,M,2,Namur
4676,2020-04-05,WNA,Wallonia,80-89,F,1,Namur
4677,2020-04-05,WNA,Wallonia,90+,F,1,Namur
4678,2020-04-05,VOV,Flanders,0-9,M,1,OostVlaanderen
4679,2020-04-05,VOV,Flanders,20-29,M,1,OostVlaanderen
4680,2020-04-05,VOV,Flanders,20-29,F,2,OostVlaanderen
4681,2020-04-05,VOV,Flanders,30-39,M,3,OostVlaanderen
4682,2020-04-05,VOV,Flanders,30-39,F,4,OostVlaanderen
4683,2020-04-05,VOV,Flanders,40-49,M,4,OostVlaanderen
4684,2020-04-05,VOV,Flanders,40-49,F,7,OostVlaanderen
4685,2020-04-05,VOV,Flanders,50-59,M,8,OostVlaanderen
4686,2020-04-05,VOV,Flanders,50-59,F,10,OostVlaanderen
4687,2020-04-05,VOV,Flanders,60-69,M,3,OostVlaanderen
4688,2020-04-05,VOV,Flanders,60-69,F,4,OostVlaanderen
4689,2020-04-05,VOV,Flanders,70-79,M,12,OostVlaanderen
4690,2020-04-05,VOV,Flanders,70-79,F,6,OostVlaanderen
4691,2020-04-05,VOV,Flanders,80-89,M,14,OostVlaanderen
4692,2020-04-05,VOV,Flanders,80-89,F,19,OostVlaanderen
4693,2020-04-05,VOV,Flanders,90+,M,5,OostVlaanderen
4694,2020-04-05,VOV,Flanders,90+,F,7,OostVlaanderen
4695,2020-04-05,VBR,Flanders,20-29,F,2,VlaamsBrabant
4696,2020-04-05,VBR,Flanders,30-39,F,5,VlaamsBrabant
4697,2020-04-05,VBR,Flanders,40-49,M,1,VlaamsBrabant
4698,2020-04-05,VBR,Flanders,40-49,F,5,VlaamsBrabant
4699,2020-04-05,VBR,Flanders,50-59,M,3,VlaamsBrabant
4700,2020-04-05,VBR,Flanders,50-59,F,6,VlaamsBrabant
4701,2020-04-05,VBR,Flanders,60-69,M,5,VlaamsBrabant
4702,2020-04-05,VBR,Flanders,60-69,F,1,VlaamsBrabant
4703,2020-04-05,VBR,Flanders,70-79,M,5,VlaamsBrabant
4704,2020-04-05,VBR,Flanders,70-79,F,1,VlaamsBrabant
4705,2020-04-05,VBR,Flanders,80-89,M,2,VlaamsBrabant
4706,2020-04-05,VBR,Flanders,80-89,F,7,VlaamsBrabant
4707,2020-04-05,VBR,Flanders,90+,F,2,VlaamsBrabant
4708,2020-04-05,VWV,Flanders,20-29,M,1,WestVlaanderen
4709,2020-04-05,VWV,Flanders,20-29,F,1,WestVlaanderen
4710,2020-04-05,VWV,Flanders,30-39,M,2,WestVlaanderen
4711,2020-04-05,VWV,Flanders,30-39,F,4,WestVlaanderen
4712,2020-04-05,VWV,Flanders,40-49,M,4,WestVlaanderen
4713,2020-04-05,VWV,Flanders,40-49,F,1,WestVlaanderen
4714,2020-04-05,VWV,Flanders,50-59,M,7,WestVlaanderen
4715,2020-04-05,VWV,Flanders,50-59,F,3,WestVlaanderen
4716,2020-04-05,VWV,Flanders,60-69,M,3,WestVlaanderen
4717,2020-04-05,VWV,Flanders,60-69,F,2,WestVlaanderen
4718,2020-04-05,VWV,Flanders,70-79,M,3,WestVlaanderen
4719,2020-04-05,VWV,Flanders,80-89,M,4,WestVlaanderen
4720,2020-04-05,VWV,Flanders,80-89,F,3,WestVlaanderen
4721,2020-04-05,VWV,Flanders,90+,M,2,WestVlaanderen
4739,2020-04-06,VAN,Flanders,0-9,M,1,Antwerpen
4740,2020-04-06,VAN,Flanders,0-9,F,1,Antwerpen
4741,2020-04-06,VAN,Flanders,10-19,M,1,Antwerpen
4742,2020-04-06,VAN,Flanders,20-29,M,2,Antwerpen
4743,2020-04-06,VAN,Flanders,20-29,F,17,Antwerpen
4744,2020-04-06,VAN,Flanders,30-39,M,10,Antwerpen
4745,2020-04-06,VAN,Flanders,30-39,F,25,Antwerpen
4747,2020-04-06,VAN,Flanders,40-49,M,7,Antwerpen
4748,2020-04-06,VAN,Flanders,40-49,F,14,Antwerpen
4749,2020-04-06,VAN,Flanders,50-59,M,13,Antwerpen
4750,2020-04-06,VAN,Flanders,50-59,F,27,Antwerpen
4751,2020-04-06,VAN,Flanders,60-69,M,12,Antwerpen
4752,2020-04-06,VAN,Flanders,60-69,F,7,Antwerpen
4753,2020-04-06,VAN,Flanders,70-79,M,19,Antwerpen
4754,2020-04-06,VAN,Flanders,70-79,F,21,Antwerpen
4755,2020-04-06,VAN,Flanders,80-89,M,22,Antwerpen
4756,2020-04-06,VAN,Flanders,80-89,F,25,Antwerpen
4757,2020-04-06,VAN,Flanders,90+,M,7,Antwerpen
4758,2020-04-06,VAN,Flanders,90+,F,14,Antwerpen
4760,2020-04-06,WBR,Wallonia,20-29,M,2,BrabantWallon
4761,2020-04-06,WBR,Wallonia,20-29,F,2,BrabantWallon
4762,2020-04-06,WBR,Wallonia,30-39,M,2,BrabantWallon
4763,2020-04-06,WBR,Wallonia,30-39,F,4,BrabantWallon
4764,2020-04-06,WBR,Wallonia,40-49,M,3,BrabantWallon
4765,2020-04-06,WBR,Wallonia,40-49,F,8,BrabantWallon
4766,2020-04-06,WBR,Wallonia,50-59,M,3,BrabantWallon
4767,2020-04-06,WBR,Wallonia,50-59,F,5,BrabantWallon
4768,2020-04-06,WBR,Wallonia,60-69,M,1,BrabantWallon
4769,2020-04-06,WBR,Wallonia,60-69,F,3,BrabantWallon
4770,2020-04-06,WBR,Wallonia,70-79,M,1,BrabantWallon
4771,2020-04-06,WBR,Wallonia,70-79,F,2,BrabantWallon
4772,2020-04-06,WBR,Wallonia,80-89,M,1,BrabantWallon
4773,2020-04-06,WBR,Wallonia,80-89,F,5,BrabantWallon
4774,2020-04-06,WBR,Wallonia,90+,M,4,BrabantWallon
4775,2020-04-06,WBR,Wallonia,90+,F,2,BrabantWallon
4776,2020-04-06,BRU,Brussels,0-9,M,1,Brussels
4777,2020-04-06,BRU,Brussels,10-19,M,1,Brussels
4778,2020-04-06,BRU,Brussels,10-19,F,3,Brussels
4779,2020-04-06,BRU,Brussels,20-29,M,2,Brussels
4780,2020-04-06,BRU,Brussels,20-29,F,10,Brussels
4781,2020-04-06,BRU,Brussels,30-39,M,11,Brussels
4782,2020-04-06,BRU,Brussels,30-39,F,8,Brussels
4783,2020-04-06,BRU,Brussels,40-49,M,7,Brussels
4784,2020-04-06,BRU,Brussels,40-49,F,14,Brussels
4785,2020-04-06,BRU,Brussels,50-59,M,5,Brussels
4786,2020-04-06,BRU,Brussels,50-59,F,17,Brussels
4787,2020-04-06,BRU,Brussels,60-69,M,6,Brussels
4788,2020-04-06,BRU,Brussels,60-69,F,8,Brussels
4789,2020-04-06,BRU,Brussels,70-79,M,5,Brussels
4790,2020-04-06,BRU,Brussels,70-79,F,14,Brussels
4791,2020-04-06,BRU,Brussels,80-89,M,14,Brussels
4792,2020-04-06,BRU,Brussels,80-89,F,17,Brussels
4793,2020-04-06,BRU,Brussels,90+,M,10,Brussels
4794,2020-04-06,BRU,Brussels,90+,F,15,Brussels
4796,2020-04-06,WHT,Wallonia,20-29,M,4,Hainaut
4797,2020-04-06,WHT,Wallonia,20-29,F,15,Hainaut
4798,2020-04-06,WHT,Wallonia,30-39,M,2,Hainaut
4799,2020-04-06,WHT,Wallonia,30-39,F,15,Hainaut
4800,2020-04-06,WHT,Wallonia,40-49,M,7,Hainaut
4801,2020-04-06,WHT,Wallonia,40-49,F,28,Hainaut
4802,2020-04-06,WHT,Wallonia,50-59,M,6,Hainaut
4803,2020-04-06,WHT,Wallonia,50-59,F,20,Hainaut
4804,2020-04-06,WHT,Wallonia,60-69,M,6,Hainaut
4805,2020-04-06,WHT,Wallonia,60-69,F,9,Hainaut
4806,2020-04-06,WHT,Wallonia,70-79,M,18,Hainaut
4807,2020-04-06,WHT,Wallonia,70-79,F,4,Hainaut
4808,2020-04-06,WHT,Wallonia,80-89,M,11,Hainaut
4809,2020-04-06,WHT,Wallonia,80-89,F,41,Hainaut
4811,2020-04-06,WHT,Wallonia,90+,M,8,Hainaut
4812,2020-04-06,WHT,Wallonia,90+,F,18,Hainaut
4813,2020-04-06,WLG,Wallonia,10-19,M,1,Liège
4814,2020-04-06,WLG,Wallonia,10-19,F,1,Liège
4815,2020-04-06,WLG,Wallonia,20-29,M,2,Liège
4816,2020-04-06,WLG,Wallonia,20-29,F,14,Liège
4817,2020-04-06,WLG,Wallonia,30-39,M,5,Liège
4818,2020-04-06,WLG,Wallonia,30-39,F,18,Liège
4819,2020-04-06,WLG,Wallonia,40-49,M,5,Liège
4820,2020-04-06,WLG,Wallonia,40-49,F,21,Liège
4821,2020-04-06,WLG,Wallonia,50-59,M,10,Liège
4822,2020-04-06,WLG,Wallonia,50-59,F,17,Liège
4823,2020-04-06,WLG,Wallonia,60-69,M,9,Liège
4824,2020-04-06,WLG,Wallonia,60-69,F,7,Liège
4825,2020-04-06,WLG,Wallonia,70-79,M,13,Liège
4826,2020-04-06,WLG,Wallonia,70-79,F,14,Liège
4827,2020-04-06,WLG,Wallonia,80-89,M,15,Liège
4828,2020-04-06,WLG,Wallonia,80-89,F,25,Liège
4829,2020-04-06,WLG,Wallonia,90+,M,4,Liège
4830,2020-04-06,WLG,Wallonia,90+,F,9,Liège
4831,2020-04-06,VLI,Flanders,20-29,M,5,Limburg
4832,2020-04-06,VLI,Flanders,20-29,F,15,Limburg
4833,2020-04-06,VLI,Flanders,30-39,M,4,Limburg
4834,2020-04-06,VLI,Flanders,30-39,F,9,Limburg
4835,2020-04-06,VLI,Flanders,40-49,M,4,Limburg
4836,2020-04-06,VLI,Flanders,40-49,F,19,Limburg
4837,2020-04-06,VLI,Flanders,50-59,M,11,Limburg
4838,2020-04-06,VLI,Flanders,50-59,F,22,Limburg
4839,2020-04-06,VLI,Flanders,60-69,M,8,Limburg
4840,2020-04-06,VLI,Flanders,60-69,F,10,Limburg
4841,2020-04-06,VLI,Flanders,70-79,M,15,Limburg
4842,2020-04-06,VLI,Flanders,70-79,F,15,Limburg
4843,2020-04-06,VLI,Flanders,80-89,M,31,Limburg
4844,2020-04-06,VLI,Flanders,80-89,F,44,Limburg
4845,2020-04-06,VLI,Flanders,90+,M,12,Limburg
4846,2020-04-06,VLI,Flanders,90+,F,34,Limburg
4847,2020-04-06,WLX,Wallonia,20-29,F,5,Luxembourg
4848,2020-04-06,WLX,Wallonia,30-39,M,8,Luxembourg
4849,2020-04-06,WLX,Wallonia,30-39,F,4,Luxembourg
4850,2020-04-06,WLX,Wallonia,40-49,M,2,Luxembourg
4851,2020-04-06,WLX,Wallonia,40-49,F,2,Luxembourg
4852,2020-04-06,WLX,Wallonia,50-59,M,4,Luxembourg
4853,2020-04-06,WLX,Wallonia,60-69,M,2,Luxembourg
4854,2020-04-06,WLX,Wallonia,60-69,F,2,Luxembourg
4855,2020-04-06,WLX,Wallonia,70-79,M,4,Luxembourg
