INS,FR_INS,NL_INS,INS6,FR_INS6,NL_INS6,
33039,Heuvelland,Heuvelland,33039D,NIEUWKERKE,NIEUWKERKE,
33039,Heuvelland,Heuvelland,33039E,DRANOUTER,DRANOUTER,
33039,Heuvelland,Heuvelland,33039F,LOKER,LOKER,
33039,Heuvelland,Heuvelland,33039G,WESTOUTER,WESTOUTER,
33039,Heuvelland,Heuvelland,33039H,DEEL RENINGELST,DEEL RENINGELST,
33040,Langemark-Poelkapelle,Langemark-Poelkapelle,33040A,LANGEMARK + DEEL ZONNEBEKE,LANGEMARK + DEEL ZONNEBEKE,
33040,Langemark-Poelkapelle,Langemark-Poelkapelle,33040B,BIKSCHOTE,BIKSCHOTE,
33040,Langemark-Poelkapelle,Langemark-Poelkapelle,33040C,POELKAPELLE,POELKAPELLE,
33041,Vleteren,Vleteren,33041A,OOSTVLETEREN,OOSTVLETEREN,
33041,Vleteren,Vleteren,33041B,WESTVLETEREN,WESTVLETEREN,
33041,Vleteren,Vleteren,33041C,WOESTEN,WOESTEN,
34002,Anzegem,Anzegem,34002A,ANZEGEM,ANZEGEM,
34002,Anzegem,Anzegem,34002B,GIJZELBRECHTEGEM,GIJZELBRECHTEGEM,
34002,Anzegem,Anzegem,34002C,KASTER,KASTER,
34002,Anzegem,Anzegem,34002D,TIEGEM,TIEGEM,
34002,Anzegem,Anzegem,34002E,INGOOIGEM,INGOOIGEM,
34002,Anzegem,Anzegem,34002F,VICHTE,VICHTE,
34003,Avelgem,Avelgem,34003A,AVELGEM*& DEEL KLUISBERGEN,AVELGEM*& DEEL KLUISBERGEN,
34003,Avelgem,Avelgem,34003B,WAARMAARDE*,WAARMAARDE*,
34003,Avelgem,Avelgem,34003C,KERKHOVE* + DEEL VAN BERCHEM,KERKHOVE* + DEEL VAN BERCHEM,
34003,Avelgem,Avelgem,34003D,OUTRIJVE,OUTRIJVE,
34003,Avelgem,Avelgem,34003E,BOSSUIT,BOSSUIT,
34009,Deerlijk,Deerlijk,34009A,DEERLIJK,DEERLIJK,
34013,Harelbeke,Harelbeke,34013A,HARELBEKE*,HARELBEKE*,
34013,Harelbeke,Harelbeke,34013B,BAVIKHOVE,BAVIKHOVE,
34013,Harelbeke,Harelbeke,34013C,HULSTE,HULSTE,
34022,Kortrijk,Courtrai,34022A,KORTRIJK + DEEL HARELBEKE EN KUURNE,KORTRIJK + DEEL HARELBEKE EN KUURNE,
34022,Kortrijk,Courtrai,34022B,HEULE,HEULE,
34022,Kortrijk,Courtrai,34022C,BISSEGEM,BISSEGEM,
34022,Kortrijk,Courtrai,34022D,MARKE,MARKE,
34022,Kortrijk,Courtrai,34022E,AALBEKE,AALBEKE,
34022,Kortrijk,Courtrai,34022F,ROLLEGEM,ROLLEGEM,
34022,Kortrijk,Courtrai,34022G,BELLEGEM,BELLEGEM,
34022,Kortrijk,Courtrai,34022H,KOOIGEM,KOOIGEM,
34023,Kuurne,Kuurne,34023A,KUURNE*,KUURNE*,
34025,Lendelede,Lendelede,34025A,LENDELEDE,LENDELEDE,
34027,Menen,Menin,34027A,MENEN,MENEN,
34027,Menen,Menin,34027B,LAUWE,LAUWE,
34027,Menen,Menin,34027C,REKKEM,REKKEM,
34040,Waregem,Waregem,340401,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
34040,Waregem,Waregem,34040A,WAREGEM,WAREGEM,
34040,Waregem,Waregem,34040B,BEVEREN-LEIE,BEVEREN-LEIE,
34040,Waregem,Waregem,34040C,DESSELGEM,DESSELGEM,
34040,Waregem,Waregem,34040D,SINT-ELOOIS-VIJVE,SINT-ELOOIS-VIJVE,
34041,Wevelgem,Wevelgem,340412,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
34041,Wevelgem,Wevelgem,34041A,WEVELGEM,WEVELGEM,
34041,Wevelgem,Wevelgem,34041B,GULLEGEM,GULLEGEM,
34041,Wevelgem,Wevelgem,34041C,MOORSELE,MOORSELE,
34042,Zwevegem,Zwevegem,34042A,ZWEVEGEM,ZWEVEGEM,
34042,Zwevegem,Zwevegem,34042B,OTEGEM,OTEGEM,
34042,Zwevegem,Zwevegem,34042C,HEESTERT,HEESTERT,
34042,Zwevegem,Zwevegem,34042D,MOEN,MOEN,
34042,Zwevegem,Zwevegem,34042E,SINT-DENIJS,SINT-DENIJS,
34043,Spiere-Helkijn,Espierres-Helchin,34043A,SPIERE,SPIERE,
34043,Spiere-Helkijn,Espierres-Helchin,34043B,HELKIJN,HELKIJN,
35002,Bredene,Bredene,35002A,BREDENE,BREDENE,
35002,Bredene,Bredene,35002X,STRAND,STRAND,
35005,Gistel,Gistel,35005A,GISTEL+DEEL WESTKERKE,GISTEL+DEEL WESTKERKE,
35005,Gistel,Gistel,35005B,MOERE,MOERE,
35005,Gistel,Gistel,35005C,ZEVEKOTE,ZEVEKOTE,
35005,Gistel,Gistel,35005D,SNAASKERKE,SNAASKERKE,
35006,Ichtegem,Ichtegem,35006A,ICHTEGEM*,ICHTEGEM*,
35006,Ichtegem,Ichtegem,35006B,EERNEGEM,EERNEGEM,
35006,Ichtegem,Ichtegem,35006C,BEKEGEM,BEKEGEM,
35011,Middelkerke,Middelkerke,35011A,MIDDELKERKE,MIDDELKERKE,
35011,Middelkerke,Middelkerke,35011B,WILSKERKE,WILSKERKE,
35011,Middelkerke,Middelkerke,35011C,LEFFINGE,LEFFINGE,
35011,Middelkerke,Middelkerke,35011D,SINT-PIETERS-KAPELLE,SINT-PIETERS-KAPELLE,
35011,Middelkerke,Middelkerke,35011E,SCHORE,SCHORE,
35011,Middelkerke,Middelkerke,35011F,MANNEKENSVERE,MANNEKENSVERE,
35011,Middelkerke,Middelkerke,35011G,SLIJPE,SLIJPE,
35011,Middelkerke,Middelkerke,35011H,WESTENDE*,WESTENDE*,
35011,Middelkerke,Middelkerke,35011J,LOMBARDSIJDE,LOMBARDSIJDE,
35011,Middelkerke,Middelkerke,35011X,STRAND,STRAND,
35013,Oostende,Ostende,35013A,OOSTENDE*,OOSTENDE*,
35013,Oostende,Ostende,35013B,OOSTENDE*,OOSTENDE*,
35013,Oostende,Ostende,35013C,OOSTENDE ZANDVOORDE +OOSTENDE*,OOSTENDE ZANDVOORDE +OOSTENDE*,
35013,Oostende,Ostende,35013D,OOSTENDE-STENE + OOSTENDE*,OOSTENDE-STENE + OOSTENDE*,
35013,Oostende,Ostende,35013E,OOSTENDE-STENE + OOSTENDE*,OOSTENDE-STENE + OOSTENDE*,
35013,Oostende,Ostende,35013F,OOSTENDE + OOSTENDE-STENE*,OOSTENDE + OOSTENDE-STENE*,
35013,Oostende,Ostende,35013X,STRAND,STRAND,
35014,Oudenburg,Oudenburg,35014A,OUDENBURG,OUDENBURG,
35014,Oudenburg,Oudenburg,35014B,ETTELGEM,ETTELGEM,
35014,Oudenburg,Oudenburg,35014C,ROKSEM,ROKSEM,
35014,Oudenburg,Oudenburg,35014D,WESTKERKE*,WESTKERKE*,
35029,De Haan,De Haan,35029A,KLEMSKERKE,KLEMSKERKE,
35029,De Haan,De Haan,35029B,VLISSEGEM + DEEL NIEUWMUNSTER,VLISSEGEM + DEEL NIEUWMUNSTER,
35029,De Haan,De Haan,35029C,WENDUINE,WENDUINE,
35029,De Haan,De Haan,35029X,STRAND,STRAND,
36006,Hooglede,Hooglede,36006A,HOOGLEDE,HOOGLEDE,
36006,Hooglede,Hooglede,36006B,GITS,GITS,
36007,Ingelmunster,Ingelmunster,36007A,INGELMUNSTER,INGELMUNSTER,
36008,Izegem,Izegem,360081,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
36008,Izegem,Izegem,36008A,IZEGEM,IZEGEM,
36008,Izegem,Izegem,36008B,KACHTEM,KACHTEM,
36010,Ledegem,Ledegem,36010A,LEDEGEM,LEDEGEM,
36010,Ledegem,Ledegem,36010B,ROLLEGEM KAPELLE,ROLLEGEM KAPELLE,
36010,Ledegem,Ledegem,36010C,SINT-ELOOIS-WINKEL,SINT-ELOOIS-WINKEL,
36011,Lichtervelde,Lichtervelde,36011A,LICHTERVELDE,LICHTERVELDE,
36012,Moorslede,Moorslede,36012A,MOORSLEDE,MOORSLEDE,
36012,Moorslede,Moorslede,36012B,DADIZELE,DADIZELE,
36015,Roeselare,Roulers,360151,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
36015,Roeselare,Roulers,36015A,ROESELARE,ROESELARE,
36015,Roeselare,Roulers,36015B,OEKENE,OEKENE,
36015,Roeselare,Roulers,36015C,RUMBEKE,RUMBEKE,
36019,Staden,Staden,36019A,STADEN,STADEN,
36019,Staden,Staden,36019B,OOSTNIEUWKERKE,OOSTNIEUWKERKE,
36019,Staden,Staden,36019C,WESTROZEBEKE,WESTROZEBEKE,
37002,Dentergem,Dentergem,37002A,DENTERGEM,DENTERGEM,
37002,Dentergem,Dentergem,37002B,MARKEGEM,MARKEGEM,
37002,Dentergem,Dentergem,37002C,OESELGEM,OESELGEM,
37002,Dentergem,Dentergem,37002D,WAKKEN,WAKKEN,
37007,Meulebeke,Meulebeke,37007A,MEULEBEKE,MEULEBEKE,
37010,Oostrozebeke,Oostrozebeke,37010A,OOSTROZEBEKE,OOSTROZEBEKE,
37011,Pittem,Pittem,37011A,PITTEM,PITTEM,
37011,Pittem,Pittem,37011B,EGEM,EGEM,
37012,Ruiselede,Ruiselede,37012A,RUISELEDE,RUISELEDE,
37015,Tielt,Tielt,37015A,TIELT,TIELT,
37015,Tielt,Tielt,37015B,SCHUIFERSKAPELLE,SCHUIFERSKAPELLE,
37015,Tielt,Tielt,37015C,KANEGEM,KANEGEM,
37015,Tielt,Tielt,37015D,AARSELE,AARSELE,
37017,Wielsbeke,Wielsbeke,370171,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
37017,Wielsbeke,Wielsbeke,37017A,WIELSBEKE,WIELSBEKE,
37017,Wielsbeke,Wielsbeke,37017B,OOIGEM,OOIGEM,
37017,Wielsbeke,Wielsbeke,37017C,SINT-BAAFS-VIJVE,SINT-BAAFS-VIJVE,
37018,Wingene,Wingene,37018A,WINGENE,WINGENE,
37018,Wingene,Wingene,37018B,ZWEVEZELE,ZWEVEZELE,
37020,Ardooie,Ardooie,37020A,ARDOOIE,ARDOOIE,
37020,Ardooie,Ardooie,37020B,KOOLSKAMP,KOOLSKAMP,
38002,Alveringem,Alveringem,38002A,ALVERINGEM,ALVERINGEM,
38002,Alveringem,Alveringem,38002B,HOOGSTADE,HOOGSTADE,
38002,Alveringem,Alveringem,38002C,LEISELE,LEISELE,
38002,Alveringem,Alveringem,38002D,IZENBERGE,IZENBERGE,
38002,Alveringem,Alveringem,38002E,GIJVERINKHOVE,GIJVERINKHOVE,
38002,Alveringem,Alveringem,38002F,STAVELE,STAVELE,
38002,Alveringem,Alveringem,38002G,BEVEREN,BEVEREN,
38008,De Panne,La Panne,38008A,DE PANNE,DE PANNE,
38008,De Panne,La Panne,38008B,ADINKERKE,ADINKERKE,
38008,De Panne,La Panne,38008X,STRAND,STRAND,
38014,Koksijde,Koksijde,38014A,KOKSIJDE,KOKSIJDE,
38014,Koksijde,Koksijde,38014B,OOSTDUINKERKE,OOSTDUINKERKE,
38014,Koksijde,Koksijde,38014C,WULPEN,WULPEN,
38014,Koksijde,Koksijde,38014X,STRAND,STRAND,
38016,Nieuwpoort,Nieuport,38016A,NIEUWPOORT+DEEL WESTENDE,NIEUWPOORT+DEEL WESTENDE,
38016,Nieuwpoort,Nieuport,38016B,SINT-JORIS,SINT-JORIS,
38016,Nieuwpoort,Nieuport,38016C,RAMSKAPELLE,RAMSKAPELLE,
38016,Nieuwpoort,Nieuport,38016X,STRAND,STRAND,
38025,Veurne,Furnes,38025A,VEURNE,VEURNE,
38025,Veurne,Furnes,38025B,BOOITSHOEKE,BOOITSHOEKE,
38025,Veurne,Furnes,38025C,AVEKAPELLE,AVEKAPELLE,
38025,Veurne,Furnes,38025D,EGGEWAARTSKAPELLE,EGGEWAARTSKAPELLE,
38025,Veurne,Furnes,38025E,ZOUTENAAIE,ZOUTENAAIE,
38025,Veurne,Furnes,38025F,STEENKERKE,STEENKERKE,
38025,Veurne,Furnes,38025G,BULSKAMP,BULSKAMP,
38025,Veurne,Furnes,38025H,BEAUVOORDE,BEAUVOORDE,
38025,Veurne,Furnes,38025J,HOUTEM,HOUTEM,
38025,Veurne,Furnes,38025K,DE MOEREN,DE MOEREN,
41002,Aalst,Alost,41002A,AALST,AALST,
41002,Aalst,Alost,41002B,HOFSTADE,HOFSTADE,
41002,Aalst,Alost,41002C,GIJZEGEM,GIJZEGEM,
41002,Aalst,Alost,41002D,HERDERSEM,HERDERSEM,
41002,Aalst,Alost,41002E,MOORSEL,MOORSEL,
41002,Aalst,Alost,41002F,BAARDEGEM,BAARDEGEM,
41002,Aalst,Alost,41002G,MELDERT,MELDERT,
41002,Aalst,Alost,41002H,EREMBODEGEM*,EREMBODEGEM*,
41002,Aalst,Alost,41002J,NIEUWERKERKEN,NIEUWERKERKEN,
41011,Denderleeuw,Denderleeuw,41011A,DENDERLEEUW,DENDERLEEUW,
41011,Denderleeuw,Denderleeuw,41011B,IDDERGEM + DEEL NINOVE,IDDERGEM + DEEL NINOVE,
41011,Denderleeuw,Denderleeuw,41011C,WELLE,WELLE,
41018,Geraardsbergen,Grammont,41018A,GERAARDSBERGEN,GERAARDSBERGEN,
41018,Geraardsbergen,Grammont,41018B,NEDERBOELARE,NEDERBOELARE,
41018,Geraardsbergen,Grammont,41018C,ONKERZELE,ONKERZELE,
41018,Geraardsbergen,Grammont,41018D,OVERBOELARE,OVERBOELARE,
41018,Geraardsbergen,Grammont,41018E,GOEFERDINGE,GOEFERDINGE,
41018,Geraardsbergen,Grammont,41018F,ZARLARDINGE,ZARLARDINGE,
41018,Geraardsbergen,Grammont,41018G,SCHENDELBEKE,SCHENDELBEKE,
41018,Geraardsbergen,Grammont,41018H,OPHASSELT,OPHASSELT,
41018,Geraardsbergen,Grammont,41018J,SMEEREBBE-VLOERZEGEM,SMEEREBBE-VLOERZEGEM,
41018,Geraardsbergen,Grammont,41018K,IDEGEM,IDEGEM,
41018,Geraardsbergen,Grammont,41018L,GRIMMINGE,GRIMMINGE,
41018,Geraardsbergen,Grammont,41018M,ZANDBERGEN,ZANDBERGEN,
41018,Geraardsbergen,Grammont,41018N,NIEUWENHOVE,NIEUWENHOVE,
41018,Geraardsbergen,Grammont,41018P,WAARBEKE,WAARBEKE,
41018,Geraardsbergen,Grammont,41018R,MOERBEKE,MOERBEKE,
41018,Geraardsbergen,Grammont,41018S,VIANE,VIANE,
41024,Haaltert,Haaltert,410241,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
41024,Haaltert,Haaltert,41024A,HAALTERT + DEEL EREMBODEGEM,HAALTERT + DEEL EREMBODEGEM,
41024,Haaltert,Haaltert,41024B,DENDERHOUTEM,DENDERHOUTEM,
41024,Haaltert,Haaltert,41024C,KERKSKEN,KERKSKEN,
41024,Haaltert,Haaltert,41024D,HELDERGEM,HELDERGEM,
41027,Herzele,Herzele,41027A,HERZELE,HERZELE,
41027,Herzele,Herzele,41027B,HILLEGEM,HILLEGEM,
41027,Herzele,Herzele,41027C,BORSBEKE,BORSBEKE,
41027,Herzele,Herzele,41027D,RESSEGEM,RESSEGEM,
41027,Herzele,Herzele,41027E,WOUBRECHTEGEM,WOUBRECHTEGEM,
41027,Herzele,Herzele,41027F,SINT-ANTELINKS,SINT-ANTELINKS,
41027,Herzele,Herzele,41027G,STEENHUIZE-WIJNHUIZE,STEENHUIZE-WIJNHUIZE,
41027,Herzele,Herzele,41027H,SINT-LIEVENS-ESSE,SINT-LIEVENS-ESSE,
41034,Lede,Lede,41034A,LEDE,LEDE,
41034,Lede,Lede,41034B,WANZELE,WANZELE,
41034,Lede,Lede,41034C,IMPE + DEEL VLIERZELE,IMPE + DEEL VLIERZELE,
41034,Lede,Lede,41034D,SMETLEDE,SMETLEDE,
41034,Lede,Lede,41034E,OORDEGEM,OORDEGEM,
41048,Ninove,Ninove,41048A,NINOVE*,NINOVE*,
41048,Ninove,Ninove,41048B,OKEGEM,OKEGEM,
41048,Ninove,Ninove,41048C,MEERBEKE,MEERBEKE,
41048,Ninove,Ninove,41048D,NEIGEM,NEIGEM,
41048,Ninove,Ninove,41048E,LIEFERINGE,LIEFERINGE,
41048,Ninove,Ninove,41048F,DENDERWINDEKE,DENDERWINDEKE,
41048,Ninove,Ninove,41048G,POLLARE,POLLARE,
41048,Ninove,Ninove,41048H,APPELTERRE-EICHEM,APPELTERRE-EICHEM,
41048,Ninove,Ninove,41048J,VOORDE,VOORDE,
41048,Ninove,Ninove,41048K,ASPELARE,ASPELARE,
41048,Ninove,Ninove,41048L,NEDERHASSELT,NEDERHASSELT,
41048,Ninove,Ninove,41048M,OUTER,OUTER,
41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41063A,SINT-LIEVENS-HOUTEM + DEEL OOMBERGEN,SINT-LIEVENS-HOUTEM + DEEL OOMBERGEN,
41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41063B,BAVEGEM,BAVEGEM,
41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41063C,LETTERHOUTEM,LETTERHOUTEM,
41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41063D,VLIERZELE*,VLIERZELE*,
41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41063E,ZONNEGEM,ZONNEGEM,
41081,Zottegem,Zottegem,41081A,ZOTTEGEM,ZOTTEGEM,
41081,Zottegem,Zottegem,41081B,ELENE + OOMBERGEN*,ELENE + OOMBERGEN*,
41081,Zottegem,Zottegem,41081C,LEEUWERGEN,LEEUWERGEN,
41081,Zottegem,Zottegem,41081D,GROTENBERGE,GROTENBERGE,
41081,Zottegem,Zottegem,41081E,GODVEERDEGEM,GODVEERDEGEM,
41081,Zottegem,Zottegem,41081F,ERWETEGEM,ERWETEGEM,
41081,Zottegem,Zottegem,41081G,SINT-GORIKS-OUDENHOVE,SINT-GORIKS-OUDENHOVE,
41081,Zottegem,Zottegem,41081H,STRIJPEN,STRIJPEN,
41081,Zottegem,Zottegem,41081J,VELZEKE-RUDDERSHOVE,VELZEKE-RUDDERSHOVE,
41081,Zottegem,Zottegem,41081K,SINT-MARIA-OUDENHOVE*,SINT-MARIA-OUDENHOVE*,
41082,Erpe-Mere,Erpe-Mere,41082A,MERE,MERE,
41082,Erpe-Mere,Erpe-Mere,41082B,ERPE,ERPE,
41082,Erpe-Mere,Erpe-Mere,41082C,AAIGEM,AAIGEM,
41082,Erpe-Mere,Erpe-Mere,41082D,BURST,BURST,
41082,Erpe-Mere,Erpe-Mere,41082E,BAMBRUGGE,BAMBRUGGE,
41082,Erpe-Mere,Erpe-Mere,41082F,OTTERGEM,OTTERGEM,
41082,Erpe-Mere,Erpe-Mere,41082G,VLEKKEM,VLEKKEM,
41082,Erpe-Mere,Erpe-Mere,41082H,ERONDEGEM,ERONDEGEM,
42003,Berlare,Berlare,420031,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
42003,Berlare,Berlare,42003A,BERLARE,BERLARE,
42003,Berlare,Berlare,42003B,UITBERGEN,UITBERGEN,
42003,Berlare,Berlare,42003C,OVERMERE*+DEEL LOKEREN,OVERMERE*+DEEL LOKEREN,
42004,Buggenhout,Buggenhout,42004A,BUGGENHOUT,BUGGENHOUT,
42006,Dendermonde,Termonde,42006A,DENDERMONDE,DENDERMONDE,
42006,Dendermonde,Termonde,42006B,APPELS,APPELS,
42006,Dendermonde,Termonde,42006C,SINT-GILLIS-BIJ-DENDERMONDE,SINT-GILLIS-BIJ-DENDERMONDE,
42006,Dendermonde,Termonde,42006D,GREMBERGEN,GREMBERGEN,
42006,Dendermonde,Termonde,42006E,BAASRODE,BAASRODE,
42006,Dendermonde,Termonde,42006F,OUDEGEM,OUDEGEM,
42006,Dendermonde,Termonde,42006G,MESPELARE,MESPELARE,
42006,Dendermonde,Termonde,42006H,SCHOONAARDE,SCHOONAARDE,
42008,Hamme,Hamme,42008A,HAMME,HAMME,
42008,Hamme,Hamme,42008B,MOERZEKE,MOERZEKE,
42010,Laarne,Laarne,42010A,LAARNE,LAARNE,
42010,Laarne,Laarne,42010B,KALKEN,KALKEN,
42011,Lebbeke,Lebbeke,42011A,LEBBEKE,LEBBEKE,
42011,Lebbeke,Lebbeke,42011B,WIEZE,WIEZE,
42011,Lebbeke,Lebbeke,42011C,DENDERBELLE,DENDERBELLE,
42023,Waasmunster,Waasmunster,42023A,WAASMUNSTER,WAASMUNSTER,
42025,Wetteren,Wetteren,42025A,WETTEREN,WETTEREN,
42025,Wetteren,Wetteren,42025B,MASSEMEN,MASSEMEN,
42025,Wetteren,Wetteren,42025C,WESTREM,WESTREM,
42026,Wichelen,Wichelen,42026A,WICHELEN,WICHELEN,
42026,Wichelen,Wichelen,42026B,SERSKAMP,SERSKAMP,
42026,Wichelen,Wichelen,42026C,SCHELLEBELLE,SCHELLEBELLE,
42028,Zele,Zele,42028A,ZELE*+DEEL LOKEREN,ZELE*+DEEL LOKEREN,
43002,Assenede,Assenede,43002A,ASSENEDE,ASSENEDE,
43002,Assenede,Assenede,43002B,OOSTEEKLO,OOSTEEKLO,
43002,Assenede,Assenede,43002C,BASSEVELDE,BASSEVELDE,
43002,Assenede,Assenede,43002D,BOEKHOUTE,BOEKHOUTE,
43005,Eeklo,Eeklo,43005A,EEKLO* + DEEL ADEGEM,EEKLO* + DEEL ADEGEM,
43007,Kaprijke,Kaprijke,43007A,KAPRIJKE,KAPRIJKE,
43007,Kaprijke,Kaprijke,43007B,LEMBEKE,LEMBEKE,
43010,Maldegem,Maldegem,430101,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
43010,Maldegem,Maldegem,43010A,MALDEGEM,MALDEGEM,
43010,Maldegem,Maldegem,43010B,MIDDELBURG,MIDDELBURG,
43010,Maldegem,Maldegem,43010C,ADEGEM*+DEEL VAN EEKLO,ADEGEM*+DEEL VAN EEKLO,
43014,Sint-Laureins,Sint-Laureins,43014A,SINT-LAUREINS,SINT-LAUREINS,
43014,Sint-Laureins,Sint-Laureins,43014B,SINT-MARGRIETE,SINT-MARGRIETE,
43014,Sint-Laureins,Sint-Laureins,43014C,SINT-JAN-IN-EREMO,SINT-JAN-IN-EREMO,
43014,Sint-Laureins,Sint-Laureins,43014D,WATERLAND-OUDEMAN,WATERLAND-OUDEMAN,
43014,Sint-Laureins,Sint-Laureins,43014E,WATERVLIET,WATERVLIET,
43018,Zelzate,Zelzate,43018A,ZELZATE,ZELZATE,
44084,Aalter,Aalter,44001A,AALTER,AALTER,
44084,Aalter,Aalter,44001B,BELLEM,BELLEM,
44084,Aalter,Aalter,44001C,LOTENHULLE,LOTENHULLE,
44084,Aalter,Aalter,44001D,POEKE,POEKE,
44083,Deinze,Deinze,44011A,DEINZE,DEINZE,
44083,Deinze,Deinze,44011B,ASTENE,ASTENE,
44083,Deinze,Deinze,44011C,PETEGEM-LEIE,PETEGEM-LEIE,
44083,Deinze,Deinze,44011D,ZEVEREN,ZEVEREN,
44083,Deinze,Deinze,44011E,GRAMMENE,GRAMMENE,
44083,Deinze,Deinze,44011F,GOTTEM,GOTTEM,
44083,Deinze,Deinze,44011G,WONTERGEM,WONTERGEM,
44083,Deinze,Deinze,44011H,VINKT,VINKT,
44083,Deinze,Deinze,44011J,MEIGEM,MEIGEM,
44083,Deinze,Deinze,44011K,BACHTE-MARIA-LEERNE,BACHTE-MARIA-LEERNE,
44083,Deinze,Deinze,44011L,SINT-MARTENS-LEERNE,SINT-MARTENS-LEERNE,
44012,De Pinte,De Pinte,44012A,DE PINTE,DE PINTE,
44012,De Pinte,De Pinte,44012B,"ZEVERGEM*+DEEL MELSEN, SCHELDERODE,VURSTE","ZEVERGEM*+DEEL MELSEN, SCHELDERODE,VURSTE",
44013,Destelbergen,Destelbergen,44013A,DESTELBERGEN,DESTELBERGEN,
44013,Destelbergen,Destelbergen,44013B,HEUSDEN,HEUSDEN,
44019,Evergem,Evergem,44019A,EVERGEM,EVERGEM,
44019,Evergem,Evergem,44019B,SLEIDINGE,SLEIDINGE,
44019,Evergem,Evergem,44019C,ERTVELDE,ERTVELDE,
44020,Gavere,Gavere,44020A,GAVERE,GAVERE,
44020,Gavere,Gavere,44020B,SEMMERZAKE*+DEEL EKE,SEMMERZAKE*+DEEL EKE,
44020,Gavere,Gavere,44020C,VURSTE*,VURSTE*,
44020,Gavere,Gavere,44020D,BAAIGEM,BAAIGEM,
44020,Gavere,Gavere,44020E,DIKKELVENNE*+DEEL ZINGEM,DIKKELVENNE*+DEEL ZINGEM,
44020,Gavere,Gavere,44020F,ASPER,ASPER,
44021,Gent,Gand,44021A,GENT CENTRUM,GENT CENTRUM,
44021,Gent,Gand,44021B,GENT ZUID,GENT ZUID,
44021,Gent,Gand,44021C,GENT MUIDE-SIFFERDOK,GENT MUIDE-SIFFERDOK,
44021,Gent,Gand,44021D,OOSTAKKER,OOSTAKKER,
44021,Gent,Gand,44021E,SINT-AMANDSBERG,SINT-AMANDSBERG,
44021,Gent,Gand,44021F,GENTBRUGGE,GENTBRUGGE,
44021,Gent,Gand,44021G,LEDEBERG,LEDEBERG,
44021,Gent,Gand,44021H,ZWIJNAARDE*+DEEL VAN MERELBEKE,ZWIJNAARDE*+DEEL VAN MERELBEKE,
44021,Gent,Gand,44021J,SINT-DENIJS-WESTREM - AFSNEE,SINT-DENIJS-WESTREM - AFSNEE,
44021,Gent,Gand,44021K,DRONGEN,DRONGEN,
44021,Gent,Gand,44021L,MARIAKERKE,MARIAKERKE,
44021,Gent,Gand,44021M,WONDELGEM,WONDELGEM,
44084,Aalter,Aalter,44029A,KNESSELARE,KNESSELARE,
44084,Aalter,Aalter,44029B,URSEL,URSEL,
44034,Lochristi,Lochristi,44034A,LOCHRISTI,LOCHRISTI,
44034,Lochristi,Lochristi,44034B,ZAFFELARE,ZAFFELARE,
44034,Lochristi,Lochristi,44034C,ZEVENEKEN,ZEVENEKEN,
44034,Lochristi,Lochristi,44034D,BEERVELDE,BEERVELDE,
44085,Lievegem,Lievegem,44036A,LOVENDEGEM,LOVENDEGEM,
44085,Lievegem,Lievegem,44036B,VINDERHOUTE,VINDERHOUTE,
44040,Melle,Melle,44040A,MELLE,MELLE,
44040,Melle,Melle,44040B,GONTRODE,GONTRODE,
44043,Merelbeke,Merelbeke,44043A,MERELBEKE*+DEEL ZWIJNAARDE,MERELBEKE*+DEEL ZWIJNAARDE,
44043,Merelbeke,Merelbeke,44043B,BOTTELARE,BOTTELARE,
44043,Merelbeke,Merelbeke,44043C,MUNTE,MUNTE,
44043,Merelbeke,Merelbeke,44043D,SCHELDERODE*+DEEL VAN DE PINTE,SCHELDERODE*+DEEL VAN DE PINTE,
44043,Merelbeke,Merelbeke,44043E,MELSEN*+DEEL VAN DE PINTE EN VURSTE,MELSEN*+DEEL VAN DE PINTE EN VURSTE,
44045,Moerbeke,Moerbeke,44045A,MOERBEKE,MOERBEKE,
44048,Nazareth,Nazareth,44048A,NAZARETH,NAZARETH,
44048,Nazareth,Nazareth,44048B,EKE*+DEEL SEMMERZAKE,EKE*+DEEL SEMMERZAKE,
44083,Deinze,Deinze,44049A,NEVELE,NEVELE,
44083,Deinze,Deinze,44049B,POESELE,POESELE,
44083,Deinze,Deinze,44049C,HANSBEKE,HANSBEKE,
44083,Deinze,Deinze,44049D,MERENDREE,MERENDREE,
44083,Deinze,Deinze,44049E,LANDEGEM,LANDEGEM,
