INS,FR_INS,NL_INS,INS6,FR_INS6,NL_INS6,
62011,Bitsingen,Bassenge,62011D,GLONS + PARTIE DE SLINS,GLONS + PARTIE DE SLINS,
62011,Bitsingen,Bassenge,62011E,WONCK,WONCK,
62011,Bitsingen,Bassenge,62011F,EBEN-EMAEL,EBEN-EMAEL,
62015,Beyne-Heusay,Beyne-Heusay,620151,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
62015,Beyne-Heusay,Beyne-Heusay,62015A,BEYNE-HEUSAY,BEYNE-HEUSAY,
62015,Beyne-Heusay,Beyne-Heusay,62015B,QUEUE-DU-BOIS+PARTIE DE FLERON,QUEUE-DU-BOIS+PARTIE DE FLERON,
62015,Beyne-Heusay,Beyne-Heusay,62015C,BELLAIRE,BELLAIRE,
62022,Chaudfontaine,Chaudfontaine,62022A,CHAUDFONTAINE,CHAUDFONTAINE,
62022,Chaudfontaine,Chaudfontaine,62022B,BEAUFAYS + PARTIE DE FORET ET DE TILFF,BEAUFAYS + PARTIE DE FORET ET DE TILFF,
62022,Chaudfontaine,Chaudfontaine,62022C,EMBOURG*,EMBOURG*,
62022,Chaudfontaine,Chaudfontaine,62022D,VAUX-SOUS-CHEVREMONT + PARTIE DE CHENEE,VAUX-SOUS-CHEVREMONT + PARTIE DE CHENEE,
62026,Comblain-au-Pont,Comblain-au-Pont,62026A,COMBLAIN-AU-PONT*+ PARTIE DE ANTHISNES,COMBLAIN-AU-PONT*+ PARTIE DE ANTHISNES,
62026,Comblain-au-Pont,Comblain-au-Pont,62026B,POULSEUR,POULSEUR,
62027,Dalhem,Dalhem,62027A,DALHEM,DALHEM,
62027,Dalhem,Dalhem,62027B,FENEUR,FENEUR,
62027,Dalhem,Dalhem,62027C,BOMBAYE*,BOMBAYE*,
62027,Dalhem,Dalhem,62027D,BERNEAU,BERNEAU,
62027,Dalhem,Dalhem,62027E,WARSAGE,WARSAGE,
62027,Dalhem,Dalhem,62027F,NEUFCHATEAU,NEUFCHATEAU,
62027,Dalhem,Dalhem,62027G,MORTROUX,MORTROUX,
62027,Dalhem,Dalhem,62027H,SAINT-ANDRE*,SAINT-ANDRE*,
62032,Esneux,Esneux,620321,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
62032,Esneux,Esneux,62032A,ESNEUX* + PARTIE DE DOLEMBREUX,ESNEUX* + PARTIE DE DOLEMBREUX,
62032,Esneux,Esneux,62032B,TILFF*,TILFF*,
62038,Fléron,Fléron,62038A,FLERON*,FLERON*,
62038,Fléron,Fléron,62038B,RETINNE,RETINNE,
62038,Fléron,Fléron,62038C,MAGNEE,MAGNEE,
62038,Fléron,Fléron,62038D,ROMSEE,ROMSEE,
62051,Herstal,Herstal,620511,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
62051,Herstal,Herstal,62051A,HERSTAL*,HERSTAL*,
62051,Herstal,Herstal,62051B,VOTTEM*,VOTTEM*,
62051,Herstal,Herstal,62051C,LIERS*,LIERS*,
62051,Herstal,Herstal,62051D,MILMORT,MILMORT,
62060,Juprelle,Juprelle,620601,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
62060,Juprelle,Juprelle,62060A,JUPRELLE + PARTIE DE ALLEUR,JUPRELLE + PARTIE DE ALLEUR,
62060,Juprelle,Juprelle,62060B,SLINS*,SLINS*,
62060,Juprelle,Juprelle,62060C,FEXHE-SLINS + PARTIE DE LIERS,FEXHE-SLINS + PARTIE DE LIERS,
62060,Juprelle,Juprelle,62060D,VILLERS-SAINT-SIMEON,VILLERS-SAINT-SIMEON,
62060,Juprelle,Juprelle,62060E,VOROUX-LEZ-LIERS*,VOROUX-LEZ-LIERS*,
62060,Juprelle,Juprelle,62060F,LANTIN,LANTIN,
62060,Juprelle,Juprelle,62060G,WIHOGNE,WIHOGNE,
62060,Juprelle,Juprelle,62060H,PAIFVE,PAIFVE,
62063,Luik,Liège,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",
62063,Luik,Liège,62063B,LIEGE(MEUSE SUD),LIEGE(MEUSE SUD),
62063,Luik,Liège,62063C,WANDRE*,WANDRE*,
62063,Luik,Liège,62063D,JUPILLE-SUR-MEUSE,JUPILLE-SUR-MEUSE,
62063,Luik,Liège,62063E,BRESSOUX,BRESSOUX,
62063,Luik,Liège,62063F,GRIVEGNEE,GRIVEGNEE,
62063,Luik,Liège,62063G,CHENEE*,CHENEE*,
62063,Luik,Liège,62063H,ANGLEUR + PARTIE DE OUGREE + PARTIE DE TILFF ET DE EMBOURG,ANGLEUR + PARTIE DE OUGREE + PARTIE DE TILFF ET DE EMBOURG,
62063,Luik,Liège,62063J,PARTIE DE OUGREE,PARTIE DE OUGREE,
62063,Luik,Liège,62063K,GLAIN & PARTIE ANS,GLAIN & PARTIE ANS,
62063,Luik,Liège,62063L,ROCOURT + PARTIE DE VOROUX-LEZ-LIERS,ROCOURT + PARTIE DE VOROUX-LEZ-LIERS,
62063,Luik,Liège,62063M,PARTIE ANS,PARTIE ANS,
62079,Oupeye,Oupeye,62079A,"OUPEYE*+PARTIE DE CHERATTE, HERSTAL ET WANDRE","OUPEYE*+PARTIE DE CHERATTE, HERSTAL ET WANDRE",
62079,Oupeye,Oupeye,62079B,HACCOURT*,HACCOURT*,
62079,Oupeye,Oupeye,62079C,HERMALLE-SOUS-ARGENTEAU*,HERMALLE-SOUS-ARGENTEAU*,
62079,Oupeye,Oupeye,62079D,"VIVEGNIS + PARTIE DE HERSTAL, WANDRE ET CHERATTE","VIVEGNIS + PARTIE DE HERSTAL, WANDRE ET CHERATTE",
62079,Oupeye,Oupeye,62079E,HERMEE,HERMEE,
62079,Oupeye,Oupeye,62079F,HOUTAIN-SAINT-SIMEON,HOUTAIN-SAINT-SIMEON,
62079,Oupeye,Oupeye,62079G,HEURE-LE-ROMAIN,HEURE-LE-ROMAIN,
62093,Saint-Nicolas,Saint-Nicolas,62093A,SAINT-NICOLAS*,SAINT-NICOLAS*,
62093,Saint-Nicolas,Saint-Nicolas,62093B,TILLEUR,TILLEUR,
62093,Saint-Nicolas,Saint-Nicolas,62093C,MONTEGNEE,MONTEGNEE,
62096,Seraing,Seraing,62096A,SERAING*,SERAING*,
62096,Seraing,Seraing,62096B,JEMEPPE,JEMEPPE,
62096,Seraing,Seraing,62096C,OUGREE*,OUGREE*,
62096,Seraing,Seraing,62096D,BONCELLES,BONCELLES,
62099,Soumagne,Soumagne,62099A,SOUMAGNE,SOUMAGNE,
62099,Soumagne,Soumagne,62099B,AYENEUX,AYENEUX,
62099,Soumagne,Soumagne,62099C,MICHEROUX,MICHEROUX,
62099,Soumagne,Soumagne,62099D,MELEN,MELEN,
62099,Soumagne,Soumagne,62099E,CEREXHE-HEUSEUX*,CEREXHE-HEUSEUX*,
62099,Soumagne,Soumagne,62099F,EVEGNEE-TIGNEE*,EVEGNEE-TIGNEE*,
62100,Sprimont,Sprimont,62100A,SPRIMONT + PARTIE DE COMBLAIN-AU-PONT,SPRIMONT + PARTIE DE COMBLAIN-AU-PONT,
62100,Sprimont,Sprimont,62100B,LOUVEIGNE*,LOUVEIGNE*,
62100,Sprimont,Sprimont,62100C,ROUVREUX*,ROUVREUX*,
62100,Sprimont,Sprimont,62100D,DOLEMBREUX*,DOLEMBREUX*,
62100,Sprimont,Sprimont,62100E,GOMZE-ANDOUMONT,GOMZE-ANDOUMONT,
62108,Wezet,Visé,62108A,"VISE + PARTIE DE BOMBAYE,HAC- COURT, HERMALLE-SS-ARGENTEAU","VISE + PARTIE DE BOMBAYE,HAC- COURT, HERMALLE-SS-ARGENTEAU",
62108,Wezet,Visé,62108B,RICHELLE,RICHELLE,
62108,Wezet,Visé,62108C,ARGENTEAU,ARGENTEAU,
62108,Wezet,Visé,62108D,"CHERATTE* + PARTIE DE HERSTAL, WANDRE","CHERATTE* + PARTIE DE HERSTAL, WANDRE",
62108,Wezet,Visé,62108E,LIXHE,LIXHE,
62108,Wezet,Visé,62108F,LANAYE,LANAYE,
62118,Grâce-Hollogne,Grâce-Hollogne,62118A,GRACE-BERLEUR*+PART. DE LONCIN,GRACE-BERLEUR*+PART. DE LONCIN,
62118,Grâce-Hollogne,Grâce-Hollogne,62118B,HOLLOGNE-AUX-PIERRES*,HOLLOGNE-AUX-PIERRES*,
62118,Grâce-Hollogne,Grâce-Hollogne,62118C,MONS-LEZ-LIEGE (PARTIE),MONS-LEZ-LIEGE (PARTIE),
62118,Grâce-Hollogne,Grâce-Hollogne,62118D,HORION-HOZEMONT*,HORION-HOZEMONT*,
62118,Grâce-Hollogne,Grâce-Hollogne,62118E,VELROUX + PARTIE DE FEXHE- LE-HAUT-CLOCHER,VELROUX + PARTIE DE FEXHE- LE-HAUT-CLOCHER,
62118,Grâce-Hollogne,Grâce-Hollogne,62118F,BIERSET* + PARTIE DE AWANS,BIERSET* + PARTIE DE AWANS,
62119,Blégny,Blégny,62119A,TREMBLEUR,TREMBLEUR,
62119,Blégny,Blégny,62119B,MORTIER + PARTIE DE ST.-ANDRE,MORTIER + PARTIE DE ST.-ANDRE,
62119,Blégny,Blégny,62119C,"BARCHON + PARTIE DE CEREXHE - HEUSEUX, DE EVEGNEE - TIGNEE","BARCHON + PARTIE DE CEREXHE - HEUSEUX, DE EVEGNEE - TIGNEE",
62119,Blégny,Blégny,62119D,SAIVE + PARTIE DE WANDRE,SAIVE + PARTIE DE WANDRE,
62119,Blégny,Blégny,62119E,HOUSSE,HOUSSE,
62119,Blégny,Blégny,62119F,SAINT-REMY,SAINT-REMY,
62120,Flémalle,Flémalle,62120A,FLEMALLE-HAUTE & FLEMALLE- GRANDE & PARTIE AWIRS,FLEMALLE-HAUTE & FLEMALLE- GRANDE & PARTIE AWIRS,
62120,Flémalle,Flémalle,62120B,IVOZ-RAMET,IVOZ-RAMET,
62120,Flémalle,Flémalle,62120C,AWIRS & PARTIE HORION-HOZEMONT,AWIRS & PARTIE HORION-HOZEMONT,
62120,Flémalle,Flémalle,62120D,PARTIE MONS* & PARTIE HORION- HOZEMONT & DE FLEMALLE-HAUTE,PARTIE MONS* & PARTIE HORION- HOZEMONT & DE FLEMALLE-HAUTE,
62121,Neupré,Neupré,62121A,NEUVILLE-EN-CONDROZ,NEUVILLE-EN-CONDROZ,
62121,Neupré,Neupré,62121B,PLAINEVAUX+PARTIE DE SERAING,PLAINEVAUX+PARTIE DE SERAING,
62121,Neupré,Neupré,62121C,ROTHEUX-RIMIERE,ROTHEUX-RIMIERE,
62121,Neupré,Neupré,62121D,EHEIN*,EHEIN*,
62122,Trooz,Trooz,62122A,FORET*,FORET*,
62122,Trooz,Trooz,62122B,FRAIPONT,FRAIPONT,
62122,Trooz,Trooz,62122C,NESSONVAUX,NESSONVAUX,
63001,Amel,Amblève,63001A,AMEL,AMEL,
63001,Amel,Amblève,63001B,HEPPENBACH,HEPPENBACH,
63001,Amel,Amblève,63001C,MEYERODE*,MEYERODE*,
63001,Amel,Amblève,63001D,GEBIETSTEIL  RECHT,GEBIETSTEIL  RECHT,
63003,Aubel,Aubel,63003A,AUBEL + PARTIE DE CHARNEUX,AUBEL + PARTIE DE CHARNEUX,
63004,Baelen,Baelen,63004A,BAELEN*+ PARTIE DE WELKENRAEDT,BAELEN*+ PARTIE DE WELKENRAEDT,
63004,Baelen,Baelen,63004B,MEMBACH,MEMBACH,
63012,Büllingen,Bullange,63012A,BULLINGEN,BULLINGEN,
63012,Büllingen,Bullange,63012B,ROCHERATH,ROCHERATH,
63012,Büllingen,Bullange,63012C,MANDERFELD,MANDERFELD,
63012,Büllingen,Bullange,63012D,SCHOENBERG (GEBIETSTEIL),SCHOENBERG (GEBIETSTEIL),
63013,Bütgenbach,Butgenbach,63013A,BUTGENBACH,BUTGENBACH,
63013,Bütgenbach,Butgenbach,63013B,ELSENBORN,ELSENBORN,
63020,Dison,Dison,63020A,DISON,DISON,
63020,Dison,Dison,63020B,ANDRIMONT,ANDRIMONT,
63023,Eupen,Eupen,63023A,EUPEN*+GEBIETSTEIL RAEREN,EUPEN*+GEBIETSTEIL RAEREN,
63023,Eupen,Eupen,63023B,KETTENIS*,KETTENIS*,
63035,Herve,Herve,63035A,HERVE,HERVE,
63035,Herve,Herve,63035B,CHARNEUX*,CHARNEUX*,
63035,Herve,Herve,63035C,BATTICE,BATTICE,
63035,Herve,Herve,63035D,CHAINEUX,CHAINEUX,
63035,Herve,Herve,63035E,GRAND-RECHAIN,GRAND-RECHAIN,
63035,Herve,Herve,63035F,XHENDELESSE,XHENDELESSE,
63035,Herve,Herve,63035G,BOLLAND,BOLLAND,
63035,Herve,Herve,63035H,JULEMONT,JULEMONT,
63038,Jalhay,Jalhay,63038A,JALHAY,JALHAY,
63038,Jalhay,Jalhay,63038B,SART*,SART*,
63040,Kelmis,La Calamine,63040A,KELMIS,KELMIS,
63040,Kelmis,La Calamine,63040B,NEU MORESNET,NEU MORESNET,
63040,Kelmis,La Calamine,63040C,HERGENRATH,HERGENRATH,
63045,Lierneux,Lierneux,630451,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
63045,Lierneux,Lierneux,63045A,LIERNEUX*,LIERNEUX*,
63045,Lierneux,Lierneux,63045B,BRA*,BRA*,
63045,Lierneux,Lierneux,63045C,ARBREFONTAINE*,ARBREFONTAINE*,
63046,Limburg,Limbourg,63046A,LIMBOURG,LIMBOURG,
63046,Limburg,Limbourg,63046B,BILSTAIN,BILSTAIN,
63046,Limburg,Limbourg,63046C,GOE,GOE,
63048,Lontzen,Lontzen,63048A,LONTZEN GEBIETSTEIL KETTENIS,LONTZEN GEBIETSTEIL KETTENIS,
63048,Lontzen,Lontzen,63048B,WALHORN*,WALHORN*,
63049,Malmedy,Malmedy,63049A,MALMEDY,MALMEDY,
63049,Malmedy,Malmedy,63049B,BEVERCE,BEVERCE,
63049,Malmedy,Malmedy,63049C,BELLEVAUX-LIGNEUVILLE,BELLEVAUX-LIGNEUVILLE,
63057,Olne,Olne,63057A,OLNE,OLNE,
63058,Pepinster,Pepinster,63058A,PEPINSTER,PEPINSTER,
63058,Pepinster,Pepinster,63058B,SOIRON,SOIRON,
63058,Pepinster,Pepinster,63058C,WEGNEZ,WEGNEZ,
63061,Raeren,Raeren,63061A,RAEREN*+ENCLAVE WALHORN + GEBIETSTEIL EUPEN,RAEREN*+ENCLAVE WALHORN + GEBIETSTEIL EUPEN,
63061,Raeren,Raeren,63061B,EYNATTEN,EYNATTEN,
63061,Raeren,Raeren,63061C,HAUSET,HAUSET,
63067,Sankt Vith,Saint-Vith,63067A,SANKT-VITH,SANKT-VITH,
63067,Sankt Vith,Saint-Vith,63067B,MEYERODE (GEBIETSTEIL),MEYERODE (GEBIETSTEIL),
63067,Sankt Vith,Saint-Vith,63067C,SCHONBERG*,SCHONBERG*,
63067,Sankt Vith,Saint-Vith,63067D,LOMMERSWEILER,LOMMERSWEILER,
63067,Sankt Vith,Saint-Vith,63067E,CROMBACH,CROMBACH,
63067,Sankt Vith,Saint-Vith,63067F,RECHT*,RECHT*,
63072,Spa,Spa,63072A,"SPA + PARTIE DE SART, DE THEUX","SPA + PARTIE DE SART, DE THEUX",
63073,Stavelot,Stavelot,63073A,STAVELOT*,STAVELOT*,
63073,Stavelot,Stavelot,63073B,FRANCORCHAMPS,FRANCORCHAMPS,
63075,Stoumont,Stoumont,63075A,STOUMONT,STOUMONT,
63075,Stoumont,Stoumont,63075B,LA GLEIZE,LA GLEIZE,
63075,Stoumont,Stoumont,63075C,RAHIER,RAHIER,
63075,Stoumont,Stoumont,63075D,CHEVRON,CHEVRON,
63075,Stoumont,Stoumont,63075E,LORCE,LORCE,
63076,Theux,Theux,63076A,THEUX*,THEUX*,
63076,Theux,Theux,63076B,POLLEUR*,POLLEUR*,
63076,Theux,Theux,63076C,LA REID,LA REID,
63079,Verviers,Verviers,63079A,VERVIERS,VERVIERS,
63079,Verviers,Verviers,63079B,STEMBERT,STEMBERT,
63079,Verviers,Verviers,63079C,HEUSY,HEUSY,
63079,Verviers,Verviers,63079D,POLLEUR (PARTIE)+THEUX(PARTIE),POLLEUR (PARTIE)+THEUX(PARTIE),
63079,Verviers,Verviers,63079E,ENSIVAL,ENSIVAL,
63079,Verviers,Verviers,63079F,LAMBERMONT,LAMBERMONT,
63079,Verviers,Verviers,63079G,PETIT-RECHAIN,PETIT-RECHAIN,
63080,Weismes,Waimes,63080A,WAIMES,WAIMES,
63080,Weismes,Waimes,63080B,ROBERTVILLE,ROBERTVILLE,
63080,Weismes,Waimes,63080C,FAYMONVILLE,FAYMONVILLE,
63084,Welkenraedt,Welkenraedt,63084A,WELKENRAEDT*+ PARTIE DE BAELEN,WELKENRAEDT*+ PARTIE DE BAELEN,
63084,Welkenraedt,Welkenraedt,63084B,HENRI-CHAPELLE+PART. DE BAELEN,HENRI-CHAPELLE+PART. DE BAELEN,
63086,Trois-Ponts,Trois-Ponts,63086A,TROIS-PONTS FOSSE,TROIS-PONTS FOSSE,
63086,Trois-Ponts,Trois-Ponts,63086B,TROIS-PONTS WANNE + PARTIE DE STAVELOT,TROIS-PONTS WANNE + PARTIE DE STAVELOT,
63086,Trois-Ponts,Trois-Ponts,63086C,BASSE-BODEUX,BASSE-BODEUX,
63087,Burg-Reuland,Burg-Reuland,63087A,THOMMEN,THOMMEN,
63087,Burg-Reuland,Burg-Reuland,63087B,REULAND,REULAND,
63088,Plombières,Plombières,63088A,GEMMENICH,GEMMENICH,
63088,Plombières,Plombières,63088B,MORESNET,MORESNET,
63088,Plombières,Plombières,63088C,MONTZEN,MONTZEN,
63088,Plombières,Plombières,63088D,HOMBOURG,HOMBOURG,
63088,Plombières,Plombières,63088E,SIPPENAEKEN,SIPPENAEKEN,
63089,Thimister-Clermont,Thimister-Clermont,63089A,THIMISTER,THIMISTER,
63089,Thimister-Clermont,Thimister-Clermont,63089B,CLERMONT,CLERMONT,
64008,Berloz,Berloz,64008A,BERLOZ,BERLOZ,
64008,Berloz,Berloz,64008B,ROSOUX-CRENWICK,ROSOUX-CRENWICK,
64008,Berloz,Berloz,64008C,CORSWAREM,CORSWAREM,
64015,Braives,Braives,64015A,BRAIVES,BRAIVES,
64015,Braives,Braives,64015B,TOURINNE,TOURINNE,
64015,Braives,Braives,64015C,LATINNE,LATINNE,
64015,Braives,Braives,64015D,FALLAIS,FALLAIS,
64015,Braives,Braives,64015E,FUMAL,FUMAL,
64015,Braives,Braives,64015F,VILLE-EN-HESBAYE,VILLE-EN-HESBAYE,
64015,Braives,Braives,64015G,CIPLET,CIPLET,
64015,Braives,Braives,64015H,AVENNES,AVENNES,
64021,Crisnée,Crisnée,64021A,CRISNEE,CRISNEE,
64023,Donceel,Donceel,64023A,DONCEEL,DONCEEL,
64023,Donceel,Donceel,64023B,LIMONT,LIMONT,
64023,Donceel,Donceel,64023C,JENEFFE,JENEFFE,
64023,Donceel,Donceel,64023D,HANEFFE,HANEFFE,
64025,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,64025A,FEXHE-LE-HAUT-CLOCHER* + PARTIE DE MOMALLE,FEXHE-LE-HAUT-CLOCHER* + PARTIE DE MOMALLE,
64029,Geer,Geer,64029A,GEER,GEER,
64029,Geer,Geer,64029B,BOELHE + PARTIE DE TROGNEE,BOELHE + PARTIE DE TROGNEE,
64029,Geer,Geer,64029C,HOLLOGNE - SUR - GEER,HOLLOGNE - SUR - GEER,
64029,Geer,Geer,64029D,DARION,DARION,
64029,Geer,Geer,64029E,OMAL,OMAL,
64029,Geer,Geer,64029F,LIGNEY,LIGNEY,
64029,Geer,Geer,64029G,LENS-SAINT-SERVAIS,LENS-SAINT-SERVAIS,
64034,Hannuit,Hannut,64034A,HANNUT,HANNUT,
64034,Hannuit,Hannut,64034B,AVERNAS-LE-BAUDUIN,AVERNAS-LE-BAUDUIN,
64034,Hannuit,Hannut,64034C,BERTREE,BERTREE,
64034,Hannuit,Hannut,64034D,CRAS-AVERNAS,CRAS-AVERNAS,
64034,Hannuit,Hannut,64034E,POUCET,POUCET,
64034,Hannuit,Hannut,64034F,ABOLENS,ABOLENS,
64034,Hannuit,Hannut,64034G,BLEHEN,BLEHEN,
64034,Hannuit,Hannut,64034H,LENS-SAINT-REMY,LENS-SAINT-REMY,
64034,Hannuit,Hannut,64034J,VILLERS-LE-PEUPLIER,VILLERS-LE-PEUPLIER,
64034,Hannuit,Hannut,64034K,CREHEN,CREHEN,
64034,Hannuit,Hannut,64034L,TROGNEE*,TROGNEE*,
64034,Hannuit,Hannut,64034M,AVIN,AVIN,
64034,Hannuit,Hannut,64034N,MOXHE,MOXHE,
64034,Hannuit,Hannut,64034P,THISNES,THISNES,
64034,Hannuit,Hannut,64034R,MERDORP,MERDORP,
64034,Hannuit,Hannut,64034S,GRAND-HALLET,GRAND-HALLET,
64047,Lijsem,Lincent,64047A,LINCENT,LINCENT,
64047,Lijsem,Lincent,64047B,PELLAINES,PELLAINES,
64047,Lijsem,Lincent,64047C,RACOUR,RACOUR,
64056,Oerle,Oreye,64056A,OREYE,OREYE,
64063,Remicourt,Remicourt,640631,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
64063,Remicourt,Remicourt,640632,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
64063,Remicourt,Remicourt,64063A,REMICOURT,REMICOURT,
64063,Remicourt,Remicourt,64063B,LAMINE,LAMINE,
64063,Remicourt,Remicourt,64063C,POUSSET,POUSSET,
64063,Remicourt,Remicourt,64063D,HODEIGE,HODEIGE,
64063,Remicourt,Remicourt,64063E,MOMALLE*,MOMALLE*,
64065,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,64065A,SAINT-GEORGES-SUR-MEUSE+PARTIE DE HERMALLE-SOUS-HUY,SAINT-GEORGES-SUR-MEUSE+PARTIE DE HERMALLE-SOUS-HUY,
64074,Borgworm,Waremme,640741,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
64074,Borgworm,Waremme,64074A,WAREMME,WAREMME,
64074,Borgworm,Waremme,64074B,OLEYE,OLEYE,
64074,Borgworm,Waremme,64074C,LANTREMANGE,LANTREMANGE,
64074,Borgworm,Waremme,64074D,BLERET,BLERET,
64074,Borgworm,Waremme,64074E,BOVENISTIER,BOVENISTIER,
64074,Borgworm,Waremme,64074F,GRAND-AXHE,GRAND-AXHE,
64074,Borgworm,Waremme,64074G,BETTINCOURT,BETTINCOURT,
64075,Wasseiges,Wasseiges,64075A,WASSEIGE,WASSEIGE,
64075,Wasseiges,Wasseiges,64075B,AMBRESIN,AMBRESIN,
64075,Wasseiges,Wasseiges,64075C,MEEFFE,MEEFFE,
64075,Wasseiges,Wasseiges,64075D,ACOSSE,ACOSSE,
64076,Faimes,Faimes,64076A,CELLES,CELLES,
64076,Faimes,Faimes,64076B,BORLEZ,BORLEZ,
64076,Faimes,Faimes,64076C,LES WALEFFES,LES WALEFFES,
64076,Faimes,Faimes,64076D,VIEMME,VIEMME,
64076,Faimes,Faimes,64076E,AINEFFE,AINEFFE,
71002,As,As,71002A,AS,AS,
71002,As,As,71002B,NIEL-BIJ-AS,NIEL-BIJ-AS,
71004,Beringen,Beringen,710041,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
71004,Beringen,Beringen,71004A,BERINGEN,BERINGEN,
71004,Beringen,Beringen,71004B,PAAL,PAAL,
71004,Beringen,Beringen,71004C,KOERSEL,KOERSEL,
71004,Beringen,Beringen,71004D,BEVERLO,BEVERLO,
71011,Diepenbeek,Diepenbeek,71011A,DIEPENBEEK,DIEPENBEEK,
71016,Genk,Genk,71016A,GENK,GENK,
71016,Genk,Genk,71016B,WATERSCHEI - ZWARTBERG,WATERSCHEI - ZWARTBERG,
71017,Gingelom,Gingelom,71017A,GINGELOM,GINGELOM,
71017,Gingelom,Gingelom,71017B,NIEL-BIJ-SINT-TRUIDEN,NIEL-BIJ-SINT-TRUIDEN,
71017,Gingelom,Gingelom,71017C,MUIZEN,MUIZEN,
71017,Gingelom,Gingelom,71017D,BUVINGEN,BUVINGEN,
71017,Gingelom,Gingelom,71017E,BORLO*,BORLO*,
71017,Gingelom,Gingelom,71017F,MIELEN-BOVEN-AALST,MIELEN-BOVEN-AALST,
71017,Gingelom,Gingelom,71017G,BOEKHOUT,BOEKHOUT,
71017,Gingelom,Gingelom,71017H,JEUK,JEUK,
71017,Gingelom,Gingelom,71017J,MONTENAKEN,MONTENAKEN,
71017,Gingelom,Gingelom,71017K,KORTIJS,KORTIJS,
71017,Gingelom,Gingelom,71017L,VORSEN,VORSEN,
71020,Halen,Halen,71020A,HALEN,HALEN,
71020,Halen,Halen,71020B,ZELEM,ZELEM,
71022,Hasselt,Hasselt,71022A,HASSELT,HASSELT,
71022,Hasselt,Hasselt,71022B,WIMMERTINGEN,WIMMERTINGEN,
71022,Hasselt,Hasselt,71022C,SINT-LAMBRECHTS-HERK,SINT-LAMBRECHTS-HERK,
71022,Hasselt,Hasselt,71022D,KURINGEN,KURINGEN,
71022,Hasselt,Hasselt,71022E,STOKROOIE,STOKROOIE,
71022,Hasselt,Hasselt,71022F,KERMT,KERMT,
71022,Hasselt,Hasselt,71022G,SPALBEEK,SPALBEEK,
71022,Hasselt,Hasselt,71022H,STEVOORT,STEVOORT,
71024,Herk-de-Stad,Herck-la-Ville,71024A,HERK-DE-STAD,HERK-DE-STAD,
71024,Herk-de-Stad,Herck-la-Ville,71024B,DONK,DONK,
71024,Herk-de-Stad,Herck-la-Ville,71024C,SCHULEN,SCHULEN,
71024,Herk-de-Stad,Herck-la-Ville,71024D,BERBROEK,BERBROEK,
71034,Leopoldsburg,Bourg-Léopold,71034A,LEOPOLDSBURG,LEOPOLDSBURG,
71034,Leopoldsburg,Bourg-Léopold,71034B,HEPPEN,HEPPEN,
71037,Lummen,Lummen,71037A,LUMMEN,LUMMEN,
71037,Lummen,Lummen,71037B,LINKHOUT,LINKHOUT,
71037,Lummen,Lummen,71037C,MELDERT,MELDERT,
71045,Nieuwerkerken,Nieuwerkerken,71045A,NIEUWERKERKEN,NIEUWERKERKEN,
71045,Nieuwerkerken,Nieuwerkerken,71045B,BINDERVELD,BINDERVELD,
71045,Nieuwerkerken,Nieuwerkerken,71045C,WIJER,WIJER,
71045,Nieuwerkerken,Nieuwerkerken,71045D,KOZEN*,KOZEN*,
72042,Oudsbergen,Oudsbergen,71047A,OPGLABBEEK,OPGLABBEEK,
71053,Sint-Truiden,Saint-Trond,71053A,SINT-TRUIDEN,SINT-TRUIDEN,
71053,Sint-Truiden,Saint-Trond,71053B,HALMAAL,HALMAAL,
71053,Sint-Truiden,Saint-Trond,71053C,WILDEREN,WILDEREN,
71053,Sint-Truiden,Saint-Trond,71053D,DURAS,DURAS,
71053,Sint-Truiden,Saint-Trond,71053E,GORSEM,GORSEM,
71053,Sint-Truiden,Saint-Trond,71053F,RUNKELEN,RUNKELEN,
71053,Sint-Truiden,Saint-Trond,71053G,ZEPPEREN+ DEEL KOZEN,ZEPPEREN+ DEEL KOZEN,
71053,Sint-Truiden,Saint-Trond,71053H,ORDINGEN,ORDINGEN,
71053,Sint-Truiden,Saint-Trond,71053J,BRUSTEM,BRUSTEM,
71053,Sint-Truiden,Saint-Trond,71053K,GROOT-GELMEN*,GROOT-GELMEN*,
71053,Sint-Truiden,Saint-Trond,71053L,ENGELMANSHOVEN,ENGELMANSHOVEN,
