,YEAR_WEEK,NIS5,AGEGROUP,DOSE,CUMUL
101562,21W14,36007,45-54,A,209
101563,21W14,36007,45-54,B,100
101564,21W14,36007,55-64,A,154
101565,21W14,36007,55-64,B,85
101566,21W14,36007,65-74,A,78
101567,21W14,36007,65-74,B,39
101568,21W14,36007,75-84,A,772
101569,21W14,36007,75-84,B,63
101570,21W14,36007,85+,A,369
101571,21W14,36007,85+,B,108
101572,21W14,36008,0-17,A,<10
101573,21W14,36008,0-17,B,<10
101574,21W14,36008,18-34,A,782
101575,21W14,36008,18-34,B,423
101576,21W14,36008,35-44,A,508
101577,21W14,36008,35-44,B,253
101578,21W14,36008,45-54,A,468
101579,21W14,36008,45-54,B,249
101580,21W14,36008,55-64,A,442
101581,21W14,36008,55-64,B,302
101582,21W14,36008,65-74,A,255
101583,21W14,36008,65-74,B,114
101584,21W14,36008,75-84,A,1978
101585,21W14,36008,75-84,B,166
101586,21W14,36008,85+,A,937
101587,21W14,36008,85+,B,277
101588,21W14,36010,0-17,A,10
101589,21W14,36010,0-17,B,<10
101590,21W14,36010,18-34,A,268
101591,21W14,36010,18-34,B,150
101592,21W14,36010,35-44,A,170
101593,21W14,36010,35-44,B,103
101594,21W14,36010,45-54,A,141
101595,21W14,36010,45-54,B,92
101596,21W14,36010,55-64,A,152
101597,21W14,36010,55-64,B,104
101598,21W14,36010,65-74,A,97
101599,21W14,36010,65-74,B,54
101600,21W14,36010,75-84,A,657
101601,21W14,36010,75-84,B,61
101602,21W14,36010,85+,A,344
101603,21W14,36010,85+,B,104
101604,21W14,36011,0-17,A,<10
101605,21W14,36011,0-17,B,<10
101606,21W14,36011,18-34,A,291
101607,21W14,36011,18-34,B,158
101608,21W14,36011,35-44,A,183
101609,21W14,36011,35-44,B,101
101610,21W14,36011,45-54,A,225
101611,21W14,36011,45-54,B,111
101612,21W14,36011,55-64,A,173
101613,21W14,36011,55-64,B,107
101614,21W14,36011,65-74,A,175
101615,21W14,36011,65-74,B,29
101616,21W14,36011,75-84,A,557
101617,21W14,36011,75-84,B,46
101618,21W14,36011,85+,A,264
101619,21W14,36011,85+,B,84
101620,21W14,36012,0-17,A,<10
101621,21W14,36012,0-17,B,<10
101622,21W14,36012,18-34,A,320
101623,21W14,36012,18-34,B,190
101624,21W14,36012,35-44,A,220
101625,21W14,36012,35-44,B,126
101626,21W14,36012,45-54,A,208
101627,21W14,36012,45-54,B,126
101628,21W14,36012,55-64,A,200
101629,21W14,36012,55-64,B,137
101630,21W14,36012,65-74,A,175
101631,21W14,36012,65-74,B,85
101632,21W14,36012,75-84,A,758
101633,21W14,36012,75-84,B,100
101634,21W14,36012,85+,A,376
101635,21W14,36012,85+,B,134
101636,21W14,36015,0-17,A,30
101637,21W14,36015,0-17,B,26
101638,21W14,36015,18-34,A,1532
101639,21W14,36015,18-34,B,834
101640,21W14,36015,35-44,A,1073
101641,21W14,36015,35-44,B,570
101642,21W14,36015,45-54,A,1101
101643,21W14,36015,45-54,B,578
101644,21W14,36015,55-64,A,1266
101645,21W14,36015,55-64,B,812
101646,21W14,36015,65-74,A,995
101647,21W14,36015,65-74,B,296
101648,21W14,36015,75-84,A,3895
101649,21W14,36015,75-84,B,345
101650,21W14,36015,85+,A,1959
101651,21W14,36015,85+,B,630
101652,21W14,36019,0-17,A,<10
101653,21W14,36019,0-17,B,<10
101654,21W14,36019,18-34,A,316
101655,21W14,36019,18-34,B,199
101656,21W14,36019,35-44,A,214
101657,21W14,36019,35-44,B,122
101658,21W14,36019,45-54,A,225
101659,21W14,36019,45-54,B,123
101660,21W14,36019,55-64,A,195
101661,21W14,36019,55-64,B,145
101662,21W14,36019,65-74,A,152
101663,21W14,36019,65-74,B,49
101664,21W14,36019,75-84,A,686
101665,21W14,36019,75-84,B,62
101666,21W14,36019,85+,A,403
101667,21W14,36019,85+,B,114
101668,21W14,37002,0-17,A,<10
101669,21W14,37002,0-17,B,<10
101670,21W14,37002,18-34,A,221
101671,21W14,37002,18-34,B,134
101672,21W14,37002,35-44,A,168
101673,21W14,37002,35-44,B,87
101674,21W14,37002,45-54,A,135
101675,21W14,37002,45-54,B,89
101676,21W14,37002,55-64,A,156
101677,21W14,37002,55-64,B,103
101678,21W14,37002,65-74,A,99
101679,21W14,37002,65-74,B,59
101680,21W14,37002,75-84,A,429
101681,21W14,37002,75-84,B,85
101682,21W14,37002,85+,A,333
101683,21W14,37002,85+,B,154
101684,21W14,37007,0-17,A,15
101685,21W14,37007,0-17,B,12
101686,21W14,37007,18-34,A,238
101687,21W14,37007,18-34,B,133
101688,21W14,37007,35-44,A,182
101689,21W14,37007,35-44,B,96
101690,21W14,37007,45-54,A,165
101691,21W14,37007,45-54,B,102
101692,21W14,37007,55-64,A,184
101693,21W14,37007,55-64,B,122
101694,21W14,37007,65-74,A,104
101695,21W14,37007,65-74,B,77
101696,21W14,37007,75-84,A,634
101697,21W14,37007,75-84,B,69
101698,21W14,37007,85+,A,348
101699,21W14,37007,85+,B,117
101700,21W14,37010,0-17,A,<10
101701,21W14,37010,0-17,B,<10
101702,21W14,37010,18-34,A,210
101703,21W14,37010,18-34,B,117
101704,21W14,37010,35-44,A,113
101705,21W14,37010,35-44,B,51
101706,21W14,37010,45-54,A,108
101707,21W14,37010,45-54,B,59
101708,21W14,37010,55-64,A,112
101709,21W14,37010,55-64,B,59
101710,21W14,37010,65-74,A,67
101711,21W14,37010,65-74,B,19
101712,21W14,37010,75-84,A,422
101713,21W14,37010,75-84,B,10
101714,21W14,37010,85+,A,188
101715,21W14,37010,85+,B,10
101716,21W14,37011,0-17,A,<10
101717,21W14,37011,0-17,B,<10
101718,21W14,37011,18-34,A,168
101719,21W14,37011,18-34,B,90
101720,21W14,37011,35-44,A,111
101721,21W14,37011,35-44,B,46
101722,21W14,37011,45-54,A,129
101723,21W14,37011,45-54,B,69
101724,21W14,37011,55-64,A,123
101725,21W14,37011,55-64,B,89
101726,21W14,37011,65-74,A,56
101727,21W14,37011,65-74,B,28
101728,21W14,37011,75-84,A,387
101729,21W14,37011,75-84,B,33
101730,21W14,37011,85+,A,249
101731,21W14,37011,85+,B,96
101732,21W14,37012,0-17,A,<10
101733,21W14,37012,0-17,B,<10
101734,21W14,37012,18-34,A,135
101735,21W14,37012,18-34,B,87
101736,21W14,37012,35-44,A,110
101737,21W14,37012,35-44,B,65
101738,21W14,37012,45-54,A,103
101739,21W14,37012,45-54,B,62
101740,21W14,37012,55-64,A,119
101741,21W14,37012,55-64,B,81
101742,21W14,37012,65-74,A,46
101743,21W14,37012,65-74,B,33
101744,21W14,37012,75-84,A,306
101745,21W14,37012,75-84,B,53
101746,21W14,37012,85+,A,209
101747,21W14,37012,85+,B,85
101748,21W14,37015,0-17,A,17
101749,21W14,37015,0-17,B,16
101750,21W14,37015,18-34,A,499
101751,21W14,37015,18-34,B,260
101752,21W14,37015,35-44,A,361
101753,21W14,37015,35-44,B,184
101754,21W14,37015,45-54,A,318
101755,21W14,37015,45-54,B,169
101756,21W14,37015,55-64,A,413
101757,21W14,37015,55-64,B,262
101758,21W14,37015,65-74,A,186
101759,21W14,37015,65-74,B,104
101760,21W14,37015,75-84,A,1330
101761,21W14,37015,75-84,B,131
101762,21W14,37015,85+,A,728
101763,21W14,37015,85+,B,210
101764,21W14,37017,0-17,A,<10
101765,21W14,37017,0-17,B,<10
101766,21W14,37017,18-34,A,247
101767,21W14,37017,18-34,B,143
101768,21W14,37017,35-44,A,148
101769,21W14,37017,35-44,B,83
101770,21W14,37017,45-54,A,150
101771,21W14,37017,45-54,B,74
101772,21W14,37017,55-64,A,152
101773,21W14,37017,55-64,B,98
101774,21W14,37017,65-74,A,166
101775,21W14,37017,65-74,B,39
101776,21W14,37017,75-84,A,466
101777,21W14,37017,75-84,B,41
101778,21W14,37017,85+,A,238
101779,21W14,37017,85+,B,55
101780,21W14,37018,0-17,A,<10
101781,21W14,37018,0-17,B,<10
101782,21W14,37018,18-34,A,450
101783,21W14,37018,18-34,B,243
101784,21W14,37018,35-44,A,273
101785,21W14,37018,35-44,B,138
101786,21W14,37018,45-54,A,301
101787,21W14,37018,45-54,B,142
101788,21W14,37018,55-64,A,291
101789,21W14,37018,55-64,B,176
101790,21W14,37018,65-74,A,114
101791,21W14,37018,65-74,B,58
101792,21W14,37018,75-84,A,862
101793,21W14,37018,75-84,B,96
101794,21W14,37018,85+,A,544
101795,21W14,37018,85+,B,184
101796,21W14,37020,0-17,A,<10
101797,21W14,37020,0-17,B,<10
101798,21W14,37020,18-34,A,237
101799,21W14,37020,18-34,B,117
101800,21W14,37020,35-44,A,150
101801,21W14,37020,35-44,B,95
101802,21W14,37020,45-54,A,134
101803,21W14,37020,45-54,B,80
101804,21W14,37020,55-64,A,145
101805,21W14,37020,55-64,B,99
101806,21W14,37020,65-74,A,135
101807,21W14,37020,65-74,B,46
101808,21W14,37020,75-84,A,578
101809,21W14,37020,75-84,B,53
101810,21W14,37020,85+,A,342
101811,21W14,37020,85+,B,118
101812,21W14,38002,18-34,A,181
101813,21W14,38002,18-34,B,103
101814,21W14,38002,35-44,A,95
101815,21W14,38002,35-44,B,56
101816,21W14,38002,45-54,A,112
101817,21W14,38002,45-54,B,55
101818,21W14,38002,55-64,A,66
101819,21W14,38002,55-64,B,47
101820,21W14,38002,65-74,A,61
101821,21W14,38002,65-74,B,24
101822,21W14,38002,75-84,A,251
101823,21W14,38002,75-84,B,25
101824,21W14,38002,85+,A,180
101825,21W14,38002,85+,B,49
101826,21W14,38008,0-17,A,<10
101827,21W14,38008,18-34,A,154
101828,21W14,38008,18-34,B,75
101829,21W14,38008,35-44,A,110
101830,21W14,38008,35-44,B,48
101831,21W14,38008,45-54,A,152
101832,21W14,38008,45-54,B,70
101833,21W14,38008,55-64,A,152
101834,21W14,38008,55-64,B,87
101835,21W14,38008,65-74,A,231
101836,21W14,38008,65-74,B,46
101837,21W14,38008,75-84,A,925
101838,21W14,38008,75-84,B,54
101839,21W14,38008,85+,A,397
101840,21W14,38008,85+,B,125
101841,21W14,38014,0-17,A,<10
101842,21W14,38014,0-17,B,<10
101843,21W14,38014,18-34,A,309
101844,21W14,38014,18-34,B,145
101845,21W14,38014,35-44,A,213
101846,21W14,38014,35-44,B,115
101847,21W14,38014,45-54,A,327
101848,21W14,38014,45-54,B,169
101849,21W14,38014,55-64,A,546
101850,21W14,38014,55-64,B,314
101851,21W14,38014,65-74,A,781
101852,21W14,38014,65-74,B,191
101853,21W14,38014,75-84,A,2393
101854,21W14,38014,75-84,B,152
101855,21W14,38014,85+,A,975
101856,21W14,38014,85+,B,226
101857,21W14,38016,0-17,A,<10
101858,21W14,38016,0-17,B,<10
101859,21W14,38016,18-34,A,203
101860,21W14,38016,18-34,B,107
101861,21W14,38016,35-44,A,132
101862,21W14,38016,35-44,B,60
101863,21W14,38016,45-54,A,171
101864,21W14,38016,45-54,B,79
101865,21W14,38016,55-64,A,207
101866,21W14,38016,55-64,B,134
101867,21W14,38016,65-74,A,264
101868,21W14,38016,65-74,B,63
101869,21W14,38016,75-84,A,1120
101870,21W14,38016,75-84,B,94
101871,21W14,38016,85+,A,486
101872,21W14,38016,85+,B,147
101873,21W14,38025,0-17,A,<10
101874,21W14,38025,0-17,B,<10
101875,21W14,38025,18-34,A,395
101876,21W14,38025,18-34,B,232
101877,21W14,38025,35-44,A,249
101878,21W14,38025,35-44,B,119
101879,21W14,38025,45-54,A,302
101880,21W14,38025,45-54,B,168
101881,21W14,38025,55-64,A,295
101882,21W14,38025,55-64,B,205
101883,21W14,38025,65-74,A,320
101884,21W14,38025,65-74,B,84
101885,21W14,38025,75-84,A,864
101886,21W14,38025,75-84,B,95
101887,21W14,38025,85+,A,505
101888,21W14,38025,85+,B,207
101889,21W14,41002,0-17,A,21
101890,21W14,41002,0-17,B,17
101891,21W14,41002,18-34,A,1945
101892,21W14,41002,18-34,B,941
101893,21W14,41002,35-44,A,1427
101894,21W14,41002,35-44,B,603
101895,21W14,41002,45-54,A,1449
101896,21W14,41002,45-54,B,644
101897,21W14,41002,55-64,A,1362
101898,21W14,41002,55-64,B,931
101899,21W14,41002,65-74,A,1390
101900,21W14,41002,65-74,B,319
101901,21W14,41002,75-84,A,5262
101902,21W14,41002,75-84,B,461
101903,21W14,41002,85+,A,2392
101904,21W14,41002,85+,B,834
101905,21W14,41011,0-17,A,<10
101906,21W14,41011,0-17,B,<10
101907,21W14,41011,18-34,A,402
101908,21W14,41011,18-34,B,205
101909,21W14,41011,35-44,A,314
101910,21W14,41011,35-44,B,134
101911,21W14,41011,45-54,A,310
101912,21W14,41011,45-54,B,163
101913,21W14,41011,55-64,A,248
101914,21W14,41011,55-64,B,182
101915,21W14,41011,65-74,A,292
101916,21W14,41011,65-74,B,68
101917,21W14,41011,75-84,A,1067
101918,21W14,41011,75-84,B,86
101919,21W14,41011,85+,A,468
101920,21W14,41011,85+,B,136
101921,21W14,41018,0-17,A,<10
101922,21W14,41018,0-17,B,<10
101923,21W14,41018,18-34,A,718
101924,21W14,41018,18-34,B,340
101925,21W14,41018,35-44,A,548
101926,21W14,41018,35-44,B,264
101927,21W14,41018,45-54,A,626
101928,21W14,41018,45-54,B,314
101929,21W14,41018,55-64,A,510
101930,21W14,41018,55-64,B,351
101931,21W14,41018,65-74,A,422
101932,21W14,41018,65-74,B,169
101933,21W14,41018,75-84,A,1969
101934,21W14,41018,75-84,B,219
101935,21W14,41018,85+,A,925
101936,21W14,41018,85+,B,305
101937,21W14,41024,0-17,A,<10
101938,21W14,41024,18-34,A,468
101939,21W14,41024,18-34,B,230
101940,21W14,41024,35-44,A,339
101941,21W14,41024,35-44,B,138
101942,21W14,41024,45-54,A,334
101943,21W14,41024,45-54,B,166
101944,21W14,41024,55-64,A,281
101945,21W14,41024,55-64,B,193
101946,21W14,41024,65-74,A,293
101947,21W14,41024,65-74,B,54
101948,21W14,41024,75-84,A,1134
101949,21W14,41024,75-84,B,110
101950,21W14,41024,85+,A,562
101951,21W14,41024,85+,B,211
101952,21W14,41027,0-17,A,<10
101953,21W14,41027,0-17,B,<10
101954,21W14,41027,18-34,A,497
101955,21W14,41027,18-34,B,209
101956,21W14,41027,35-44,A,409
101957,21W14,41027,35-44,B,155
101958,21W14,41027,45-54,A,365
101959,21W14,41027,45-54,B,170
101960,21W14,41027,55-64,A,325
101961,21W14,41027,55-64,B,209
101962,21W14,41027,65-74,A,129
101963,21W14,41027,65-74,B,79
101964,21W14,41027,75-84,A,1070
101965,21W14,41027,75-84,B,96
101966,21W14,41027,85+,A,499
101967,21W14,41027,85+,B,177
101968,21W14,41034,0-17,A,<10
101969,21W14,41034,0-17,B,<10
101970,21W14,41034,18-34,A,464
101971,21W14,41034,18-34,B,222
101972,21W14,41034,35-44,A,391
101973,21W14,41034,35-44,B,155
101974,21W14,41034,45-54,A,338
101975,21W14,41034,45-54,B,160
101976,21W14,41034,55-64,A,321
101977,21W14,41034,55-64,B,236
101978,21W14,41034,65-74,A,347
101979,21W14,41034,65-74,B,80
101980,21W14,41034,75-84,A,1208
101981,21W14,41034,75-84,B,75
101982,21W14,41034,85+,A,452
101983,21W14,41034,85+,B,140
101984,21W14,41048,0-17,A,12
101985,21W14,41048,0-17,B,10
101986,21W14,41048,18-34,A,750
101987,21W14,41048,18-34,B,388
101988,21W14,41048,35-44,A,625
101989,21W14,41048,35-44,B,307
101990,21W14,41048,45-54,A,653
101991,21W14,41048,45-54,B,331
101992,21W14,41048,55-64,A,515
101993,21W14,41048,55-64,B,377
101994,21W14,41048,65-74,A,303
101995,21W14,41048,65-74,B,126
101996,21W14,41048,75-84,A,2334
101997,21W14,41048,75-84,B,163
101998,21W14,41048,85+,A,1051
101999,21W14,41048,85+,B,344
102000,21W14,41063,0-17,A,<10
102001,21W14,41063,0-17,B,<10
102002,21W14,41063,18-34,A,216
102003,21W14,41063,18-34,B,89
102004,21W14,41063,35-44,A,205
102005,21W14,41063,35-44,B,102
102006,21W14,41063,45-54,A,216
102007,21W14,41063,45-54,B,102
102008,21W14,41063,55-64,A,168
102009,21W14,41063,55-64,B,109
102010,21W14,41063,65-74,A,50
102011,21W14,41063,65-74,B,30
102012,21W14,41063,75-84,A,613
102013,21W14,41063,75-84,B,58
102014,21W14,41063,85+,A,335
102015,21W14,41063,85+,B,115
102016,21W14,41081,0-17,A,<10
102017,21W14,41081,0-17,B,<10
102018,21W14,41081,18-34,A,660
102019,21W14,41081,18-34,B,283
102020,21W14,41081,35-44,A,490
102021,21W14,41081,35-44,B,223
102022,21W14,41081,45-54,A,576
102023,21W14,41081,45-54,B,301
102024,21W14,41081,55-64,A,542
102025,21W14,41081,55-64,B,365
102026,21W14,41081,65-74,A,227
102027,21W14,41081,65-74,B,89
102028,21W14,41081,75-84,A,1778
102029,21W14,41081,75-84,B,165
102030,21W14,41081,85+,A,854
102031,21W14,41081,85+,B,283
102032,21W14,41082,0-17,A,<10
102033,21W14,41082,0-17,B,<10
102034,21W14,41082,18-34,A,507
102035,21W14,41082,18-34,B,258
102036,21W14,41082,35-44,A,327
102037,21W14,41082,35-44,B,129
102038,21W14,41082,45-54,A,357
102039,21W14,41082,45-54,B,170
102040,21W14,41082,55-64,A,340
102041,21W14,41082,55-64,B,232
102042,21W14,41082,65-74,A,371
102043,21W14,41082,65-74,B,98
102044,21W14,41082,75-84,A,1298
102045,21W14,41082,75-84,B,163
102046,21W14,41082,85+,A,651
102047,21W14,41082,85+,B,313
102048,21W14,42003,0-17,A,<10
102049,21W14,42003,0-17,B,<10
102050,21W14,42003,18-34,A,370
102051,21W14,42003,18-34,B,172
102052,21W14,42003,35-44,A,263
102053,21W14,42003,35-44,B,124
102054,21W14,42003,45-54,A,274
102055,21W14,42003,45-54,B,132
102056,21W14,42003,55-64,A,260
102057,21W14,42003,55-64,B,173
102058,21W14,42003,65-74,A,183
102059,21W14,42003,65-74,B,64
102060,21W14,42003,75-84,A,952
102061,21W14,42003,75-84,B,100
102062,21W14,42003,85+,A,372
102063,21W14,42003,85+,B,129
102064,21W14,42004,0-17,A,<10
102065,21W14,42004,0-17,B,<10
102066,21W14,42004,18-34,A,404
102067,21W14,42004,18-34,B,197
102068,21W14,42004,35-44,A,259
102069,21W14,42004,35-44,B,143
102070,21W14,42004,45-54,A,280
102071,21W14,42004,45-54,B,165
102072,21W14,42004,55-64,A,232
102073,21W14,42004,55-64,B,143
102074,21W14,42004,65-74,A,126
102075,21W14,42004,65-74,B,51
102076,21W14,42004,75-84,A,677
102077,21W14,42004,75-84,B,94
102078,21W14,42004,85+,A,308
102079,21W14,42004,85+,B,128
102080,21W14,42006,0-17,A,34
102081,21W14,42006,0-17,B,26
102082,21W14,42006,18-34,A,1293
102083,21W14,42006,18-34,B,638
102084,21W14,42006,35-44,A,872
102085,21W14,42006,35-44,B,397
102086,21W14,42006,45-54,A,849
102087,21W14,42006,45-54,B,400
102088,21W14,42006,55-64,A,790
102089,21W14,42006,55-64,B,507
102090,21W14,42006,65-74,A,546
102091,21W14,42006,65-74,B,193
102092,21W14,42006,75-84,A,2899
102093,21W14,42006,75-84,B,285
102094,21W14,42006,85+,A,1257
102095,21W14,42006,85+,B,422
102096,21W14,42008,0-17,A,25
102097,21W14,42008,0-17,B,23
102098,21W14,42008,18-34,A,644
102099,21W14,42008,18-34,B,320
102100,21W14,42008,35-44,A,432
102101,21W14,42008,35-44,B,214
102102,21W14,42008,45-54,A,469
102103,21W14,42008,45-54,B,243
102104,21W14,42008,55-64,A,333
102105,21W14,42008,55-64,B,191
102106,21W14,42008,65-74,A,225
102107,21W14,42008,65-74,B,78
102108,21W14,42008,75-84,A,1095
102109,21W14,42008,75-84,B,131
102110,21W14,42008,85+,A,610
102111,21W14,42008,85+,B,187
102112,21W14,42010,0-17,A,<10
102113,21W14,42010,0-17,B,<10
102114,21W14,42010,18-34,A,295
102115,21W14,42010,18-34,B,152
102116,21W14,42010,35-44,A,237
102117,21W14,42010,35-44,B,119
102118,21W14,42010,45-54,A,234
102119,21W14,42010,45-54,B,108
102120,21W14,42010,55-64,A,222
102121,21W14,42010,55-64,B,125
102122,21W14,42010,65-74,A,137
102123,21W14,42010,65-74,B,42
102124,21W14,42010,75-84,A,852
102125,21W14,42010,75-84,B,61
102126,21W14,42010,85+,A,321
102127,21W14,42010,85+,B,94
102128,21W14,42011,0-17,A,11
102129,21W14,42011,0-17,B,<10
102130,21W14,42011,18-34,A,515
102131,21W14,42011,18-34,B,244
102132,21W14,42011,35-44,A,350
102133,21W14,42011,35-44,B,176
102134,21W14,42011,45-54,A,399
102135,21W14,42011,45-54,B,204
102136,21W14,42011,55-64,A,285
102137,21W14,42011,55-64,B,197
102138,21W14,42011,65-74,A,185
102139,21W14,42011,65-74,B,67
102140,21W14,42011,75-84,A,1255
102141,21W14,42011,75-84,B,147
102142,21W14,42011,85+,A,545
102143,21W14,42011,85+,B,224
102144,21W14,42023,0-17,A,<10
102145,21W14,42023,0-17,B,<10
102146,21W14,42023,18-34,A,253
102147,21W14,42023,18-34,B,116
102148,21W14,42023,35-44,A,174
102149,21W14,42023,35-44,B,89
102150,21W14,42023,45-54,A,185
102151,21W14,42023,45-54,B,108
102152,21W14,42023,55-64,A,212
102153,21W14,42023,55-64,B,133
102154,21W14,42023,65-74,A,84
102155,21W14,42023,65-74,B,42
102156,21W14,42023,75-84,A,600
102157,21W14,42023,75-84,B,49
102158,21W14,42023,85+,A,207
102159,21W14,42023,85+,B,70
102160,21W14,42025,0-17,A,<10
102161,21W14,42025,0-17,B,<10
102162,21W14,42025,18-34,A,584
102163,21W14,42025,18-34,B,310
102164,21W14,42025,35-44,A,396
102165,21W14,42025,35-44,B,186
102166,21W14,42025,45-54,A,435
102167,21W14,42025,45-54,B,211
102168,21W14,42025,55-64,A,461
102169,21W14,42025,55-64,B,276
102170,21W14,42025,65-74,A,187
102171,21W14,42025,65-74,B,98
102172,21W14,42025,75-84,A,1563
102173,21W14,42025,75-84,B,170
102174,21W14,42025,85+,A,744
102175,21W14,42025,85+,B,272
102176,21W14,42026,0-17,A,<10
102177,21W14,42026,0-17,B,<10
102178,21W14,42026,18-34,A,326
102179,21W14,42026,18-34,B,141
102180,21W14,42026,35-44,A,233
102181,21W14,42026,35-44,B,115
102182,21W14,42026,45-54,A,208
102183,21W14,42026,45-54,B,112
102184,21W14,42026,55-64,A,235
102185,21W14,42026,55-64,B,142
102186,21W14,42026,65-74,A,76
102187,21W14,42026,65-74,B,34
102188,21W14,42026,75-84,A,651
102189,21W14,42026,75-84,B,48
102190,21W14,42026,85+,A,337
102191,21W14,42026,85+,B,94
102192,21W14,42028,0-17,A,15
102193,21W14,42028,0-17,B,14
102194,21W14,42028,18-34,A,476
102195,21W14,42028,18-34,B,222
102196,21W14,42028,35-44,A,293
102197,21W14,42028,35-44,B,136
102198,21W14,42028,45-54,A,337
102199,21W14,42028,45-54,B,174
102200,21W14,42028,55-64,A,270
102201,21W14,42028,55-64,B,171
102202,21W14,42028,65-74,A,156
102203,21W14,42028,65-74,B,69
102204,21W14,42028,75-84,A,884
102205,21W14,42028,75-84,B,91
102206,21W14,42028,85+,A,517
102207,21W14,42028,85+,B,179
102208,21W14,43002,0-17,A,<10
102209,21W14,43002,0-17,B,<10
102210,21W14,43002,18-34,A,390
102211,21W14,43002,18-34,B,204
102212,21W14,43002,35-44,A,227
102213,21W14,43002,35-44,B,123
102214,21W14,43002,45-54,A,284
102215,21W14,43002,45-54,B,160
102216,21W14,43002,55-64,A,274
102217,21W14,43002,55-64,B,192
102218,21W14,43002,65-74,A,184
102219,21W14,43002,65-74,B,55
102220,21W14,43002,75-84,A,938
102221,21W14,43002,75-84,B,93
102222,21W14,43002,85+,A,516
102223,21W14,43002,85+,B,187
102224,21W14,43005,0-17,A,13
102225,21W14,43005,0-17,B,12
102226,21W14,43005,18-34,A,543
102227,21W14,43005,18-34,B,276
102228,21W14,43005,35-44,A,322
102229,21W14,43005,35-44,B,190
102230,21W14,43005,45-54,A,468
102231,21W14,43005,45-54,B,268
102232,21W14,43005,55-64,A,449
102233,21W14,43005,55-64,B,287
102234,21W14,43005,65-74,A,290
102235,21W14,43005,65-74,B,139
102236,21W14,43005,75-84,A,1460
102237,21W14,43005,75-84,B,143
102238,21W14,43005,85+,A,747
102239,21W14,43005,85+,B,293
102240,21W14,43007,0-17,A,<10
102241,21W14,43007,0-17,B,<10
102242,21W14,43007,18-34,A,165
102243,21W14,43007,18-34,B,78
102244,21W14,43007,35-44,A,136
102245,21W14,43007,35-44,B,70
102246,21W14,43007,45-54,A,126
102247,21W14,43007,45-54,B,62
102248,21W14,43007,55-64,A,118
102249,21W14,43007,55-64,B,92
102250,21W14,43007,65-74,A,97
102251,21W14,43007,65-74,B,30
102252,21W14,43007,75-84,A,444
102253,21W14,43007,75-84,B,35
102254,21W14,43007,85+,A,228
102255,21W14,43007,85+,B,90
102256,21W14,43010,0-17,A,<10
102257,21W14,43010,0-17,B,<10
102258,21W14,43010,18-34,A,585
102259,21W14,43010,18-34,B,282
102260,21W14,43010,35-44,A,400
102261,21W14,43010,35-44,B,221
102262,21W14,43010,45-54,A,431
102263,21W14,43010,45-54,B,255
102264,21W14,43010,55-64,A,404
102265,21W14,43010,55-64,B,267
102266,21W14,43010,65-74,A,234
102267,21W14,43010,65-74,B,80
102268,21W14,43010,75-84,A,1485
102269,21W14,43010,75-84,B,108
102270,21W14,43010,85+,A,802
102271,21W14,43010,85+,B,189
102272,21W14,43014,0-17,A,<10
102273,21W14,43014,0-17,B,<10
102274,21W14,43014,18-34,A,171
102275,21W14,43014,18-34,B,80
102276,21W14,43014,35-44,A,103
102277,21W14,43014,35-44,B,63
102278,21W14,43014,45-54,A,132
102279,21W14,43014,45-54,B,69
102280,21W14,43014,55-64,A,159
102281,21W14,43014,55-64,B,106
102282,21W14,43014,65-74,A,56
102283,21W14,43014,65-74,B,22
102284,21W14,43014,75-84,A,397
102285,21W14,43014,75-84,B,25
102286,21W14,43014,85+,A,251
102287,21W14,43014,85+,B,87
102288,21W14,43018,0-17,A,<10
102289,21W14,43018,0-17,B,<10
102290,21W14,43018,18-34,A,305
102291,21W14,43018,18-34,B,151
102292,21W14,43018,35-44,A,253
102293,21W14,43018,35-44,B,142
102294,21W14,43018,45-54,A,233
102295,21W14,43018,45-54,B,119
102296,21W14,43018,55-64,A,235
102297,21W14,43018,55-64,B,145
102298,21W14,43018,65-74,A,197
102299,21W14,43018,65-74,B,98
102300,21W14,43018,75-84,A,770
102301,21W14,43018,75-84,B,94
102302,21W14,43018,85+,A,375
102303,21W14,43018,85+,B,122
102304,21W14,44012,0-17,A,<10
102305,21W14,44012,0-17,B,<10
102306,21W14,44012,18-34,A,268
102307,21W14,44012,18-34,B,133
102308,21W14,44012,35-44,A,188
102309,21W14,44012,35-44,B,86
102310,21W14,44012,45-54,A,217
102311,21W14,44012,45-54,B,109
102312,21W14,44012,55-64,A,233
102313,21W14,44012,55-64,B,149
102314,21W14,44012,65-74,A,157
102315,21W14,44012,65-74,B,47
102316,21W14,44012,75-84,A,555
102317,21W14,44012,75-84,B,29
102318,21W14,44012,85+,A,311
102319,21W14,44012,85+,B,58
102320,21W14,44013,0-17,A,<10
102321,21W14,44013,0-17,B,<10
102322,21W14,44013,18-34,A,441
102323,21W14,44013,18-34,B,198
102324,21W14,44013,35-44,A,328
102325,21W14,44013,35-44,B,150
102326,21W14,44013,45-54,A,329
102327,21W14,44013,45-54,B,148
102328,21W14,44013,55-64,A,387
102329,21W14,44013,55-64,B,214
102330,21W14,44013,65-74,A,175
102331,21W14,44013,65-74,B,59
102332,21W14,44013,75-84,A,1304
102333,21W14,44013,75-84,B,68
102334,21W14,44013,85+,A,581
102335,21W14,44013,85+,B,160
102336,21W14,44019,0-17,A,16
