DATE,REGION,AGEGROUP,SEX,DOSE,COUNT
2021-01-23,Wallonia,55-64,M,A,22
2021-01-23,Wallonia,65-74,F,A,24
2021-01-23,Wallonia,65-74,M,A,23
2021-01-23,Wallonia,75-84,F,A,41
2021-01-23,Wallonia,75-84,M,A,16
2021-01-23,Wallonia,85+,F,A,101
2021-01-23,Wallonia,85+,M,A,16
2021-01-24,Brussels,35-44,F,A,1
2021-01-24,Brussels,35-44,M,A,1
2021-01-24,Brussels,75-84,F,A,1
2021-01-24,Brussels,85+,F,A,1
2021-01-24,Flanders,0-17,F,A,17
2021-01-24,Flanders,0-17,M,A,4
2021-01-24,Flanders,18-34,F,A,217
2021-01-24,Flanders,18-34,M,A,49
2021-01-24,Flanders,35-44,F,A,158
2021-01-24,Flanders,35-44,M,A,34
2021-01-24,Flanders,45-54,F,A,227
2021-01-24,Flanders,45-54,M,A,42
2021-01-24,Flanders,55-64,F,A,215
2021-01-24,Flanders,55-64,M,A,60
2021-01-24,Flanders,65-74,F,A,98
2021-01-24,Flanders,65-74,M,A,71
2021-01-24,Flanders,75-84,F,A,150
2021-01-24,Flanders,75-84,M,A,73
2021-01-24,Flanders,85+,F,A,270
2021-01-24,Flanders,85+,M,A,84
2021-01-24,Ostbelgien,35-44,F,A,2
2021-01-24,Ostbelgien,45-54,M,A,1
2021-01-24,Ostbelgien,65-74,M,A,2
2021-01-24,Wallonia,18-34,F,A,17
2021-01-24,Wallonia,18-34,M,A,3
2021-01-24,Wallonia,35-44,F,A,17
2021-01-24,Wallonia,35-44,M,A,7
2021-01-24,Wallonia,45-54,F,A,13
2021-01-24,Wallonia,45-54,M,A,5
2021-01-24,Wallonia,55-64,F,A,12
2021-01-24,Wallonia,55-64,M,A,10
2021-01-24,Wallonia,65-74,F,A,1
2021-01-24,Wallonia,65-74,M,A,6
2021-01-24,Wallonia,75-84,M,A,4
2021-01-24,Wallonia,85+,F,A,2
2021-01-24,Wallonia,85+,M,A,1
2021-01-25,Brussels,0-17,F,A,1
2021-01-25,Brussels,18-34,F,A,85
2021-01-25,Brussels,18-34,M,A,53
2021-01-25,Brussels,35-44,F,A,32
2021-01-25,Brussels,35-44,M,A,27
2021-01-25,Brussels,45-54,F,A,38
2021-01-25,Brussels,45-54,M,A,19
2021-01-25,Brussels,55-64,F,A,24
2021-01-25,Brussels,55-64,M,A,10
2021-01-25,Brussels,65-74,F,A,4
2021-01-25,Brussels,65-74,M,A,5
2021-01-25,Brussels,75-84,F,A,2
2021-01-25,Brussels,75-84,M,A,2
2021-01-25,Brussels,85+,F,A,1
2021-01-25,Flanders,0-17,F,A,80
2021-01-25,Flanders,0-17,M,A,26
2021-01-25,Flanders,18-34,F,A,1560
2021-01-25,Flanders,18-34,M,A,458
2021-01-25,Flanders,35-44,F,A,1003
2021-01-25,Flanders,35-44,M,A,253
2021-01-25,Flanders,45-54,F,A,1137
2021-01-25,Flanders,45-54,M,A,261
2021-01-25,Flanders,55-64,F,A,1063
2021-01-25,Flanders,55-64,M,A,356
2021-01-25,Flanders,65-74,F,A,465
2021-01-25,Flanders,65-74,M,A,347
2021-01-25,Flanders,75-84,F,A,534
2021-01-25,Flanders,75-84,M,A,290
2021-01-25,Flanders,85+,F,A,849
2021-01-25,Flanders,85+,M,A,302
2021-01-25,,0-17,F,A,2
2021-01-25,,18-34,F,A,21
2021-01-25,,18-34,M,A,7
2021-01-25,,35-44,F,A,12
2021-01-25,,45-54,F,A,11
2021-01-25,,45-54,M,A,1
2021-01-25,,55-64,F,A,7
2021-01-25,,65-74,F,A,1
2021-01-25,,65-74,M,A,1
2021-01-25,,75-84,F,A,1
2021-01-25,Ostbelgien,18-34,F,A,10
2021-01-25,Ostbelgien,18-34,M,A,1
2021-01-25,Ostbelgien,35-44,F,A,4
2021-01-25,Ostbelgien,35-44,M,A,2
2021-01-25,Ostbelgien,45-54,F,A,10
2021-01-25,Ostbelgien,45-54,M,A,1
2021-01-25,Ostbelgien,55-64,F,A,16
2021-01-25,Ostbelgien,55-64,M,A,3
2021-01-25,Ostbelgien,65-74,F,A,2
2021-01-25,Ostbelgien,65-74,M,A,3
2021-01-25,Ostbelgien,75-84,F,A,14
2021-01-25,Ostbelgien,75-84,M,A,4
2021-01-25,Ostbelgien,85+,F,A,42
2021-01-25,Ostbelgien,85+,M,A,9
2021-01-25,Wallonia,0-17,F,A,1
2021-01-25,Wallonia,18-34,F,A,351
2021-01-25,Wallonia,18-34,M,A,149
2021-01-25,Wallonia,35-44,F,A,344
2021-01-25,Wallonia,35-44,M,A,96
2021-01-25,Wallonia,45-54,F,A,296
2021-01-25,Wallonia,45-54,M,A,103
2021-01-25,Wallonia,55-64,F,A,276
2021-01-25,Wallonia,55-64,M,A,108
2021-01-25,Wallonia,65-74,F,A,9
2021-01-25,Wallonia,65-74,M,A,19
2021-01-25,Wallonia,75-84,F,A,1
2021-01-25,Wallonia,75-84,M,A,6
2021-01-25,Wallonia,85+,F,A,1
2021-01-25,Wallonia,85+,M,A,2
2021-01-26,Brussels,18-34,F,A,118
2021-01-26,Brussels,18-34,F,B,7
2021-01-26,Brussels,18-34,M,A,70
2021-01-26,Brussels,18-34,M,B,2
2021-01-26,Brussels,35-44,F,A,42
2021-01-26,Brussels,35-44,F,B,7
2021-01-26,Brussels,35-44,M,A,25
2021-01-26,Brussels,35-44,M,B,7
2021-01-26,Brussels,45-54,F,A,51
2021-01-26,Brussels,45-54,F,B,8
2021-01-26,Brussels,45-54,M,A,17
2021-01-26,Brussels,45-54,M,B,13
2021-01-26,Brussels,55-64,F,A,43
2021-01-26,Brussels,55-64,F,B,25
2021-01-26,Brussels,55-64,M,A,21
2021-01-26,Brussels,55-64,M,B,54
2021-01-26,Brussels,65-74,F,A,12
2021-01-26,Brussels,65-74,F,B,62
2021-01-26,Brussels,65-74,M,A,15
2021-01-26,Brussels,65-74,M,B,78
2021-01-26,Brussels,75-84,F,A,37
2021-01-26,Brussels,75-84,F,B,91
2021-01-26,Brussels,75-84,M,A,6
2021-01-26,Brussels,75-84,M,B,76
2021-01-26,Brussels,85+,F,A,26
2021-01-26,Brussels,85+,F,B,200
2021-01-26,Brussels,85+,M,A,6
2021-01-26,Brussels,85+,M,B,38
2021-01-26,Flanders,0-17,F,A,56
2021-01-26,Flanders,0-17,M,A,17
2021-01-26,Flanders,18-34,F,A,1242
2021-01-26,Flanders,18-34,F,B,4
2021-01-26,Flanders,18-34,M,A,482
2021-01-26,Flanders,35-44,F,A,758
2021-01-26,Flanders,35-44,F,B,1
2021-01-26,Flanders,35-44,M,A,223
2021-01-26,Flanders,35-44,M,B,1
2021-01-26,Flanders,45-54,F,A,919
2021-01-26,Flanders,45-54,F,B,2
2021-01-26,Flanders,45-54,M,A,262
2021-01-26,Flanders,45-54,M,B,4
2021-01-26,Flanders,55-64,F,A,752
2021-01-26,Flanders,55-64,F,B,7
2021-01-26,Flanders,55-64,M,A,301
2021-01-26,Flanders,55-64,M,B,3
2021-01-26,Flanders,65-74,F,A,206
2021-01-26,Flanders,65-74,M,A,179
2021-01-26,Flanders,65-74,M,B,2
2021-01-26,Flanders,75-84,F,A,330
2021-01-26,Flanders,75-84,F,B,4
2021-01-26,Flanders,75-84,M,A,168
2021-01-26,Flanders,75-84,M,B,2
2021-01-26,Flanders,85+,F,A,715
2021-01-26,Flanders,85+,F,B,6
2021-01-26,Flanders,85+,M,A,232
2021-01-26,Flanders,85+,M,B,2
2021-01-26,,18-34,F,A,17
2021-01-26,,18-34,M,A,11
2021-01-26,,35-44,F,A,19
2021-01-26,,35-44,M,A,3
2021-01-26,,45-54,F,A,10
2021-01-26,,45-54,M,A,2
2021-01-26,,45-54,M,B,1
2021-01-26,,55-64,F,A,7
2021-01-26,,65-74,F,A,1
2021-01-26,,75-84,F,A,5
2021-01-26,,75-84,M,A,1
2021-01-26,,85+,F,A,5
2021-01-26,,85+,M,A,2
2021-01-26,Ostbelgien,18-34,F,A,26
2021-01-26,Ostbelgien,18-34,F,B,3
2021-01-26,Ostbelgien,18-34,M,A,5
2021-01-26,Ostbelgien,35-44,F,A,25
2021-01-26,Ostbelgien,35-44,F,B,7
2021-01-26,Ostbelgien,35-44,M,A,2
2021-01-26,Ostbelgien,35-44,M,B,4
2021-01-26,Ostbelgien,45-54,F,A,29
2021-01-26,Ostbelgien,45-54,F,B,3
2021-01-26,Ostbelgien,45-54,M,A,9
2021-01-26,Ostbelgien,45-54,M,B,1
2021-01-26,Ostbelgien,55-64,F,A,23
2021-01-26,Ostbelgien,55-64,F,B,6
2021-01-26,Ostbelgien,55-64,M,A,7
2021-01-26,Ostbelgien,55-64,M,B,2
2021-01-26,Ostbelgien,65-74,F,A,4
2021-01-26,Ostbelgien,65-74,M,A,7
2021-01-26,Ostbelgien,65-74,M,B,4
2021-01-26,Ostbelgien,75-84,F,B,10
2021-01-26,Ostbelgien,75-84,M,B,3
2021-01-26,Ostbelgien,85+,F,B,24
2021-01-26,Ostbelgien,85+,M,B,5
2021-01-26,Wallonia,0-17,F,A,5
2021-01-26,Wallonia,18-34,F,A,551
2021-01-26,Wallonia,18-34,F,B,23
2021-01-26,Wallonia,18-34,M,A,186
2021-01-26,Wallonia,18-34,M,B,8
2021-01-26,Wallonia,35-44,F,A,516
2021-01-26,Wallonia,35-44,F,B,34
2021-01-26,Wallonia,35-44,M,A,135
2021-01-26,Wallonia,35-44,M,B,7
2021-01-26,Wallonia,45-54,F,A,506
2021-01-26,Wallonia,45-54,F,B,40
2021-01-26,Wallonia,45-54,M,A,151
2021-01-26,Wallonia,45-54,M,B,11
2021-01-26,Wallonia,55-64,F,A,386
2021-01-26,Wallonia,55-64,F,B,20
2021-01-26,Wallonia,55-64,M,A,163
2021-01-26,Wallonia,55-64,M,B,19
2021-01-26,Wallonia,65-74,F,A,75
2021-01-26,Wallonia,65-74,F,B,43
2021-01-26,Wallonia,65-74,M,A,81
2021-01-26,Wallonia,65-74,M,B,36
2021-01-26,Wallonia,75-84,F,A,165
2021-01-26,Wallonia,75-84,F,B,99
2021-01-26,Wallonia,75-84,M,A,67
2021-01-26,Wallonia,75-84,M,B,49
2021-01-26,Wallonia,85+,F,A,318
2021-01-26,Wallonia,85+,F,B,244
2021-01-26,Wallonia,85+,M,A,59
2021-01-26,Wallonia,85+,M,B,64
2021-01-27,Brussels,0-17,M,A,1
2021-01-27,Brussels,18-34,F,A,157
2021-01-27,Brussels,18-34,F,B,15
2021-01-27,Brussels,18-34,M,A,92
2021-01-27,Brussels,18-34,M,B,10
2021-01-27,Brussels,35-44,F,A,107
2021-01-27,Brussels,35-44,F,B,15
2021-01-27,Brussels,35-44,M,A,61
2021-01-27,Brussels,35-44,M,B,4
2021-01-27,Brussels,45-54,F,A,112
2021-01-27,Brussels,45-54,F,B,12
2021-01-27,Brussels,45-54,M,A,50
2021-01-27,Brussels,45-54,M,B,11
2021-01-27,Brussels,55-64,F,A,116
2021-01-27,Brussels,55-64,F,B,30
2021-01-27,Brussels,55-64,M,A,62
2021-01-27,Brussels,55-64,M,B,31
2021-01-27,Brussels,65-74,F,A,12
2021-01-27,Brussels,65-74,F,B,52
2021-01-27,Brussels,65-74,M,A,8
2021-01-27,Brussels,65-74,M,B,37
2021-01-27,Brussels,75-84,F,A,15
2021-01-27,Brussels,75-84,F,B,161
2021-01-27,Brussels,75-84,M,A,9
2021-01-27,Brussels,75-84,M,B,51
2021-01-27,Brussels,85+,F,A,27
2021-01-27,Brussels,85+,F,B,342
2021-01-27,Brussels,85+,M,A,8
2021-01-27,Brussels,85+,M,B,71
2021-01-27,Flanders,0-17,F,A,101
2021-01-27,Flanders,0-17,M,A,35
2021-01-27,Flanders,18-34,F,A,1646
2021-01-27,Flanders,18-34,F,B,25
2021-01-27,Flanders,18-34,M,A,408
2021-01-27,Flanders,18-34,M,B,1
2021-01-27,Flanders,35-44,F,A,1053
2021-01-27,Flanders,35-44,F,B,26
2021-01-27,Flanders,35-44,M,A,256
2021-01-27,Flanders,35-44,M,B,1
2021-01-27,Flanders,45-54,F,A,1248
2021-01-27,Flanders,45-54,F,B,30
2021-01-27,Flanders,45-54,M,A,294
2021-01-27,Flanders,45-54,M,B,5
2021-01-27,Flanders,55-64,F,A,1240
2021-01-27,Flanders,55-64,F,B,29
2021-01-27,Flanders,55-64,M,A,345
2021-01-27,Flanders,55-64,M,B,14
2021-01-27,Flanders,65-74,F,A,348
2021-01-27,Flanders,65-74,F,B,18
2021-01-27,Flanders,65-74,M,A,272
2021-01-27,Flanders,65-74,M,B,17
2021-01-27,Flanders,75-84,F,A,396
2021-01-27,Flanders,75-84,F,B,111
2021-01-27,Flanders,75-84,M,A,194
2021-01-27,Flanders,75-84,M,B,50
2021-01-27,Flanders,85+,F,A,670
2021-01-27,Flanders,85+,F,B,338
2021-01-27,Flanders,85+,M,A,196
2021-01-27,Flanders,85+,M,B,107
2021-01-27,,0-17,F,A,1
2021-01-27,,18-34,F,A,15
2021-01-27,,18-34,F,B,5
2021-01-27,,18-34,M,A,9
2021-01-27,,35-44,F,A,7
2021-01-27,,35-44,F,B,2
2021-01-27,,35-44,M,A,5
2021-01-27,,45-54,F,A,8
2021-01-27,,45-54,F,B,5
2021-01-27,,45-54,M,A,3
2021-01-27,,45-54,M,B,1
2021-01-27,,55-64,F,A,3
2021-01-27,,55-64,F,B,2
2021-01-27,,55-64,M,A,2
2021-01-27,,55-64,M,B,1
2021-01-27,,65-74,M,A,1
2021-01-27,,75-84,F,A,1
2021-01-27,,75-84,F,B,2
2021-01-27,,75-84,M,A,2
2021-01-27,,85+,F,A,1
2021-01-27,,85+,F,B,1
2021-01-27,,85+,M,A,1
2021-01-27,Ostbelgien,18-34,F,A,37
2021-01-27,Ostbelgien,18-34,F,B,1
2021-01-27,Ostbelgien,18-34,M,A,10
2021-01-27,Ostbelgien,35-44,F,A,41
2021-01-27,Ostbelgien,35-44,F,B,1
2021-01-27,Ostbelgien,35-44,M,A,8
2021-01-27,Ostbelgien,45-54,F,A,55
2021-01-27,Ostbelgien,45-54,M,A,17
2021-01-27,Ostbelgien,55-64,F,A,52
2021-01-27,Ostbelgien,55-64,M,A,18
2021-01-27,Ostbelgien,65-74,F,A,3
2021-01-27,Ostbelgien,65-74,M,A,5
2021-01-27,Ostbelgien,75-84,F,A,1
2021-01-27,Ostbelgien,85+,F,A,1
2021-01-27,Wallonia,0-17,F,A,1
2021-01-27,Wallonia,0-17,M,B,2
2021-01-27,Wallonia,18-34,F,A,506
2021-01-27,Wallonia,18-34,F,B,82
2021-01-27,Wallonia,18-34,M,A,191
2021-01-27,Wallonia,18-34,M,B,23
2021-01-27,Wallonia,35-44,F,A,444
2021-01-27,Wallonia,35-44,F,B,103
2021-01-27,Wallonia,35-44,M,A,174
2021-01-27,Wallonia,35-44,M,B,15
2021-01-27,Wallonia,45-54,F,A,506
2021-01-27,Wallonia,45-54,F,B,113
2021-01-27,Wallonia,45-54,M,A,158
2021-01-27,Wallonia,45-54,M,B,28
2021-01-27,Wallonia,55-64,F,A,446
2021-01-27,Wallonia,55-64,F,B,100
2021-01-27,Wallonia,55-64,M,A,160
2021-01-27,Wallonia,55-64,M,B,45
2021-01-27,Wallonia,65-74,F,A,66
2021-01-27,Wallonia,65-74,F,B,83
2021-01-27,Wallonia,65-74,M,A,74
2021-01-27,Wallonia,65-74,M,B,71
2021-01-27,Wallonia,75-84,F,A,97
2021-01-27,Wallonia,75-84,F,B,239
2021-01-27,Wallonia,75-84,M,A,48
2021-01-27,Wallonia,75-84,M,B,87
2021-01-27,Wallonia,85+,F,A,159
2021-01-27,Wallonia,85+,F,B,450
2021-01-27,Wallonia,85+,M,A,45
2021-01-27,Wallonia,85+,M,B,109
2021-01-28,Brussels,0-17,M,A,1
2021-01-28,Brussels,18-34,F,A,116
2021-01-28,Brussels,18-34,F,B,18
2021-01-28,Brussels,18-34,M,A,92
2021-01-28,Brussels,18-34,M,B,3
2021-01-28,Brussels,35-44,F,A,94
2021-01-28,Brussels,35-44,F,B,15
2021-01-28,Brussels,35-44,M,A,53
2021-01-28,Brussels,35-44,M,B,3
2021-01-28,Brussels,45-54,F,A,89
2021-01-28,Brussels,45-54,F,B,22
2021-01-28,Brussels,45-54,M,A,42
2021-01-28,Brussels,45-54,M,B,18
2021-01-28,Brussels,55-64,F,A,88
2021-01-28,Brussels,55-64,F,B,54
2021-01-28,Brussels,55-64,M,A,58
2021-01-28,Brussels,55-64,M,B,43
2021-01-28,Brussels,65-74,F,A,17
2021-01-28,Brussels,65-74,F,B,86
2021-01-28,Brussels,65-74,M,A,23
2021-01-28,Brussels,65-74,M,B,69
2021-01-28,Brussels,75-84,F,A,14
2021-01-28,Brussels,75-84,F,B,114
2021-01-28,Brussels,75-84,M,A,9
2021-01-28,Brussels,75-84,M,B,73
2021-01-28,Brussels,85+,F,A,16
2021-01-28,Brussels,85+,F,B,259
2021-01-28,Brussels,85+,M,A,5
2021-01-28,Brussels,85+,M,B,56
2021-01-28,Flanders,0-17,F,A,81
2021-01-28,Flanders,0-17,M,A,24
2021-01-28,Flanders,18-34,F,A,1870
2021-01-28,Flanders,18-34,F,B,64
2021-01-28,Flanders,18-34,M,A,469
2021-01-28,Flanders,18-34,M,B,14
2021-01-28,Flanders,35-44,F,A,1269
2021-01-28,Flanders,35-44,F,B,90
2021-01-28,Flanders,35-44,M,A,303
2021-01-28,Flanders,35-44,M,B,16
2021-01-28,Flanders,45-54,F,A,1610
2021-01-28,Flanders,45-54,F,B,100
2021-01-28,Flanders,45-54,M,A,390
2021-01-28,Flanders,45-54,M,B,33
2021-01-28,Flanders,55-64,F,A,1535
2021-01-28,Flanders,55-64,F,B,117
2021-01-28,Flanders,55-64,M,A,425
2021-01-28,Flanders,55-64,M,B,54
2021-01-28,Flanders,65-74,F,A,419
2021-01-28,Flanders,65-74,F,B,87
2021-01-28,Flanders,65-74,M,A,311
2021-01-28,Flanders,65-74,M,B,67
2021-01-28,Flanders,75-84,F,A,379
2021-01-28,Flanders,75-84,F,B,339
2021-01-28,Flanders,75-84,M,A,188
2021-01-28,Flanders,75-84,M,B,152
2021-01-28,Flanders,85+,F,A,513
2021-01-28,Flanders,85+,F,B,691
2021-01-28,Flanders,85+,M,A,158
2021-01-28,Flanders,85+,M,B,225
2021-01-28,,0-17,M,A,1
2021-01-28,,18-34,F,A,31
2021-01-28,,18-34,F,B,2
2021-01-28,,18-34,M,A,7
2021-01-28,,18-34,M,B,1
2021-01-28,,35-44,F,A,24
2021-01-28,,35-44,F,B,6
2021-01-28,,35-44,M,A,2
2021-01-28,,35-44,M,B,5
2021-01-28,,45-54,F,A,28
2021-01-28,,45-54,F,B,9
2021-01-28,,45-54,M,A,5
2021-01-28,,55-64,F,A,17
2021-01-28,,55-64,F,B,1
2021-01-28,,55-64,M,A,5
2021-01-28,,55-64,,A,1
2021-01-28,,65-74,F,A,1
2021-01-28,,65-74,M,A,2
2021-01-28,,65-74,M,B,3
2021-01-28,,75-84,F,A,1
2021-01-28,,75-84,F,B,2
2021-01-28,,75-84,M,A,1
2021-01-28,,75-84,M,B,2
2021-01-28,,85+,F,B,3
2021-01-28,,85+,M,B,2
2021-01-28,Ostbelgien,18-34,F,A,5
2021-01-28,Ostbelgien,18-34,M,A,2
2021-01-28,Ostbelgien,35-44,F,A,4
2021-01-28,Ostbelgien,35-44,F,B,1
2021-01-28,Ostbelgien,35-44,M,A,2
2021-01-28,Ostbelgien,45-54,F,A,1
2021-01-28,Ostbelgien,45-54,F,B,1
2021-01-28,Ostbelgien,45-54,M,A,1
2021-01-28,Ostbelgien,45-54,M,B,1
2021-01-28,Ostbelgien,55-64,F,A,5
2021-01-28,Ostbelgien,55-64,F,B,6
2021-01-28,Ostbelgien,55-64,M,B,1
2021-01-28,Ostbelgien,65-74,F,B,9
2021-01-28,Ostbelgien,65-74,M,B,2
2021-01-28,Ostbelgien,75-84,F,A,1
2021-01-28,Ostbelgien,75-84,F,B,24
2021-01-28,Ostbelgien,75-84,M,B,4
2021-01-28,Ostbelgien,85+,F,B,19
2021-01-28,Ostbelgien,85+,M,B,7
2021-01-28,Wallonia,0-17,F,B,1
2021-01-28,Wallonia,0-17,M,A,1
2021-01-28,Wallonia,18-34,F,A,655
2021-01-28,Wallonia,18-34,F,B,192
2021-01-28,Wallonia,18-34,M,A,238
2021-01-28,Wallonia,18-34,M,B,74
2021-01-28,Wallonia,35-44,F,A,603
2021-01-28,Wallonia,35-44,F,B,207
2021-01-28,Wallonia,35-44,M,A,185
2021-01-28,Wallonia,35-44,M,B,59
2021-01-28,Wallonia,45-54,F,A,607
2021-01-28,Wallonia,45-54,F,B,246
2021-01-28,Wallonia,45-54,M,A,213
2021-01-28,Wallonia,45-54,M,B,76
2021-01-28,Wallonia,55-64,F,A,588
2021-01-28,Wallonia,55-64,F,B,257
2021-01-28,Wallonia,55-64,M,A,229
2021-01-28,Wallonia,55-64,M,B,138
2021-01-28,Wallonia,65-74,F,A,143
2021-01-28,Wallonia,65-74,F,B,229
2021-01-28,Wallonia,65-74,M,A,141
2021-01-28,Wallonia,65-74,M,B,193
2021-01-28,Wallonia,75-84,F,A,212
2021-01-28,Wallonia,75-84,F,B,579
2021-01-28,Wallonia,75-84,M,A,99
2021-01-28,Wallonia,75-84,M,B,238
2021-01-28,Wallonia,85+,F,A,286
2021-01-28,Wallonia,85+,F,B,1288
2021-01-28,Wallonia,85+,M,A,103
2021-01-28,Wallonia,85+,M,B,308
2021-01-29,Brussels,0-17,F,A,1
2021-01-29,Brussels,0-17,M,A,1
2021-01-29,Brussels,18-34,F,A,138
2021-01-29,Brussels,18-34,F,B,18
2021-01-29,Brussels,18-34,M,A,74
2021-01-29,Brussels,18-34,M,B,8
2021-01-29,Brussels,35-44,F,A,81
2021-01-29,Brussels,35-44,F,B,21
2021-01-29,Brussels,35-44,M,A,39
2021-01-29,Brussels,35-44,M,B,3
2021-01-29,Brussels,45-54,F,A,86
2021-01-29,Brussels,45-54,F,B,19
2021-01-29,Brussels,45-54,M,A,44
2021-01-29,Brussels,45-54,M,B,13
2021-01-29,Brussels,55-64,F,A,91
2021-01-29,Brussels,55-64,F,B,59
2021-01-29,Brussels,55-64,M,A,47
2021-01-29,Brussels,55-64,M,B,44
2021-01-29,Brussels,65-74,F,A,16
2021-01-29,Brussels,65-74,F,B,64
2021-01-29,Brussels,65-74,M,A,26
2021-01-29,Brussels,65-74,M,B,52
2021-01-29,Brussels,75-84,F,A,19
2021-01-29,Brussels,75-84,F,B,161
2021-01-29,Brussels,75-84,M,A,7
2021-01-29,Brussels,75-84,M,B,67
2021-01-29,Brussels,85+,F,A,30
2021-01-29,Brussels,85+,F,B,354
2021-01-29,Brussels,85+,M,A,7
2021-01-29,Brussels,85+,M,B,71
2021-01-29,Flanders,0-17,F,A,75
2021-01-29,Flanders,0-17,F,B,1
2021-01-29,Flanders,0-17,M,A,14
2021-01-29,Flanders,18-34,F,A,1375
2021-01-29,Flanders,18-34,F,B,95
2021-01-29,Flanders,18-34,M,A,339
2021-01-29,Flanders,18-34,M,B,24
2021-01-29,Flanders,35-44,F,A,940
2021-01-29,Flanders,35-44,F,B,132
2021-01-29,Flanders,35-44,M,A,218
2021-01-29,Flanders,35-44,M,B,18
2021-01-29,Flanders,45-54,F,A,1063
2021-01-29,Flanders,45-54,F,B,198
2021-01-29,Flanders,45-54,M,A,241
2021-01-29,Flanders,45-54,M,B,38
2021-01-29,Flanders,55-64,F,A,1075
2021-01-29,Flanders,55-64,F,B,164
2021-01-29,Flanders,55-64,M,A,342
2021-01-29,Flanders,55-64,M,B,52
2021-01-29,Flanders,65-74,F,A,427
2021-01-29,Flanders,65-74,F,B,104
2021-01-29,Flanders,65-74,M,A,296
2021-01-29,Flanders,65-74,M,B,77
2021-01-29,Flanders,75-84,F,A,254
2021-01-29,Flanders,75-84,F,B,427
2021-01-29,Flanders,75-84,M,A,150
2021-01-29,Flanders,75-84,M,B,169
2021-01-29,Flanders,85+,F,A,258
2021-01-29,Flanders,85+,F,B,1076
2021-01-29,Flanders,85+,M,A,104
2021-01-29,Flanders,85+,M,B,339
2021-01-29,,18-34,F,A,10
2021-01-29,,18-34,F,B,1
2021-01-29,,18-34,M,A,4
2021-01-29,,35-44,F,A,7
2021-01-29,,35-44,F,B,2
2021-01-29,,35-44,M,A,1
2021-01-29,,35-44,M,B,2
2021-01-29,,45-54,F,A,15
2021-01-29,,45-54,F,B,1
2021-01-29,,45-54,M,A,4
2021-01-29,,55-64,F,A,6
2021-01-29,,55-64,M,A,3
2021-01-29,,65-74,F,A,2
2021-01-29,,65-74,F,B,1
2021-01-29,,65-74,M,A,1
2021-01-29,,65-74,M,B,2
2021-01-29,,85+,F,A,1
2021-01-29,,85+,F,B,2
2021-01-29,,85+,M,A,1
2021-01-29,Ostbelgien,0-17,F,A,2
2021-01-29,Ostbelgien,0-17,M,A,1
2021-01-29,Ostbelgien,18-34,F,A,7
2021-01-29,Ostbelgien,18-34,F,B,3
2021-01-29,Ostbelgien,18-34,M,A,1
2021-01-29,Ostbelgien,18-34,M,B,1
2021-01-29,Ostbelgien,35-44,F,A,2
2021-01-29,Ostbelgien,35-44,F,B,2
2021-01-29,Ostbelgien,35-44,M,A,1
2021-01-29,Ostbelgien,35-44,M,B,1
2021-01-29,Ostbelgien,45-54,F,B,7
2021-01-29,Ostbelgien,45-54,M,B,2
2021-01-29,Ostbelgien,55-64,F,B,10
2021-01-29,Ostbelgien,55-64,M,B,1
2021-01-29,Ostbelgien,65-74,F,B,1
2021-01-29,Ostbelgien,65-74,M,B,2
2021-01-29,Ostbelgien,75-84,F,B,4
2021-01-29,Ostbelgien,75-84,M,B,3
2021-01-29,Ostbelgien,85+,F,B,13
2021-01-29,Ostbelgien,85+,M,B,3
2021-01-29,Wallonia,0-17,F,A,2
2021-01-29,Wallonia,0-17,F,B,1
2021-01-29,Wallonia,0-17,M,A,1
2021-01-29,Wallonia,0-17,M,B,1
2021-01-29,Wallonia,18-34,F,A,567
2021-01-29,Wallonia,18-34,F,B,242
2021-01-29,Wallonia,18-34,M,A,254
2021-01-29,Wallonia,18-34,M,B,90
2021-01-29,Wallonia,35-44,F,A,517
2021-01-29,Wallonia,35-44,F,B,268
2021-01-29,Wallonia,35-44,M,A,195
2021-01-29,Wallonia,35-44,M,B,84
2021-01-29,Wallonia,45-54,F,A,486
2021-01-29,Wallonia,45-54,F,B,273
2021-01-29,Wallonia,45-54,M,A,203
2021-01-29,Wallonia,45-54,M,B,98
2021-01-29,Wallonia,55-64,F,A,403
2021-01-29,Wallonia,55-64,F,B,286
2021-01-29,Wallonia,55-64,M,A,188
2021-01-29,Wallonia,55-64,M,B,145
2021-01-29,Wallonia,65-74,F,A,103
2021-01-29,Wallonia,65-74,F,B,237
2021-01-29,Wallonia,65-74,M,A,112
2021-01-29,Wallonia,65-74,M,B,223
2021-01-29,Wallonia,75-84,F,A,163
2021-01-29,Wallonia,75-84,F,B,548
2021-01-29,Wallonia,75-84,M,A,95
2021-01-29,Wallonia,75-84,M,B,256
2021-01-29,Wallonia,85+,F,A,249
2021-01-29,Wallonia,85+,F,B,1335
2021-01-29,Wallonia,85+,M,A,65
2021-01-29,Wallonia,85+,M,B,301
2021-01-30,Brussels,18-34,F,A,22
2021-01-30,Brussels,18-34,F,B,2
2021-01-30,Brussels,18-34,M,A,13
2021-01-30,Brussels,35-44,F,A,11
2021-01-30,Brussels,35-44,M,A,4
2021-01-30,Brussels,45-54,F,A,5
2021-01-30,Brussels,45-54,F,B,1
2021-01-30,Brussels,45-54,M,A,4
2021-01-30,Brussels,55-64,F,A,10
2021-01-30,Brussels,55-64,F,B,1
2021-01-30,Brussels,55-64,M,A,8
2021-01-30,Brussels,65-74,F,B,1
