Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
61063;0,0486;3809;0,1181;0,6864;0,0588;0,0334;0,0265;0,0068;0,3392;0,5307;0,0449;0,1817;0,0536;0,0323;0,0213;101,215;0,1568;1465;0,2334;0,2532;0,3898;0,1038;0,8235;0,1861;0,1698;157,32;2,6;0,0866;0,6957;1376;0,8362;0,9411;0,1152;0,2544;0,3965;0,646;0,7193;38,611512329; 
61068;0,0582;6339;0,1267;0,701;0,0887;0,0309;0,0238;0,0071;0,2979;0,483;0,0575;0,2186;0,0689;0,0398;0,0292;102,5887;0,1162;2441;0,2446;0,2491;0,3523;0,1262;0,8685;0,2007;0,1883;193,82;2,57;0,1065;0,6727;2337;0,7897;0,9106;0,1018;0,2161;0,5075;0,6388;0,697;38,239290054; 
61072;0,0608;13131;0,1646;0,6788;0,0917;0,0301;0,0238;0,0062;0,2915;0,4803;0,0511;0,268;0,07;0,0372;0,0327;105,8796;0,1075;5391;0,2949;0,2532;0,3051;0,1174;0,8814;0,1811;0,2517;298,74;2,4;0,1037;0,6543;5225;0,7746;0,8522;0,0781;0,1529;0,4366;0,6166;0,6736;40,493958943; 
62000;0,1458;612363;0,1732;0,6208;0,1522;0,131;0,0867;0,0443;0,2549;0,4502;0,03;0,146;0,1878;0,0922;0,0956;106,1627;0,1202;284441;0,4165;0,2095;0,226;0,1246;0,8683;0,1663;0,2623;768,46;2,12;0,1293;0,6605;260217;0,6011;0,707;0,0525;0,0997;0,3196;0,5264;0,5704;40,992771057; 
62003;0,1112;27652;0,1914;0,6465;0,1385;0,105;0,08;0,025;0,2312;0,4757;0,0284;0,1583;0,175;0,0937;0,0814;110,6498;0,098;12343;0,3595;0,2362;0,2443;0,1319;0,8932;0,1604;0,2952;1184,13;2,22;0,1066;0,6482;11706;0,6387;0,7919;0,0527;0,1148;0,1952;0,557;0,6052;42,363893942; 
62006;0,0573;8859;0,1799;0,6712;0,0907;0,0491;0,0394;0,0097;0,2831;0,5021;0,0327;0,1556;0,0854;0,0542;0,0313;109,5813;0,1326;3578;0,2937;0,2554;0,3155;0,109;0,8521;0,1622;0,2735;326,21;2,41;0,0884;0,6579;3409;0,7654;0,917;0,0939;0,1832;0,2791;0,6103;0,6688;42,253833164; 
62009;0,0905;11822;0,1566;0,6602;0,1106;0,0451;0,0171;0,028;0,2664;0,4552;0,0485;0,1498;0,0808;0,0325;0,0483;102,1546;0,148;5331;0,3727;0,2307;0,2611;0,115;0,8391;0,1776;0,2351;147,83;2,22;0,1373;0,6659;4801;0,6807;0,8205;0,125;0,2102;0,3122;0,5871;0,6412;40,285950584; 
62011;0,09;8724;0,1586;0,6961;0,0959;0,0803;0,0727;0,0076;0,2541;0,4894;0,0376;0,1976;0,1041;0,0812;0,0229;103,3566;0,1345;3657;0,3008;0,254;0,2964;0,122;0,8523;0,1784;0,2393;228,54;2,36;0,1024;0,663;3536;0,7311;0,8674;0,1046;0,1807;0,3399;0,6293;0,6782;40,579009696; 
62015;0,0771;12036;0,1599;0,6416;0,1274;0,097;0,0772;0,0198;0,2072;0,4894;0,0296;0,131;0,1384;0,0835;0,0549;108,0913;0,0985;5199;0,3291;0,2364;0,2762;0,1381;0,8937;0,1801;0,2424;1644,19;2,31;0,1033;0,6599;4954;0,6986;0,8868;0,0541;0,1243;0,2909;0,5599;0,6113;40,209578897; 
62119;0,055;13197;0,1595;0,6989;0,0802;0,045;0,0355;0,0095;0,3132;0,5144;0,0431;0,1172;0,0806;0,0504;0,0302;102,6878;0,1406;5229;0,2507;0,2758;0,3372;0,114;0,8469;0,1756;0,2399;506,2;2,48;0,0956;0,6649;5040;0,7341;0,905;0,0873;0,1915;0,2919;0,6428;0,7016;40,655919258; 
62022;0,0858;21000;0,2249;0,6465;0,0914;0,0502;0,0388;0,0114;0,4234;0,4902;0,0321;0,1607;0,0992;0,0542;0,045;109,8531;0,1929;8926;0,3235;0,2669;0,2687;0,1189;0,7907;0,1448;0,3567;823,01;2,29;0,0917;0,6304;8597;0,756;0,8653;0,0703;0,1499;0,1706;0,5874;0,6486;44,550350594; 
62026;0,0662;5394;0,1713;0,6637;0,1102;0,051;0,0452;0,0057;0,2241;0,4569;0,0503;0,1433;0,0829;0,0567;0,0261;108,1822;0,1255;2258;0,3096;0,2436;0,2914;0,1262;0,86;0,1848;0,2661;237,85;2,37;0,0942;0,6439;2192;0,6886;0,9293;0,0424;0,0739;0,4592;0,5906;0,6423;40,693335831; 
62027;0,0961;6908;0,1303;0,7121;0,0575;0,0831;0,0744;0,0087;0,3539;0,5366;0,0373;0,1667;0,1097;0,0831;0,0266;102,3433;0,1636;2785;0,2632;0,2758;0,3487;0,0941;0,8137;0,1733;0,1871;191,58;2,48;0,1091;0,6964;2695;0,7472;0,8768;0,1369;0,2353;0,3124;0,6712;0,73;39,582286228; 
62032;0,086;13172;0,1881;0,665;0,0937;0,0444;0,0349;0,0096;0,3961;0,4459;0,0454;0,1541;0,0892;0,0522;0,037;107,1069;0,1771;6011;0,3815;0,2359;0,247;0,1175;0,8094;0,1503;0,2844;386,89;2,16;0,1039;0,6616;5672;0,6972;0,8426;0,0499;0,1321;0,3181;0,6027;0,6583;42,702069382; 
62120;0,0683;25351;0,1878;0,6332;0,1467;0,0791;0,0677;0,0114;0,1836;0,4659;0,039;0,1268;0,1142;0,0786;0,0356;110,6615;0,0907;11196;0,3374;0,2468;0,2562;0,1355;0,9008;0,1714;0,293;691,13;2,24;0,12;0,6408;10937;0,6511;0,8475;0,0462;0,0736;0,3154;0,5403;0,5861;41,774983089; 
62038;0,0766;16250;0,2046;0,6371;0,1261;0,0872;0,0698;0,0174;0,2367;0,4992;0,0303;0,1164;0,1401;0,0841;0,0559;112,4183;0,1164;7113;0,3253;0,2614;0,2569;0,131;0,8716;0,1613;0,3226;1184,03;2,27;0,1076;0,6342;6935;0,6294;0,7837;0,0676;0,1376;0,1864;0,5567;0,6089;42,784326219; 
62118;0,0905;21937;0,1588;0,6244;0,1491;0,1469;0,1305;0,0164;0,161;0,4964;0,0305;0,1338;0,1771;0,1313;0,0458;106,602;0,0953;9365;0,3223;0,2406;0,2774;0,1339;0,8976;0,1714;0,2371;640,72;2,32;0,1018;0,6697;8952;0,6158;0,8472;0,0709;0,1299;0,3054;0,5312;0,5787;40,692333534; 
62051;0,1537;38770;0,1755;0,6133;0,17;0,1827;0,1341;0,0486;0,1603;0,4614;0,0259;0,121;0,237;0,1309;0,1061;106,7292;0,0956;17167;0,3851;0,2077;0,2408;0,1406;0,8954;0,1743;0,2699;1646,88;2,21;0,1175;0,6502;15614;0,6593;0,8101;0,0466;0,0852;0,3127;0,5091;0,553;40,817809289; 
62060;0,0729;9040;0,1523;0,6586;0,0744;0,0593;0,0436;0,0157;0,296;0,522;0,0304;0,153;0,0959;0,0532;0,0427;98,1587;0,1348;3530;0,2603;0,2779;0,3363;0,1068;0,8481;0,1656;0,2233;255,67;2,46;0,1106;0,6821;3352;0,7975;0,9102;0,122;0,2246;0,2425;0,6096;0,6659;41,07658025; 
62063;0,2436;195965;0,1689;0,5797;0,1983;0,1885;0,1002;0,0883;0,2856;0,3911;0,0246;0,1683;0,2707;0,0996;0,1711;103,0536;0,119;103060;0,5419;0,1616;0,1578;0,1159;0,8701;0,1564;0,2503;2824,04;1,87;0,1651;0,6748;88275;0,4856;0,4826;0,0243;0,0424;0,3904;0,4647;0,4987;40,453067793; 
62121;0,07;9868;0,1836;0,6615;0,0589;0,0515;0,0436;0,0079;0,4217;0,5355;0,0386;0,1606;0,0959;0,0579;0,038;107,2674;0,1921;4046;0,2627;0,2944;0,3233;0,0991;0,7937;0,1554;0,2778;311,38;2,43;0,0849;0,661;3934;0,8214;0,9344;0,0829;0,2087;0,1406;0,6226;0,6857;42,985625228; 
62079;0,0683;24177;0,1738;0,6595;0,128;0,0651;0,055;0,0101;0,2273;0,4896;0,0278;0,1288;0,1122;0,0719;0,0402;108,8545;0,1156;10418;0,3147;0,2594;0,2697;0,1306;0,8718;0,1658;0,2632;669,45;2,3;0,1024;0,6604;10078;0,6585;0,8279;0,0688;0,1372;0,2148;0,5751;0,6271;41,655403743; 
62093;0,144;23227;0,1774;0,6034;0,1821;0,216;0,1728;0,0432;0,1486;0,4958;0,0236;0,1227;0,2634;0,1668;0,0966;111,5777;0,0824;10260;0,3594;0,2179;0,2571;0,1401;0,9091;0,1807;0,2763;3394,73;2,25;0,1226;0,6419;9482;0,643;0,8375;0,0373;0,0601;0,385;0,4936;0,534;40,536892632; 
62096;0,1353;63363;0,1776;0,596;0,1909;0,144;0,1088;0,0352;0,1698;0,4261;0,0268;0,1239;0,1911;0,1115;0,0796;109,0636;0,0861;30068;0,4249;0,1996;0,2062;0,1469;0,9049;0,1778;0,2756;1793,16;2,09;0,1357;0,6446;27980;0,5553;0,7086;0,0464;0,0828;0,309;0,4822;0,5216;40,776280516; 
62099;0,0592;16277;0,1509;0,6904;0,1015;0,0612;0,0502;0,011;0,2709;0,5186;0,0324;0,1147;0,0907;0,0589;0,0318;103,8958;0,1318;6558;0,2697;0,2571;0,3266;0,1226;0,8518;0,1874;0,2281;599,8;2,46;0,1045;0,6617;6335;0,7103;0,8731;0,1097;0,2201;0,275;0,6203;0,6753;39,702930431; 
62100;0,0712;13881;0,1446;0,6805;0,0805;0,0442;0,0273;0,0169;0,3691;0,482;0,0484;0,1395;0,0749;0,0375;0,0374;106,1331;0,1762;5596;0,2968;0,2398;0,3386;0,1053;0,8101;0,1822;0,2148;186,87;2,43;0,1131;0,6732;5418;0,7436;0,8509;0,1324;0,2428;0,3517;0,6257;0,6848;39,706870016; 
62122;0,1061;8369;0,1414;0,6405;0,1108;0,1049;0,0531;0,0518;0,287;0,4623;0,0395;0,1289;0,1405;0,0678;0,0728;99,7375;0,1237;3504;0,3456;0,2295;0,2882;0,1187;0,8614;0,1733;0,2062;345,9;2,29;0,1333;0,6854;3349;0,7132;0,8662;0,0726;0,1311;0,4392;0,5696;0,6227;39,367238758; 
62108;0,105;17124;0,1773;0,6467;0,1353;0,088;0,0604;0,0276;0,2507;0,4989;0,0334;0,1464;0,1515;0,0763;0,0752;108,4987;0,1265;7243;0,3225;0,244;0,2865;0,1198;0,8599;0,1712;0,2721;611,75;2,34;0,1056;0,6515;6974;0,5906;0,7983;0,0674;0,1319;0,2063;0,5592;0,6109;41,074037047; 
63000;0,1595;283890;0,1641;0,6583;0,1029;0,1107;0,0803;0,0304;0,2463;0,5044;0,033;0,1806;0,1724;0,103;0,0694;103,2329;0,1461;120496;0,3473;0,2345;0,2854;0,11;0,8383;0,1781;0,2495;140,8;2,32;0,1126;0,6578;111316;0,6401;0,7171;0,0716;0,1654;0,3367;0,5905;0,6461;40,218564351; 
63001;0,0912;5440;0,1816;0,7123;0,0311;0,0511;0,0497;0,0015;0,1824;0,5825;0,0376;0,2343;0,0796;0,0671;0,0125;95,4023;0,1689;2081;0,246;0,2705;0,3859;0,0711;0,804;0,1719;0,2809;43,47;2,61;0,0507;0,6465;1986;0,8209;0,86;0,1184;0,2539;0,134;0,6901;0,7498;40,930030904; 
63003;0,0757;4185;0,1744;0,718;0,0551;0,0564;0,0421;0,0143;0,3073;0,5136;0,0453;0,1339;0,0781;0,049;0,0292;103,4516;0,1935;1666;0,3073;0,2419;0,3307;0,0954;0,7876;0,179;0,2698;222,21;2,48;0,0918;0,6466;1596;0,6726;0,7907;0,1078;0,2256;0,386;0,6785;0,7497;40,536140476; 
63004;0,1081;4257;0,1367;0,6918;0,0622;0,0679;0,0583;0,0096;0,2746;0,521;0,0362;0,1245;0,1264;0,097;0,0294;100,6126;0,1403;1699;0,2961;0,2448;0,3455;0,0912;0,8513;0,1804;0,2002;49,66;2,47;0,1043;0,6829;1574;0,7345;0,8526;0,1105;0,2681;0,3386;0,6488;0,7161;38,991162387; 
63012;0,1689;5720;0,1794;0,6855;0,0275;0,1143;0,0722;0,0421;0,1914;0,57;0,0346;0,211;0,1649;0,1117;0,0532;94,8893;0,1813;2198;0,288;0,258;0,3512;0,0796;0,7874;0,1802;0,2801;38,01;2,51;0,0806;0,6404;2045;0,7993;0,8601;0,0846;0,1967;0,1145;0,6667;0,7195;40,637076336; 
63087;0,127;3975;0,1753;0,693;0,0326;0,0881;0,0833;0,0048;0,1566;0,5553;0,0258;0,4624;0,1084;0,0976;0,0108;98,1555;0,1706;1579;0,2901;0,254;0,3433;0,0817;0,7884;0,1675;0,2668;36,48;2,52;0,0689;0,6571;1490;0,7948;0,8691;0,0859;0,1933;0,2322;0,6704;0,7261;40,667460724; 
63013;0,1048;5718;0,181;0,7012;0,043;0,0616;0,0541;0,0075;0,1725;0,5515;0,0398;0,1663;0,1084;0,0906;0,0178;99,5812;0,1538;2271;0,2928;0,2523;0,3474;0,0819;0,8258;0,1635;0,2761;58,76;2,49;0,0756;0,6555;2133;0,796;0,8204;0,1092;0,2424;0,1172;0,671;0,7305;41,24841931; 
63020;0,1577;15147;0,1415;0,5869;0,192;0,1043;0,0475;0,0568;0,1582;0,4671;0,0368;0,0997;0,1802;0,0512;0,1291;103,7256;0,0863;6217;0,3613;0,185;0,2746;0,1525;0,9055;0,2175;0,2207;1081,51;2,39;0,135;0,641;5738;0,5609;0,5885;0,0314;0,0718;0,4705;0,4742;0,5239;37,25542681; 
63023;0,2459;19099;0,1866;0,6548;0,0817;0,1507;0,1006;0,0502;0,2387;0,5037;0,0272;0,1787;0,2649;0,1617;0,1033;104,508;0,1399;8684;0,3927;0,2402;0,2488;0,0995;0,8471;0,1599;0,2856;184,1;2,16;0,1133;0,6535;7737;0,559;0,6218;0,0732;0,1931;0,2283;0,6013;0,6546;41,612399019; 
63035;0,0565;17152;0,1485;0,6862;0,0865;0,0437;0,0327;0,011;0,3145;0,5206;0,0359;0,1073;0,0738;0,0423;0,0315;106,1538;0,1563;6931;0,2819;0,2568;0,3282;0,1117;0,8282;0,1758;0,2198;301,76;2,45;0,1008;0,6757;6565;0,6907;0,8382;0,0704;0,1793;0,3194;0,6268;0,6921;39,826285056; 
63038;0,058;8305;0,1433;0,7014;0,0612;0,0228;0,0184;0,0043;0,3555;0,5135;0,0331;0,1148;0,0518;0,0301;0,0217;100,3136;0,1962;3264;0,2809;0,2457;0,3581;0,0934;0,7872;0,1805;0,2119;77,07;2,52;0,0964;0,6762;3085;0,7702;0,8519;0,1225;0,2681;0,3102;0,6585;0,7302;39,812097396; 
63040;0,4384;10940;0,1751;0,6137;0,094;0,3769;0,3392;0,0377;0,1567;0,5682;0,0228;0,4155;0,4735;0,3982;0,0753;101,3991;0,1105;4950;0,3448;0,2796;0,2564;0,0925;0,883;0,1528;0,2606;603,69;2,21;0,1083;0,672;4685;0,5803;0,6606;0,0767;0,2108;0,2026;0,556;0,6033;41,96664979; 
63045;0,0752;3486;0,1635;0,654;0,0724;0,0364;0,0278;0,0086;0,2674;0,469;0,0469;0,3273;0,0645;0,039;0,0255;97,9557;0,179;1392;0,3218;0,2601;0,2974;0,0955;0,8001;0,1698;0,2453;37,86;2,36;0,1156;0,6667;1345;0,7154;0,8691;0,1004;0,1732;0,4134;0,6067;0,6544;40,89279354; 
63046;0,0869;5786;0,1511;0,6832;0,0987;0,0538;0,0356;0,0181;0,2264;0,5001;0,039;0,1005;0,0954;0,0508;0,0446;100,4851;0,1432;2384;0,3326;0,2399;0,3008;0,1078;0,8429;0,1927;0,2302;234,93;2,39;0,122;0,6562;2211;0,6944;0,7956;0,0597;0,1352;0,5269;0,6157;0,6793;39,402854538; 
63048;0,2708;5480;0,1425;0,6927;0,0573;0,2169;0,1984;0,0185;0,2091;0,5594;0,0346;0,263;0,3004;0,2515;0,0489;100,5123;0,1553;2198;0,2725;0,2743;0,338;0,0933;0,8252;0,177;0,2094;190,74;2,44;0,0936;0,6805;2033;0,6992;0,8032;0,1;0,2546;0,2772;0,653;0,7067;40,005632824; 
63049;0,095;12232;0,1906;0,6827;0,0932;0,0437;0,0256;0,0181;0,267;0,5099;0,0411;0,1506;0,1028;0,0447;0,0581;108,2397;0,1532;5340;0,3609;0,2494;0,2841;0,0899;0,8319;0,1692;0,2977;122,36;2,26;0,1132;0,6402;4870;0,6457;0,7337;0,1094;0,2234;0,1552;0,6191;0,6813;41,5697836; 
63057;0,0548;3817;0,1373;0,6949;0,0686;0,0364;0,0312;0,0052;0,404;0,5373;0,0366;0,1141;0,0697;0,0477;0,022;99,8429;0,1801;1522;0,2668;0,2576;0,3555;0,0979;0,8049;0,1706;0,1983;238,78;2,49;0,0744;0,6922;1488;0,8025;0,83;0,0753;0,1888;0,377;0,6472;0,7123;40,266186411; 
63058;0,0606;9726;0,1491;0,6718;0,1145;0,0332;0,0219;0,0112;0,2397;0,4805;0,0406;0,1245;0,0701;0,0348;0,0354;104,6287;0,1088;3980;0,3188;0,2281;0,305;0,1269;0,8789;0,1961;0,2277;392,29;2,42;0,1048;0,6548;3669;0,7154;0,8594;0,0717;0,1415;0,41;0,5949;0,6569;38,891710234; 
63088;0,2481;9890;0,1601;0,6731;0,0817;0,2257;0,2153;0,0104;0,1975;0,5434;0,0364;0,257;0,2713;0,2447;0,0266;100,7714;0,1363;4040;0,2866;0,2802;0,3168;0,0864;0,8455;0,165;0,2372;185,99;2,41;0,0997;0,6749;3863;0,7134;0,876;0,0741;0,1987;0,3528;0,6181;0,6688;40,904942437; 
63061;0,5329;10488;0,1701;0,6693;0,0616;0,4964;0,4784;0,018;0,2218;0,5894;0,0193;0,5336;0,5888;0,5477;0,0411;103,3346;0,1642;4419;0,2946;0,2788;0,3139;0,0846;0,8182;0,1598;0,2538;141,32;2,34;0,0892;0,6701;4061;0,678;0,8129;0,0845;0,2092;0,2356;0,6281;0,6836;42,134649688; 
63067;0,1218;9399;0,1781;0,7149;0,0313;0,0638;0,048;0,0158;0,2165;0,5478;0,0257;0,2869;0,107;0,076;0,0311;99,047;0,1717;3839;0,3037;0,2626;0,3319;0,0755;0,8025;0,1559;0,2674;63,97;2,43;0,0898;0,666;3630;0,7204;0,7898;0,1033;0,2143;0,1107;0,6925;0,7437;41,680960666; 
63072;0,1033;10544;0,2182;0,641;0,148;0,042;0,0275;0,0145;0,2545;0,4145;0,0307;0,1137;0,1041;0,0536;0,0505;108,1326;0,1307;5050;0,457;0,2113;0,1949;0,118;0,8577;0,146;0,3432;264,6;2,01;0,1324;0,6358;4494;0,5249;0,5988;0,0576;0,1153;0,4001;0,5461;0,5974;43,924292031; 
63073;0,0744;6884;0,1679;0,6812;0,0955;0,0373;0,0275;0,0099;0,2699;0,489;0,042;0,1484;0,0709;0,0407;0,0302;100,1163;0,1502;2944;0,3488;0,2354;0,2918;0,106;0,8296;0,1759;0,2559;80,92;2,31;0,1124;0,6562;2747;0,6978;0,8278;0,0746;0,1544;0,3779;0,6161;0,6725;40,986253023; 
63075;0,1181;3208;0,1537;0,6641;0,0763;0,0864;0,0315;0,0549;0,3522;0,5167;0,0409;0,1856;0,1116;0,0399;0,0717;100,6254;0,1826;1341;0,3415;0,2461;0,2975;0,0932;0,7907;0,1883;0,2335;29,58;2,34;0,1471;0,658;1204;0,7284;0,912;0,0714;0,1337;0,4527;0,6135;0,6717;40,387868935; 
63076;0,053;12007;0,1505;0,7052;0,0712;0,0258;0,0169;0,0089;0,3402;0,4906;0,0456;0,1079;0,0579;0,0282;0,0296;104,6531;0,1598;4858;0,2985;0,2505;0,3191;0,1101;0,8265;0,1797;0,2247;144,04;2,44;0,0969;0,6698;4634;0,7136;0,8166;0,0804;0,1878;0,3982;0,6549;0,7251;39,833552942; 
63089;0,0462;5460;0,1106;0,7142;0,06;0,0249;0,0212;0,0037;0,3363;0,5622;0,0376;0,1067;0,0504;0,0321;0,0183;100,1466;0,1753;1989;0,2172;0,2554;0,4062;0,0975;0,8064;0,1973;0,1598;190,3;2,71;0,0881;0,6921;1877;0,7832;0,8913;0,089;0,2591;0,4275;0,6713;0,7432;37,49467286; 
63086;0,0757;2511;0,1681;0,6968;0,0931;0,0422;0,0335;0,0088;0,2475;0,4873;0,036;0,2224;0,0749;0,0454;0,0295;102,6634;0,192;1087;0,3385;0,2521;0,2852;0,1012;0,7861;0,1752;0,2559;36,45;2,31;0,1063;0,6567;1015;0,6828;0,8374;0,069;0,1429;0,3744;0,6319;0,6945;40,696587936; 
63079;0,1872;56325;0,1611;0,5893;0,2;0,1171;0,0465;0,0706;0,2311;0,449;0,0255;0,1136;0,2055;0,0536;0,1519;106,2658;0,1157;25730;0,4348;0,1838;0,2164;0,1414;0,8743;0,1926;0,2493;1703,01;2,16;0,1497;0,6462;23113;0,505;0,5076;0,0289;0,0706;0,4671;0,4714;0,516;39,050817682; 
63080;0,0771;7054;0,1666;0,7034;0,0599;0,0363;0,0265;0,0098;0,2292;0,5312;0,0421;0,1444;0,0781;0,0499;0,0282;98,7042;0,1954;2856;0,2889;0,2598;0,3358;0,0973;0,7836;0,1805;0,2551;72,77;2,47;0,0826;0,653;2633;0,7789;0,8694;0,112;0,2332;0,169;0,6613;0,723;40,076962366; 
63084;0,1115;9655;0,1618;0,6939;0,0825;0,076;0,0583;0,0176;0,2498;0,5094;0,0364;0,1196;0,1297;0,0819;0,0477;104,2522;0,1298;3987;0,3037;0,2598;0,3118;0,1053;0,86;0,178;0,2451;394,63;2,38;0,1181;0,6602;3795;0,6432;0,7457;0,1055;0,2211;0,3401;0,6366;0,691;40,059951233; 
64000;0,0627;76684;0,1572;0,6928;0,0806;0,0329;0,0241;0,0089;0,2948;0,4929;0,0456;0,3134;0,067;0,0369;0,0301;104,9114;0,1248;31466;0,2874;0,2581;0,3147;0,1128;0,8609;0,1786;0,2366;196,7;2,42;0,1063;0,6642;30077;0,7741;0,8299;0,1075;0,2069;0,3975;0,6369;0,6954;40,390307895; 
64008;0,0566;2950;0,1325;0,7169;0,0559;0,0281;0,0156;0,0125;0,275;0,5121;0,0644;0,3216;0,0597;0,0292;0,0305;104,4352;0,097;1195;0,246;0,2887;0,3397;0,1063;0,8963;0,1993;0,1984;203,6;2,47;0,0993;0,6681;1150;0,8491;0,907;0,0914;0,1871;0,3995;0,6768;0,7315;38,466434611; 
64015;0,0603;5853;0,136;0,7067;0,0766;0,0215;0,019;0,0026;0,3199;0,4979;0,058;0,3673;0,0574;0,0342;0,0232;102,1064;0,1259;2305;0,2551;0,2538;0,3549;0,1106;0,8625;0,189;0,2015;133,03;2,52;0,1032;0,675;2240;0,8597;0,9286;0,0817;0,142;0,5737;0,6525;0,7105;39,301145398; 
64021;0,0514;3037;0,1455;0,6874;0,07;0,0317;0,0251;0,0066;0,3231;0,528;0,0468;0,1912;0,0622;0,0359;0,0263;106,1779;0,1413;1232;0,2711;0,2646;0,3425;0,0998;0,8428;0,1834;0,2169;180,44;2,46;0,0968;0,6711;1158;0,8336;0,8877;0,1295;0,2755;0,3109;0,6394;0,6994;40,316098133; 
64023;0,0453;2934;0,1377;0,7072;0,0522;0,031;0,0276;0,0034;0,357;0,5244;0,0414;0,197;0,0515;0,0358;0,0157;96,7807;0,1615;1146;0,2478;0,2461;0,377;0,1065;0,8182;0,1697;0,1988;125,87;2,55;0,0695;0,6926;1085;0,8873;0,9253;0,1124;0,2479;0,4424;0,6703;0,7392;39,944539673; 
64076;0,058;3776;0,1396;0,7123;0,0549;0,0302;0,0236;0,0066;0,3497;0,5315;0,0379;0,2429;0,0599;0,0363;0,0236;99,5772;0,1324;1457;0,2512;0,2656;0,3706;0,0872;0,8508;0,1904;0,2083;132,59;2,56;0,093;0,67;1369;0,8788;0,9167;0,1234;0,2301;0,447;0,6731;0,7296;39,411726059; 
64025;0,044;3183;0,1483;0,6884;0,0787;0,0365;0,0314;0,005;0,3038;0,5151;0,0432;0,1761;0,0723;0,0468;0,0254;101,201;0,13;1273;0,2545;0,2663;0,3496;0,1068;0,8494;0,1612;0,2147;165,33;2,48;0,1059;0,6905;1201;0,8309;0,9242;0,0949;0,1782;0,3714;0,6342;0,6992;40,555364109; 
64029;0,0541;3197;0,1179;0,7311;0,0656;0,0228;0,0163;0,0066;0,3241;0,5325;0,0508;0,2836;0,0572;0,0338;0,0235;102,4699;0,137;1196;0,2433;0,2299;0,4072;0,087;0,8493;0,2168;0,1772;135,33;2,66;0,1007;0,6653;1145;0,8426;0,8838;0,1598;0,2507;0,448;0,6831;0,7468;37,442065484; 
64034;0,0758;15404;0,1639;0,6883;0,0861;0,0336;0,0253;0,0084;0,3029;0,4943;0,046;0,4617;0,0719;0,0386;0,0334;106,7929;0,1431;6286;0,2894;0,2612;0,3046;0,1142;0,8407;0,1788;0,2493;178,02;2,43;0,1156;0,6573;6037;0,7524;0,7746;0,1178;0,2256;0,4553;0,629;0,6907;40,456911768; 
64047;0,0735;3210;0,1514;0,7129;0,0576;0,0384;0,0284;0,01;0,266;0,492;0,0487;0,6066;0,0583;0,0327;0,0255;105,243;0,116;1227;0,2502;0,2404;0,3676;0,1133;0,8707;0,1888;0,2295;217,69;2,56;0,0988;0,6598;1193;0,8125;0,9162;0,0857;0,1622;0,5235;0,6719;0,7368;39,82340951; 
64056;0,0543;3570;0,1392;0,7123;0,088;0,0305;0,023;0,0076;0,2771;0,5032;0,0432;0,1997;0,0599;0,0347;0,0252;107,9208;0,1256;1528;0,2997;0,2677;0,3043;0,1073;0,8562;0,1812;0,2049;181,81;2,34;0,1;0,6796;1404;0,7917;0,8996;0,0905;0,2066;0,3262;0,6496;0,7008;40,094089437; 
64063;0,0507;5583;0,1562;0,7179;0,0752;0,031;0,023;0,0081;0,3073;0,5118;0,0576;0,2007;0,058;0,0328;0,0253;105,2574;0,1178;2253;0,261;0,2668;0,3502;0,0985;0,8675;0,1872;0,2379;247,23;2,46;0,1008;0,6566;2127;0,8452;0,8956;0,1218;0,2258;0,3805;0,6639;0,7222;40,069674161; 
64065;0,0615;6520;0,1607;0,646;0,1144;0,0546;0,0432;0,0114;0,2286;0,4618;0,0315;0,1492;0,0798;0,0507;0,0292;103,5592;0,118;2762;0,3135;0,2357;0,2849;0,1365;0,8702;0,1669;0,2391;312,02;2,34;0,1058;0,6724;2645;0,7249;0,9149;0,0597;0,1433;0,4703;0,5721;0,625;40,979173249; 
64074;0,0691;14754;0,1937;0,6755;0,0933;0,0321;0,0191;0,013;0,2736;0,4603;0,0393;0,2701;0,0777;0,0365;0,0413;108,331;0,0966;6566;0,3402;0,2662;0,2425;0,1229;0,8924;0,1559;0,2978;475,27;2,22;0,1158;0,6504;6333;0,6585;0,658;0,1203;0,2212;0,2142;0,6124;0,664;42,676521645; 
64075;0,0612;2713;0,1316;0,6894;0,0769;0,0265;0,0133;0,0133;0,3044;0,4642;0,0537;0,5652;0,0534;0,0229;0,0306;103,6787;0,1417;1040;0,2788;0,2269;0,3404;0,124;0,8425;0,2145;0,2012;110,97;2,59;0,1216;0,6539;990;0,7903;0,9152;0,0889;0,1838;0,5646;0,6364;0,7093;37,533695793; 
