Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
46000;0,0879;239785;0,1764;0,6875;0,0503;0,0441;0,0193;0,0248;0,2434;0,5526;0,0325;0,3326;0,0816;0,0274;0,0543;102,8792;0,1315;98261;0,2796;0,3058;0,3103;0,0799;0,8509;0,1725;0,271;505,24;2,41;0,1022;0,6511;96757;0,6912;0,7915;0,114;0,2414;0,1211;0,6529;0,7085;41,032849385; 
46003;0,0718;46588;0,178;0,7;0,0438;0,0264;0,0155;0,0109;0,2319;0,5627;0,0363;0,4614;0,0512;0,0246;0,0267;101,8982;0,1279;19067;0,258;0,3186;0,3229;0,0769;0,8501;0,1623;0,2699;310,21;2,42;0,0883;0,6596;18924;0,7246;0,7943;0,1144;0,2633;0,1025;0,6693;0,7255;41,811202104; 
46013;0,0718;15994;0,1807;0,7052;0,0431;0,0294;0,0167;0,0128;0,2343;0,5615;0,037;0,5118;0,0514;0,021;0,0304;100,8287;0,1272;6502;0,2608;0,3173;0,3231;0,0734;0,8549;0,1768;0,2812;478,52;2,43;0,0904;0,6426;6454;0,7445;0,8418;0,1292;0,2371;0,1215;0,6748;0,7295;41,157511465; 
46014;0,084;39623;0,1578;0,6873;0,0534;0,0549;0,016;0,0389;0,2562;0,5579;0,0307;0,1924;0,0919;0,0195;0,0725;102,4888;0,1255;15925;0,2731;0,297;0,3223;0,0833;0,8574;0,1818;0,239;587,03;2,46;0,1071;0,6604;15730;0,6656;0,812;0,1224;0,2514;0,1402;0,6507;0,7069;39,732169736; 
46021;0,109;72735;0,1925;0,6717;0,0596;0,058;0,0212;0,0367;0,2509;0,5279;0,0292;0,2746;0,1075;0,0279;0,0795;104,7201;0,1306;30674;0,3222;0,2937;0,2766;0,0835;0,8541;0,1691;0,3015;867,99;2,33;0,1123;0,6384;30100;0,6415;0,7155;0,0869;0,1854;0,1307;0,6316;0,6853;41,567219979; 
46020;0,0743;18811;0,1717;0,701;0,0346;0,0338;0,0243;0,0095;0,242;0,581;0,0369;0,3189;0,0669;0,0401;0,0267;102,3341;0,1423;7355;0,2322;0,3171;0,3542;0,0731;0,836;0,1798;0,2648;342,12;2,52;0,0977;0,6485;7197;0,7865;0,9105;0,141;0,2885;0,1178;0,6767;0,738;40,64333956; 
46024;0,0757;17448;0,1737;0,6969;0,0413;0,0379;0,0305;0,0075;0,2155;0,5664;0,036;0,2943;0,0696;0,0512;0,0185;101,9678;0,1393;7133;0,2458;0,3275;0,3243;0,0756;0,8452;0,1655;0,2629;389,48;2,42;0,0909;0,6608;7020;0,7498;0,8883;0,1271;0,2758;0,0952;0,6681;0,719;41,526454743; 
46025;0,0912;28586;0,1611;0,6826;0,0549;0,0417;0,0169;0,0248;0,2493;0,5594;0,0292;0,3817;0,0851;0,0221;0,063;102,4648;0,1383;11605;0,2725;0,3025;0,3185;0,0815;0,8469;0,1819;0,2453;716,11;2,44;0,1087;0,657;11332;0,6767;0,7962;0,1394;0,2905;0,1181;0,6451;0,7031;40,092818807; 
42000;0,0599;194310;0,1782;0,7076;0,0417;0,0261;0,0115;0,0146;0,2492;0,5437;0,0312;0,2801;0,051;0,0164;0,0347;103,1002;0,1348;81410;0,2804;0,3055;0,3082;0,0818;0,8475;0,1617;0,27;567,38;2,36;0,096;0,6601;80422;0,7275;0,8551;0,1057;0,2237;0,1233;0,6781;0,7342;41,719741281; 
42003;0,0394;14588;0,1709;0,7202;0,0369;0,0121;0,0077;0,0045;0,225;0,5507;0,0329;0,1962;0,0285;0,015;0,0135;103,5156;0,1492;6070;0,2741;0,3077;0,3231;0,0736;0,8307;0,1664;0,2579;385,72;2,37;0,0862;0,6627;5998;0,7532;0,8845;0,1359;0,2875;0,1254;0,6936;0,7474;41,503262431; 
42004;0,0513;14183;0,1778;0,7189;0,0349;0,0167;0,0102;0,0065;0,2758;0,5663;0,0349;0,5275;0,0319;0,0126;0,0193;101,922;0,1224;5786;0,243;0,3258;0,3308;0,0802;0,8618;0,1648;0,2705;561,63;2,43;0,0833;0,6574;5752;0,8066;0,8882;0,0939;0,2189;0,0848;0,6938;0,7528;41,985379439; 
42008;0,0631;24220;0,1764;0,6988;0,048;0,0299;0,0126;0,0172;0,2124;0,5467;0,032;0,235;0,0592;0,0179;0,0413;101,9848;0,1324;9983;0,27;0,3083;0,3158;0,0824;0,8501;0,1718;0,2706;602,28;2,4;0,1091;0,6519;9904;0,6703;0,8775;0,1363;0,246;0,1312;0,6652;0,719;40,893970735; 
42010;0,035;12218;0,1793;0,731;0,0307;0,012;0,0067;0,0053;0,2953;0,5539;0,0265;0,1867;0,026;0,0116;0,0144;102,8894;0,1567;5073;0,2634;0,3109;0,3316;0,0712;0,819;0,1577;0,2705;381,03;2,39;0,086;0,663;5019;0,7374;0,9201;0,1397;0,2513;0,1272;0,7085;0,7651;41,981231097; 
42011;0,0579;18267;0,1799;0,7227;0,0348;0,024;0,0113;0,0127;0,252;0,5441;0,0374;0,4123;0,0437;0,0139;0,0298;102,9441;0,1239;7632;0,2779;0,3025;0,3138;0,0823;0,8609;0,1684;0,2761;678,66;2,37;0,0953;0,6517;7437;0,7879;0,8595;0,0855;0,208;0,1232;0,6976;0,7555;41,541566828; 
42006;0,063;44318;0,1846;0,7049;0,0452;0,0253;0,0107;0,0146;0,2506;0,5209;0,0346;0,3225;0,0534;0,0164;0,037;105,0051;0,1158;19175;0,3112;0,2934;0,2844;0,0877;0,8698;0,1545;0,2793;796,02;2,27;0,0969;0,6609;18934;0,715;0,7957;0,0869;0,1901;0,1257;0,673;0,7277;42,412502012; 
42023;0,066;10518;0,1782;0,682;0,0358;0,029;0,0146;0,0144;0,3272;0,575;0,0256;0,2546;0,0499;0,0202;0,0298;102,5419;0,228;4222;0,2373;0,3451;0,32;0,0763;0,7476;0,1566;0,2678;329,45;2,46;0,0923;0,6652;4170;0,7417;0,9309;0,1038;0,2717;0,0866;0,6576;0,7172;42,205453539; 
42025;0,0705;23920;0,1857;0,7128;0,0468;0,0313;0,0108;0,0205;0,2544;0,5171;0,0278;0,1972;0,058;0,0156;0,0424;105,2162;0,1329;10487;0,3108;0,2973;0,2779;0,0886;0,848;0,1514;0,28;652,18;2,26;0,1078;0,663;10349;0,6786;0,8169;0,1117;0,227;0,1671;0,6795;0,7341;42,226841536; 
42026;0,0407;11300;0,1752;0,7199;0,036;0,0174;0,0089;0,0084;0,25;0,5477;0,0337;0,2414;0,0312;0,0135;0,0177;102,6906;0,1256;4813;0,2738;0,3156;0,3029;0,0798;0,8582;0,153;0,2608;494,19;2,34;0,0804;0,6718;4768;0,7826;0,8893;0,0999;0,2182;0,0827;0,694;0,7486;42,051327283; 
42028;0,0811;20778;0,1632;0,6799;0,0482;0,0477;0,0193;0,0284;0,2085;0,5762;0,0222;0,1965;0,0897;0,0235;0,0662;99,3285;0,1332;8169;0,2524;0,2975;0,3437;0,0755;0,8483;0,1755;0,2468;628,55;2,52;0,0975;0,6613;8091;0,7125;0,8663;0,0922;0,2027;0,1185;0,6471;0,7071;40,168253591; 
41000;0,0691;276973;0,1861;0,7148;0,0452;0,0316;0,0142;0,0174;0,2558;0,5313;0,0333;0,4032;0,0564;0,0161;0,0403;103,712;0,1176;118633;0,2962;0,2964;0,2954;0,0885;0,866;0,1564;0,283;590,66;2,31;0,1004;0,6575;116635;0,7619;0,8406;0,0982;0,2052;0,1547;0,6824;0,7369;42,324272232; 
41002;0,0994;81286;0,1893;0,7067;0,0571;0,0497;0,02;0,0297;0,2691;0,5125;0,0298;0,3959;0,0868;0,0209;0,0659;104,1028;0,1173;36289;0,3367;0,2871;0,2613;0,092;0,8683;0,1545;0,2885;1040,59;2,22;0,1153;0,6562;35461;0,6985;0,7598;0,0842;0,1849;0,1556;0,6664;0,7171;42,34798179; 
41011;0,0943;18890;0,1646;0,7158;0,0463;0,0452;0,022;0,0232;0,2428;0,5287;0,0353;0,5838;0,0817;0,0193;0,0624;104,1059;0,0825;7855;0,2673;0,3101;0,3073;0,0922;0,9076;0,1674;0,2464;1371,46;2,39;0,1111;0,668;7777;0,7498;0,8157;0,127;0,2312;0,066;0,6827;0,7426;40,843745689; 
41082;0,0422;19420;0,1921;0,7317;0,0389;0,0147;0,0071;0,0076;0,2813;0,547;0,0368;0,3511;0,032;0,0113;0,0207;102,2917;0,125;8122;0,2671;0,3099;0,319;0,0783;0,8586;0,1489;0,2916;570,63;2,35;0,0863;0,659;7983;0,8225;0,9142;0,0982;0,207;0,1088;0,7032;0,7574;43,163954806; 
41018;0,0722;32477;0,1848;0,6999;0,0458;0,0343;0,0149;0,0193;0,2182;0,5274;0,0342;0,439;0,058;0,0171;0,0409;102,4246;0,1186;13749;0,2968;0,2917;0,2951;0,0906;0,8622;0,1617;0,2829;407,42;2,33;0,1001;0,6534;13502;0,7904;0,8956;0,0736;0,1682;0,275;0,6678;0,7242;42,248714257; 
41024;0,041;17669;0,1843;0,731;0,0348;0,0161;0,01;0,0061;0,2567;0,5495;0,0325;0,4234;0,03;0,0126;0,0174;102,9287;0,1113;7515;0,2677;0,3045;0,32;0,0853;0,8742;0,1483;0,2761;583,12;2,34;0,0785;0,6674;7436;0,8231;0,9002;0,1071;0,2267;0,1302;0,7056;0,76;42,662972671; 
41027;0,0409;17244;0,1757;0,7312;0,0369;0,0129;0,0049;0,008;0,2528;0,5538;0,0356;0,3385;0,0245;0,0095;0,0151;101,4251;0,1202;7077;0,2565;0,2938;0,34;0,0852;0,862;0,1601;0,2644;363,8;2,42;0,0812;0,6643;6959;0,84;0,902;0,1174;0,2404;0,1631;0,7042;0,7616;41,653497885; 
41034;0,0382;17896;0,1851;0,7154;0,0392;0,0112;0,0058;0,0055;0,2755;0,5518;0,031;0,2993;0,027;0,0102;0,0168;102,5122;0,1212;7497;0,273;0,3047;0,3192;0,0806;0,8606;0,1613;0,2833;602,86;2,35;0,0859;0,6536;7420;0,7896;0,9143;0,1104;0,214;0,1264;0,6873;0,74;42,289413468; 
41048;0,0688;37132;0,1796;0,7068;0,0458;0,0333;0,0164;0,0169;0,2336;0,53;0,0319;0,4913;0,0587;0,0175;0,0413;104,5051;0,1275;15635;0,2821;0,2927;0,3016;0,0975;0,8537;0,1606;0,2722;511,64;2,36;0,1055;0,6598;15366;0,7413;0,8238;0,0993;0,2202;0,1565;0,6744;0,7301;41,95905198; 
41063;0,0363;9875;0,1891;0,7402;0,0322;0,0127;0,0083;0,0044;0,2446;0,5532;0,0416;0,2568;0,024;0,0121;0,0119;103,1475;0,134;4030;0,2514;0,304;0,3439;0,0774;0,8465;0,1652;0,2928;370,31;2,42;0,0826;0,6458;3980;0,842;0,9108;0,1401;0,2615;0,1275;0,7163;0,7719;41,957050713; 
41081;0,0432;25084;0,2064;0,725;0,0333;0,0158;0,0083;0,0075;0,2741;0,5368;0,0389;0,3224;0,0265;0,0114;0,0151;107,0491;0,1166;10864;0,3007;0,3067;0,2941;0,0794;0,8644;0,1431;0,3173;442,75;2,27;0,0933;0,6505;10751;0,7869;0,8674;0,1104;0,2128;0,138;0,7008;0,7577;43,742745769; 
45000;0,0631;120700;0,1874;0,7059;0,0444;0,0269;0,0134;0,0135;0,2695;0,5496;0,0295;0,2489;0,0505;0,0171;0,0334;102,9424;0,1471;49016;0,2736;0,2939;0,3261;0,0822;0,8302;0,17;0,2916;288,2;2,43;0,0878;0,6426;48387;0,7786;0,8963;0,0956;0,188;0,2388;0,6746;0,7348;41,747327525; 
45035;0,0592;30025;0,1925;0,7103;0,0389;0,0298;0,0137;0,0161;0,2934;0,5347;0,0282;0,2059;0,0468;0,0182;0,0286;102,9265;0,1337;12679;0,295;0,2963;0,3042;0,0848;0,8483;0,1548;0,295;441,15;2,33;0,0969;0,6526;12518;0,7211;0,8278;0,1215;0,227;0,1706;0,6826;0,742;42,326555917; 
45059;0,0457;14191;0,2035;0,7278;0,0382;0,0125;0,0078;0,0047;0,2337;0,5417;0,0364;0,2907;0,0258;0,0118;0,014;105,0723;0,1299;5844;0,2675;0,301;0,321;0,0838;0,8501;0,1559;0,3177;251,33;2,39;0,0787;0,6406;5789;0,8458;0,924;0,0817;0,1635;0,2768;0,6999;0,7562;43,396082496; 
45062;0,0457;2081;0,2215;0,7093;0,018;0,0159;0,0125;0,0034;0,3302;0,5693;0,0379;0,2108;0,0259;0,0168;0,0091;106,4484;0,1861;765;0,2235;0,3124;0,3765;0,0667;0,7825;0,1768;0,3682;185,86;2,57;0,0702;0,6016;750;0,9052;0,9827;0,0933;0,204;0,3893;0,6965;0,7597;43,666327463; 
45060;0,0424;6490;0,1854;0,7339;0,0334;0,0139;0,0073;0,0066;0,2526;0,5507;0,0315;0,298;0,0294;0,0136;0,0159;101,4902;0,1437;2617;0,2831;0,2877;0,3363;0,0707;0,8276;0,1863;0,295;213,62;2,44;0,082;0,6284;2580;0,8066;0,9488;0,1116;0,1922;0,2651;0,7094;0,7654;40,992161996; 
45017;0,0383;8162;0,1805;0,7306;0,0248;0,0145;0,01;0,0044;0,315;0,5856;0,0223;0,2499;0,0238;0,0138;0,0099;97,8187;0,2156;3174;0,236;0,3088;0,3743;0,0558;0,7446;0,1643;0,2754;174,57;2,53;0,0655;0,6552;3119;0,7815;0,9404;0,1116;0,2562;0,2475;0,7124;0,784;41,564681615; 
45063;0,0331;6501;0,1897;0,7295;0,0336;0,0089;0,0029;0,006;0,2502;0,5769;0,0343;0,3328;0,0215;0,0069;0,0146;103,0294;0,1256;2606;0,231;0,315;0,3446;0,0837;0,8533;0,1649;0,2939;248,83;2,48;0,0705;0,6454;2581;0,8553;0,9558;0,0604;0,1627;0,2112;0,705;0,7709;42,152569944; 
45064;0,0362;6457;0,2125;0,7134;0,0303;0,0112;0,0068;0,0043;0,3173;0,5689;0,0241;0,1858;0,0232;0,0108;0,0124;104,0126;0,2043;2392;0,2111;0,3048;0,3813;0,0769;0,7593;0,1569;0,3369;141,52;2,6;0,0657;0,6306;2358;0,8471;0,9826;0,0568;0,1548;0,3605;0,6918;0,7647;43,292996664; 
45041;0,1219;25202;0,1778;0,6419;0,0906;0,0617;0,0278;0,0339;0,2086;0,5192;0,0253;0,2669;0,124;0,0297;0,0944;104,3626;0,1208;10407;0,3254;0,2578;0,2894;0,0994;0,8638;0,1954;0,2837;730,88;2,4;0,1127;0,6268;10226;0,7199;0,841;0,0561;0,1062;0,2815;0,5838;0,638;40,086178572; 
45061;0,0337;6282;0,1678;0,7196;0,0292;0,0135;0,0097;0,0038;0,3349;0,5976;0,0304;0,3374;0,0239;0,0138;0,01;99,4286;0,1974;2443;0,2243;0,309;0,3762;0,0663;0,7696;0,1651;0,2515;149,72;2,55;0,0677;0,6671;2421;0,8345;0,9785;0,138;0,2425;0,2243;0,6986;0,7657;41,364687501; 
45057;0,037;7209;0,1744;0,7397;0,0296;0,011;0,0075;0,0035;0,2849;0,571;0,0305;0,1661;0,0218;0,0117;0,0101;102,4431;0,148;2897;0,2351;0,3207;0,3521;0,0739;0,831;0,1792;0,2697;301,2;2,47;0,0857;0,6464;2875;0,7948;0,9471;0,1326;0,2418;0,1813;0,7178;0,7774;40,930058839; 
45065;0,0626;8100;0,1749;0,7307;0,0316;0,011;0,0077;0,0033;0,2847;0,5745;0,0364;0,2432;0,0202;0,01;0,0102;102,8042;0,1455;3192;0,2265;0,3142;0,3556;0,0742;0,8328;0,1726;0,2681;239,52;2,51;0,0727;0,6525;3170;0,8456;0,9662;0,1091;0,2227;0,2303;0,7077;0,7656;41,642928877; 
43000;0,074;82741;0,1987;0,6974;0,0475;0,0378;0,0245;0,0133;0,2071;0,5433;0,0287;0,1727;0,0632;0,0368;0,0264;100,2057;0,1451;35178;0,2947;0,3098;0,2939;0,0788;0,8272;0,1562;0,3079;247,86;2,31;0,094;0,6451;34413;0,6965;0,8699;0,1101;0,2277;0,142;0,6643;0,7186;42,709341726; 
43002;0,0632;13896;0,1952;0,7016;0,0439;0,0296;0,0217;0,0078;0,2108;0,5643;0,0297;0,1206;0,0503;0,0338;0,0165;100,9544;0,1524;5820;0,2674;0,333;0,3072;0,0729;0,821;0,1511;0,2985;159,31;2,35;0,0825;0,6538;5666;0,7482;0,952;0,1038;0,2234;0,1978;0,6708;0,7279;42,806198596; 
43005;0,0769;20324;0,2064;0,689;0,063;0,0376;0,0176;0,02;0,2177;0,503;0,031;0,1454;0,0632;0,0249;0,0383;103,4231;0,1166;9076;0,3471;0,2868;0,2526;0,0912;0,8644;0,1577;0,3246;676,43;2,19;0,1087;0,6359;8847;0,6192;0,802;0,1156;0,2401;0,1336;0,6455;0,6963;42,823718077; 
43007;0,0457;6305;0,1886;0,7221;0,033;0,0206;0,016;0,0046;0,2466;0,5707;0,021;0,1188;0,0354;0,0241;0,0113;101,1164;0,186;2537;0,2499;0,313;0,3374;0,0729;0,7676;0,1591;0,2891;187,06;2,45;0,0969;0,6523;2482;0,7451;0,9259;0,1326;0,2616;0,1592;0,6983;0,7552;42,395092601; 
43010;0,0602;23088;0,1942;0,7119;0,0383;0,0292;0,0177;0,0115;0,2131;0,5664;0,0272;0,2645;0,0509;0,0315;0,0194;99,6196;0,169;9549;0,2642;0,3177;0,3239;0,0703;0,7975;0,1586;0,3;243,95;2,39;0,0875;0,6473;9366;0,7366;0,8732;0,1281;0,2589;0,1237;0,6846;0,7428;42,343248415; 
43014;0,0683;6546;0,2067;0,7194;0,0373;0,0371;0,0332;0,004;0,2224;0,5808;0,0255;0,1633;0,0666;0,0579;0,0087;96,4586;0,1852;2746;0,2775;0,3201;0,3172;0,0641;0,7686;0,1497;0,3211;87,87;2,36;0,0671;0,6436;2685;0,7871;0,9616;0,1069;0,2269;0,2124;0,6926;0,7527;43,646470874; 
43018;0,1238;12582;0,1992;0,6551;0,0578;0,0721;0,051;0,0211;0,1451;0,5094;0,0324;0,1297;0,1123;0,0645;0,0478;96,9322;0,087;5450;0,3196;0,3026;0,2639;0,0895;0,9029;0,157;0,3093;918,03;2,24;0,1071;0,6439;5367;0,6317;0,8178;0,0676;0,142;0,0857;0,6172;0,6633;42,759313721; 
70000;0,1137;846851;0,1679;0,668;0,0572;0,0944;0,0749;0,0195;0,2436;0,5722;0,0259;0,2366;0,1315;0,0802;0,0513;100,4637;0,1346;339414;0,2549;0,2967;0,3314;0,084;0,8494;0,156;0,2484;349,63;2,47;0,0902;0,676;333137;0,7605;0,7976;0,1261;0,2663;0,0559;0,6298;0,6824;41,428073602; 
71000;0,0889;412907;0,1695;0,665;0,0589;0,0617;0,0382;0,0235;0,2567;0,5654;0,026;0,2421;0,1084;0,0456;0,0628;101,4308;0,133;166845;0,2673;0,2933;0,3238;0,0836;0,8535;0,1573;0,2517;455,67;2,45;0,0939;0,6732;163902;0,7457;0,7703;0,126;0,2582;0,0445;0,6258;0,6769;41,384233689; 
71002;0,08;7867;0,1556;0,6847;0,0592;0,0638;0,0524;0,0114;0,2601;0,5812;0,0295;0,1666;0,0913;0,0658;0,0254;98,6616;0,1212;3129;0,2339;0,2998;0,3503;0,0831;0,8684;0,167;0,2297;356,48;2,5;0,0843;0,6774;3073;0,7845;0,795;0,1399;0,2815;0,0426;0,6442;0,6984;40,432614116; 
71004;0,0837;43258;0,1534;0,641;0,0602;0,0505;0,0293;0,0211;0,2159;0,6076;0,0246;0,2523;0,1179;0,0368;0,081;99,8706;0,1296;16482;0,219;0,3014;0,3747;0,0738;0,8571;0,1734;0,2278;552,49;2,61;0,087;0,6732;16321;0,7921;0,8605;0,1413;0,283;0,017;0,6024;0,6527;39,906721896; 
71034;0,113;15114;0,1759;0,6528;0,069;0,0606;0,0351;0,0255;0,1892;0,5502;0,0298;0,2818;0,1361;0,0689;0,0672;100,1324;0,1129;6310;0,2837;0,3016;0,2998;0,0876;0,8736;0,1575;0,2638;672,01;2,39;0,1104;0,6666;6187;0,6683;0,7802;0,1423;0,2515;0,0462;0,6077;0,6592;41,302538738; 
71011;0,0552;18272;0,1593;0,6943;0,045;0,0337;0,0198;0,014;0,2848;0,5854;0,0288;0,1532;0,0537;0,028;0,0257;98,6519;0,1169;7341;0,2453;0,3075;0,3395;0,0772;0,8718;0,1571;0,233;443,63;2,47;0,083;0,6836;7270;0,7967;0,7985;0,1329;0,2948;0,0279;0,6631;0,7182;41,201426477; 
71016;0,1258;65051;0,1635;0,6071;0,0933;0,1307;0,0932;0,0374;0,2021;0,57;0,0165;0,1556;0,204;0,0953;0,1087;103,1257;0,1187;24785;0,262;0,2497;0,3423;0,1021;0,8708;0,1705;0,2456;740,44;2,6;0,0967;0,666;24259;0,6803;0,6864;0,1031;0,2192;0,0133;0,5504;0,601;40,294997273; 
71017;0,0536;8221;0,1842;0,7233;0,0413;0,0266;0,0152;0,0114;0,2223;0,5791;0,0342;0,433;0,0488;0,0249;0,0238;100,757;0,127;3278;0,2288;0,3255;0,3371;0,0726;0,8539;0,1722;0,2861;145,52;2,49;0,0777;0,6436;3258;0,8816;0,9248;0,1059;0,213;0,2658;0,6934;0,741;41,853724548; 
71020;0,0611;9257;0,193;0,7114;0,0491;0,0303;0,0212;0,0091;0,2573;0,5827;0,0286;0,4548;0,0528;0,0269;0,0259;100,8026;0,1418;3754;0,252;0,3125;0,3356;0,0717;0,8396;0,1602;0,2985;255,05;2,45;0,0835;0,6468;3671;0,8208;0,8554;0,1497;0,2844;0,0684;0,6765;0,733;42,324685941; 
71069;0,0631;10397;0,1655;0,6805;0,0488;0,0406;0,0275;0,0131;0,2218;0,5928;0,0368;0,4115;0,072;0,0401;0,0319;100,3662;0,1112;4159;0,2198;0,3397;0,3426;0,0731;0,8762;0,1655;0,2474;318,05;2,48;0,0927;0,6689;4103;0,8079;0,8708;0,1514;0,2939;0,0241;0,6473;0,6973;40,879057272; 
71022;0,098;73930;0,1903;0,6913;0,0568;0,0544;0,0266;0,0279;0,3433;0,5107;0,0282;0,2168;0,095;0,0337;0,0612;104,1307;0,1481;33248;0,3499;0,2866;0,2512;0,0854;0,8406;0,1365;0,2827;723,11;2,2;0,1087;0,6732;32592;0,6766;0,635;0,1225;0,2452;0,0471;0,652;0,6988;43,107036578; 
71024;0,0493;12282;0,171;0,7059;0,0376;0,025;0,015;0,01;0,2978;0,5715;0,0337;0,2826;0,0421;0,0189;0,0232;101,9734;0,1384;4929;0,2376;0,3149;0,3481;0,0738;0,8438;0,1567;0,2543;286,75;2,48;0,0745;0,6724;4871;0,827;0,883;0,1256;0,2837;0,0564;0,6793;0,7388;41,619774039; 
71070;0,1017;32065;0,1502;0,6182;0,0601;0,0698;0,0393;0,0305;0,2393;0,6075;0,0201;0,1995;0,1505;0,0437;0,1068;100,3812;0,1418;11901;0,2162;0,2874;0,3774;0,0784;0,8462;0,1702;0,221;602,42;2,66;0,0912;0,6796;11672;0,79;0,8615;0,1238;0,2552;0,0151;0,581;0,6314;39,911220825; 
71037;0,0512;14344;0,1734;0,7104;0,0428;0,0277;0,0206;0,007;0,2709;0,5955;0,028;0,2796;0,0483;0,0263;0,022;98,4505;0,1401;5740;0,223;0,3366;0,3479;0,066;0,8467;0,1496;0,2561;268,69;2,49;0,0707;0,677;5671;0,8249;0,8921;0,1303;0,2597;0,0515;0,6801;0,7316;42,248189396; 
71045;0,046;6695;0,1757;0,7076;0,0406;0,0211;0,0118;0,0093;0,2392;0,5856;0,0289;0,2434;0,0375;0,0169;0,0206;99,9701;0,141;2728;0,2485;0,3057;0,3409;0,0792;0,8345;0,1485;0,2599;298,07;2,44;0,0606;0,6759;2659;0,8646;0,921;0,1061;0,252;0,0632;0,6789;0,7357;42,6917497; 
71047;0,0545;10127;0,1351;0,6876;0,0487;0,0542;0,0492;0,005;0,2475;0,614;0,0242;0,1286;0,0712;0,0512;0,0199;98,4908;0,1288;3807;0,1933;0,2955;0,4092;0,0743;0,8568;0,1774;0,1965;405,42;2,65;0,0715;0,6875;3745;0,8449;0,8465;0,1413;0,3324;0,0112;0,6541;0,711;39,207859536; 
71053;0,1;40130;0,1871;0,6702;0,0538;0,0533;0,0186;0,0346;0,2347;0,5223;0,028;0,2877;0,0915;0,0257;0,0657;101,5975;0,1368;16960;0,3091;0,291;0,2802;0,088;0,843;0,1385;0,2775;375,41;2,3;0,1109;0,6744;16557;0,7083;0,7591;0,108;0,2206;0,1272;0,6341;0,682;43,067511; 
71057;0,0546;17965;0,1663;0,694;0,0445;0,0245;0,0151;0,0094;0,2521;0,5767;0,0295;0,4609;0,0549;0,0262;0,0287;101,7859;0,1179;7370;0,2433;0,3209;0,3293;0,0786;0,87;0,1603;0,247;349,84;2,43;0,0867;0,6734;7261;0,7879;0,7929;0,1752;0,3284;0,0167;0,6631;0,7141;41,248766329; 
71066;0,0637;20858;0,1574;0,6803;0,05;0,0398;0,0265;0,0133;0,2785;0,5756;0,0299;0,1728;0,0657;0,0343;0,0314;101,0991;0,1469;8097;0,223;0,3032;0,3583;0,0867;0,8407;0,1575;0,2298;530,21;2,53;0,0886;0,6851;7956;0,7847;0,8176;0,1316;0,2829;0,0103;0,6463;0,7038;40,917740519; 
71067;0,1231;7074;0,1541;0,6707;0,0525;0,1082;0,0936;0,0146;0,2754;0,5852;0,0247;0,1821;0,1336;0,1036;0,03;98,9314;0,1398;2827;0,2317;0,3127;0,3424;0,0753;0,8441;0,147;0,2205;220,6;2,49;0,0896;0,6989;2776;0,7627;0,7921;0,1243;0,3044;0,0213;0,6355;0,687;41,66673508; 
72000;0,1396;234567;0,1613;0,6705;0,0517;0,1296;0,1159;0,0137;0,2301;0,5876;0,0264;0,2287;0,1554;0,1192;0,0362;98,6762;0,1329;92130;0,2315;0,3075;0,3497;0,0796;0,8497;0,1575;0,2367;265,22;2,53;0,0819;0,6813;90532;0,7843;0,841;0,1404;0,2983;0,0367;0,6358;0,6922;41,059616775; 
72003;0,1341;12731;0,1643;0,679;0,0445;0,124;0,1119;0,0122;0,2051;0,5989;0,0324;0,192;0,1399;0,1137;0,0262;100,4251;0,1365;4974;0,2101;0,3251;0,355;0,0782;0,8408;0,1525;0,2405;214,53;2,54;0,0774;0,6832;4878;0,8365;0,8622;0,1476;0,3034;0,0547;0,6488;0,7095;41,378680334; 
72004;0,0856;15263;0,179;0,6943;0,0477;0,0631;0,0531;0,01;0,2667;0,567;0,0275;0,1487;0,0849;0,0607;0,0242;100,407;0,1466;6152;0,2555;0,3051;0,3349;0,0782;0,8288;0,15;0,2668;234,96;2,45;0,0841;0,671;6083;0,7643;0,7952;0,1573;0,2969;0,0712;0,6612;0,7167;41,848588436; 
72041;0,1317;19868;0,1494;0,6618;0,0624;0,1154;0,1015;0,0139;0,2096;0,5746;0,0294;0,1931;0,1504;0,1096;0,0408;99,2179;0,1281;7777;0,2232;0,2951;0,3494;0,0939;0,8553;0,1657;0,2181;302,84;2,54;0,0896;0,6849;7630;0,7659;0,8579;0,1427;0,2957;0,0641;0,6205;0,6687;40,598522642; 
72037;0,2845;14199;0,1935;0,6606;0,0494;0,3116;0,2983;0,0133;0,2043;0,5961;0,0298;0,3626;0,3204;0,2869;0,0335;97,7026;0,1533;5663;0,2479;0,3284;0,3223;0,0683;0,8263;0,1549;0,2969;325,22;2,47;0,0794;0,6516;5554;0,7828;0,8473;0,1147;0,2644;0,0315;0,628;0,6895;42,633022446; 
