from,to,tunnel,volume
2020-03-10 07:00:00,2020-03-10 08:00:00,Tun Hal - Midi,883
2020-03-10 08:00:00,2020-03-10 09:00:00,Tun Hal - Midi,938
2020-03-10 09:00:00,2020-03-10 10:00:00,Tun Hal - Midi,836
2020-03-10 10:00:00,2020-03-10 11:00:00,Tun Hal - Midi,999
2020-03-10 11:00:00,2020-03-10 12:00:00,Tun Hal - Midi,1064
2020-03-10 12:00:00,2020-03-10 13:00:00,Tun Hal - Midi,1072
2020-03-10 13:00:00,2020-03-10 14:00:00,Tun Hal - Midi,1081
2020-03-10 14:00:00,2020-03-10 15:00:00,Tun Hal - Midi,1117
2020-03-10 15:00:00,2020-03-10 16:00:00,Tun Hal - Midi,1178
2020-03-10 16:00:00,2020-03-10 17:00:00,Tun Hal - Midi,1261
2020-03-10 17:00:00,2020-03-10 18:00:00,Tun Hal - Midi,1007
2020-03-10 18:00:00,2020-03-10 19:00:00,Tun Hal - Midi,1042
2020-03-10 19:00:00,2020-03-10 20:00:00,Tun Hal - Midi,894
2020-03-10 20:00:00,2020-03-10 21:00:00,Tun Hal - Midi,807
2020-03-10 21:00:00,2020-03-10 22:00:00,Tun Hal - Midi,736
2020-03-10 22:00:00,2020-03-10 23:00:00,Tun Hal - Midi,664
2020-03-10 23:00:00,2020-03-11 00:00:00,Tun Hal - Midi,498
2020-03-11 00:00:00,2020-03-11 01:00:00,Tun Hal - Midi,313
2020-03-11 01:00:00,2020-03-11 02:00:00,Tun Hal - Midi,204
2020-03-11 02:00:00,2020-03-11 03:00:00,Tun Hal - Midi,107
2020-03-11 03:00:00,2020-03-11 04:00:00,Tun Hal - Midi,130
2020-03-11 04:00:00,2020-03-11 05:00:00,Tun Hal - Midi,153
2020-03-11 05:00:00,2020-03-11 06:00:00,Tun Hal - Midi,429
2020-03-11 06:00:00,2020-03-11 07:00:00,Tun Hal - Midi,696
2020-03-11 07:00:00,2020-03-11 08:00:00,Tun Hal - Midi,895
2020-03-11 08:00:00,2020-03-11 09:00:00,Tun Hal - Midi,976
2020-03-11 09:00:00,2020-03-11 10:00:00,Tun Hal - Midi,936
2020-03-11 10:00:00,2020-03-11 11:00:00,Tun Hal - Midi,993
2020-03-11 11:00:00,2020-03-11 12:00:00,Tun Hal - Midi,991
2020-03-11 12:00:00,2020-03-11 13:00:00,Tun Hal - Midi,1070
2020-03-11 13:00:00,2020-03-11 14:00:00,Tun Hal - Midi,978
2020-03-11 14:00:00,2020-03-11 15:00:00,Tun Hal - Midi,1132
2020-03-11 15:00:00,2020-03-11 16:00:00,Tun Hal - Midi,1260
2020-03-11 16:00:00,2020-03-11 17:00:00,Tun Hal - Midi,1108
2020-03-11 17:00:00,2020-03-11 18:00:00,Tun Hal - Midi,1158
2020-03-11 18:00:00,2020-03-11 19:00:00,Tun Hal - Midi,1201
2020-03-11 19:00:00,2020-03-11 20:00:00,Tun Hal - Midi,1002
2020-03-11 20:00:00,2020-03-11 21:00:00,Tun Hal - Midi,858
2020-03-11 21:00:00,2020-03-11 22:00:00,Tun Hal - Midi,733
2020-03-11 22:00:00,2020-03-11 23:00:00,Tun Hal - Midi,676
2020-03-11 23:00:00,2020-03-12 00:00:00,Tun Hal - Midi,460
2020-03-12 00:00:00,2020-03-12 01:00:00,Tun Hal - Midi,304
2020-03-12 01:00:00,2020-03-12 02:00:00,Tun Hal - Midi,211
2020-03-12 02:00:00,2020-03-12 03:00:00,Tun Hal - Midi,122
2020-03-12 03:00:00,2020-03-12 04:00:00,Tun Hal - Midi,117
2020-03-12 04:00:00,2020-03-12 05:00:00,Tun Hal - Midi,122
2020-03-12 05:00:00,2020-03-12 06:00:00,Tun Hal - Midi,440
2020-03-12 06:00:00,2020-03-12 07:00:00,Tun Hal - Midi,715
2020-03-12 07:00:00,2020-03-12 08:00:00,Tun Hal - Midi,914
2020-03-12 08:00:00,2020-03-12 09:00:00,Tun Hal - Midi,901
2020-03-12 09:00:00,2020-03-12 10:00:00,Tun Hal - Midi,932
2020-03-12 10:00:00,2020-03-12 11:00:00,Tun Hal - Midi,972
2020-03-12 11:00:00,2020-03-12 12:00:00,Tun Hal - Midi,1057
2020-03-12 12:00:00,2020-03-12 13:00:00,Tun Hal - Midi,1027
2020-03-12 13:00:00,2020-03-12 14:00:00,Tun Hal - Midi,1022
2020-03-12 14:00:00,2020-03-12 15:00:00,Tun Hal - Midi,1087
2020-03-12 15:00:00,2020-03-12 16:00:00,Tun Hal - Midi,1219
2020-03-12 16:00:00,2020-03-12 17:00:00,Tun Hal - Midi,1154
2020-03-12 17:00:00,2020-03-12 18:00:00,Tun Hal - Midi,1166
2020-03-12 18:00:00,2020-03-12 19:00:00,Tun Hal - Midi,1175
2020-03-12 19:00:00,2020-03-12 20:00:00,Tun Hal - Midi,1071
2020-03-12 20:00:00,2020-03-12 21:00:00,Tun Hal - Midi,868
2020-03-12 21:00:00,2020-03-12 22:00:00,Tun Hal - Midi,817
2020-03-12 22:00:00,2020-03-12 23:00:00,Tun Hal - Midi,714
2020-03-12 23:00:00,2020-03-13 00:00:00,Tun Hal - Midi,513
2020-03-13 00:00:00,2020-03-13 01:00:00,Tun Hal - Midi,331
2020-03-13 01:00:00,2020-03-13 02:00:00,Tun Hal - Midi,213
2020-03-13 02:00:00,2020-03-13 03:00:00,Tun Hal - Midi,166
2020-03-13 03:00:00,2020-03-13 04:00:00,Tun Hal - Midi,127
2020-03-13 04:00:00,2020-03-13 05:00:00,Tun Hal - Midi,171
2020-03-13 05:00:00,2020-03-13 06:00:00,Tun Hal - Midi,401
2020-03-13 06:00:00,2020-03-13 07:00:00,Tun Hal - Midi,686
2020-03-13 07:00:00,2020-03-13 08:00:00,Tun Hal - Midi,947
2020-03-13 08:00:00,2020-03-13 09:00:00,Tun Hal - Midi,960
2020-03-13 09:00:00,2020-03-13 10:00:00,Tun Hal - Midi,926
2020-03-13 10:00:00,2020-03-13 11:00:00,Tun Hal - Midi,1065
2020-03-13 11:00:00,2020-03-13 12:00:00,Tun Hal - Midi,1102
2020-03-13 12:00:00,2020-03-13 13:00:00,Tun Hal - Midi,1173
2020-03-13 13:00:00,2020-03-13 14:00:00,Tun Hal - Midi,1150
2020-03-13 14:00:00,2020-03-13 15:00:00,Tun Hal - Midi,1159
2020-03-13 15:00:00,2020-03-13 16:00:00,Tun Hal - Midi,1295
2020-03-13 16:00:00,2020-03-13 17:00:00,Tun Hal - Midi,1161
2020-03-13 17:00:00,2020-03-13 18:00:00,Tun Hal - Midi,1117
2020-03-13 18:00:00,2020-03-13 19:00:00,Tun Hal - Midi,1167
2020-03-13 19:00:00,2020-03-13 20:00:00,Tun Hal - Midi,1026
2020-03-13 20:00:00,2020-03-13 21:00:00,Tun Hal - Midi,944
2020-03-13 21:00:00,2020-03-13 22:00:00,Tun Hal - Midi,862
2020-03-13 22:00:00,2020-03-13 23:00:00,Tun Hal - Midi,664
2020-03-13 23:00:00,2020-03-14 00:00:00,Tun Hal - Midi,610
2020-03-14 00:00:00,2020-03-14 01:00:00,Tun Hal - Midi,507
2020-03-14 01:00:00,2020-03-14 02:00:00,Tun Hal - Midi,333
2020-03-14 02:00:00,2020-03-14 03:00:00,Tun Hal - Midi,227
2020-03-14 03:00:00,2020-03-14 04:00:00,Tun Hal - Midi,184
2020-03-14 04:00:00,2020-03-14 05:00:00,Tun Hal - Midi,155
2020-03-14 05:00:00,2020-03-14 06:00:00,Tun Hal - Midi,221
2020-03-14 06:00:00,2020-03-14 07:00:00,Tun Hal - Midi,360
2020-03-14 07:00:00,2020-03-14 08:00:00,Tun Hal - Midi,578
2020-03-14 08:00:00,2020-03-14 09:00:00,Tun Hal - Midi,484
2020-03-14 09:00:00,2020-03-14 10:00:00,Tun Hal - Midi,635
2020-03-14 10:00:00,2020-03-14 11:00:00,Tun Hal - Midi,778
2020-03-14 11:00:00,2020-03-14 12:00:00,Tun Hal - Midi,909
2020-03-14 12:00:00,2020-03-14 13:00:00,Tun Hal - Midi,956
2020-03-14 13:00:00,2020-03-14 14:00:00,Tun Hal - Midi,904
2020-03-14 14:00:00,2020-03-14 15:00:00,Tun Hal - Midi,923
2020-03-14 15:00:00,2020-03-14 16:00:00,Tun Hal - Midi,963
2020-03-14 16:00:00,2020-03-14 17:00:00,Tun Hal - Midi,890
2020-03-14 17:00:00,2020-03-14 18:00:00,Tun Hal - Midi,895
2020-03-14 18:00:00,2020-03-14 19:00:00,Tun Hal - Midi,763
2020-03-14 19:00:00,2020-03-14 20:00:00,Tun Hal - Midi,826
2020-03-14 20:00:00,2020-03-14 21:00:00,Tun Hal - Midi,611
2020-03-14 21:00:00,2020-03-14 22:00:00,Tun Hal - Midi,575
2020-03-14 22:00:00,2020-03-14 23:00:00,Tun Hal - Midi,522
2020-03-14 23:00:00,2020-03-15 00:00:00,Tun Hal - Midi,369
2020-03-15 00:00:00,2020-03-15 01:00:00,Tun Hal - Midi,317
2020-03-15 01:00:00,2020-03-15 02:00:00,Tun Hal - Midi,235
2020-03-15 02:00:00,2020-03-15 03:00:00,Tun Hal - Midi,164
2020-03-15 03:00:00,2020-03-15 04:00:00,Tun Hal - Midi,115
2020-03-15 04:00:00,2020-03-15 05:00:00,Tun Hal - Midi,106
2020-03-15 05:00:00,2020-03-15 06:00:00,Tun Hal - Midi,138
2020-03-15 06:00:00,2020-03-15 07:00:00,Tun Hal - Midi,176
2020-03-15 07:00:00,2020-03-15 08:00:00,Tun Hal - Midi,268
2020-03-15 08:00:00,2020-03-15 09:00:00,Tun Hal - Midi,352
2020-03-15 09:00:00,2020-03-15 10:00:00,Tun Hal - Midi,402
2020-03-15 10:00:00,2020-03-15 11:00:00,Tun Hal - Midi,503
2020-03-15 11:00:00,2020-03-15 12:00:00,Tun Hal - Midi,586
2020-03-15 12:00:00,2020-03-15 13:00:00,Tun Hal - Midi,627
2020-03-15 13:00:00,2020-03-15 14:00:00,Tun Hal - Midi,600
2020-03-15 14:00:00,2020-03-15 15:00:00,Tun Hal - Midi,642
2020-03-15 15:00:00,2020-03-15 16:00:00,Tun Hal - Midi,709
2020-03-15 16:00:00,2020-03-15 17:00:00,Tun Hal - Midi,561
2020-03-15 17:00:00,2020-03-15 18:00:00,Tun Hal - Midi,594
2020-03-15 18:00:00,2020-03-15 19:00:00,Tun Hal - Midi,734
2020-03-15 19:00:00,2020-03-15 20:00:00,Tun Hal - Midi,662
2020-03-15 20:00:00,2020-03-15 21:00:00,Tun Hal - Midi,616
2020-03-15 21:00:00,2020-03-15 22:00:00,Tun Hal - Midi,469
2020-03-15 22:00:00,2020-03-15 23:00:00,Tun Hal - Midi,469
2020-03-15 23:00:00,2020-03-16 00:00:00,Tun Hal - Midi,317
2020-03-16 00:00:00,2020-03-16 01:00:00,Tun Hal - Midi,198
2020-03-16 01:00:00,2020-03-16 02:00:00,Tun Hal - Midi,139
2020-03-16 02:00:00,2020-03-16 03:00:00,Tun Hal - Midi,68
2020-03-16 03:00:00,2020-03-16 04:00:00,Tun Hal - Midi,85
2020-03-16 04:00:00,2020-03-16 05:00:00,Tun Hal - Midi,116
2020-03-16 05:00:00,2020-03-16 06:00:00,Tun Hal - Midi,356
2020-03-16 06:00:00,2020-03-16 07:00:00,Tun Hal - Midi,669
2020-03-16 07:00:00,2020-03-16 08:00:00,Tun Hal - Midi,770
2020-03-16 08:00:00,2020-03-16 09:00:00,Tun Hal - Midi,867
2020-03-16 09:00:00,2020-03-16 10:00:00,Tun Hal - Midi,837
2020-03-16 10:00:00,2020-03-16 11:00:00,Tun Hal - Midi,788
2020-03-16 11:00:00,2020-03-16 12:00:00,Tun Hal - Midi,831
2020-03-16 12:00:00,2020-03-16 13:00:00,Tun Hal - Midi,278
2020-03-16 13:00:00,2020-03-16 14:00:00,Tun Hal - Midi,938
2020-03-16 14:00:00,2020-03-16 15:00:00,Tun Hal - Midi,1063
2020-03-16 15:00:00,2020-03-16 16:00:00,Tun Hal - Midi,1197
2020-03-16 16:00:00,2020-03-16 17:00:00,Tun Hal - Midi,1228
2020-03-16 17:00:00,2020-03-16 18:00:00,Tun Hal - Midi,1155
2020-03-16 18:00:00,2020-03-16 19:00:00,Tun Hal - Midi,1041
2020-03-16 19:00:00,2020-03-16 20:00:00,Tun Hal - Midi,809
2020-03-16 20:00:00,2020-03-16 21:00:00,Tun Hal - Midi,697
2020-03-16 21:00:00,2020-03-16 22:00:00,Tun Hal - Midi,482
2020-03-16 22:00:00,2020-03-16 23:00:00,Tun Hal - Midi,448
2020-03-16 23:00:00,2020-03-17 00:00:00,Tun Hal - Midi,250
2020-03-17 00:00:00,2020-03-17 01:00:00,Tun Hal - Midi,175
2020-03-17 01:00:00,2020-03-17 02:00:00,Tun Hal - Midi,103
2020-03-17 02:00:00,2020-03-17 03:00:00,Tun Hal - Midi,78
2020-03-17 03:00:00,2020-03-17 04:00:00,Tun Hal - Midi,73
2020-03-17 04:00:00,2020-03-17 05:00:00,Tun Hal - Midi,118
2020-03-17 05:00:00,2020-03-17 06:00:00,Tun Hal - Midi,321
2020-03-17 06:00:00,2020-03-17 07:00:00,Tun Hal - Midi,575
2020-03-17 07:00:00,2020-03-17 08:00:00,Tun Hal - Midi,655
2020-03-17 08:00:00,2020-03-17 09:00:00,Tun Hal - Midi,739
2020-03-17 09:00:00,2020-03-17 10:00:00,Tun Hal - Midi,680
2020-03-17 10:00:00,2020-03-17 11:00:00,Tun Hal - Midi,853
2020-03-17 11:00:00,2020-03-17 12:00:00,Tun Hal - Midi,882
2020-03-17 12:00:00,2020-03-17 13:00:00,Tun Hal - Midi,932
2020-03-17 13:00:00,2020-03-17 14:00:00,Tun Hal - Midi,966
2020-03-17 14:00:00,2020-03-17 15:00:00,Tun Hal - Midi,1027
2020-03-17 15:00:00,2020-03-17 16:00:00,Tun Hal - Midi,1154
2020-03-17 16:00:00,2020-03-17 17:00:00,Tun Hal - Midi,1164
2020-03-17 17:00:00,2020-03-17 18:00:00,Tun Hal - Midi,1175
2020-03-17 18:00:00,2020-03-17 19:00:00,Tun Hal - Midi,974
2020-03-17 19:00:00,2020-03-17 20:00:00,Tun Hal - Midi,739
2020-03-17 20:00:00,2020-03-17 21:00:00,Tun Hal - Midi,674
2020-03-17 21:00:00,2020-03-17 22:00:00,Tun Hal - Midi,529
2020-03-17 22:00:00,2020-03-17 23:00:00,Tun Hal - Midi,474
2020-03-17 23:00:00,2020-03-18 00:00:00,Tun Hal - Midi,281
2020-03-18 00:00:00,2020-03-18 01:00:00,Tun Hal - Midi,196
2020-03-18 01:00:00,2020-03-18 02:00:00,Tun Hal - Midi,123
2020-03-18 02:00:00,2020-03-18 03:00:00,Tun Hal - Midi,84
2020-03-18 03:00:00,2020-03-18 04:00:00,Tun Hal - Midi,96
2020-03-18 04:00:00,2020-03-18 05:00:00,Tun Hal - Midi,112
2020-03-18 05:00:00,2020-03-18 06:00:00,Tun Hal - Midi,265
2020-03-18 06:00:00,2020-03-18 07:00:00,Tun Hal - Midi,509
2020-03-18 07:00:00,2020-03-18 08:00:00,Tun Hal - Midi,660
2020-03-18 08:00:00,2020-03-18 09:00:00,Tun Hal - Midi,708
2020-03-18 09:00:00,2020-03-18 10:00:00,Tun Hal - Midi,806
2020-03-18 10:00:00,2020-03-18 11:00:00,Tun Hal - Midi,975
2020-03-18 11:00:00,2020-03-18 12:00:00,Tun Hal - Midi,1009
2020-03-18 12:00:00,2020-03-18 13:00:00,Tun Hal - Midi,852
2020-03-18 13:00:00,2020-03-18 14:00:00,Tun Hal - Midi,686
2020-03-18 14:00:00,2020-03-18 15:00:00,Tun Hal - Midi,684
2020-03-18 15:00:00,2020-03-18 16:00:00,Tun Hal - Midi,649
2020-03-18 16:00:00,2020-03-18 17:00:00,Tun Hal - Midi,772
2020-03-18 17:00:00,2020-03-18 18:00:00,Tun Hal - Midi,682
2020-03-18 18:00:00,2020-03-18 19:00:00,Tun Hal - Midi,580
2020-03-18 19:00:00,2020-03-18 20:00:00,Tun Hal - Midi,462
2020-03-18 20:00:00,2020-03-18 21:00:00,Tun Hal - Midi,418
2020-03-18 21:00:00,2020-03-18 22:00:00,Tun Hal - Midi,292
2020-03-18 22:00:00,2020-03-18 23:00:00,Tun Hal - Midi,232
2020-03-18 23:00:00,2020-03-19 00:00:00,Tun Hal - Midi,143
2020-03-19 00:00:00,2020-03-19 01:00:00,Tun Hal - Midi,81
2020-03-19 01:00:00,2020-03-19 02:00:00,Tun Hal - Midi,58
2020-03-19 02:00:00,2020-03-19 03:00:00,Tun Hal - Midi,50
2020-03-19 03:00:00,2020-03-19 04:00:00,Tun Hal - Midi,57
2020-03-19 04:00:00,2020-03-19 05:00:00,Tun Hal - Midi,86
2020-03-19 05:00:00,2020-03-19 06:00:00,Tun Hal - Midi,220
2020-03-19 06:00:00,2020-03-19 07:00:00,Tun Hal - Midi,398
2020-03-19 07:00:00,2020-03-19 08:00:00,Tun Hal - Midi,424
2020-03-19 08:00:00,2020-03-19 09:00:00,Tun Hal - Midi,488
2020-03-19 09:00:00,2020-03-19 10:00:00,Tun Hal - Midi,399
2020-03-19 10:00:00,2020-03-19 11:00:00,Tun Hal - Midi,501
2020-03-19 11:00:00,2020-03-19 12:00:00,Tun Hal - Midi,540
2020-03-19 12:00:00,2020-03-19 13:00:00,Tun Hal - Midi,577
2020-03-19 13:00:00,2020-03-19 14:00:00,Tun Hal - Midi,576
2020-03-19 14:00:00,2020-03-19 15:00:00,Tun Hal - Midi,558
2020-03-19 15:00:00,2020-03-19 16:00:00,Tun Hal - Midi,670
2020-03-19 16:00:00,2020-03-19 17:00:00,Tun Hal - Midi,736
2020-03-19 17:00:00,2020-03-19 18:00:00,Tun Hal - Midi,664
2020-03-19 18:00:00,2020-03-19 19:00:00,Tun Hal - Midi,568
2020-03-19 19:00:00,2020-03-19 20:00:00,Tun Hal - Midi,441
2020-03-19 20:00:00,2020-03-19 21:00:00,Tun Hal - Midi,372
2020-03-19 21:00:00,2020-03-19 22:00:00,Tun Hal - Midi,320
2020-03-19 22:00:00,2020-03-19 23:00:00,Tun Hal - Midi,196
2020-03-19 23:00:00,2020-03-20 00:00:00,Tun Hal - Midi,137
2020-03-20 00:00:00,2020-03-20 01:00:00,Tun Hal - Midi,82
2020-03-20 01:00:00,2020-03-20 02:00:00,Tun Hal - Midi,57
2020-03-20 02:00:00,2020-03-20 03:00:00,Tun Hal - Midi,39
2020-03-20 03:00:00,2020-03-20 04:00:00,Tun Hal - Midi,59
2020-03-20 04:00:00,2020-03-20 05:00:00,Tun Hal - Midi,82
2020-03-20 05:00:00,2020-03-20 06:00:00,Tun Hal - Midi,197
2020-03-20 06:00:00,2020-03-20 07:00:00,Tun Hal - Midi,351
2020-03-20 07:00:00,2020-03-20 08:00:00,Tun Hal - Midi,496
2020-03-20 08:00:00,2020-03-20 09:00:00,Tun Hal - Midi,410
2020-03-20 09:00:00,2020-03-20 10:00:00,Tun Hal - Midi,416
2020-03-20 10:00:00,2020-03-20 11:00:00,Tun Hal - Midi,493
2020-03-20 11:00:00,2020-03-20 12:00:00,Tun Hal - Midi,601
2020-03-20 12:00:00,2020-03-20 13:00:00,Tun Hal - Midi,614
2020-03-20 13:00:00,2020-03-20 14:00:00,Tun Hal - Midi,558
2020-03-20 14:00:00,2020-03-20 15:00:00,Tun Hal - Midi,573
2020-03-20 15:00:00,2020-03-20 16:00:00,Tun Hal - Midi,713
2020-03-20 16:00:00,2020-03-20 17:00:00,Tun Hal - Midi,699
2020-03-20 17:00:00,2020-03-20 18:00:00,Tun Hal - Midi,664
2020-03-20 18:00:00,2020-03-20 19:00:00,Tun Hal - Midi,535
2020-03-20 19:00:00,2020-03-20 20:00:00,Tun Hal - Midi,444
2020-03-20 20:00:00,2020-03-20 21:00:00,Tun Hal - Midi,348
2020-03-20 21:00:00,2020-03-20 22:00:00,Tun Hal - Midi,295
2020-03-20 22:00:00,2020-03-20 23:00:00,Tun Hal - Midi,174
2020-03-20 23:00:00,2020-03-21 00:00:00,Tun Hal - Midi,127
2020-03-21 00:00:00,2020-03-21 01:00:00,Tun Hal - Midi,79
2020-03-21 01:00:00,2020-03-21 02:00:00,Tun Hal - Midi,63
2020-03-21 02:00:00,2020-03-21 03:00:00,Tun Hal - Midi,45
2020-03-21 03:00:00,2020-03-21 04:00:00,Tun Hal - Midi,23
2020-03-21 04:00:00,2020-03-21 05:00:00,Tun Hal - Midi,47
2020-03-21 05:00:00,2020-03-21 06:00:00,Tun Hal - Midi,116
2020-03-21 06:00:00,2020-03-21 07:00:00,Tun Hal - Midi,132
2020-03-21 07:00:00,2020-03-21 08:00:00,Tun Hal - Midi,205
2020-03-21 08:00:00,2020-03-21 09:00:00,Tun Hal - Midi,196
2020-03-21 09:00:00,2020-03-21 10:00:00,Tun Hal - Midi,282
2020-03-21 10:00:00,2020-03-21 11:00:00,Tun Hal - Midi,291
2020-03-21 11:00:00,2020-03-21 12:00:00,Tun Hal - Midi,371
2020-03-21 12:00:00,2020-03-21 13:00:00,Tun Hal - Midi,400
2020-03-21 13:00:00,2020-03-21 14:00:00,Tun Hal - Midi,456
2020-03-21 14:00:00,2020-03-21 15:00:00,Tun Hal - Midi,438
2020-03-21 15:00:00,2020-03-21 16:00:00,Tun Hal - Midi,489
2020-03-21 16:00:00,2020-03-21 17:00:00,Tun Hal - Midi,424
2020-03-21 17:00:00,2020-03-21 18:00:00,Tun Hal - Midi,346
2020-03-21 18:00:00,2020-03-21 19:00:00,Tun Hal - Midi,331
2020-03-21 19:00:00,2020-03-21 20:00:00,Tun Hal - Midi,326
2020-03-21 20:00:00,2020-03-21 21:00:00,Tun Hal - Midi,300
2020-03-21 21:00:00,2020-03-21 22:00:00,Tun Hal - Midi,247
2020-03-21 22:00:00,2020-03-21 23:00:00,Tun Hal - Midi,184
2020-03-21 23:00:00,2020-03-22 00:00:00,Tun Hal - Midi,91
2020-03-22 00:00:00,2020-03-22 01:00:00,Tun Hal - Midi,60
2020-03-22 01:00:00,2020-03-22 02:00:00,Tun Hal - Midi,43
2020-03-22 02:00:00,2020-03-22 03:00:00,Tun Hal - Midi,37
2020-03-22 03:00:00,2020-03-22 04:00:00,Tun Hal - Midi,33
2020-03-22 04:00:00,2020-03-22 05:00:00,Tun Hal - Midi,17
2020-03-22 05:00:00,2020-03-22 06:00:00,Tun Hal - Midi,55
2020-03-22 06:00:00,2020-03-22 07:00:00,Tun Hal - Midi,85
2020-03-22 07:00:00,2020-03-22 08:00:00,Tun Hal - Midi,120
2020-03-22 08:00:00,2020-03-22 09:00:00,Tun Hal - Midi,98
2020-03-22 09:00:00,2020-03-22 10:00:00,Tun Hal - Midi,123
2020-03-22 10:00:00,2020-03-22 11:00:00,Tun Hal - Midi,158
2020-03-22 11:00:00,2020-03-22 12:00:00,Tun Hal - Midi,221
2020-03-22 12:00:00,2020-03-22 13:00:00,Tun Hal - Midi,201
2020-03-22 13:00:00,2020-03-22 14:00:00,Tun Hal - Midi,290
2020-03-22 14:00:00,2020-03-22 15:00:00,Tun Hal - Midi,296
2020-03-22 15:00:00,2020-03-22 16:00:00,Tun Hal - Midi,299
2020-03-22 16:00:00,2020-03-22 17:00:00,Tun Hal - Midi,291
2020-03-22 17:00:00,2020-03-22 18:00:00,Tun Hal - Midi,278
2020-03-22 18:00:00,2020-03-22 19:00:00,Tun Hal - Midi,286
2020-03-22 19:00:00,2020-03-22 20:00:00,Tun Hal - Midi,278
2020-03-22 20:00:00,2020-03-22 21:00:00,Tun Hal - Midi,241
2020-03-22 21:00:00,2020-03-22 22:00:00,Tun Hal - Midi,193
2020-03-22 22:00:00,2020-03-22 23:00:00,Tun Hal - Midi,147
2020-03-22 23:00:00,2020-03-23 00:00:00,Tun Hal - Midi,91
2020-03-23 00:00:00,2020-03-23 01:00:00,Tun Hal - Midi,60
2020-03-23 01:00:00,2020-03-23 02:00:00,Tun Hal - Midi,60
2020-03-23 02:00:00,2020-03-23 03:00:00,Tun Hal - Midi,21
2020-03-23 03:00:00,2020-03-23 04:00:00,Tun Hal - Midi,41
2020-03-23 04:00:00,2020-03-23 05:00:00,Tun Hal - Midi,46
2020-03-23 05:00:00,2020-03-23 06:00:00,Tun Hal - Midi,191
2020-03-23 06:00:00,2020-03-23 07:00:00,Tun Hal - Midi,330
2020-03-23 07:00:00,2020-03-23 08:00:00,Tun Hal - Midi,411
2020-03-23 08:00:00,2020-03-23 09:00:00,Tun Hal - Midi,401
2020-03-23 09:00:00,2020-03-23 10:00:00,Tun Hal - Midi,398
2020-03-23 10:00:00,2020-03-23 11:00:00,Tun Hal - Midi,432
2020-03-23 11:00:00,2020-03-23 12:00:00,Tun Hal - Midi,453
2020-03-23 12:00:00,2020-03-23 13:00:00,Tun Hal - Midi,476
2020-03-23 13:00:00,2020-03-23 14:00:00,Tun Hal - Midi,512
2020-03-23 14:00:00,2020-03-23 15:00:00,Tun Hal - Midi,553
2020-03-23 15:00:00,2020-03-23 16:00:00,Tun Hal - Midi,593
2020-03-23 16:00:00,2020-03-23 17:00:00,Tun Hal - Midi,644
2020-03-23 17:00:00,2020-03-23 18:00:00,Tun Hal - Midi,569
2020-03-23 18:00:00,2020-03-23 19:00:00,Tun Hal - Midi,546
2020-03-23 19:00:00,2020-03-23 20:00:00,Tun Hal - Midi,406
2020-03-23 20:00:00,2020-03-23 21:00:00,Tun Hal - Midi,317
2020-03-23 21:00:00,2020-03-23 22:00:00,Tun Hal - Midi,253
2020-03-23 22:00:00,2020-03-23 23:00:00,Tun Hal - Midi,176
2020-03-23 23:00:00,2020-03-24 00:00:00,Tun Hal - Midi,87
2020-03-24 00:00:00,2020-03-24 01:00:00,Tun Hal - Midi,75
2020-03-24 01:00:00,2020-03-24 02:00:00,Tun Hal - Midi,37
2020-03-24 02:00:00,2020-03-24 03:00:00,Tun Hal - Midi,35
2020-03-24 03:00:00,2020-03-24 04:00:00,Tun Hal - Midi,43
2020-03-24 04:00:00,2020-03-24 05:00:00,Tun Hal - Midi,47
2020-03-24 05:00:00,2020-03-24 06:00:00,Tun Hal - Midi,188
2020-03-24 06:00:00,2020-03-24 07:00:00,Tun Hal - Midi,320
2020-03-24 07:00:00,2020-03-24 08:00:00,Tun Hal - Midi,385
2020-03-24 08:00:00,2020-03-24 09:00:00,Tun Hal - Midi,423
2020-03-24 09:00:00,2020-03-24 10:00:00,Tun Hal - Midi,352
2020-03-24 10:00:00,2020-03-24 11:00:00,Tun Hal - Midi,370
2020-03-24 11:00:00,2020-03-24 12:00:00,Tun Hal - Midi,438
2020-03-24 12:00:00,2020-03-24 13:00:00,Tun Hal - Midi,449
2020-03-24 13:00:00,2020-03-24 14:00:00,Tun Hal - Midi,488
2020-03-24 14:00:00,2020-03-24 15:00:00,Tun Hal - Midi,564
2020-03-24 15:00:00,2020-03-24 16:00:00,Tun Hal - Midi,537
2020-03-24 16:00:00,2020-03-24 17:00:00,Tun Hal - Midi,590
2020-03-24 17:00:00,2020-03-24 18:00:00,Tun Hal - Midi,593
2020-03-24 18:00:00,2020-03-24 19:00:00,Tun Hal - Midi,499
2020-03-24 19:00:00,2020-03-24 20:00:00,Tun Hal - Midi,366
2020-03-24 20:00:00,2020-03-24 21:00:00,Tun Hal - Midi,330
2020-03-24 21:00:00,2020-03-24 22:00:00,Tun Hal - Midi,261
2020-03-24 22:00:00,2020-03-24 23:00:00,Tun Hal - Midi,158
2020-03-24 23:00:00,2020-03-25 00:00:00,Tun Hal - Midi,115
2020-03-25 00:00:00,2020-03-25 01:00:00,Tun Hal - Midi,64
2020-03-25 01:00:00,2020-03-25 02:00:00,Tun Hal - Midi,37
2020-03-25 02:00:00,2020-03-25 03:00:00,Tun Hal - Midi,28
2020-03-25 03:00:00,2020-03-25 04:00:00,Tun Hal - Midi,47
