,NIS5,WEEK,name,CASES,POP,CASES_PER_1000HABITANT
24651,72004,49,Bree,4,,
28924,92048,49,Fosses-la-Ville,8,,
24598,72003,49,Bocholt,6,,
789,11025,49,Lint,1,,
7802,24130,49,LÃ©au,3,,
29238,92114,49,Sombreffe,9,,
26707,83034,49,Marche-en-Famenne,48,,
20005,61063,49,Verlaine,1,,
9839,31040,49,Zedelgem,62,,
11309,35005,49,Gistel,5,,
13560,42011,49,Lebbeke,7,,
419,11013,49,Edegem,15,,
24233,71045,49,Nieuwerkerken (Hasselt),2,,
7852,24133,49,Linter,2,,
19958,61048,49,Ouffet,3,,
21260,62108,49,VisÃ©,6,,
13138,41063,49,Sint-Lievens-Houtem,10,,
2890,13017,49,Kasterlee,6,,
7227,24048,49,Keerbergen,4,,
19909,61043,49,Nandrin,5,,
3100,13025,49,Mol,82,,
10583,33041,49,Vleteren,5,,
19706,61028,49,HÃ©ron,4,,
13085,41048,49,Ninove,85,,
15577,46013,49,Kruibeke,27,,
10537,33040,49,Langemark-Poelkapelle,4,,
26991,84010,49,Bouillon,13,,
2419,13004,49,Beerse,18,,
21572,63001,49,AmblÃ¨ve,8,,
19452,61003,49,Amay,4,,
13032,41034,49,Lede,11,,
3153,13029,49,Olen,7,,
8050,25005,49,Beauvechain,3,,
7121,24043,49,Holsbeek,8,,
19399,58004,49,Morlanwelz,33,,
12147,37010,49,Oostrozebeke,14,,
24756,72020,49,Lommel,71,,
11570,35029,49,De Haan,23,,
842,11029,49,Mortsel,27,,
13768,42028,49,Zele,54,,
26255,82014,49,Houffalize,5,,
26655,83031,49,La Roche-en-Ardenne,11,,
21418,62120,49,FlÃ©malle,9,,
15418,45065,49,Zwalin,10,,
19504,61010,49,Burdinne,3,,
7953,24135,49,Tielt-Winge,5,,
13663,42025,49,Wetteren,26,,
19656,61024,49,Hamoir,3,,
5770,23081,49,Steenokkerzeel,6,,
2160,12040,49,Willebroek,10,,
3994,21007,49,Forest (Bruxelles-Capitale),45,,
5982,23096,49,Zemst,6,,
19607,61019,49,FerriÃ¨res,4,,
21471,62121,49,NeuprÃ©,4,,
7174,24045,49,Huldenberg,5,,
19554,61012,49,Clavier,5,,
21524,62122,49,Trooz,3,,
10848,34022,49,Courtrai,107,,
24703,72018,49,Kinrooi,5,,
7999,24137,49,Glabbeek,1,,
13715,42026,49,Wichelen,6,,
29746,93056,49,Philippeville,4,,
24184,71037,49,Lummen,4,,
19346,58003,49,Estinnes,18,,
7278,24054,49,Kortenaken,3,,
5823,23086,49,Ternat,57,,
10742,34009,49,Deerlijk,37,,
7436,24062,49,Louvain,94,,
5929,23094,49,Zaventem,18,,
28976,92054,49,Gesves,16,,
13403,42006,49,Termonde,53,,
20577,62022,49,Chaudfontaine,32,,
26759,83040,49,Nassogne,5,,
9988,32003,49,Dixmude,14,,
20889,62060,49,Juprelle,6,,
7594,24094,49,Rotselaar,8,,
1158,11040,49,Schoten,45,,
20524,62015,49,Beyne-Heusay,16,,
25862,81001,49,Arlon,53,,
4047,21008,49,Ganshoren,11,,
13244,41082,49,Erpe-Mere,11,,
20472,62011,49,Bassenge,6,,
24338,71057,49,Tessenderlo,20,,
26806,83044,49,Rendeux,9,,
24492,71069,49,Ham,10,,
48,11001,49,Aartselaar,4,,
10689,34003,49,Avelgem,10,,
20783,62038,49,FlÃ©ron,12,,
13297,42003,49,Berlare,16,,
15471,45068,49,Kruisem,18,,
20731,62032,49,Esneux,7,,
7489,24066,49,Lubbeek,5,,
5300,23044,49,Liedekerke,29,,
2213,12041,49,Puurs-Sint-Amands,18,,
736,11024,49,Kontich,6,,
2994,13021,49,Meerhout,9,,
24391,71066,49,Zonhoven,6,,
4418,21015,49,Schaerbeek,145,,
20679,62027,49,Dalhem,5,,
20836,62051,49,Herstal,37,,
24439,71067,49,Zutendaal,1,,
7542,24086,49,Oud-Heverlee,4,,
13350,42004,49,Buggenhout,9,,
9786,31033,49,Torhout,57,,
20627,62026,49,Comblain-au-Pont,17,,
10795,34013,49,Harelbeke,55,,
4880,23023,49,Gammerages,5,,
20419,62009,49,Aywaille,5,,
27652,85024,49,Meix-devant-Virton,5,,
20212,61080,49,Engis,3,,
12096,37007,49,Meulebeke,11,,
10636,34002,49,Anzegem,33,,
21101,62096,49,Seraing,65,,
27992,91005,49,AnhÃ©e,10,,
20160,61079,49,Anthisnes,3,,
7330,24055,49,Kortenberg,5,,
24285,71053,49,Saint-Trond,27,,
21154,62099,49,Soumagne,29,,
20111,61072,49,Wanze,25,,
28043,91013,49,Beauraing,4,,
24545,71070,49,Heusden-Zolder,34,,
7751,24109,49,Tremelo,5,,
2469,13006,49,Dessel,10,,
20058,61068,49,Villers-Le-Bouillet,9,,
21207,62100,49,Sprimont,3,,
7700,24107,49,Tirlemont,26,,
20942,62063,49,LiÃ¨ge,190,,
13191,41081,49,Zottegem,73,,
15076,45041,49,Renaix,70,,
4259,21012,49,Molenbeek-Saint-Jean,86,,
7383,24059,49,Landen,6,,
7647,24104,49,Tervuren,5,,
13456,42008,49,Hamme (Termonde),32,,
20366,62006,49,Awans,2,,
12044,37002,49,Dentergem,10,,
20995,62079,49,Oupeye,14,,
26847,83049,49,Tenneville,11,,
3047,13023,49,Merksplas,6,,
5876,23088,49,Vilvorde,81,,
2942,13019,49,Lille,7,,
13508,42010,49,Laarne,5,,
20313,62003,49,Ans,21,,
21048,62093,49,Saint-Nicolas (LiÃ¨ge),16,,
1790,12009,49,Duffel,11,,
26160,82005,49,Bertogne,4,,
20261,61081,49,Tinlot,2,,
4933,23024,49,Gooik,14,,
24131,71034,49,Bourg-LÃ©opold,19,,
21621,63003,49,Aubel,5,,
1949,12025,49,Malines,64,,
12873,41018,49,Grammont,86,,
26558,83013,49,ErezÃ©e,3,,
25020,72039,49,Houthalen-Helchteren,43,,
11833,36011,49,Lichtervelde,7,,
18473,56078,49,Thuin,23,,
23974,71020,49,Halen,7,,
8473,25044,49,Ittre,8,,
18422,56051,49,Momignies,3,,
22128,63046,49,Limbourg,7,,
14970,44085,49,Lievegem,11,,
4736,23003,49,Beersel,11,,
27169,84035,49,Libin,4,,
27896,85046,49,Habay,9,,
29498,92142,49,Gembloux,14,,
28820,92035,49,EghezÃ©e,5,,
18373,56049,49,Merbes-le-ChÃ¢teau,6,,
25073,72041,49,Dilsen-Stokkem,12,,
18525,56086,49,Ham-sur-Heure-Nalinnes,9,,
12820,41011,49,Denderleeuw,37,,
29082,92094,49,Namur,124,,
8421,25043,49,Incourt,3,,
8103,25014,49,Braine-lâAlleud,53,,
3941,21006,49,Evere,55,,
18672,57018,49,Celles (Tournai),6,,
22028,63040,49,La Calamine,3,,
4100,21009,49,Ixelles,52,,
24967,72038,49,Hechtel-Eksel,10,,
10898,34023,49,Kuurne,19,,
5091,23032,49,Herne,12,,
18621,57003,49,Antoing,10,,
22077,63045,49,Lierneux,5,,
29291,92137,49,Sambreville,35,,
3259,13035,49,Ravels,17,,
313,11008,49,Brasschaat,38,,
6912,24028,49,Geetbets,1,,
14077,43018,49,Zelzate,6,,
18571,56088,49,Sivry-Rance,2,,
260,11007,49,Borsbeek,11,,
10382,33029,49,Wervik,14,,
8368,25037,49,Grez-Doiceau,9,,
6866,24020,49,Diest,38,,
14129,44012,49,De Pinte,6,,
18127,56005,49,Beaumont,6,,
23923,71017,49,Gingelom,3,,
26059,81015,49,Messancy,5,,
947,11035,49,Ranst,12,,
15319,45063,49,Lierde,4,,
12767,41002,49,Alost (Alost),96,,
27220,84043,49,NeufchÃ¢teau (NeufchÃ¢teau),9,,
11781,36010,49,Ledegem,5,,
6763,24014,49,Boortmeerbeek,4,,
8631,25068,49,Mont-Saint-Guibert,4,,
1580,11057,49,Malle,21,,
207,11005,49,Boom,9,,
4577,21018,49,Woluwe-Saint-Lambert,44,,
1262,11050,49,Wijnegem,3,,
26513,83012,49,Durbuy,11,,
18076,56001,49,Anderlues,37,,
22375,63061,49,Raeren,2,,
15736,46021,49,Saint-Nicolas (Saint-Nicolas),108,,
2784,13014,49,Hoogstraten,36,,
14182,44013,49,Destelbergen,6,,
6813,24016,49,Boutersem,4,,
22228,63049,49,Malmedy,31,,
18326,56044,49,Lobbes,13,,
5664,23064,49,Pepingen,20,,
3312,13036,49,Retie,7,,
8525,25048,49,Jodoigne,11,,
2366,13003,49,Balen,33,,
18274,56029,49,Froidchapelle,2,,
472,11016,49,Essen,24,,
22271,63057,49,Olne,1,,
11466,35013,49,Ostende,115,,
10329,33021,49,Poperinge,18,,
25126,72042,49,Oudsbergen,23,,
18227,56022,49,Erquelinnes,14,,
15129,45059,49,Brakel,14,,
6087,23098,49,Drogenbos,3,,
22323,63058,49,Pepinster,15,,
18177,56016,49,Chimay,14,,
8578,25050,49,La Hulpe,3,,
11518,35014,49,Oudenburg,12,,
15683,46020,49,Sint-Gillis-Waas,21,,
630,11022,49,Kalmthout,21,,
1843,12014,49,Heist-op-den-Berg,15,,
24079,71024,49,Herck-la-Ville,3,,
24809,72021,49,Maaseik,14,,
21819,63020,49,Dison,10,,
13872,43005,49,Eeklo,21,,
19082,57095,49,Mont-de-lâEnclus,5,,
28871,92045,49,Floreffe,5,,
4986,23025,49,Grimbergen,42,,
9883,31042,49,Zuienkerke,1,,
12926,41024,49,Haaltert,18,,
19031,57094,49,Leuze-en-Hainaut,48,,
26609,83028,49,Hotton,11,,
11361,35006,49,Ichtegem,40,,
8209,25018,49,Chaumont-Gistoux,5,,
2054,12029,49,Putte,4,,
27120,84033,49,LÃ©glise,16,,
5717,23077,49,Sint-Pieters-Leeuw,62,,
19135,57096,49,Mouscron,78,,
18978,57093,49,Brunehaut,4,,
4777,23009,49,BiÃ©vÃ¨ne,2,,
6034,23097,49,Roosdaal,6,,
11939,36015,49,Roulers,158,,
21668,63004,49,Baelen,1,,
26112,82003,49,Bastogne,28,,
12979,41027,49,Herzele,7,,
19293,58002,49,Binche,61,,
29847,93090,49,Viroinval,5,,
8156,25015,49,Braine-le-ChÃ¢teau,4,,
21716,63012,49,Bullange,11,,
27031,84016,49,Daverdisse,3,,
27940,85047,49,Rouvroy,2,,
7069,24041,49,Hoegaarden,6,,
19240,58001,49,La LouviÃ¨re,125,,
29694,93022,49,Florennes,6,,
13819,43002,49,Assenede,11,,
10486,33039,49,Heuvelland,4,,
19187,57097,49,Comines-Warneton,43,,
21766,63013,49,Butgenbach,11,,
11204,34043,49,Espierres-Helchin,3,,
27071,84029,49,Herbeumont,3,,
15630,46014,49,Lokeren,55,,
21872,63023,49,Eupen,2,,
1368,11053,49,Wuustwezel,16,,
7018,24038,49,Herent,4,,
13975,43010,49,Maldegem,23,,
18774,57062,49,Pecq,5,,
12199,37011,49,Pittem,5,,
24915,72037,49,Hamont-Achel,23,,
11886,36012,49,Moorslede,11,,
2837,13016,49,Hulshout,5,,
3729,21002,49,Auderghem,14,,
15367,45064,49,Maarkedal,5,,
18724,57027,49,Estaimpuis,11,,
6965,24033,49,Haacht,38,,
5144,23033,49,Hoeilaart,4,,
894,11030,49,Niel,4,,
24027,71022,49,Hasselt,71,,
1737,12007,49,Bornem,19,,
21975,63038,49,Jalhay,2,,
18826,57064,49,PÃ©ruwelz,34,,
8315,25031,49,Genappe,8,,
28474,91114,49,Rochefort,11,,
2107,12035,49,Sint-Katelijne-Waver,13,,
28621,91142,49,HastiÃ¨re,3,,
18926,57081,49,Tournai,106,,
13923,43007,49,Kaprijke,2,,
10435,33037,49,Zonnebeke,11,,
8262,25023,49,Court-Saint-Etienne,5,,
28085,91015,49,BiÃ¨vre,1,,
28574,91141,49,Yvoir,10,,
24862,72030,49,Peer,9,,
21924,63035,49,Herve,12,,
28422,91103,49,Onhaye,3,,
3206,13031,49,Oud-Turnhout,11,,
18873,57072,49,Rumes,5,,
28575,91141,50,Yvoir,6,,
102,11002,50,Anvers,916,,
11467,35013,50,Ostende,118,,
4525,21017,50,Watermael-Boitsfort,5,,
1475,11055,50,Zoersel,45,,
15130,45059,50,Brakel,10,,
15024,45035,50,Audenarde,69,,
11571,35029,50,De Haan,15,,
2108,12035,50,Sint-Katelijne-Waver,12,,
27746,85034,50,Saint-LÃ©ger (Virton),4,,
14971,44085,50,Lievegem,16,,
3783,21003,50,Berchem-Sainte-Agathe,23,,
14918,44084,50,Aalter,32,,
15077,45041,50,Renaix,96,,
13769,42028,50,Zele,53,,
14865,44083,50,Deinze,128,,
11205,34043,50,Espierres-Helchin,2,,
12148,37010,50,Oostrozebeke,12,,
13033,41034,50,Lede,12,,
10849,34022,50,Courtrai,178,,
13086,41048,50,Ninove,84,,
13139,41063,50,Sint-Lievens-Houtem,6,,
29549,93010,50,Cerfontaine,4,,
12097,37007,50,Meulebeke,37,,
10796,34013,50,Harelbeke,60,,
28044,91013,50,Beauraing,3,,
13192,41081,50,Zottegem,82,,
13245,41082,50,Erpe-Mere,24,,
10743,34009,50,Deerlijk,47,,
12980,41027,50,Herzele,24,,
13298,42003,50,Berlare,14,,
12045,37002,50,Dentergem,14,,
13351,42004,50,Buggenhout,10,,
10690,34003,50,Avelgem,22,,
4048,21008,50,Ganshoren,19,,
13404,42006,50,Termonde,76,,
28232,91054,50,Gedinne,4,,
13457,42008,50,Hamme (Termonde),54,,
4419,21015,50,Schaerbeek,117,,
13509,42010,50,Laarne,9,,
10637,34002,50,Anzegem,28,,
27993,91005,50,AnhÃ©e,9,,
4260,21012,50,Molenbeek-Saint-Jean,84,,
10584,33041,50,Vleteren,4,,
11257,35002,50,Bredene,10,,
12927,41024,50,Haaltert,20,,
28423,91103,50,Onhaye,6,,
1369,11053,50,Wuustwezel,26,,
12304,37015,50,Tielt (Tielt),89,,
28191,91034,50,Dinant,11,,
12355,37017,50,Wielsbeke,6,,
12408,37018,50,Wingene,39,,
28385,91072,50,Houyet,1,,
12460,37020,50,Ardooie,63,,
11056,34040,50,Waregem,58,,
11109,34041,50,Wevelgem,47,,
12510,38002,50,Alveringem,2,,
4207,21011,50,Koekelberg,19,,
12560,38008,50,La Panne,4,,
11003,34027,50,Menin,60,,
4154,21010,50,Jette,68,,
12252,37012,50,Ruiselede,2,,
28138,91030,50,Ciney,45,,
12613,38014,50,Koksijde,6,,
1422,11054,50,Zandhoven,6,,
12665,38016,50,Nieuport,7,,
29499,92142,50,Gembloux,14,,
11162,34042,50,Zwevegem,64,,
12715,38025,50,Furnes,2,,
10950,34025,50,Lendelede,5,,
12768,41002,50,Alost (Alost),157,,
1528,11056,50,Zwijndrecht,34,,
12821,41011,50,Denderleeuw,26,,
4101,21009,50,Ixelles,65,,
12200,37011,50,Pittem,7,,
12874,41018,50,Grammont,88,,
10899,34023,50,Kuurne,18,,
1316,11052,50,Wommelgem,9,,
13561,42011,50,Lebbeke,11,,
11993,36019,50,Staden,9,,
13612,42023,50,Waasmunster,6,,
14289,44020,50,Gavere,6,,
10277,33016,50,Messines,3,,
3889,21005,50,Etterbeek,35,,
14342,44021,50,Gand,381,,
155,11004,50,Boechout,36,,
28524,91120,50,Somme-Leuze,5,,
27844,85045,50,Virton,4,,
14395,44034,50,Lochristi,72,,
14447,44040,50,Melle,26,,
14500,44043,50,Merelbeke,85,,
28285,91059,50,Hamois,15,,
4472,21016,50,Uccle,88,,
14551,44045,50,Moerbeke (Gand),6,,
10246,33011,50,Ypres,79,,
4313,21013,50,Saint-Gilles,47,,
14603,44048,50,Nazareth,22,,
3836,21004,50,Bruxelles,150,,
11414,35011,50,Middelkerke,10,,
14656,44052,50,Oosterzele,17,,
10193,32030,50,Lo-Reninge,9,,
11676,36007,50,Ingelmunster,30,,
27793,85039,50,Tintigny,5,,
14709,44064,50,Sint-Martens-Latem,5,,
10145,32011,50,Kortemark,32,,
14759,44073,50,Wachtebeke,3,,
11624,36006,50,Hooglede,16,,
14812,44081,50,Zulte,31,,
10093,32010,50,Koekelare,61,,
1211,11044,50,Stabroek,34,,
11729,36008,50,Izegem,86,,
10042,32006,50,Houthulst,6,,
28336,91064,50,Havelange,4,,
14236,44019,50,Evergem,64,,
28475,91114,50,Rochefort,11,,
3995,21007,50,Forest (Bruxelles-Capitale),58,,
13664,42025,50,Wetteren,23,,
11310,35005,50,Gistel,10,,
13716,42026,50,Wichelen,16,,
10538,33040,50,Langemark-Poelkapelle,11,,
11940,36015,50,Roulers,135,,
2055,12029,50,Putte,4,,
10487,33039,50,Heuvelland,5,,
27941,85047,50,Rouvroy,2,,
13820,43002,50,Assenede,11,,
13873,43005,50,Eeklo,10,,
10436,33037,50,Zonnebeke,13,,
11362,35006,50,Ichtegem,61,,
13924,43007,50,Kaprijke,4,,
11887,36012,50,Moorslede,26,,
13976,43010,50,Maldegem,43,,
3942,21006,50,Evere,40,,
14026,43014,50,Sint-Laureins,6,,
10383,33029,50,Wervik,22,,
14078,43018,50,Zelzate,4,,
11834,36011,50,Lichtervelde,17,,
27897,85046,50,Habay,7,,
14130,44012,50,De Pinte,6,,
10330,33021,50,Poperinge,18,,
4366,21014,50,Saint-Josse-ten-Noode,16,,
14183,44013,50,Destelbergen,13,,
11782,36010,50,Ledegem,17,,
1263,11050,50,Wijnegem,6,,
1581,11057,50,Malle,19,,
15181,45060,50,Kluisbergen,32,,
27121,84033,50,LÃ©glise,44,,
15232,45061,50,Wortegem-Petegem,10,,
631,11022,50,Kalmthout,33,,
21976,63038,50,Jalhay,3,,
6966,24033,50,Haacht,30,,
4987,23025,50,Grimbergen,46,,
21925,63035,50,Herve,11,,
2838,13016,50,Hulshout,6,,
21873,63023,50,Eupen,16,,
7019,24038,50,Herent,6,,
26610,83028,50,Hotton,11,,
1844,12014,50,Heist-op-den-Berg,20,,
21820,63020,50,Dison,7,,
21767,63013,50,Butgenbach,5,,
21717,63012,50,Bullange,4,,
7070,24041,50,Hoegaarden,6,,
21669,63004,50,Baelen,1,,
21622,63003,50,Aubel,2,,
29747,93056,50,Philippeville,6,,
7122,24043,50,Holsbeek,6,,
21573,63001,50,AmblÃ¨ve,7,,
26656,83031,50,La Roche-en-Ardenne,4,,
21525,62122,50,Trooz,3,,
21472,62121,50,NeuprÃ©,10,,
7175,24045,50,Huldenberg,7,,
21419,62120,50,FlÃ©malle,21,,
29030,92087,50,Mettet,5,,
21366,62119,50,Blegny,12,,
684,11023,50,Kapellen (Anvers),38,,
22029,63040,50,La Calamine,9,,
6913,24028,50,Geetbets,2,,
22078,63045,50,Lierneux,5,,
29083,92094,50,Namur,198,,
22730,63080,50,Waimes,5,,
22681,63079,50,Verviers,58,,
26461,82038,50,Sainte-Ode,3,,
2679,13012,50,Herenthout,5,,
578,11021,50,Hove (Anvers),4,,
6607,24008,50,Bekkevoort,3,,
29396,92140,50,Jemeppe-sur-Sambre,20,,
22628,63076,50,Theux,4,,
22577,63075,50,Stoumont,1,,
6659,24009,50,Bertem,4,,
22529,63073,50,Stavelot,5,,
22478,63072,50,Spa,15,,
2732,13013,50,Herselt,11,,
21314,62118,50,GrÃ¢ce-Hollogne,12,,
22425,63067,50,Saint-Vith,12,,
22376,63061,50,Raeren,3,,
26514,83012,50,Durbuy,5,,
6764,24014,50,Boortmeerbeek,4,,
261,11007,50,Borsbeek,5,,
22324,63058,50,Pepinster,13,,
6814,24016,50,Boutersem,3,,
22272,63057,50,Olne,2,,
22229,63049,50,Malmedy,45,,
22176,63048,50,Lontzen,3,,
2785,13014,50,Hoogstraten,20,,
6867,24020,50,Diest,39,,
22129,63046,50,Limbourg,1,,
26559,83013,50,ErezÃ©e,2,,
6711,24011,50,Bierbeek,4,,
29135,92097,50,Ohey,4,,
2891,13017,50,Kasterlee,13,,
21261,62108,50,VisÃ©,6,,
20367,62006,50,Awans,6,,
26848,83049,50,Tenneville,10,,
7648,24104,50,Tervuren,4,,
3048,13023,50,Merksplas,19,,
20314,62003,50,Ans,22,,
1791,12009,50,Duffel,7,,
20262,61081,50,Tinlot,1,,
20213,61080,50,Engis,2,,
7701,24107,50,Tirlemont,31,,
20161,61079,50,Anthisnes,3,,
20112,61072,50,Wanze,6,,
7752,24109,50,Tremelo,33,,
20059,61068,50,Villers-Le-Bouillet,9,,
26896,83055,50,Manhay,1,,
7803,24130,50,LÃ©au,4,,
20006,61063,50,Verlaine,2,,
790,11025,50,Lint,2,,
28925,92048,50,Fosses-la-Ville,5,,
19910,61043,50,Nandrin,11,,
19858,61041,50,Modave,4,,
3101,13025,50,Mol,121,,
7853,24133,50,Linter,4,,
19808,61039,50,Marchin,24,,
4830,23016,50,Dilbeek,53,,
19760,61031,50,Huy,13,,
26946,84009,50,Bertrix,9,,
7904,24134,50,Montaigu-Zichem,43,,
20420,62009,50,Aywaille,4,,
20473,62011,50,Bassenge,7,,
4881,23023,50,Gammerages,4,,
7595,24094,50,Rotselaar,6,,
26708,83034,50,Marche-en-Famenne,29,,
7279,24054,50,Kortenaken,3,,
21208,62100,50,Sprimont,5,,
4934,23024,50,Gooik,6,,
21155,62099,50,Soumagne,16,,
7331,24055,50,Kortenberg,14,,
21102,62096,50,Seraing,70,,
21049,62093,50,Saint-Nicolas (LiÃ¨ge),22,,
20996,62079,50,Oupeye,14,,
2943,13019,50,Lille,3,,
7384,24059,50,Landen,16,,
20943,62063,50,LiÃ¨ge,195,,
20890,62060,50,Juprelle,6,,
7228,24048,50,Keerbergen,5,,
26760,83040,50,Nassogne,2,,
20837,62051,50,Herstal,21,,
20784,62038,50,FlÃ©ron,6,,
7490,24066,50,Lubbeek,5,,
20732,62032,50,Esneux,20,,
20680,62027,50,Dalhem,17,,
737,11024,50,Kontich,25,,
7543,24086,50,Oud-Heverlee,1,,
2995,13021,50,Meerhout,6,,
20628,62026,50,Comblain-au-Pont,4,,
9989,32003,50,Dixmude,18,,
28977,92054,50,Gesves,4,,
20578,62022,50,Chaudfontaine,16,,
20525,62015,50,Beyne-Heusay,4,,
7437,24062,50,Louvain,31,,
19707,61028,50,HÃ©ron,4,,
22783,63084,50,Welkenraedt,3,,
6562,24007,50,Begijnendijk,5,,
25127,72042,50,Oudsbergen,24,,
26060,81015,50,Messancy,15,,
5665,23064,50,Pepingen,4,,
25074,72041,50,Dilsen-Stokkem,23,,
2367,13003,50,Balen,63,,
5145,23033,50,Hoeilaart,6,,
25021,72039,50,Houthalen-Helchteren,42,,
29292,92137,50,Sambreville,17,,
24968,72038,50,Hechtel-Eksel,6,,
24916,72037,50,Hamont-Achel,6,,
24863,72030,50,Peer,15,,
5718,23077,50,Sint-Pieters-Leeuw,46,,
24810,72021,50,Maaseik,25,,
26113,82003,50,Bastogne,23,,
1950,12025,50,Malines,60,,
24757,72020,50,Lommel,61,,
24704,72018,50,Kinrooi,11,,
2420,13004,50,Beerse,23,,
24652,72004,50,Bree,16,,
5771,23081,50,Steenokkerzeel,5,,
24599,72003,50,Bocholt,52,,
420,11013,50,Edegem,22,,
5824,23086,50,Ternat,31,,
24546,71070,50,Heusden-Zolder,27,,
26161,82005,50,Bertogne,2,,
5877,23088,50,Vilvorde,69,,
24493,71069,50,Ham,14,,
5618,23062,50,Overijse,6,,
25180,72043,50,Pelt,39,,
5565,23060,50,Opwijk,21,,
367,11009,50,Brecht,44,,
5248,23039,50,Kapelle-op-den-Bos,5,,
25912,81003,50,Attert,10,,
314,11008,50,Brasschaat,67,,
25863,81001,50,Arlon,45,,
5301,23044,50,Liedekerke,17,,
29848,93090,50,Viroinval,1,,
25810,73109,50,Fourons,2,,
5197,23038,50,Kampenhout,17,,
25760,73107,50,Maasmechelen,72,,
29343,92138,50,Fernelmont,18,,
25964,81004,50,Aubange,51,,
25707,73098,50,Wellen,1,,
25655,73083,50,Tongres,38,,
2214,12041,50,Puurs-Sint-Amands,30,,
2267,13001,50,Arendonk,83,,
25602,73066,50,Riemst,21,,
25549,73042,50,Lanaken,24,,
5407,23047,50,Machelen (Hal-Vilvorde),24,,
25496,73040,50,Kortessem,16,,
25444,73032,50,Hoeselt,16,,
26010,81013,50,Martelange,2,,
5460,23050,50,Meise,13,,
25389,73022,50,Heers,4,,
2314,13002,50,Baerle-Duc,6,,
25338,73009,50,Looz,9,,
5513,23052,50,Merchtem,4,,
25285,73006,50,Bilzen,47,,
25233,73001,50,Alken,5,,
5354,23045,50,Londerzeel,17,,
22828,63086,50,Trois-Ponts,4,,
24440,71067,50,Zutendaal,3,,
24392,71066,50,Zonhoven,13,,
29187,92101,50,Profondeville,28,,
23513,64065,50,Saint-Georges-sur-Meuse,1,,
23463,64063,50,Remicourt,3,,
6298,23102,50,Wemmel,28,,
23410,64056,50,Oreye,1,,
23361,64047,50,Lincent,2,,
23314,64034,50,Hannut,27,,
526,11018,50,Hemiksem,5,,
6351,23103,50,Wezembeek-Oppem,11,,
26361,82036,50,Vaux-sur-SÃ»re,5,,
23262,64029,50,Geer,2,,
1897,12021,50,Lierre,16,,
2574,13010,50,Grobbendonk,5,,
23214,64025,50,Fexhe-le-Haut-Clocher,2,,
6404,23104,50,Lennik,5,,
23168,64023,50,Donceel,3,,
5040,23027,50,Hal (Hal-Vilvorde),42,,
23121,64021,50,CrisnÃ©e,1,,
23071,64015,50,Braives,3,,
23019,64008,50,Berloz,2,,
6457,23105,50,Affligem,7,,
22973,63089,50,Thimister-Clermont,8,,
26410,82037,50,Gouvy,4,,
2627,13011,50,Herentals,4,,
6509,24001,50,Aarschot,20,,
22923,63088,50,PlombiÃ¨res,4,,
22873,63087,50,Burg-Reuland,3,,
23565,64074,50,Waremme,14,,
2003,12026,50,Nijlen,5,,
2523,13008,50,Geel,104,,
26308,82032,50,Vielsalm,3,,
24339,71057,50,Tessenderlo,29,,
49,11001,50,Aartselaar,4,,
24286,71053,50,Saint-Trond,44,,
29239,92114,50,Sombreffe,4,,
2470,13006,50,Dessel,7,,
26207,82009,50,Fauvillers,9,,
24185,71037,50,Lummen,4,,
5983,23096,50,Zemst,5,,
5092,23032,50,Herne,5,,
24132,71034,50,Bourg-LÃ©opold,7,,
24080,71024,50,Herck-la-Ville,4,,
6035,23097,50,Roosdaal,9,,
24028,71022,50,Hasselt,81,,
5930,23094,50,Zaventem,11,,
23975,71020,50,Halen,12,,
26256,82014,50,Houffalize,3,,
6088,23098,50,Drogenbos,3,,
473,11016,50,Essen,56,,
6141,23099,50,Kraainem,5,,
23872,71016,50,Genk,87,,
29800,93088,50,Walcourt,6,,
23819,71011,50,Diepenbeek,10,,
6192,23100,50,Linkebeek,4,,
23766,71004,50,Beringen,50,,
23713,71002,50,As,4,,
23661,64076,50,Faimes,3,,
6245,23101,50,Rhode-Saint-GenÃ¨se,15,,
23612,64075,50,Wasseiges,2,,
23924,71017,50,Gingelom,4,,
2161,12040,50,Willebroek,12,,
26807,83044,50,Rendeux,3,,
19657,61024,50,Hamoir,3,,
17344,53046,50,Lens,5,,
9003,25112,50,Wavre,32,,
17296,53044,50,Jurbise,4,,
27365,84068,50,Tellin,4,,
4684,23002,50,Asse,23,,
17243,53039,50,Hensies,2,,
9054,25117,50,Chastre,4,,
17191,53028,50,Frameries,30,,
17138,53020,50,Dour,8,,
29643,93018,50,Doische,2,,
9104,25118,50,HÃ©lÃ©cine,5,,
17085,53014,50,Boussu,32,,
17032,52075,50,Les Bons Villers,3,,
28719,92003,50,Andenne,16,,
16980,52074,50,Aiseau-Presles,6,,
27413,84075,50,Wellin,3,,
16928,52055,50,Pont-Ã -Celles,33,,
9156,25119,50,Lasne,2,,
16875,52048,50,Montigny-le-Tilleul,8,,
16822,52025,50,Gerpinnes,11,,
1053,11038,50,Schelle,5,,
3520,13046,50,Vosselaar,4,,
16769,52022,50,Fontaine-lâEvÃªque,16,,
9208,25120,50,Orp-Jauche,10,,
16716,52021,50,Fleurus,28,,
1685,12005,50,Bonheiden,14,,
3468,13044,50,Vorselaar,2,,
17397,53053,50,Mons,115,,
7954,24135,50,Tielt-Winge,7,,
18077,56001,50,Anderlues,59,,
