,NIS3,WEEK,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
31,11,37,836,Anvers,11000,1051301,0.8
1673,81,37,11,Arlon,81000,62623,0.18
1015,51,37,25,Ath,51000,127915,0.2
922,45,37,29,Audenarde,45000,124342,0.23
1719,82,37,9,Bastogne,82000,48413,0.19
363,31,37,48,Bruges,31000,282209,0.17
173,21,37,1275,Bruxelles-Capitale,21000,1208542,1.05
1062,52,37,122,Charleroi,52000,396639,0.31
503,34,37,59,Courtrai,34000,290706,0.2
1897,91,37,46,Dinant,91000,111008,0.41
409,32,37,35,Dixmude,32000,51525,0.68
827,43,37,13,Eeklo,43000,85235,0.15
689,38,37,21,Furnes,38000,61657,0.34
875,44,37,208,Gand,44000,560522,0.37
221,23,37,253,Hal-Vilvorde,23000,637441,0.4
1533,71,37,66,Hasselt,71000,418496,0.16
1343,61,37,52,Huy,61000,113409,0.46
1295,58,37,25,La Louvière,58000,141060,0.18
1391,62,37,419,Liège,62000,624422,0.67
269,24,37,68,Louvain,24000,508734,0.13
1580,72,37,62,Maaseik,72000,251589,0.25
78,12,37,80,Malines,12000,344818,0.23
1765,83,37,16,Marche-en-Famenne,83000,56476,0.28
1109,53,37,58,Mons,53000,258999,0.22
1944,92,37,59,Namur,92000,316962,0.19
1809,84,37,16,Neufchâteau,84000,63375,0.25
316,25,37,140,Nivelles,25000,403599,0.35
550,35,37,40,Ostende,35000,157200,0.25
1986,93,37,8,Philippeville,93000,66355,0.12
597,36,37,17,Roulers,36000,153315,0.11
969,46,37,103,Saint-Nicolas,46000,252523,0.41
1155,55,37,64,Soignies,55000,104533,0.61
783,42,37,62,Termonde,42000,201213,0.31
1201,56,37,26,Thuin,56000,91678,0.28
644,37,37,29,Tielt,37000,92905,0.31
1627,73,37,54,Tongres,73000,203963,0.26
1248,57,37,86,Tournai,57000,223417,0.38
125,13,37,77,Turnhout,13000,461867,0.17
1438,63,37,164,Verviers,63000,287772,0.57
1851,85,37,13,Virton,85000,53751,0.24
1485,64,37,19,Waremme,64000,81389,0.23
456,33,37,50,Ypres,33000,106279,0.47
737,41,38,122,Alost,41000,291229,0.42
32,11,38,1271,Anvers,11000,1051301,1.21
1674,81,38,26,Arlon,81000,62623,0.42
1016,51,38,50,Ath,51000,127915,0.39
923,45,38,61,Audenarde,45000,124342,0.49
1720,82,38,25,Bastogne,82000,48413,0.52
364,31,38,86,Bruges,31000,282209,0.3
174,21,38,2152,Bruxelles-Capitale,21000,1208542,1.78
1063,52,38,241,Charleroi,52000,396639,0.61
504,34,38,84,Courtrai,34000,290706,0.29
1898,91,38,36,Dinant,91000,111008,0.32
410,32,38,11,Dixmude,32000,51525,0.21
828,43,38,16,Eeklo,43000,85235,0.19
690,38,38,18,Furnes,38000,61657,0.29
876,44,38,285,Gand,44000,560522,0.51
222,23,38,560,Hal-Vilvorde,23000,637441,0.88
1534,71,38,72,Hasselt,71000,418496,0.17
1344,61,38,85,Huy,61000,113409,0.75
1296,58,38,76,La Louvière,58000,141060,0.54
1392,62,38,808,Liège,62000,624422,1.29
270,24,38,128,Louvain,24000,508734,0.25
1581,72,38,82,Maaseik,72000,251589,0.33
79,12,38,152,Malines,12000,344818,0.44
1766,83,38,22,Marche-en-Famenne,83000,56476,0.39
1110,53,38,88,Mons,53000,258999,0.34
1945,92,38,158,Namur,92000,316962,0.5
1810,84,38,18,Neufchâteau,84000,63375,0.28
317,25,38,431,Nivelles,25000,403599,1.07
551,35,38,26,Ostende,35000,157200,0.17
1987,93,38,18,Philippeville,93000,66355,0.27
598,36,38,35,Roulers,36000,153315,0.23
970,46,38,113,Saint-Nicolas,46000,252523,0.45
1156,55,38,97,Soignies,55000,104533,0.93
784,42,38,58,Termonde,42000,201213,0.29
1202,56,38,29,Thuin,56000,91678,0.32
645,37,38,24,Tielt,37000,92905,0.26
1628,73,38,38,Tongres,73000,203963,0.19
1249,57,38,198,Tournai,57000,223417,0.89
126,13,38,134,Turnhout,13000,461867,0.29
1439,63,38,288,Verviers,63000,287772,1.0
1852,85,38,19,Virton,85000,53751,0.35
1486,64,38,46,Waremme,64000,81389,0.57
457,33,38,73,Ypres,33000,106279,0.69
738,41,39,121,Alost,41000,291229,0.42
33,11,39,1326,Anvers,11000,1051301,1.26
1675,81,39,42,Arlon,81000,62623,0.67
1017,51,39,73,Ath,51000,127915,0.57
924,45,39,34,Audenarde,45000,124342,0.27
1721,82,39,21,Bastogne,82000,48413,0.43
365,31,39,117,Bruges,31000,282209,0.41
175,21,39,2471,Bruxelles-Capitale,21000,1208542,2.04
1064,52,39,282,Charleroi,52000,396639,0.71
505,34,39,118,Courtrai,34000,290706,0.41
1899,91,39,60,Dinant,91000,111008,0.54
411,32,39,10,Dixmude,32000,51525,0.19
829,43,39,10,Eeklo,43000,85235,0.12
691,38,39,15,Furnes,38000,61657,0.24
877,44,39,225,Gand,44000,560522,0.4
223,23,39,705,Hal-Vilvorde,23000,637441,1.11
1535,71,39,150,Hasselt,71000,418496,0.36
1345,61,39,102,Huy,61000,113409,0.9
1297,58,39,146,La Louvière,58000,141060,1.04
1393,62,39,865,Liège,62000,624422,1.39
271,24,39,154,Louvain,24000,508734,0.3
1582,72,39,80,Maaseik,72000,251589,0.32
80,12,39,239,Malines,12000,344818,0.69
1767,83,39,33,Marche-en-Famenne,83000,56476,0.58
1111,53,39,113,Mons,53000,258999,0.44
1946,92,39,257,Namur,92000,316962,0.81
1811,84,39,41,Neufchâteau,84000,63375,0.65
318,25,39,350,Nivelles,25000,403599,0.87
552,35,39,22,Ostende,35000,157200,0.14
1988,93,39,33,Philippeville,93000,66355,0.5
599,36,39,63,Roulers,36000,153315,0.41
971,46,39,147,Saint-Nicolas,46000,252523,0.58
1157,55,39,81,Soignies,55000,104533,0.77
785,42,39,113,Termonde,42000,201213,0.56
1203,56,39,60,Thuin,56000,91678,0.65
646,37,39,10,Tielt,37000,92905,0.11
1629,73,39,64,Tongres,73000,203963,0.31
1250,57,39,265,Tournai,57000,223417,1.19
127,13,39,130,Turnhout,13000,461867,0.28
1440,63,39,202,Verviers,63000,287772,0.7
1853,85,39,20,Virton,85000,53751,0.37
1487,64,39,50,Waremme,64000,81389,0.61
458,33,39,79,Ypres,33000,106279,0.74
739,41,40,210,Alost,41000,291229,0.72
34,11,40,1408,Anvers,11000,1051301,1.34
1676,81,40,60,Arlon,81000,62623,0.96
1018,51,40,147,Ath,51000,127915,1.15
925,45,40,57,Audenarde,45000,124342,0.46
1722,82,40,44,Bastogne,82000,48413,0.91
366,31,40,151,Bruges,31000,282209,0.54
176,21,40,4056,Bruxelles-Capitale,21000,1208542,3.36
1065,52,40,752,Charleroi,52000,396639,1.9
506,34,40,243,Courtrai,34000,290706,0.84
1900,91,40,188,Dinant,91000,111008,1.69
412,32,40,15,Dixmude,32000,51525,0.29
830,43,40,19,Eeklo,43000,85235,0.22
692,38,40,17,Furnes,38000,61657,0.28
878,44,40,343,Gand,44000,560522,0.61
224,23,40,1165,Hal-Vilvorde,23000,637441,1.83
1536,71,40,184,Hasselt,71000,418496,0.44
1346,61,40,168,Huy,61000,113409,1.48
1298,58,40,268,La Louvière,58000,141060,1.9
1394,62,40,1706,Liège,62000,624422,2.73
272,24,40,241,Louvain,24000,508734,0.47
1583,72,40,62,Maaseik,72000,251589,0.25
81,12,40,256,Malines,12000,344818,0.74
1768,83,40,127,Marche-en-Famenne,83000,56476,2.25
1112,53,40,233,Mons,53000,258999,0.9
1947,92,40,547,Namur,92000,316962,1.73
1812,84,40,67,Neufchâteau,84000,63375,1.06
319,25,40,951,Nivelles,25000,403599,2.36
553,35,40,39,Ostende,35000,157200,0.25
1989,93,40,90,Philippeville,93000,66355,1.36
600,36,40,133,Roulers,36000,153315,0.87
972,46,40,238,Saint-Nicolas,46000,252523,0.94
1158,55,40,149,Soignies,55000,104533,1.43
786,42,40,141,Termonde,42000,201213,0.7
1204,56,40,182,Thuin,56000,91678,1.99
647,37,40,28,Tielt,37000,92905,0.3
1630,73,40,74,Tongres,73000,203963,0.36
1251,57,40,406,Tournai,57000,223417,1.82
128,13,40,202,Turnhout,13000,461867,0.44
1441,63,40,646,Verviers,63000,287772,2.24
1854,85,40,52,Virton,85000,53751,0.97
1488,64,40,148,Waremme,64000,81389,1.82
459,33,40,87,Ypres,33000,106279,0.82
740,41,41,664,Alost,41000,291229,2.28
35,11,41,2455,Anvers,11000,1051301,2.34
1677,81,41,278,Arlon,81000,62623,4.44
1019,51,41,607,Ath,51000,127915,4.75
926,45,41,97,Audenarde,45000,124342,0.78
1723,82,41,123,Bastogne,82000,48413,2.54
367,31,41,264,Bruges,31000,282209,0.94
177,21,41,6803,Bruxelles-Capitale,21000,1208542,5.63
1066,52,41,1540,Charleroi,52000,396639,3.88
507,34,41,428,Courtrai,34000,290706,1.47
1901,91,41,531,Dinant,91000,111008,4.78
413,32,41,43,Dixmude,32000,51525,0.83
831,43,41,45,Eeklo,43000,85235,0.53
693,38,41,61,Furnes,38000,61657,0.99
879,44,41,559,Gand,44000,560522,1.0
225,23,41,2534,Hal-Vilvorde,23000,637441,3.98
1537,71,41,433,Hasselt,71000,418496,1.03
1347,61,41,603,Huy,61000,113409,5.32
1299,58,41,690,La Louvière,58000,141060,4.89
1395,62,41,3804,Liège,62000,624422,6.09
273,24,41,514,Louvain,24000,508734,1.01
1584,72,41,227,Maaseik,72000,251589,0.9
82,12,41,656,Malines,12000,344818,1.9
1769,83,41,320,Marche-en-Famenne,83000,56476,5.67
1113,53,41,908,Mons,53000,258999,3.51
1948,92,41,1649,Namur,92000,316962,5.2
1813,84,41,211,Neufchâteau,84000,63375,3.33
320,25,41,2237,Nivelles,25000,403599,5.54
554,35,41,146,Ostende,35000,157200,0.93
1990,93,41,252,Philippeville,93000,66355,3.8
601,36,41,256,Roulers,36000,153315,1.67
973,46,41,601,Saint-Nicolas,46000,252523,2.38
1159,55,41,488,Soignies,55000,104533,4.67
787,42,41,259,Termonde,42000,201213,1.29
1205,56,41,312,Thuin,56000,91678,3.4
648,37,41,104,Tielt,37000,92905,1.12
1631,73,41,213,Tongres,73000,203963,1.04
1252,57,41,1082,Tournai,57000,223417,4.84
129,13,41,569,Turnhout,13000,461867,1.23
1442,63,41,1675,Verviers,63000,287772,5.82
1855,85,41,184,Virton,85000,53751,3.42
1489,64,41,320,Waremme,64000,81389,3.93
460,33,41,283,Ypres,33000,106279,2.66
741,41,42,1129,Alost,41000,291229,3.88
36,11,42,3891,Anvers,11000,1051301,3.7
1678,81,42,332,Arlon,81000,62623,5.3
1020,51,42,1049,Ath,51000,127915,8.2
927,45,42,310,Audenarde,45000,124342,2.49
1724,82,42,361,Bastogne,82000,48413,7.46
368,31,42,586,Bruges,31000,282209,2.08
178,21,42,10650,Bruxelles-Capitale,21000,1208542,8.81
1067,52,42,3157,Charleroi,52000,396639,7.96
508,34,42,1147,Courtrai,34000,290706,3.95
1902,91,42,921,Dinant,91000,111008,8.3
414,32,42,107,Dixmude,32000,51525,2.08
832,43,42,95,Eeklo,43000,85235,1.11
694,38,42,181,Furnes,38000,61657,2.94
880,44,42,1453,Gand,44000,560522,2.59
226,23,42,4553,Hal-Vilvorde,23000,637441,7.14
1538,71,42,939,Hasselt,71000,418496,2.24
1348,61,42,1328,Huy,61000,113409,11.71
1300,58,42,1878,La Louvière,58000,141060,13.31
1396,62,42,7958,Liège,62000,624422,12.74
274,24,42,1105,Louvain,24000,508734,2.17
1585,72,42,581,Maaseik,72000,251589,2.31
83,12,42,1143,Malines,12000,344818,3.31
1770,83,42,426,Marche-en-Famenne,83000,56476,7.54
1114,53,42,2278,Mons,53000,258999,8.8
1949,92,42,3194,Namur,92000,316962,10.08
1814,84,42,383,Neufchâteau,84000,63375,6.04
321,25,42,3529,Nivelles,25000,403599,8.74
555,35,42,450,Ostende,35000,157200,2.86
1991,93,42,479,Philippeville,93000,66355,7.22
602,36,42,611,Roulers,36000,153315,3.99
974,46,42,1069,Saint-Nicolas,46000,252523,4.23
1160,55,42,1034,Soignies,55000,104533,9.89
788,42,42,616,Termonde,42000,201213,3.06
1206,56,42,775,Thuin,56000,91678,8.45
649,37,42,398,Tielt,37000,92905,4.28
1632,73,42,425,Tongres,73000,203963,2.08
1253,57,42,2263,Tournai,57000,223417,10.13
130,13,42,1409,Turnhout,13000,461867,3.05
1443,63,42,3973,Verviers,63000,287772,13.81
1856,85,42,207,Virton,85000,53751,3.85
1490,64,42,846,Waremme,64000,81389,10.39
461,33,42,444,Ypres,33000,106279,4.18
742,41,43,2139,Alost,41000,291229,7.34
37,11,43,5700,Anvers,11000,1051301,5.42
1679,81,43,493,Arlon,81000,62623,7.87
1021,51,43,1494,Ath,51000,127915,11.68
928,45,43,824,Audenarde,45000,124342,6.63
1725,82,43,630,Bastogne,82000,48413,13.01
369,31,43,1378,Bruges,31000,282209,4.88
179,21,43,14594,Bruxelles-Capitale,21000,1208542,12.08
1068,52,43,5027,Charleroi,52000,396639,12.67
509,34,43,1897,Courtrai,34000,290706,6.53
1903,91,43,1266,Dinant,91000,111008,11.4
415,32,43,283,Dixmude,32000,51525,5.49
833,43,43,259,Eeklo,43000,85235,3.04
695,38,43,234,Furnes,38000,61657,3.8
881,44,43,3096,Gand,44000,560522,5.52
227,23,43,6463,Hal-Vilvorde,23000,637441,10.14
1539,71,43,1441,Hasselt,71000,418496,3.44
1349,61,43,1820,Huy,61000,113409,16.05
1301,58,43,2517,La Louvière,58000,141060,17.84
1397,62,43,10488,Liège,62000,624422,16.8
275,24,43,1711,Louvain,24000,508734,3.36
1586,72,43,791,Maaseik,72000,251589,3.14
84,12,43,1898,Malines,12000,344818,5.5
1771,83,43,699,Marche-en-Famenne,83000,56476,12.38
1115,53,43,3295,Mons,53000,258999,12.72
1950,92,43,4189,Namur,92000,316962,13.22
1815,84,43,687,Neufchâteau,84000,63375,10.84
322,25,43,4824,Nivelles,25000,403599,11.95
556,35,43,680,Ostende,35000,157200,4.33
1992,93,43,727,Philippeville,93000,66355,10.96
603,36,43,1347,Roulers,36000,153315,8.79
975,46,43,1788,Saint-Nicolas,46000,252523,7.08
1161,55,43,1378,Soignies,55000,104533,13.18
789,42,43,1277,Termonde,42000,201213,6.35
1207,56,43,1207,Thuin,56000,91678,13.17
650,37,43,745,Tielt,37000,92905,8.02
1633,73,43,792,Tongres,73000,203963,3.88
1254,57,43,3616,Tournai,57000,223417,16.18
131,13,43,2029,Turnhout,13000,461867,4.39
1444,63,43,5157,Verviers,63000,287772,17.92
1857,85,43,381,Virton,85000,53751,7.09
1491,64,43,1100,Waremme,64000,81389,13.52
462,33,43,705,Ypres,33000,106279,6.63
743,41,44,2068,Alost,41000,291229,7.1
38,11,44,5410,Anvers,11000,1051301,5.15
1680,81,44,438,Arlon,81000,62623,6.99
1022,51,44,1448,Ath,51000,127915,11.32
929,45,44,849,Audenarde,45000,124342,6.83
1726,82,44,644,Bastogne,82000,48413,13.3
370,31,44,1359,Bruges,31000,282209,4.82
180,21,44,10807,Bruxelles-Capitale,21000,1208542,8.94
1069,52,44,5584,Charleroi,52000,396639,14.08
510,34,44,2406,Courtrai,34000,290706,8.28
1904,91,44,1410,Dinant,91000,111008,12.7
416,32,44,264,Dixmude,32000,51525,5.12
834,43,44,304,Eeklo,43000,85235,3.57
696,38,44,260,Furnes,38000,61657,4.22
882,44,44,3167,Gand,44000,560522,5.65
228,23,44,5010,Hal-Vilvorde,23000,637441,7.86
1540,71,44,1402,Hasselt,71000,418496,3.35
1350,61,44,1902,Huy,61000,113409,16.77
1302,58,44,2650,La Louvière,58000,141060,18.79
1398,62,44,10458,Liège,62000,624422,16.75
276,24,44,1685,Louvain,24000,508734,3.31
1587,72,44,650,Maaseik,72000,251589,2.58
85,12,44,1674,Malines,12000,344818,4.85
1772,83,44,809,Marche-en-Famenne,83000,56476,14.32
1116,53,44,3022,Mons,53000,258999,11.67
1951,92,44,4219,Namur,92000,316962,13.31
1816,84,44,628,Neufchâteau,84000,63375,9.91
323,25,44,3634,Nivelles,25000,403599,9.0
557,35,44,708,Ostende,35000,157200,4.5
1993,93,44,823,Philippeville,93000,66355,12.4
604,36,44,1304,Roulers,36000,153315,8.51
976,46,44,1552,Saint-Nicolas,46000,252523,6.15
1162,55,44,1282,Soignies,55000,104533,12.26
790,42,44,1385,Termonde,42000,201213,6.88
1208,56,44,1325,Thuin,56000,91678,14.45
651,37,44,814,Tielt,37000,92905,8.76
1634,73,44,836,Tongres,73000,203963,4.1
1255,57,44,3698,Tournai,57000,223417,16.55
132,13,44,2093,Turnhout,13000,461867,4.53
1445,63,44,4766,Verviers,63000,287772,16.56
1858,85,44,395,Virton,85000,53751,7.35
1492,64,44,1204,Waremme,64000,81389,14.79
463,33,44,829,Ypres,33000,106279,7.8
744,41,45,1261,Alost,41000,291229,4.33
39,11,45,3292,Anvers,11000,1051301,3.13
1681,81,45,313,Arlon,81000,62623,5.0
1023,51,45,780,Ath,51000,127915,6.1
930,45,45,477,Audenarde,45000,124342,3.84
1727,82,45,353,Bastogne,82000,48413,7.29
371,31,45,762,Bruges,31000,282209,2.7
181,21,45,5313,Bruxelles-Capitale,21000,1208542,4.4
1070,52,45,3859,Charleroi,52000,396639,9.73
511,34,45,1382,Courtrai,34000,290706,4.75
1905,91,45,668,Dinant,91000,111008,6.02
417,32,45,214,Dixmude,32000,51525,4.15
835,43,45,141,Eeklo,43000,85235,1.65
697,38,45,107,Furnes,38000,61657,1.74
883,44,45,1882,Gand,44000,560522,3.36
229,23,45,2353,Hal-Vilvorde,23000,637441,3.69
1541,71,45,874,Hasselt,71000,418496,2.09
1351,61,45,699,Huy,61000,113409,6.16
1303,58,45,1126,La Louvière,58000,141060,7.98
1399,62,45,5224,Liège,62000,624422,8.37
277,24,45,868,Louvain,24000,508734,1.71
1588,72,45,420,Maaseik,72000,251589,1.67
86,12,45,867,Malines,12000,344818,2.51
1773,83,45,365,Marche-en-Famenne,83000,56476,6.46
1117,53,45,1595,Mons,53000,258999,6.16
1952,92,45,2115,Namur,92000,316962,6.67
1817,84,45,327,Neufchâteau,84000,63375,5.16
324,25,45,1787,Nivelles,25000,403599,4.43
558,35,45,431,Ostende,35000,157200,2.74
1994,93,45,474,Philippeville,93000,66355,7.14
605,36,45,764,Roulers,36000,153315,4.98
977,46,45,869,Saint-Nicolas,46000,252523,3.44
1163,55,45,597,Soignies,55000,104533,5.71
791,42,45,771,Termonde,42000,201213,3.83
1209,56,45,702,Thuin,56000,91678,7.66
652,37,45,459,Tielt,37000,92905,4.94
1635,73,45,398,Tongres,73000,203963,1.95
1256,57,45,1802,Tournai,57000,223417,8.07
133,13,45,1148,Turnhout,13000,461867,2.49
1446,63,45,2251,Verviers,63000,287772,7.82
1859,85,45,188,Virton,85000,53751,3.5
1493,64,45,462,Waremme,64000,81389,5.68
464,33,45,554,Ypres,33000,106279,5.21
745,41,46,912,Alost,41000,291229,3.13
40,11,46,2329,Anvers,11000,1051301,2.22
1682,81,46,233,Arlon,81000,62623,3.72
1024,51,46,503,Ath,51000,127915,3.93
931,45,46,434,Audenarde,45000,124342,3.49
1728,82,46,240,Bastogne,82000,48413,4.96
372,31,46,446,Bruges,31000,282209,1.58
182,21,46,3036,Bruxelles-Capitale,21000,1208542,2.51
1071,52,46,2048,Charleroi,52000,396639,5.16
512,34,46,863,Courtrai,34000,290706,2.97
1906,91,46,436,Dinant,91000,111008,3.93
418,32,46,126,Dixmude,32000,51525,2.45
836,43,46,129,Eeklo,43000,85235,1.51
698,38,46,68,Furnes,38000,61657,1.1
884,44,46,1460,Gand,44000,560522,2.6
230,23,46,1373,Hal-Vilvorde,23000,637441,2.15
1542,71,46,651,Hasselt,71000,418496,1.56
1352,61,46,374,Huy,61000,113409,3.3
1304,58,46,819,La Louvière,58000,141060,5.81
1400,62,46,2557,Liège,62000,624422,4.09
278,24,46,518,Louvain,24000,508734,1.02
1589,72,46,330,Maaseik,72000,251589,1.31
87,12,46,516,Malines,12000,344818,1.5
1774,83,46,218,Marche-en-Famenne,83000,56476,3.86
1118,53,46,872,Mons,53000,258999,3.37
1953,92,46,1141,Namur,92000,316962,3.6
1818,84,46,173,Neufchâteau,84000,63375,2.73
325,25,46,1165,Nivelles,25000,403599,2.89
559,35,46,288,Ostende,35000,157200,1.83
1995,93,46,283,Philippeville,93000,66355,4.26
606,36,46,569,Roulers,36000,153315,3.71
978,46,46,612,Saint-Nicolas,46000,252523,2.42
1164,55,46,352,Soignies,55000,104533,3.37
792,42,46,498,Termonde,42000,201213,2.47
1210,56,46,504,Thuin,56000,91678,5.5
653,37,46,280,Tielt,37000,92905,3.01
1636,73,46,359,Tongres,73000,203963,1.76
1257,57,46,1142,Tournai,57000,223417,5.11
134,13,46,768,Turnhout,13000,461867,1.66
1447,63,46,1027,Verviers,63000,287772,3.57
1860,85,46,93,Virton,85000,53751,1.73
1494,64,46,262,Waremme,64000,81389,3.22
465,33,46,336,Ypres,33000,106279,3.16
746,41,47,580,Alost,41000,291229,1.99
41,11,47,1623,Anvers,11000,1051301,1.54
1683,81,47,148,Arlon,81000,62623,2.36
1025,51,47,322,Ath,51000,127915,2.52
932,45,47,394,Audenarde,45000,124342,3.17
1729,82,47,131,Bastogne,82000,48413,2.71
373,31,47,302,Bruges,31000,282209,1.07
183,21,47,2137,Bruxelles-Capitale,21000,1208542,1.77
1072,52,47,1192,Charleroi,52000,396639,3.01
513,34,47,573,Courtrai,34000,290706,1.97
1907,91,47,170,Dinant,91000,111008,1.53
419,32,47,64,Dixmude,32000,51525,1.24
837,43,47,98,Eeklo,43000,85235,1.15
699,38,47,27,Furnes,38000,61657,0.44
885,44,47,1007,Gand,44000,560522,1.8
231,23,47,779,Hal-Vilvorde,23000,637441,1.22
1543,71,47,418,Hasselt,71000,418496,1.0
1353,61,47,193,Huy,61000,113409,1.7
1305,58,47,435,La Louvière,58000,141060,3.08
1401,62,47,1385,Liège,62000,624422,2.22
279,24,47,416,Louvain,24000,508734,0.82
1590,72,47,264,Maaseik,72000,251589,1.05
88,12,47,455,Malines,12000,344818,1.32
1775,83,47,85,Marche-en-Famenne,83000,56476,1.51
1119,53,47,473,Mons,53000,258999,1.83
1954,92,47,677,Namur,92000,316962,2.14
1819,84,47,87,Neufchâteau,84000,63375,1.37
326,25,47,611,Nivelles,25000,403599,1.51
560,35,47,205,Ostende,35000,157200,1.3
1996,93,47,104,Philippeville,93000,66355,1.57
607,36,47,406,Roulers,36000,153315,2.65
979,46,47,492,Saint-Nicolas,46000,252523,1.95
1165,55,47,188,Soignies,55000,104533,1.8
793,42,47,289,Termonde,42000,201213,1.44
1211,56,47,229,Thuin,56000,91678,2.5
654,37,47,112,Tielt,37000,92905,1.21
1637,73,47,321,Tongres,73000,203963,1.57
1258,57,47,715,Tournai,57000,223417,3.2
135,13,47,601,Turnhout,13000,461867,1.3
1448,63,47,536,Verviers,63000,287772,1.86
1861,85,47,68,Virton,85000,53751,1.27
1495,64,47,154,Waremme,64000,81389,1.89
466,33,47,210,Ypres,33000,106279,1.98
747,41,48,510,Alost,41000,291229,1.75
42,11,48,1267,Anvers,11000,1051301,1.21
1684,81,48,151,Arlon,81000,62623,2.41
1026,51,48,195,Ath,51000,127915,1.52
933,45,48,208,Audenarde,45000,124342,1.67
1730,82,48,80,Bastogne,82000,48413,1.65
374,31,48,311,Bruges,31000,282209,1.1
184,21,48,1396,Bruxelles-Capitale,21000,1208542,1.16
1073,52,48,757,Charleroi,52000,396639,1.91
514,34,48,384,Courtrai,34000,290706,1.32
1908,91,48,116,Dinant,91000,111008,1.04
420,32,48,82,Dixmude,32000,51525,1.59
838,43,48,66,Eeklo,43000,85235,0.77
700,38,48,21,Furnes,38000,61657,0.34
886,44,48,693,Gand,44000,560522,1.24
232,23,48,680,Hal-Vilvorde,23000,637441,1.07
1544,71,48,355,Hasselt,71000,418496,0.85
1354,61,48,131,Huy,61000,113409,1.16
1306,58,48,254,La Louvière,58000,141060,1.8
1402,62,48,784,Liège,62000,624422,1.26
280,24,48,345,Louvain,24000,508734,0.68
1591,72,48,247,Maaseik,72000,251589,0.98
89,12,48,281,Malines,12000,344818,0.81
1776,83,48,83,Marche-en-Famenne,83000,56476,1.47
1120,53,48,271,Mons,53000,258999,1.05
1955,92,48,473,Namur,92000,316962,1.49
1820,84,48,78,Neufchâteau,84000,63375,1.23
327,25,48,375,Nivelles,25000,403599,0.93
561,35,48,179,Ostende,35000,157200,1.14
1997,93,48,52,Philippeville,93000,66355,0.78
608,36,48,323,Roulers,36000,153315,2.11
980,46,48,283,Saint-Nicolas,46000,252523,1.12
1166,55,48,101,Soignies,55000,104533,0.97
794,42,48,248,Termonde,42000,201213,1.23
1212,56,48,104,Thuin,56000,91678,1.13
655,37,48,133,Tielt,37000,92905,1.43
1638,73,48,299,Tongres,73000,203963,1.47
1259,57,48,359,Tournai,57000,223417,1.61
136,13,48,464,Turnhout,13000,461867,1.0
1449,63,48,294,Verviers,63000,287772,1.02
1862,85,48,44,Virton,85000,53751,0.82
1496,64,48,81,Waremme,64000,81389,1.0
467,33,48,157,Ypres,33000,106279,1.48
748,41,49,434,Alost,41000,291229,1.49
43,11,49,1360,Anvers,11000,1051301,1.29
1685,81,49,105,Arlon,81000,62623,1.68
1027,51,49,130,Ath,51000,127915,1.02
934,45,49,230,Audenarde,45000,124342,1.85
1731,82,49,70,Bastogne,82000,48413,1.45
375,31,49,384,Bruges,31000,282209,1.36
185,21,49,1121,Bruxelles-Capitale,21000,1208542,0.93
1074,52,49,520,Charleroi,52000,396639,1.31
515,34,49,484,Courtrai,34000,290706,1.66
1909,91,49,124,Dinant,91000,111008,1.12
421,32,49,77,Dixmude,32000,51525,1.49
839,43,49,63,Eeklo,43000,85235,0.74
701,38,49,21,Furnes,38000,61657,0.34
887,44,49,803,Gand,44000,560522,1.43
233,23,49,682,Hal-Vilvorde,23000,637441,1.07
1545,71,49,366,Hasselt,71000,418496,0.87
1355,61,49,110,Huy,61000,113409,0.97
1307,58,49,237,La Louvière,58000,141060,1.68
1403,62,49,527,Liège,62000,624422,0.84
281,24,49,410,Louvain,24000,508734,0.81
1592,72,49,233,Maaseik,72000,251589,0.93
90,12,49,191,Malines,12000,344818,0.55
1777,83,49,109,Marche-en-Famenne,83000,56476,1.93
1121,53,49,256,Mons,53000,258999,0.99
1956,92,49,308,Namur,92000,316962,0.97
1821,84,49,88,Neufchâteau,84000,63375,1.39
328,25,49,341,Nivelles,25000,403599,0.84
562,35,49,227,Ostende,35000,157200,1.44
1998,93,49,48,Philippeville,93000,66355,0.72
609,36,49,323,Roulers,36000,153315,2.11
981,46,49,341,Saint-Nicolas,46000,252523,1.35
1167,55,49,134,Soignies,55000,104533,1.28
795,42,49,214,Termonde,42000,201213,1.06
1213,56,49,129,Thuin,56000,91678,1.41
656,37,49,177,Tielt,37000,92905,1.91
1639,73,49,217,Tongres,73000,203963,1.06
1260,57,49,355,Tournai,57000,223417,1.59
137,13,49,509,Turnhout,13000,461867,1.1
1450,63,49,239,Verviers,63000,287772,0.83
1863,85,49,73,Virton,85000,53751,1.36
1497,64,49,73,Waremme,64000,81389,0.9
468,33,49,97,Ypres,33000,106279,0.91
749,41,50,523,Alost,41000,291229,1.8
44,11,50,1576,Anvers,11000,1051301,1.5
1686,81,50,123,Arlon,81000,62623,1.96
1028,51,50,139,Ath,51000,127915,1.09
935,45,50,254,Audenarde,45000,124342,2.04
1732,82,50,52,Bastogne,82000,48413,1.07
376,31,50,399,Bruges,31000,282209,1.41
186,21,50,1010,Bruxelles-Capitale,21000,1208542,0.84
1075,52,50,549,Charleroi,52000,396639,1.38
516,34,50,589,Courtrai,34000,290706,2.03
1910,91,50,126,Dinant,91000,111008,1.14
