ds,start_name,end_name,travel_counts
2020-06-06,austria,czech republic,4946
2020-06-06,kazakhstan,india,1588
2020-06-06,philippines,taiwan,1096
2020-06-06,india,honduras,1006
2020-06-06,portugal,spain,4576
2020-06-06,argentina,paraguay,1739
2020-06-06,thailand,laos,9962
2020-06-06,france,spain,13925
2020-06-06,india,bhutan,4345
2020-06-06,sweden,norway,2134
2020-06-06,india,kazakhstan,1445
2020-06-06,thailand,cambodia,8091
2020-06-06,vietnam,cambodia,3788
2020-06-06,vietnam,laos,10905
2020-06-06,jamaica,haiti,1814
2020-06-06,india,pakistan,9914
2020-06-06,united arab emirates,pakistan,2190
2020-06-07,indonesia,india,5219
2020-06-07,bhutan,india,4265
2020-06-07,philippines,india,2495
2020-06-07,united states,india,1432
2020-06-07,south korea,india,1079
2020-06-07,united arab emirates,india,2360
2020-06-07,saudi arabia,india,2123
2020-06-07,pakistan,india,9553
2020-06-07,sweden,norway,1798
2020-06-07,vietnam,cambodia,3448
2020-06-07,bangladesh,india,19610
2020-06-07,vietnam,india,3169
2020-06-07,romania,moldova,1331
2020-06-07,nepal,india,12932
2020-06-07,indonesia,taiwan,5353
2020-06-07,philippines,taiwan,1279
2020-06-07,united kingdom,india,1004
2020-06-07,united arab emirates,pakistan,2031
2020-06-07,india,pakistan,9860
2020-06-07,bosnia and herzegovina,slovenia,2184
2020-06-07,latvia,lithuania,2944
2020-06-07,poland,lithuania,1336
2020-06-07,thailand,cambodia,8797
2020-06-07,south africa,india,1264
2020-06-07,kazakhstan,india,1663
2020-06-07,croatia,italy,1061
2020-06-07,india,kazakhstan,1439
2020-06-07,spain,italy,1413
2020-06-07,united kingdom,belgium,1329
2020-06-07,germany,belgium,6098
2020-06-07,france,belgium,9782
2020-06-07,serbia,belgium,1094
2020-06-07,luxembourg,belgium,4595
2020-06-07,poland,belgium,1166
2020-06-07,netherlands,belgium,18587
2020-06-07,serbia,hungary,1770
2020-06-07,germany,hungary,2793
2020-06-07,italy,hungary,1029
2020-06-07,india,nepal,14362
2020-06-07,vietnam,laos,10996
2020-06-07,thailand,laos,10523
2020-06-07,india,south africa,1266
2020-06-07,greece,bulgaria,1023
2020-06-07,turkey,bulgaria,1399
2020-06-07,germany,bulgaria,1086
2020-06-07,romania,bulgaria,2843
2020-06-07,brazil,uruguay,3528
2020-06-07,laos,thailand,10105
2020-06-07,malaysia,thailand,5733
2020-06-07,argentina,chile,7484
2020-06-07,slovenia,italy,1682
2020-06-07,philippines,qatar,1050
2020-06-07,romania,hungary,2925
2020-06-07,france,italy,5487
2020-06-07,austria,italy,1686
2020-06-07,germany,italy,3541
2020-06-07,romania,italy,1667
2020-06-07,san marino,italy,2669
2020-06-07,switzerland,italy,6647
2020-06-07,finland,estonia,1100
2020-06-07,estonia,latvia,1231
2020-06-07,lithuania,latvia,3200
2020-06-07,saudi arabia,egypt,2665
2020-06-07,latvia,estonia,1510
2020-06-07,portugal,spain,3047
2020-06-07,france,spain,9450
2020-06-07,brazil,paraguay,2881
2020-06-07,united states,nigeria,3116
2020-06-07,argentina,paraguay,1800
2020-06-07,italy,spain,1124
2020-06-07,vietnam,bangladesh,1539
2020-06-07,india,bangladesh,19761
2020-06-07,slovakia,hungary,3637
2020-06-07,austria,hungary,9188
2020-06-07,saudi arabia,bangladesh,1067
2020-06-07,united states,canada,8768
2020-06-07,germany,bosnia and herzegovina,1163
2020-06-07,france,netherlands,1707
2020-06-07,bosnia and herzegovina,croatia,6115
2020-06-07,hungary,romania,5076
2020-06-07,italy,romania,3085
2020-06-07,moldova,romania,1145
2020-06-07,austria,romania,1922
2020-06-07,bulgaria,romania,2482
2020-06-07,brazil,vietnam,1237
2020-06-07,laos,vietnam,11407
2020-06-07,indonesia,vietnam,1067
2020-06-07,india,vietnam,3060
2020-06-07,japan,vietnam,1031
2020-06-07,cambodia,vietnam,3692
2020-06-07,bangladesh,vietnam,1403
2020-06-07,vietnam,japan,1111
2020-06-07,philippines,japan,1256
2020-06-07,slovenia,croatia,5813
2020-06-07,croatia,bosnia and herzegovina,6256
2020-06-07,serbia,croatia,1579
2020-06-07,sweden,germany,1035
2020-06-07,haiti,jamaica,1749
2020-06-07,france,germany,6634
2020-06-07,austria,germany,10070
2020-06-07,bosnia and herzegovina,germany,1594
2020-06-07,netherlands,germany,22079
2020-06-07,switzerland,germany,5576
2020-06-07,italy,croatia,1056
2020-06-07,austria,croatia,1947
2020-06-07,germany,croatia,2787
2020-06-07,india,honduras,1056
2020-06-07,hungary,germany,2804
2020-06-07,united kingdom,germany,2451
2020-06-07,poland,germany,16061
2020-06-07,belgium,germany,4064
2020-06-07,romania,germany,4834
2020-06-07,italy,germany,2934
2020-06-07,indonesia,south korea,1300
2020-06-07,serbia,bosnia and herzegovina,4324
2020-06-07,slovenia,bosnia and herzegovina,1491
2020-06-07,japan,philippines,1153
2020-06-07,taiwan,philippines,1159
2020-06-07,qatar,philippines,1052
2020-06-07,united states,philippines,2306
2020-06-07,kuwait,philippines,1180
2020-06-07,saudi arabia,philippines,4351
2020-06-07,serbia,kosovo,1418
2020-06-07,albania,kosovo,1079
2020-06-07,united kingdom,netherlands,1621
2020-06-07,kosovo,albania,1573
2020-06-07,belgium,netherlands,18371
2020-06-07,spain,portugal,3814
2020-06-07,brazil,portugal,1896
2020-06-07,poland,netherlands,3144
2020-06-07,france,portugal,1361
2020-06-07,india,philippines,2113
2020-06-07,united arab emirates,philippines,1730
2020-06-07,indonesia,philippines,1378
2020-06-07,turkey,greece,1082
2020-06-07,cambodia,thailand,8203
2020-06-07,czech republic,poland,2014
2020-06-07,lithuania,poland,1040
2020-06-07,united kingdom,poland,1086
2020-06-07,germany,poland,15114
2020-06-07,philippines,united arab emirates,1861
2020-06-07,sweden,denmark,4166
2020-06-07,germany,netherlands,22558
2020-06-07,united kingdom,romania,1258
2020-06-07,colombia,ecuador,2318
2020-06-07,sweden,poland,1113
2020-06-07,netherlands,poland,2022
2020-06-07,india,united arab emirates,2216
2020-06-07,pakistan,united arab emirates,1674
2020-06-07,italy,san marino,2220
2020-06-07,united states,ecuador,2283
2020-06-07,germany,romania,4586
2020-06-07,indonesia,thailand,2585
2020-06-07,denmark,sweden,3371
2020-06-07,sweden,finland,1285
2020-06-07,jamaica,haiti,2119
2020-06-07,croatia,serbia,1527
2020-06-07,germany,serbia,1369
2020-06-07,kosovo,serbia,1340
2020-06-07,belgium,serbia,1359
2020-06-07,bosnia and herzegovina,serbia,3602
2020-06-07,italy,switzerland,4139
2020-06-07,germany,switzerland,6428
2020-06-07,france,switzerland,6130
2020-06-07,austria,switzerland,1082
2020-06-07,portugal,brazil,1336
2020-06-07,india,bhutan,4085
2020-06-07,uruguay,brazil,2917
2020-06-07,paraguay,brazil,2860
2020-06-07,vietnam,brazil,1176
2020-06-07,united states,brazil,1426
2020-06-07,argentina,brazil,1672
2020-06-07,malaysia,indonesia,8849
2020-06-07,taiwan,indonesia,5256
2020-06-07,philippines,indonesia,1432
2020-06-07,south korea,indonesia,1180
2020-06-07,estonia,finland,1504
2020-06-07,brazil,colombia,1317
2020-06-07,romania,austria,1823
2020-06-07,colombia,brazil,1310
2020-06-07,netherlands,united kingdom,1894
2020-06-07,belgium,united kingdom,1659
2020-06-07,poland,united kingdom,1672
2020-06-07,croatia,austria,1052
2020-06-07,slovenia,austria,2087
2020-06-07,czech republic,austria,1655
2020-06-07,italy,austria,1197
2020-06-07,slovakia,austria,1863
2020-06-07,germany,austria,9937
2020-06-07,switzerland,austria,1088
2020-06-07,serbia,austria,1044
2020-06-07,switzerland,liechtenstein,1113
2020-06-07,philippines,kuwait,1182
2020-06-07,indonesia,malaysia,9118
2020-06-07,thailand,malaysia,5599
2020-06-07,austria,czech republic,2468
2020-06-07,poland,czech republic,1313
2020-06-07,slovakia,czech republic,5475
2020-06-07,germany,czech republic,6802
2020-06-07,brazil,bolivia,1027
2020-06-07,brazil,argentina,1651
2020-06-07,paraguay,argentina,1747
2020-06-07,chile,argentina,7522
2020-06-07,france,united kingdom,6770
2020-06-07,germany,united kingdom,2692
2020-06-07,hungary,serbia,1903
2020-06-07,ireland,united kingdom,5418
2020-06-07,united states,united kingdom,1302
2020-06-07,hungary,austria,5172
2020-06-07,united states,colombia,2041
2020-06-07,ecuador,colombia,2585
2020-06-07,philippines,saudi arabia,4274
2020-06-07,france,luxembourg,3639
2020-06-07,denmark,germany,1686
2020-06-07,luxembourg,germany,4362
2020-06-07,croatia,germany,2667
2020-06-07,germany,denmark,2522
2020-06-07,united kingdom,ireland,5347
2020-06-07,germany,luxembourg,4036
2020-06-07,belgium,luxembourg,3133
2020-06-07,germany,sweden,1476
2020-06-07,norway,sweden,1665
2020-06-07,poland,sweden,1796
2020-06-07,finland,sweden,1023
2020-06-07,canada,united states,7970
2020-06-07,india,saudi arabia,1791
2020-06-07,united kingdom,united states,1075
2020-06-07,bangladesh,saudi arabia,1126
2020-06-07,mexico,united states,54503
2020-06-07,nigeria,united states,2900
2020-06-07,the bahamas,united states,1061
2020-06-07,philippines,united states,2491
2020-06-07,colombia,united states,1987
2020-06-07,puerto rico,united states,2594
2020-06-07,ecuador,united states,1964
2020-06-07,austria,slovenia,3486
2020-06-07,brazil,united states,1113
2020-06-07,italy,slovenia,1777
2020-06-07,switzerland,france,13131
2020-06-07,bulgaria,turkey,1271
2020-06-07,united states,mexico,89408
2020-06-07,vietnam,indonesia,1166
2020-06-07,india,indonesia,5227
2020-06-07,cambodia,indonesia,1145
2020-06-07,thailand,indonesia,2575
2020-06-07,hungary,slovakia,3898
2020-06-07,czech republic,slovakia,5185
2020-06-07,austria,slovakia,2617
2020-06-07,united states,puerto rico,2850
2020-06-07,croatia,slovenia,6294
2020-06-07,united states,the bahamas,1199
2020-06-07,united kingdom,france,3509
2020-06-07,andorra,france,1002
2020-06-07,luxembourg,france,9223
2020-06-07,portugal,france,1415
2020-06-07,italy,france,4561
2020-06-07,poland,france,2316
2020-06-07,belgium,france,11554
2020-06-07,germany,france,9227
2020-06-07,spain,france,7888
2020-06-07,netherlands,france,1399
2020-06-07,czech republic,germany,4925
2020-06-07,india,united states,1342
2020-06-08,croatia,germany,4935
2020-06-08,pakistan,india,9893
2020-06-08,slovakia,germany,1541
2020-06-08,kazakhstan,india,1510
2020-06-08,kuwait,philippines,1079
2020-06-08,luxembourg,germany,3423
2020-06-08,saudi arabia,india,1989
2020-06-08,saudi arabia,philippines,4509
2020-06-08,belgium,germany,7923
2020-06-08,moldova,romania,1128
2020-06-08,nepal,india,13285
2020-06-08,south africa,india,1197
2020-06-08,hungary,romania,3457
2020-06-08,hungary,germany,5198
2020-06-08,germany,romania,3944
2020-06-08,indonesia,philippines,1432
2020-06-08,united arab emirates,india,2174
2020-06-08,indonesia,india,5277
2020-06-08,austria,romania,1418
2020-06-08,austria,germany,16596
2020-06-08,india,philippines,2270
2020-06-08,haiti,jamaica,1775
2020-06-08,the bahamas,united states,1168
2020-06-08,switzerland,austria,1184
2020-06-08,saudi arabia,egypt,3098
2020-06-08,united arab emirates,pakistan,2157
2020-06-08,indonesia,south korea,1168
2020-06-08,germany,bulgaria,1014
2020-06-08,serbia,bulgaria,1294
2020-06-08,brazil,paraguay,3064
2020-06-08,united arab emirates,philippines,2155
2020-06-08,netherlands,germany,36450
2020-06-08,sweden,germany,1138
2020-06-08,hungary,austria,30608
2020-06-08,germany,austria,13278
2020-06-08,turkey,bulgaria,1264
2020-06-08,argentina,paraguay,1789
2020-06-08,united states,canada,7333
2020-06-08,india,bhutan,4303
2020-06-08,portugal,spain,7285
2020-06-08,ecuador,united states,2239
2020-06-08,canada,united states,12104
2020-06-08,brazil,united states,1138
