ds,start_name,end_name,travel_counts
2020-07-28,south africa,india,1287
2020-07-28,thailand,malaysia,4733
2020-07-28,bolivia,brazil,1310
2020-07-28,argentina,brazil,2186
2020-07-28,greece,germany,2724
2020-07-28,haiti,jamaica,1800
2020-07-28,belgium,germany,13375
2020-07-28,italy,germany,12577
2020-07-28,spain,germany,5939
2020-07-28,slovenia,germany,2300
2020-07-28,luxembourg,germany,4990
2020-07-28,denmark,germany,13608
2020-07-28,hungary,germany,6178
2020-07-28,netherlands,germany,46301
2020-07-28,croatia,poland,2489
2020-07-28,hungary,slovenia,1132
2020-07-28,france,poland,1031
2020-07-28,united states,canada,10903
2020-07-28,united arab emirates,oman,1023
2020-07-28,united states,nigeria,3028
2020-07-28,croatia,bosnia and herzegovina,4729
2020-07-28,indonesia,south korea,1132
2020-07-28,italy,romania,2686
2020-07-28,hungary,romania,5076
2020-07-28,bulgaria,romania,6913
2020-07-28,slovenia,austria,4297
2020-07-28,italy,austria,7211
2020-07-28,germany,austria,27584
2020-07-28,switzerland,austria,2841
2020-07-28,croatia,austria,4217
2020-07-28,hungary,austria,11876
2020-07-28,romania,austria,2205
2020-07-28,czech republic,austria,5048
2020-07-28,poland,austria,2839
2020-07-28,netherlands,austria,1430
2020-07-28,slovakia,austria,4458
2020-07-28,philippines,canada,1094
2020-07-28,greece,poland,2016
2020-07-28,france,germany,22308
2020-07-28,romania,germany,5053
2020-07-28,turkey,germany,2468
2020-07-28,japan,philippines,1529
2020-07-28,indonesia,philippines,1075
2020-07-28,united kingdom,greece,3385
2020-07-28,poland,greece,1884
2020-07-28,bulgaria,greece,1943
2020-07-28,taiwan,philippines,1455
2020-07-28,united states,philippines,2375
2020-07-28,saudi arabia,philippines,4477
2020-07-28,italy,greece,2682
2020-07-28,united arab emirates,philippines,1749
2020-07-28,qatar,philippines,1075
2020-07-28,netherlands,greece,1539
2020-07-28,germany,greece,2932
2020-07-28,france,greece,1919
2020-07-28,canada,philippines,1090
2020-07-28,kuwait,philippines,1197
2020-07-28,albania,greece,1289
2020-07-28,turkey,greece,1100
2020-07-28,india,philippines,2251
2020-07-28,laos,thailand,10788
2020-07-28,finland,estonia,5387
2020-07-28,netherlands,france,11210
2020-07-28,poland,france,1470
2020-07-28,switzerland,germany,13532
2020-07-28,croatia,germany,5006
2020-07-28,norway,germany,1457
2020-07-28,austria,germany,27407
2020-07-28,czech republic,germany,14755
2020-07-28,poland,germany,38779
2020-07-28,bulgaria,germany,1602
2020-07-28,slovakia,germany,2127
2020-07-28,sweden,germany,3009
2020-07-28,slovenia,italy,4893
2020-07-28,oman,united arab emirates,1168
2020-07-28,belgium,france,35666
2020-07-28,italy,france,17884
2020-07-28,spain,france,25925
2020-07-28,germany,france,23178
2020-07-28,luxembourg,france,10175
2020-07-28,portugal,france,4068
2020-07-28,austria,france,1008
2020-07-28,switzerland,france,24049
2020-07-28,united kingdom,france,10964
2020-07-28,greece,france,1390
2020-07-28,greece,cyprus,1052
2020-07-28,pakistan,india,9017
2020-07-28,philippines,united arab emirates,2211
2020-07-28,nigeria,united states,3219
2020-07-28,poland,sweden,1978
2020-07-28,norway,sweden,6894
2020-07-28,germany,sweden,2837
2020-07-28,denmark,sweden,7944
2020-07-28,finland,sweden,2491
2020-07-28,thailand,indonesia,2092
2020-07-28,switzerland,liechtenstein,1415
2020-07-28,philippines,kuwait,1073
2020-07-28,cyprus,turkey,1008
2020-07-28,bulgaria,turkey,2743
2020-07-28,india,turkey,1044
2020-07-28,germany,turkey,3455
2020-07-28,united kingdom,turkey,2591
2020-07-28,greece,turkey,1319
2020-07-28,indonesia,thailand,2043
2020-07-28,cambodia,thailand,7865
2020-07-28,puerto rico,united states,4662
2020-07-28,malaysia,thailand,5227
2020-07-28,ecuador,colombia,3014
2020-07-28,united states,colombia,1600
2020-07-28,germany,poland,22779
2020-07-28,poland,croatia,1907
2020-07-28,czech republic,croatia,1560
2020-07-28,bosnia and herzegovina,croatia,5206
2020-07-28,united kingdom,croatia,1180
2020-07-28,thailand,laos,9320
2020-07-28,austria,croatia,3931
2020-07-28,serbia,croatia,1489
2020-07-28,germany,croatia,3742
2020-07-28,italy,croatia,2932
2020-07-28,slovenia,croatia,9887
2020-07-28,latvia,lithuania,4175
2020-07-28,indonesia,taiwan,4364
2020-07-28,philippines,taiwan,1273
2020-07-28,poland,slovakia,4500
2020-07-28,czech republic,slovakia,9106
2020-07-28,austria,slovakia,3137
2020-07-28,brazil,colombia,1533
2020-07-28,slovakia,hungary,5815
2020-07-28,poland,hungary,2148
2020-07-28,czech republic,hungary,1663
2020-07-28,norway,finland,1451
2020-07-28,sweden,finland,2615
2020-07-28,latvia,finland,1684
2020-07-28,slovakia,czech republic,8999
2020-07-28,poland,czech republic,7564
2020-07-28,germany,czech republic,11046
2020-07-28,croatia,czech republic,1663
2020-07-28,hungary,czech republic,1991
2020-07-28,austria,czech republic,4135
2020-07-28,romania,moldova,2012
2020-07-28,netherlands,luxembourg,1468
2020-07-28,france,luxembourg,11703
2020-07-28,germany,luxembourg,5370
2020-07-28,belgium,luxembourg,6632
2020-07-28,albania,kosovo,4309
2020-07-28,belgium,serbia,1233
2020-07-28,bosnia and herzegovina,serbia,2566
2020-07-28,estonia,finland,5901
2020-07-28,united states,puerto rico,3717
2020-07-28,thailand,cambodia,7344
2020-07-28,india,kazakhstan,1661
2020-07-28,india,bangladesh,18432
2020-07-28,romania,hungary,4979
2020-07-28,austria,hungary,9767
2020-07-28,croatia,hungary,2833
2020-07-28,vietnam,bangladesh,1397
2020-07-28,germany,hungary,4259
2020-07-28,italy,hungary,1439
2020-07-28,serbia,hungary,1031
2020-07-28,vietnam,brazil,1861
2020-07-28,netherlands,belgium,38203
2020-07-28,united kingdom,belgium,2974
2020-07-28,france,belgium,39612
2020-07-28,serbia,belgium,1287
2020-07-28,germany,belgium,13866
2020-07-28,spain,belgium,3154
2020-07-28,italy,belgium,2216
2020-07-28,luxembourg,belgium,5851
2020-07-28,vietnam,cambodia,3173
2020-07-28,poland,belgium,1210
2020-07-28,portugal,brazil,1686
2020-07-28,hungary,croatia,2764
2020-07-28,canada,united states,13831
2020-07-28,france,united kingdom,10393
2020-07-28,ireland,united kingdom,15842
2020-07-28,germany,united kingdom,3287
2020-07-28,spain,united kingdom,12430
2020-07-28,italy,united kingdom,3373
2020-07-28,belgium,united kingdom,2144
2020-07-28,greece,united kingdom,1659
2020-07-28,italy,malta,1235
2020-07-28,turkey,united kingdom,1226
2020-07-28,chile,argentina,6353
2020-07-28,paraguay,argentina,1922
2020-07-28,bangladesh,india,18075
2020-07-28,saudi arabia,india,2302
2020-07-28,united states,india,1418
2020-07-28,germany,slovenia,1468
2020-07-28,united arab emirates,india,2846
2020-07-28,argentina,chile,6745
2020-07-28,india,south africa,1367
2020-07-28,brazil,argentina,2136
2020-07-28,portugal,united kingdom,1107
2020-07-28,romania,united kingdom,2333
2020-07-28,poland,united kingdom,3772
2020-07-28,netherlands,spain,3314
2020-07-28,andorra,spain,1208
2020-07-28,united kingdom,spain,8175
2020-07-28,switzerland,spain,1329
2020-07-28,portugal,spain,12354
2020-07-28,france,spain,23220
2020-07-28,germany,spain,5712
2020-07-28,italy,spain,3938
2020-07-28,belgium,spain,2472
2020-07-28,sweden,spain,1061
2020-07-28,philippines,saudi arabia,4339
2020-07-28,india,nepal,12894
2020-07-28,poland,norway,1130
2020-07-28,sweden,norway,6407
2020-07-28,germany,norway,1592
2020-07-28,denmark,norway,5328
2020-07-28,finland,norway,1699
2020-07-28,united states,united kingdom,1008
2020-07-28,netherlands,united kingdom,3761
2020-07-28,brazil,bolivia,1094
2020-07-28,brazil,united states,1493
2020-07-28,croatia,slovenia,8942
2020-07-28,belgium,netherlands,37134
2020-07-28,france,portugal,4198
2020-07-28,brazil,portugal,1567
2020-07-28,italy,netherlands,1743
2020-07-28,italy,albania,1184
2020-07-28,serbia,bosnia and herzegovina,2812
2020-07-28,kosovo,albania,2896
2020-07-28,united kingdom,netherlands,3858
2020-07-28,united kingdom,portugal,1367
2020-07-28,philippines,south korea,1073
2020-07-28,united kingdom,romania,3280
2020-07-28,france,romania,1172
2020-07-28,slovakia,poland,3450
2020-07-28,united kingdom,poland,3904
2020-07-28,austria,poland,1821
2020-07-28,lithuania,poland,3051
2020-07-28,moldova,romania,1376
2020-07-28,austria,romania,1991
2020-07-28,france,netherlands,9769
2020-07-28,germany,romania,5332
2020-07-28,luxembourg,netherlands,1077
2020-07-28,greece,netherlands,1210
2020-07-28,hungary,slovakia,4908
2020-07-28,germany,slovakia,1103
2020-07-28,poland,lithuania,3007
2020-07-28,lithuania,latvia,5214
2020-07-28,estonia,latvia,2755
2020-07-28,kazakhstan,india,1728
2020-07-28,austria,netherlands,1061
2020-07-28,bhutan,india,3975
2020-07-28,kosovo,serbia,1972
2020-07-28,poland,netherlands,3270
2020-07-28,germany,netherlands,42977
2020-07-28,spain,portugal,11147
2020-07-28,spain,netherlands,2858
2020-07-28,switzerland,portugal,1317
2020-07-28,greece,albania,1468
2020-07-28,turkey,india,1040
2020-07-28,spain,romania,1021
2020-07-29,france,germany,22237
2020-07-29,united kingdom,germany,4175
2020-07-29,austria,slovakia,3967
2020-07-29,united kingdom,turkey,2510
2020-07-29,greece,turkey,1336
2020-07-29,brazil,paraguay,3266
2020-07-29,poland,germany,27789
2020-07-29,denmark,germany,11206
2020-07-29,croatia,germany,4660
2020-07-29,argentina,paraguay,1695
2020-07-29,austria,germany,26586
2020-07-29,hungary,germany,5067
2020-07-29,czech republic,germany,12149
2020-07-29,philippines,japan,1628
2020-07-29,italy,germany,12245
2020-07-29,hungary,poland,1819
2020-07-29,iraq,turkey,1222
2020-07-29,poland,lithuania,2734
2020-07-29,united states,philippines,2430
2020-07-29,japan,philippines,1613
2020-07-29,hungary,romania,4771
2020-07-29,united kingdom,romania,2541
2020-07-29,austria,romania,2381
2020-07-29,bulgaria,romania,5555
2020-07-29,italy,romania,2342
2020-07-29,finland,norway,1359
2020-07-29,sweden,norway,6791
2020-07-29,denmark,norway,4731
2020-07-29,finland,estonia,5290
2020-07-29,latvia,lithuania,4248
2020-07-29,latvia,estonia,2646
2020-07-29,germany,norway,1581
2020-07-29,greece,romania,1607
2020-07-29,moldova,romania,1779
2020-07-29,spain,romania,1485
2020-07-29,finland,sweden,2545
2020-07-29,philippines,indonesia,1088
2020-07-29,south korea,indonesia,1229
2020-07-29,taiwan,indonesia,4376
2020-07-29,vietnam,indonesia,1031
2020-07-29,thailand,indonesia,2190
2020-07-29,japan,indonesia,1031
2020-07-29,malaysia,indonesia,8889
2020-07-29,serbia,bosnia and herzegovina,2911
2020-07-29,germany,bosnia and herzegovina,1615
2020-07-29,croatia,bosnia and herzegovina,5788
2020-07-29,indonesia,south korea,1237
2020-07-29,india,indonesia,4301
2020-07-29,germany,romania,5288
2020-07-29,france,romania,1208
2020-07-29,india,vietnam,3039
2020-07-29,cambodia,vietnam,3066
2020-07-29,bangladesh,vietnam,1426
2020-07-29,indonesia,vietnam,1021
2020-07-29,south africa,india,1386
2020-07-29,nepal,india,13480
2020-07-29,united states,india,1672
2020-07-29,philippines,india,2350
2020-07-29,saudi arabia,india,2472
2020-07-29,qatar,india,1042
2020-07-29,bangladesh,india,17403
2020-07-29,vietnam,india,3234
2020-07-29,jamaica,haiti,2077
2020-07-29,united states,ecuador,1922
2020-07-29,colombia,ecuador,2942
2020-07-29,united states,brazil,1388
2020-07-29,uruguay,brazil,3074
2020-07-29,colombia,brazil,1565
2020-07-29,vietnam,brazil,1873
2020-07-29,turkey,india,1121
2020-07-29,brazil,vietnam,1882
2020-07-29,united arab emirates,india,2720
2020-07-29,bhutan,india,3809
2020-07-29,germany,switzerland,14263
2020-07-29,portugal,switzerland,1040
2020-07-29,liechtenstein,switzerland,1392
2020-07-29,france,switzerland,24658
2020-07-29,austria,switzerland,2934
2020-07-29,italy,switzerland,15128
2020-07-29,saudi arabia,pakistan,1033
2020-07-29,india,pakistan,9003
2020-07-29,united arab emirates,pakistan,2993
2020-07-29,thailand,laos,8629
2020-07-29,vietnam,laos,10590
2020-07-29,philippines,qatar,1002
2020-07-29,kazakhstan,india,1674
2020-07-29,indonesia,india,4740
2020-07-29,lebanon,india,1023
2020-07-29,pakistan,india,9177
2020-07-29,laos,vietnam,11147
2020-07-29,denmark,sweden,7638
2020-07-29,norway,sweden,6130
2020-07-29,poland,hungary,1863
2020-07-29,vietnam,bangladesh,1371
2020-07-29,romania,hungary,4952
2020-07-29,slovenia,hungary,1027
2020-07-29,brazil,argentina,2153
2020-07-29,chile,argentina,6823
2020-07-29,croatia,serbia,1159
2020-07-29,philippines,taiwan,1331
2020-07-29,india,south africa,1323
2020-07-29,germany,luxembourg,5210
2020-07-29,belgium,luxembourg,5987
2020-07-29,laos,thailand,10137
2020-07-29,indonesia,thailand,2083
2020-07-29,malaysia,thailand,5634
2020-07-29,india,nepal,12951
2020-07-29,italy,hungary,2192
2020-07-29,france,luxembourg,10676
2020-07-29,austria,hungary,11094
2020-07-29,bolivia,brazil,1189
2020-07-29,bulgaria,turkey,2829
2020-07-29,germany,turkey,3167
2020-07-29,india,united arab emirates,1982
2020-07-29,pakistan,united arab emirates,2054
2020-07-29,switzerland,liechtenstein,1357
2020-07-29,india,bhutan,3883
2020-07-29,slovakia,czech republic,8192
2020-07-29,poland,czech republic,6957
2020-07-29,croatia,czech republic,1604
2020-07-29,austria,czech republic,4511
2020-07-29,germany,czech republic,12222
2020-07-29,hungary,czech republic,1737
2020-07-29,oman,united arab emirates,1019
2020-07-29,philippines,united arab emirates,1747
2020-07-29,argentina,brazil,1787
2020-07-29,czech republic,hungary,1657
2020-07-29,india,turkey,1086
2020-07-29,netherlands,luxembourg,1031
2020-07-29,croatia,slovenia,7623
2020-07-29,greece,france,1310
2020-07-29,portugal,france,3236
2020-07-29,netherlands,france,10097
2020-07-29,germany,france,23879
2020-07-29,austria,france,1079
2020-07-29,italy,france,16989
2020-07-29,united kingdom,france,10679
2020-07-29,romania,france,1084
2020-07-29,luxembourg,france,11825
2020-07-29,spain,france,24956
2020-07-29,switzerland,france,25406
2020-07-29,belgium,france,33445
2020-07-29,romania,moldova,1611
2020-07-29,germany,sweden,3068
2020-07-29,poland,sweden,1842
2020-07-29,poland,france,1029
2020-07-29,germany,slovenia,1953
2020-07-29,brazil,uruguay,3576
2020-07-29,spain,poland,1113
2020-07-29,austria,slovenia,4290
2020-07-29,italy,slovenia,4509
2020-07-29,czech republic,poland,7048
2020-07-29,bulgaria,germany,1590
2020-07-29,germany,poland,25948
2020-07-29,austria,poland,1924
2020-07-29,italy,poland,1201
2020-07-29,croatia,poland,2440
2020-07-29,france,poland,1092
2020-07-29,united kingdom,poland,4307
2020-07-29,greece,poland,1136
2020-07-29,slovakia,poland,4240
2020-07-29,lithuania,poland,2846
2020-07-29,netherlands,poland,2804
2020-07-29,sweden,poland,1369
2020-07-29,italy,san marino,6294
2020-07-29,greece,germany,2879
2020-07-29,portugal,brazil,1724
2020-07-29,romania,germany,5916
2020-07-29,germany,denmark,12902
2020-07-29,poland,denmark,1040
2020-07-29,united kingdom,ireland,14530
2020-07-29,netherlands,denmark,1056
2020-07-29,sweden,denmark,8165
2020-07-29,norway,denmark,4597
2020-07-29,germany,hungary,4960
2020-07-29,croatia,hungary,2348
2020-07-29,saudi arabia,bangladesh,1008
2020-07-29,slovakia,hungary,5435
2020-07-29,india,bangladesh,18026
2020-07-29,hungary,italy,1932
2020-07-29,germany,italy,11552
2020-07-29,austria,italy,8429
2020-07-29,croatia,italy,3158
2020-07-29,poland,italy,1109
2020-07-29,france,italy,17583
2020-07-29,united kingdom,italy,2913
2020-07-29,greece,italy,2125
2020-07-29,brazil,bolivia,1224
2020-07-29,romania,italy,2119
2020-07-29,united states,mexico,55705
2020-07-29,romania,austria,2123
2020-07-29,romania,greece,1298
2020-07-29,kuwait,philippines,1161
2020-07-29,united kingdom,greece,5714
2020-07-29,saudi arabia,philippines,4687
2020-07-29,canada,philippines,1168
2020-07-29,albania,greece,1292
2020-07-29,bulgaria,greece,2155
2020-07-29,italy,greece,2211
2020-07-29,india,philippines,2146
2020-07-29,slovakia,germany,1457
2020-07-29,united arab emirates,philippines,2728
2020-07-29,turkey,greece,1329
2020-07-29,netherlands,greece,1705
2020-07-29,indonesia,philippines,1155
2020-07-29,poland,greece,1386
2020-07-29,france,greece,1903
2020-07-29,hungary,austria,10792
2020-07-29,italy,austria,7718
2020-07-29,poland,austria,1907
2020-07-29,slovenia,austria,3732
2020-07-29,netherlands,italy,1663
2020-07-29,slovenia,italy,4696
2020-07-29,san marino,italy,2083
2020-07-29,kosovo,serbia,2066
2020-07-29,belgium,serbia,1277
2020-07-29,germany,serbia,1201
2020-07-29,bosnia and herzegovina,serbia,2434
2020-07-29,germany,spain,3801
2020-07-29,poland,spain,1182
2020-07-29,france,spain,24011
2020-07-29,italy,spain,3864
2020-07-29,united kingdom,spain,4893
2020-07-29,romania,spain,1098
2020-07-29,portugal,spain,10716
2020-07-29,netherlands,spain,3167
2020-07-29,andorra,spain,1012
2020-07-29,belgium,spain,2547
2020-07-29,indonesia,taiwan,4610
2020-07-29,philippines,kuwait,1115
2020-07-29,united states,dominican republic,2184
2020-07-29,argentina,chile,7398
2020-07-29,cambodia,thailand,7634
2020-07-29,france,tunisia,2241
2020-07-29,paraguay,argentina,1707
2020-07-29,united states,puerto rico,3469
2020-07-29,ecuador,united states,2085
2020-07-29,spain,italy,4221
2020-07-29,switzerland,italy,15233
2020-07-29,belgium,italy,1386
2020-07-29,serbia,kosovo,2150
2020-07-29,albania,kosovo,4219
2020-07-29,germany,bulgaria,2268
2020-07-29,greece,bulgaria,2253
2020-07-29,turkey,bulgaria,2228
2020-07-29,romania,bulgaria,5744
2020-07-29,germany,greece,3410
2020-07-29,united kingdom,bulgaria,1042
2020-07-29,philippines,united states,2339
2020-07-29,dominican republic,united states,2333
2020-07-29,colombia,united states,1686
2020-07-29,nigeria,united states,3404
2020-07-29,canada,united states,12919
2020-07-29,india,united states,1680
2020-07-29,brazil,united states,1554
2020-07-29,puerto rico,united states,4271
2020-07-29,mexico,united states,68345
2020-07-29,indonesia,malaysia,8379
2020-07-29,finland,latvia,1701
2020-07-29,taiwan,philippines,1281
2020-07-29,lithuania,latvia,4208
2020-07-29,serbia,belgium,1229
2020-07-29,germany,belgium,13110
2020-07-29,italy,belgium,1705
2020-07-29,netherlands,belgium,31519
2020-07-29,spain,belgium,3492
2020-07-29,india,kazakhstan,1413
2020-07-29,thailand,cambodia,7258
2020-07-29,poland,belgium,1239
2020-07-29,france,belgium,38260
2020-07-29,estonia,latvia,2552
2020-07-29,luxembourg,belgium,6634
2020-07-29,united states,colombia,1575
2020-07-29,brazil,colombia,1810
2020-07-29,ecuador,colombia,3018
2020-07-29,united states,nigeria,3257
2020-07-29,united arab emirates,oman,1168
2020-07-29,kosovo,albania,2549
2020-07-29,austria,netherlands,1117
2020-07-29,italy,netherlands,1252
2020-07-29,poland,slovakia,3408
2020-07-29,hungary,slovakia,5135
2020-07-29,bosnia and herzegovina,croatia,4805
2020-07-29,slovenia,croatia,7535
2020-07-29,turkey,germany,2432
2020-07-29,netherlands,germany,40066
2020-07-29,slovenia,germany,1880
2020-07-29,luxembourg,germany,5065
2020-07-29,sweden,germany,3060
2020-07-29,haiti,jamaica,1747
2020-07-29,spain,germany,4328
2020-07-29,switzerland,germany,14843
2020-07-29,belgium,germany,12453
2020-07-29,united kingdom,portugal,1317
2020-07-29,czech republic,slovakia,8732
2020-07-29,germany,slovakia,1466
2020-07-29,czech republic,croatia,1199
2020-07-29,hungary,croatia,2155
2020-07-29,serbia,croatia,1466
2020-07-29,paraguay,brazil,3620
2020-07-29,germany,croatia,4202
2020-07-29,austria,croatia,3446
2020-07-29,italy,croatia,2881
2020-07-29,poland,croatia,1789
2020-07-29,norway,germany,1371
2020-07-29,united kingdom,netherlands,3635
2020-07-29,united kingdom,belgium,2854
2020-07-29,spain,netherlands,3173
2020-07-29,greece,united kingdom,2045
2020-07-29,romania,united kingdom,2262
2020-07-29,portugal,united kingdom,1275
2020-07-29,turkey,united kingdom,1497
2020-07-29,netherlands,united kingdom,3257
2020-07-29,spain,united kingdom,10477
2020-07-29,belgium,united kingdom,2398
2020-07-29,ireland,united kingdom,14440
2020-07-29,czech republic,austria,4490
2020-07-29,brazil,portugal,1525
2020-07-29,croatia,austria,3709
2020-07-29,slovakia,austria,3822
2020-07-29,netherlands,austria,1281
2020-07-29,switzerland,austria,2766
2020-07-29,vietnam,cambodia,3112
2020-07-29,philippines,saudi arabia,4267
2020-07-29,bangladesh,saudi arabia,1006
2020-07-29,india,saudi arabia,1751
2020-07-29,egypt,saudi arabia,1042
2020-07-29,france,united kingdom,10322
2020-07-29,poland,united kingdom,3614
2020-07-29,germany,austria,25618
2020-07-29,united states,united kingdom,1210
2020-07-29,italy,united kingdom,2927
2020-07-29,spain,portugal,11235
2020-07-29,switzerland,portugal,1266
2020-07-29,belgium,netherlands,32449
2020-07-29,germany,netherlands,39896
2020-07-29,france,portugal,4444
2020-07-29,france,netherlands,9559
2020-07-29,greece,netherlands,1250
2020-07-29,greece,albania,1499
2020-07-29,thailand,malaysia,4975
2020-07-29,poland,netherlands,2667
2020-07-29,norway,finland,1499
2020-07-29,estonia,finland,4736
2020-07-29,united arab emirates,egypt,1384
2020-07-29,kuwait,egypt,1178
2020-07-29,saudi arabia,egypt,2921
2020-07-29,germany,united kingdom,2972
2020-07-29,united states,canada,12004
2020-07-29,spain,andorra,1390
2020-07-29,sweden,finland,2348
2020-07-29,philippines,canada,1245
2020-07-30,spain,andorra,1145
2020-07-30,bolivia,brazil,1153
2020-07-30,paraguay,brazil,3358
2020-07-30,united states,brazil,1502
2020-07-30,uruguay,brazil,3175
2020-07-30,romania,bulgaria,6241
2020-07-30,colombia,ecuador,2841
2020-07-30,united kingdom,bulgaria,1334
2020-07-30,turkey,bulgaria,2963
2020-07-30,greece,bulgaria,2213
2020-07-30,france,spain,26183
2020-07-30,switzerland,liechtenstein,1392
2020-07-30,andorra,spain,1392
2020-07-30,poland,spain,1252
2020-07-30,united kingdom,spain,4975
2020-07-30,switzerland,spain,1321
2020-07-30,netherlands,spain,3169
2020-07-30,italy,spain,3541
2020-07-30,portugal,spain,10826
2020-07-30,belgium,spain,2352
2020-07-30,philippines,japan,1170
2020-07-30,poland,norway,1470
2020-07-30,germany,spain,4536
2020-07-30,norway,finland,1697
2020-07-30,vietnam,brazil,1951
2020-07-30,germany,kosovo,1409
2020-07-30,turkey,germany,2644
2020-07-30,croatia,germany,5221
2020-07-30,hungary,germany,5198
2020-07-30,united kingdom,germany,4603
2020-07-30,romania,germany,6092
2020-07-30,france,germany,24524
2020-07-30,norway,germany,1602
2020-07-30,united states,mexico,62507
2020-07-30,india,vietnam,3081
2020-07-30,brazil,vietnam,1714
2020-07-30,bangladesh,vietnam,1355
2020-07-30,cambodia,vietnam,3497
2020-07-30,laos,vietnam,11390
2020-07-30,indonesia,vietnam,1082
2020-07-30,belgium,luxembourg,6512
2020-07-30,france,luxembourg,11298
2020-07-30,germany,luxembourg,4985
2020-07-30,greece,germany,3108
2020-07-30,netherlands,germany,43413
2020-07-30,bulgaria,germany,1678
2020-07-30,czech republic,germany,12377
2020-07-30,india,pakistan,8915
2020-07-30,united arab emirates,pakistan,3020
2020-07-30,united arab emirates,egypt,1657
2020-07-30,iraq,kuwait,1042
2020-07-30,philippines,kuwait,1128
2020-07-30,italy,san marino,3049
2020-07-30,belgium,germany,12915
2020-07-30,italy,germany,12848
2020-07-30,philippines,taiwan,1161
2020-07-30,switzerland,germany,15114
2020-07-30,austria,germany,27311
2020-07-30,haiti,jamaica,1741
2020-07-30,slovakia,germany,1411
2020-07-30,poland,germany,26794
2020-07-30,luxembourg,germany,5443
2020-07-30,sweden,germany,2959
2020-07-30,slovenia,germany,1840
2020-07-30,spain,germany,4975
2020-07-30,denmark,germany,10996
2020-07-30,germany,serbia,1348
2020-07-30,indonesia,taiwan,4490
2020-07-30,netherlands,united kingdom,3971
2020-07-30,austria,czech republic,4912
2020-07-30,hungary,czech republic,1907
2020-07-30,slovakia,czech republic,9414
2020-07-30,poland,czech republic,6922
2020-07-30,germany,czech republic,13814
2020-07-30,albania,kosovo,4505
2020-07-30,india,nepal,13543
2020-07-30,romania,moldova,1441
2020-07-30,thailand,malaysia,5061
2020-07-30,italy,france,16598
2020-07-30,switzerland,france,25683
2020-07-30,luxembourg,france,11907
2020-07-30,germany,france,23075
2020-07-30,spain,france,25234
2020-07-30,belgium,france,34136
2020-07-30,portugal,france,3633
2020-07-30,netherlands,france,10238
2020-07-30,croatia,czech republic,1846
2020-07-30,united states,dominican republic,2444
2020-07-30,germany,slovakia,2045
2020-07-30,poland,slovakia,4244
2020-07-30,poland,united kingdom,2978
2020-07-30,romania,united kingdom,2197
2020-07-30,greece,united kingdom,3404
2020-07-30,italy,united kingdom,2629
2020-07-30,ireland,united kingdom,15076
2020-07-30,united states,united kingdom,1042
2020-07-30,germany,united kingdom,2984
2020-07-30,spain,united kingdom,8963
2020-07-30,belgium,united kingdom,2562
2020-07-30,turkey,united kingdom,1340
2020-07-30,france,united kingdom,11071
2020-07-30,brazil,bolivia,1147
2020-07-30,thailand,laos,9164
2020-07-30,vietnam,laos,10670
2020-07-30,serbia,kosovo,2415
2020-07-30,czech republic,slovakia,9385
2020-07-30,austria,slovakia,3833
2020-07-30,hungary,slovakia,5697
2020-07-30,portugal,united kingdom,1161
2020-07-30,kosovo,serbia,2073
2020-07-30,kuwait,egypt,1317
2020-07-30,saudi arabia,egypt,3215
2020-07-30,bosnia and herzegovina,croatia,4660
2020-07-30,czech republic,croatia,1556
2020-07-30,slovenia,croatia,8602
2020-07-30,austria,switzerland,3188
2020-07-30,germany,croatia,6166
2020-07-30,serbia,croatia,1455
2020-07-30,austria,croatia,3921
2020-07-30,italy,croatia,3272
2020-07-30,poland,croatia,1636
2020-07-30,germany,turkey,3473
2020-07-30,cyprus,turkey,1180
2020-07-30,united kingdom,turkey,1819
2020-07-30,greece,turkey,1113
2020-07-30,iraq,turkey,1161
2020-07-30,india,turkey,1195
2020-07-30,bulgaria,turkey,2367
2020-07-30,india,south africa,1342
2020-07-30,hungary,croatia,2213
2020-07-30,united kingdom,croatia,1014
2020-07-30,spain,switzerland,1132
2020-07-30,portugal,switzerland,1052
2020-07-30,united kingdom,netherlands,4089
2020-07-30,austria,netherlands,1323
2020-07-30,switzerland,portugal,1812
2020-07-30,greece,albania,1401
2020-07-30,greece,netherlands,1638
2020-07-30,italy,albania,1241
2020-07-30,italy,netherlands,1745
2020-07-30,belgium,netherlands,34201
2020-07-30,united kingdom,romania,2594
2020-07-30,spain,netherlands,3318
2020-07-30,kosovo,albania,4040
2020-07-30,el salvador,guatemala,1006
2020-07-30,latvia,lithuania,4740
2020-07-30,poland,lithuania,3129
2020-07-30,france,switzerland,26895
2020-07-30,liechtenstein,switzerland,1355
2020-07-30,germany,switzerland,15414
2020-07-30,italy,switzerland,16571
2020-07-30,spain,portugal,11306
2020-07-30,hungary,romania,5317
2020-07-30,france,romania,1319
2020-07-30,germany,romania,5926
2020-07-30,vietnam,india,3299
2020-07-30,turkey,india,1044
2020-07-30,philippines,india,2264
2020-07-30,pakistan,india,9007
2020-07-30,united arab emirates,oman,1121
2020-07-30,united states,nigeria,3387
2020-07-30,germany,bulgaria,2659
2020-07-30,colombia,brazil,1567
2020-07-30,united arab emirates,india,2951
2020-07-30,argentina,brazil,1924
2020-07-30,oman,united arab emirates,1277
2020-07-30,pakistan,united arab emirates,2297
2020-07-30,india,united arab emirates,2346
2020-07-30,philippines,united arab emirates,1913
