name,date_time,n_baseline,n_crisis,percent_change
Thuin,2020-07-08,36680.781390339,35224,-0.03971511334059764
Charleroi,2020-07-08,117603.171662079,109254,-0.07099444295660247
Huy,2020-07-08,27973.5000000003,27509,-0.016605001161824347
Tielt,2020-07-09,24527.3147747997,24008,-0.02117291597420452
Huy,2020-07-09,27696.5723952869,27298,-0.014390675842427557
Arlon,2020-07-09,17062.2449019883,16268,-0.04654984772230902
Leuven,2020-07-09,112796.610369947,104291,-0.07540661321338067
Brussel Hoofdstad,2020-07-09,304934.000000003,260868,-0.14450995953223514
Gent,2020-07-09,150350.083333334,136364,-0.09302344916115632
Nivelles,2020-07-09,89441.93551762801,81032,-0.0940267612608909
Mons,2020-07-09,68100.900895634,62366,-0.08421182128593054
Verviers,2020-07-09,58939.368107094,58146,-0.013460750133127227
Eeklo,2020-07-09,22431.5924129272,21911,-0.023208000722551667
Namur,2020-07-09,78944.909514774,73107,-0.07394915708506165
Liège,2020-07-09,164620.166666667,149395,-0.09248664349548288
Dinant,2020-07-09,26794.6495207604,29316,0.09409902813940776
Halle-Vilvoorde,2020-07-09,146300.531005298,133461,-0.08776134247136146
Virton,2020-07-09,12307.4937889982,12111,-0.01596537787196344
Thuin,2020-07-09,36444.17100207,35142,-0.03573056997224701
Marche-en-Famenne,2020-07-09,14974.5767020259,18225,0.217062783319568
Charleroi,2020-07-09,117226.841956377,108194,-0.07705438281565534
Aalst,2020-07-09,75311.67266880699,72157,-0.04188823003148635
Soignies,2020-07-09,47332.17801512701,44178,-0.06663919023795938
Maaseik,2020-07-09,58525.134763969996,58576,0.000869117794177523
Roeselare,2020-07-09,42974.416406589,41660,-0.030586021091084988
Oostende,2020-07-09,43522.537241668004,53337,0.22550300098165546
Antwerpen,2020-07-09,262506.288771789,242022,-0.07803351633071581
Veurne,2020-07-09,15417.909403622201,21334,0.3837154857705873
Ath,2020-07-09,21298.8611111111,20655,-0.030229837536956936
Hasselt,2020-07-09,118865.789966935,113366,-0.0462689051952196
Mechelen,2020-07-09,82362.41376399,77903,-0.054143796425982334
Oudenaarde,2020-07-09,29483.172588025198,28780,-0.023849963430014193
Dendermonde,2020-07-09,52868.436826553,50748,-0.0401078025724418
Waremme,2020-07-09,19732.9883186526,19072,-0.03349661531131601
Neufchâteau,2020-07-09,15431.3203790689,16780,0.08739884778495388
Tournai,2020-07-09,38601.897292336005,35659,-0.07623711523941819
Bastogne,2020-07-09,11622.9026294231,13056,0.12329943872617907
Turnhout,2020-07-09,116747.194444444,114809,-0.016601636156373095
Sint-Niklaas,2020-07-09,69244.23589781401,65624,-0.05228212645968845
Diksmuide,2020-07-09,13083.911012967399,12784,-0.02292212264896626
Brugge,2020-07-09,76015.273099617,76535,0.00683713784336347
Mouscron,2020-07-09,21884.0560606545,20612,-0.0581270700974642
Tongeren,2020-07-09,54103.5,53687,-0.0076982080641732975
Philippeville,2020-07-09,15705.513888888901,15857,0.00964540938824483
Ieper,2020-07-09,26941.8333333334,26624,-0.011797019504985448
Kortrijk,2020-07-09,78335.70495923201,74540,-0.048454340982919564
Arlon,2020-07-10,17101.062875394102,16235,-0.050643803938072066
Neufchâteau,2020-07-10,15482.931006030001,17138,0.1068963617628609
Tielt,2020-07-10,24663.75,23821,-0.034169580862601995
Philippeville,2020-07-10,15898.333333333401,15914,0.0009854282419498076
Brugge,2020-07-10,76766.677697523,77600,0.010855260739047017
Bastogne,2020-07-10,12067.428760114999,13268,0.09948857074284977
Maaseik,2020-07-10,59141.25,59110,-0.0005283960010990636
Mouscron,2020-07-10,22053.7077325238,20337,-0.07784213672116806
Liège,2020-07-10,164187.78629468702,148479,-0.09567572990169086
Tournai,2020-07-10,38649.59648888,35294,-0.08682099669127077
Kortrijk,2020-07-10,78344.969083712,73931,-0.05634017264076843
Oudenaarde,2020-07-10,29647.0833333337,28633,-0.03420516352087542
Mechelen,2020-07-10,82223.06318281901,77595,-0.05628667923169846
Hasselt,2020-07-10,118729.52298519999,112536,-0.052164978258794424
Turnhout,2020-07-10,117012.99999999901,115117,-0.0162033278353604
Roeselare,2020-07-10,43192.346935453,41229,-0.04545589843467048
Dendermonde,2020-07-10,53072.25,50479,-0.04886263536970827
Oostende,2020-07-10,44562.585316345,55743,0.25089241578527005
Veurne,2020-07-10,15923.403186498801,21984,0.38060939250975456
Ieper,2020-07-10,27294.819444444503,26928,-0.013439159954551912
Soignies,2020-07-10,47472.307270056,43804,-0.07727257175826907
Diksmuide,2020-07-10,13206.6666666667,12911,-0.022387682988392214
Verviers,2020-07-10,59556.166666667,58495,-0.017817914181856225
Marche-en-Famenne,2020-07-10,15480.883403666501,18855,0.2179537503353569
Dinant,2020-07-10,27237.2308520925,29726,0.0913737949875437
Namur,2020-07-10,78587.77962795601,72853,-0.07297291837363454
Ath,2020-07-10,21492.3333333334,20689,-0.03737766955658911
Halle-Vilvoorde,2020-07-10,146020.07242758299,131847,-0.0970624941623143
Huy,2020-07-10,27764.4222941371,27187,-0.02079720182973275
Tongeren,2020-07-10,54616.833333333,53912,-0.012905056743793983
Aalst,2020-07-10,76001.49475154601,71932,-0.05354493046287392
Eeklo,2020-07-10,22568.2638888889,21781,-0.03488367083816746
Sint-Niklaas,2020-07-10,68975.089445293,64666,-0.06247312587699812
Gent,2020-07-10,148471.62574901,134183,-0.09623809045618459
Nivelles,2020-07-10,88878.17974798099,80026,-0.09959902163930266
Waremme,2020-07-10,19932.920932297402,19203,-0.03661886457968676
Leuven,2020-07-10,111923.166666667,103721,-0.07328390458335537
Charleroi,2020-07-10,117486.99225001,107387,-0.08596689775253935
Brussel Hoofdstad,2020-07-10,300273.33333333,255881,-0.14783974600918215
Virton,2020-07-10,12417.8333333333,12333,-0.006831572872344849
Thuin,2020-07-10,36803.28581408,35266,-0.04177034142673954
Mons,2020-07-10,68004.808497988,62184,-0.08559407233916715
Antwerpen,2020-07-10,261882.55718397902,239228,-0.0865065525080528
Virton,2020-07-11,12924.5017949183,12905,-0.0015089010955894643
Maaseik,2020-07-11,60086.554229186,59478,-0.010127960189975445
Bastogne,2020-07-11,12844.8369712778,14268,0.11079650383298122
Philippeville,2020-07-11,16492.4818725381,16765,0.016523779111479477
Waremme,2020-07-11,20468.4828627975,19387,-0.05283649355190608
Charleroi,2020-07-11,115471.426529975,104998,-0.0907014561499006
Oudenaarde,2020-07-11,30238.331764544997,28795,-0.04773185821836012
Halle-Vilvoorde,2020-07-11,141690.989607295,125013,-0.11770677622846049
Ieper,2020-07-11,27529.8357684164,27621,0.003311470229989091
Namur,2020-07-11,76639.81697746099,71734,-0.06401133472048527
Aalst,2020-07-11,77283.144425913,71069,-0.08040749987689934
Marche-en-Famenne,2020-07-11,16176.0833333333,21249,0.3136059923858811
Roeselare,2020-07-11,42567.570085889005,40117,-0.05756894464364458
Tournai,2020-07-11,37640.95861843,34407,-0.08591594733845508
Thuin,2020-07-11,38056.985342055,36230,-0.04800657029541651
Oostende,2020-07-11,46257.556926667,61796,0.3359114511379491
Turnhout,2020-07-11,116273.16161773301,113369,-0.02497705899905706
Tielt,2020-07-11,24404.0705502114,22990,-0.057944044511015
Leuven,2020-07-11,108753.753757425,99818,-0.08216501452773925
Nivelles,2020-07-11,84972.291139054,76203,-0.10320177344286711
Mons,2020-07-11,66506.389701496,60362,-0.09238796045123139
Brugge,2020-07-11,76297.408396005,79397,0.04062512304359334
Sint-Niklaas,2020-07-11,66196.89945487899,60557,-0.08519884618951451
Antwerpen,2020-07-11,254421.34129153204,227928,-0.10413175701787647
Brussel Hoofdstad,2020-07-11,282341.916666667,239250,-0.15262316405375018
Eeklo,2020-07-11,22961.9035784775,21575,-0.06040020043362014
Tongeren,2020-07-11,56142.727551714,54610,-0.027300553759205586
Diksmuide,2020-07-11,13741.0751712009,13333,-0.029697470257361004
Verviers,2020-07-11,60563.144001961,59631,-0.015391274963050457
Huy,2020-07-11,27838.1314388133,27319,-0.018648214229260406
Gent,2020-07-11,138816.769401133,124926,-0.10006549973075247
Ath,2020-07-11,21698.4196100083,21125,-0.02642679145829643
Neufchâteau,2020-07-11,15869.4384584804,18240,0.1493790437337628
Hasselt,2020-07-11,115205.44985042501,108462,-0.05853412194631633
Soignies,2020-07-11,47350.369333057,42914,-0.09369239132755429
Mouscron,2020-07-11,21834.491857647197,19838,-0.0914375232848827
Liège,2020-07-11,159164.049714717,144569,-0.09169815508512708
Mechelen,2020-07-11,79166.039957818,73216,-0.07515899444999839
Arlon,2020-07-11,17343.274133764302,16129,-0.07001412330791243
Dendermonde,2020-07-11,54244.888580542,50013,-0.07801451328005872
Dinant,2020-07-11,28186.3624779046,32345,0.1475407664027372
Kortrijk,2020-07-11,75732.054930305,70594,-0.0678451804197506
Veurne,2020-07-11,16663.249999999898,24906,0.49466640661336486
Turnhout,2020-07-12,117137.610664276,112957,-0.0356897382537356
Sint-Niklaas,2020-07-12,66237.979399946,60153,-0.09186541399768236
Aalst,2020-07-12,78189.550737433,70931,-0.09283274643446693
Bastogne,2020-07-12,12597.5003343012,14227,0.12935103174888632
Ath,2020-07-12,21834.634911678,21507,-0.015005284631655026
Virton,2020-07-12,13116.224506332499,13045,-0.005430259774686831
Antwerpen,2020-07-12,255056.9817255,226225,-0.11304133503990822
Brugge,2020-07-12,75393.33768849401,79932,0.06019977959138225
Tournai,2020-07-12,37768.488653805,34429,-0.08841997053193072
Thuin,2020-07-12,38863.223786189,36591,-0.05846719764397139
Charleroi,2020-07-12,115840.88147340697,104854,-0.09484459487585287
Brussel Hoofdstad,2020-07-12,282467.0,238160,-0.15685726120219354
Tielt,2020-07-12,24694.6641456451,23002,-0.06854372003854933
Verviers,2020-07-12,60609.940760326004,60133,-0.00786901875076901
Arlon,2020-07-12,17321.8829081434,16287,-0.0597442503006922
Soignies,2020-07-12,47649.903710752005,43248,-0.09238011764877363
Dendermonde,2020-07-12,55144.487754062,50219,-0.08931967554090088
Veurne,2020-07-12,16206.7730313395,25733,0.5877929523810423
Tongeren,2020-07-12,56919.563525041,55123,-0.03156319925486821
Diksmuide,2020-07-12,13930.7891269463,13423,-0.03645085158629558
Dinant,2020-07-12,28063.536725150298,32810,0.16913275476771833
Hasselt,2020-07-12,115300.943693174,107908,-0.06411867462982161
Liège,2020-07-12,158499.82062446701,143299,-0.09590433960478893
Neufchâteau,2020-07-12,15739.008252225402,18255,0.1598570702457604
Ieper,2020-07-12,27641.873412177803,27882,0.008687059094786509
Gent,2020-07-12,138509.036383466,123341,-0.10950936328423289
Marche-en-Famenne,2020-07-12,15853.3364743805,20968,0.32262379177310474
Maaseik,2020-07-12,60779.883298003,59798,-0.01615474141647882
Waremme,2020-07-12,20788.3073636553,19363,-0.06856293486150782
Halle-Vilvoorde,2020-07-12,143475.109038364,125857,-0.1227955786648196
Oudenaarde,2020-07-12,30441.7702168651,28957,-0.04877410893938491
Eeklo,2020-07-12,23290.322780430703,21719,-0.06746676700208637
Oostende,2020-07-12,45678.210548464,62651,0.3715729939448501
Mons,2020-07-12,66290.617128126,59913,-0.09620693552753315
Kortrijk,2020-07-12,75856.920747509,70387,-0.07210839424547319
Philippeville,2020-07-12,16647.6513882884,16966,0.019122734149488417
Roeselare,2020-07-12,42486.762199031,39573,-0.06858047185100526
Mechelen,2020-07-12,79223.7637919,72711,-0.08220719996347707
Mouscron,2020-07-12,21768.736051428503,19869,-0.08726901033392055
Nivelles,2020-07-12,85224.983115945,75943,-0.10891152777721587
Leuven,2020-07-12,109825.59280595099,100059,-0.0889282047692419
Namur,2020-07-12,76752.867540317,71465,-0.06889472289148516
Huy,2020-07-12,28215.810483735,27751,-0.016473405362675657
Huy,2020-07-13,27993.5587128055,27444,-0.019631613059403863
Liège,2020-07-13,164416.05896176602,147331,-0.10391356580161701
Veurne,2020-07-13,15531.199778543698,24111,0.552423530943776
Soignies,2020-07-13,47582.627254912004,43566,-0.08441373431092676
Tongeren,2020-07-13,54700.5,53293,-0.025731026224623175
Eeklo,2020-07-13,22622.5126717365,21501,-0.049575070992784256
Mechelen,2020-07-13,82727.78627903499,76108,-0.08001889784294382
Brugge,2020-07-13,76236.0,79423,0.04180439687286846
Arlon,2020-07-13,17175.9106430688,16220,-0.05565414625946198
Thuin,2020-07-13,37123.416666667,35214,-0.051434292371624786
Neufchâteau,2020-07-13,15381.75,17423,0.13270596648625807
Turnhout,2020-07-13,117431.763806383,112735,-0.039995684763168844
Mouscron,2020-07-13,21996.910425427202,20542,-0.06614158067150226
Kortrijk,2020-07-13,78467.98864893199,73478,-0.06359266670205276
Ath,2020-07-13,21515.732519267498,21249,-0.012397092175627162
Leuven,2020-07-13,112891.50492823601,102329,-0.09356332821455866
Philippeville,2020-07-13,15895.533169967799,16074,0.011227483100056498
Sint-Niklaas,2020-07-13,69325.548601863,63081,-0.09007571851649497
Bastogne,2020-07-13,11725.287326060301,13281,0.13268013232238793
Verviers,2020-07-13,59353.597222222,58795,-0.009411345703792689
Tournai,2020-07-13,38636.672869398,35525,-0.080536770852818
Namur,2020-07-13,78810.398623645,72615,-0.07861143620438728
Gent,2020-07-13,149286.583333334,130497,-0.12586250494714424
Roeselare,2020-07-13,43304.110781628,40872,-0.05616350821501764
Ieper,2020-07-13,27088.195282884,27049,-0.0014469506910549461
Mons,2020-07-13,67968.075575427,61357,-0.09726736441272962
Nivelles,2020-07-13,89662.93320767,80121,-0.10642004300227101
Diksmuide,2020-07-13,13241.675996898099,13033,-0.015759032085287516
Hasselt,2020-07-13,118978.233030298,110690,-0.06966175929161249
Maaseik,2020-07-13,59023.527777778,58798,-0.0038209809929881746
Halle-Vilvoorde,2020-07-13,147291.698547842,130449,-0.11434927232081114
Antwerpen,2020-07-13,262979.714767545,234760,-0.10730757234446459
Dinant,2020-07-13,27012.708320580103,30115,0.11484563645387465
Waremme,2020-07-13,19925.1959057409,19012,-0.04583121340743194
Tielt,2020-07-13,24726.9545585239,23545,-0.0478002479329366
Charleroi,2020-07-13,117815.375102241,107271,-0.08949914298613842
Oostende,2020-07-13,43903.210459964,58483,0.3320893708520822
Virton,2020-07-13,12437.8333333333,12390,-0.003845793077569741
Dendermonde,2020-07-13,53281.112785252,49561,-0.06982047841691687
Oudenaarde,2020-07-13,29737.083333333,28609,-0.03793523798847164
Aalst,2020-07-13,76297.106043003,70119,-0.08097431689638222
Brussel Hoofdstad,2020-07-13,302245.08333332697,253877,-0.16002934704477847
Marche-en-Famenne,2020-07-13,15182.729995595699,19223,0.2661095867196695
Marche-en-Famenne,2020-07-14,15010.4535801696,19204,0.27937506334722084
Virton,2020-07-14,12442.6666666667,12410,-0.0026253750535818045
Verviers,2020-07-14,59277.236111111,58584,-0.011694811644247011
Gent,2020-07-14,150034.102156507,130800,-0.12819820214235747
Namur,2020-07-14,79015.389647521,72716,-0.07972357885750982
Ieper,2020-07-14,27015.6666666666,27159,0.005305563438501176
Halle-Vilvoorde,2020-07-14,146788.634488299,130555,-0.11059190341874207
Nivelles,2020-07-14,89849.997189828,80459,-0.10451861417410449
Tournai,2020-07-14,38564.008403727,35954,-0.06767990444361474
Bastogne,2020-07-14,11696.9947237528,13401,0.14567889586091023
Arlon,2020-07-14,17164.0997446965,16472,-0.04032251938586826
Dinant,2020-07-14,26914.6666666667,30120,0.11909244030516059
Philippeville,2020-07-14,15824.499999999898,16185,0.022781130525457625
Leuven,2020-07-14,113110.19440698202,102627,-0.09268125178233196
Charleroi,2020-07-14,117561.01600089401,108319,-0.07861463191866028
Ath,2020-07-14,21484.6238601906,20748,-0.03428609525510519
Thuin,2020-07-14,37114.75,35048,-0.055685408092469975
Kortrijk,2020-07-14,78361.42225778001,74239,-0.05260780290866557
Mouscron,2020-07-14,21988.1077317598,21017,-0.04416513433564469
Aalst,2020-07-14,75883.601844722,70163,-0.07538653550509988
Turnhout,2020-07-14,117306.72322348,113042,-0.0363553179757252
Mons,2020-07-14,68030.152443871,62041,-0.08803673413509425
Oostende,2020-07-14,43701.34226196,57376,0.31291161850520904
Eeklo,2020-07-14,22502.1666666667,21424,-0.047913904586967135
Soignies,2020-07-14,47488.955028516,43991,-0.07365828594071107
Huy,2020-07-14,27932.583333333,27410,-0.018708736213072806
Antwerpen,2020-07-14,262674.575659539,235049,-0.10517034467525103
Diksmuide,2020-07-14,13187.25,12955,-0.01761170827882993
Hasselt,2020-07-14,118980.39758903,110820,-0.06858606757406226
Tongeren,2020-07-14,54433.249999999,53032,-0.025742537878944007
Roeselare,2020-07-14,43188.200711749,41299,-0.043743445677630596
Veurne,2020-07-14,15485.9075103545,23406,0.5114387054391102
Dendermonde,2020-07-14,52958.441005816,49536,-0.06462503315458512
Mechelen,2020-07-14,82637.17511028,75891,-0.08163608087131702
Brugge,2020-07-14,75927.198446002,78154,0.02932811429334715
Tielt,2020-07-14,24660.521515247798,23670,-0.040166284181595686
Neufchâteau,2020-07-14,15423.501060854,17675,0.1459784604197599
Liège,2020-07-14,164506.480340156,147952,-0.10063117456482995
Oudenaarde,2020-07-14,29585.3333333334,28472,-0.037631258731806255
Sint-Niklaas,2020-07-14,69427.94453601801,63692,-0.08261723106381613
Waremme,2020-07-14,19824.1666666667,19109,-0.0360754970784833
Brussel Hoofdstad,2020-07-14,303100.333333333,255067,-0.15847337680262005
Maaseik,2020-07-14,58852.605343129995,58946,0.0015869247644260326
Thuin,2020-07-15,36680.781390339,34997,-0.04590364017660957
Mouscron,2020-07-15,21914.2463129831,20375,-0.0702395277938979
Kortrijk,2020-07-15,78376.43913013401,73845,-0.057816343539289085
Dendermonde,2020-07-15,53105.708333334,49257,-0.07247259200793292
Charleroi,2020-07-15,117603.171662079,107542,-0.08555187347318124
Brussel Hoofdstad,2020-07-15,302973.975268105,252214,-0.167539060815989
Tielt,2020-07-15,24697.249999999898,23693,-0.0406624219295631
Turnhout,2020-07-15,117043.98596373,112652,-0.037524234394161866
Hasselt,2020-07-15,118809.195215615,110758,-0.06776575837420394
Huy,2020-07-15,27973.5000000003,27505,-0.016747993636845347
Oostende,2020-07-15,43563.866304976,57076,0.31016837670995706
Tongeren,2020-07-15,54339.75,53063,-0.02349569145975092
Bastogne,2020-07-15,11644.7755866581,13360,0.14729561772809982
Neufchâteau,2020-07-15,15393.453262170799,17519,0.13808121554198002
Tournai,2020-07-15,38698.524748667,35618,-0.07960315719200921
Brugge,2020-07-15,75926.341640135,77108,0.015563220014809372
Soignies,2020-07-15,47539.379172719,43911,-0.07632365495427383
Waremme,2020-07-15,19872.250000000102,19101,-0.03881040143919777
Oudenaarde,2020-07-15,29573.2499999997,28506,-0.03608835687655947
Gent,2020-07-15,150532.916666667,130139,-0.13547812078753735
Namur,2020-07-15,79075.96227361,72808,-0.07926507744442339
Nivelles,2020-07-15,89819.064311451,80662,-0.1019501191829224
Halle-Vilvoorde,2020-07-15,146985.627979859,129830,-0.11671636346792895
Ieper,2020-07-15,27044.5254621561,26999,-0.0016833522266753926
Philippeville,2020-07-15,15744.0667465091,16108,0.023115581212306217
Dinant,2020-07-15,26893.951575259598,30116,0.11980568997917149
Maaseik,2020-07-15,58719.617205657996,58587,-0.002258482121801328
Ath,2020-07-15,21470.4851861801,20537,-0.04347760090586849
Leuven,2020-07-15,113400.07081424602,102173,-0.09900408997659643
Veurne,2020-07-15,15397.1496999462,22960,0.4911850860344773
Eeklo,2020-07-15,22525.8333333334,21428,-0.04873663571455283
Marche-en-Famenne,2020-07-15,14943.698122087299,19452,0.3016858237553177
Virton,2020-07-15,12383.997534274898,12401,0.0013729383971568289
Mons,2020-07-15,68289.834502815,61684,-0.09673232554902012
Roeselare,2020-07-15,43110.639272088,41046,-0.0478916412966475
Verviers,2020-07-15,59103.607833117,58451,-0.011041759666511074
Liège,2020-07-15,165199.234195838,147870,-0.10489899835307227
Sint-Niklaas,2020-07-15,69255.71766461,63161,-0.0880030973633882
Arlon,2020-07-15,16993.601454261,16271,-0.042521972532185814
Mechelen,2020-07-15,82481.032684485,75851,-0.08038251302995798
Aalst,2020-07-15,75820.797788535,69932,-0.07766731504143383
Diksmuide,2020-07-15,13152.083333333401,12920,-0.01764612703944749
Antwerpen,2020-07-15,262569.078608432,234100,-0.10842510001296773
Mechelen,2020-07-16,82362.41376399,75246,-0.08640365718739287
Turnhout,2020-07-16,116747.194444444,112436,-0.03692760639739014
Soignies,2020-07-16,47332.17801512701,43663,-0.0775197375019245
Eeklo,2020-07-16,22431.5924129272,21356,-0.04794989107894726
Tongeren,2020-07-16,54103.5,52966,-0.02102451782232203
Neufchâteau,2020-07-16,15431.3203790689,17413,0.12841931683429095
Liège,2020-07-16,164620.166666667,147077,-0.10656754285876459
Sint-Niklaas,2020-07-16,69244.23589781401,63314,-0.08564230395386924
Arlon,2020-07-16,17062.2449019883,16305,-0.04438131713254541
Huy,2020-07-16,27696.5723952869,27384,-0.01128559847860782
Waremme,2020-07-16,19732.9883186526,18900,-0.04221298392323157
Antwerpen,2020-07-16,262506.288771789,233106,-0.11199841691163546
Nivelles,2020-07-16,89441.93551762801,80074,-0.104737620707925
Thuin,2020-07-16,36444.17100207,34839,-0.04404465674301729
Charleroi,2020-07-16,117226.841956377,107356,-0.0842029162574403
Aalst,2020-07-16,75311.672668807,69446,-0.07788530596846617
Halle-Vilvoorde,2020-07-16,146300.531005298,129473,-0.11502030026595471
Dinant,2020-07-16,26794.6495207604,30011,0.12003704234860713
Oostende,2020-07-16,43522.537241668004,57445,0.319890880465553
Virton,2020-07-16,12307.4937889982,12373,0.005322465493369365
Veurne,2020-07-16,15417.909403622201,23178,0.5033166555353272
Marche-en-Famenne,2020-07-16,14974.5767020259,19409,0.29613012682850454
Maaseik,2020-07-16,58525.13476397,58400,-0.0021381371350047786
Oudenaarde,2020-07-16,29483.172588025198,28320,-0.03945208354197366
Roeselare,2020-07-16,42974.416406589,41025,-0.0453622543269746
Tielt,2020-07-16,24527.3147747997,23664,-0.03519809578530389
Ieper,2020-07-16,26941.8333333334,27031,0.0033095990745469635
Dendermonde,2020-07-16,52868.436826553,48941,-0.0742869860033474
Brussel Hoofdstad,2020-07-16,304934.000000003,251151,-0.17637587150007047
Hasselt,2020-07-16,118865.789966935,110597,-0.06956408542134063
Namur,2020-07-16,78944.909514774,72604,-0.08032068886705536
Brugge,2020-07-16,76015.273099617,77583,0.02062384092639535
Mouscron,2020-07-16,21884.0560606545,20293,-0.07270389256199501
Philippeville,2020-07-16,15705.513888888901,16086,0.024226275803702235
Leuven,2020-07-16,112796.61036994701,101806,-0.09743741708106592
Tournai,2020-07-16,38601.897292336005,35733,-0.07432011101966209
Gent,2020-07-16,150350.083333334,129384,-0.1394484317434737
Verviers,2020-07-16,58939.368107094,58372,-0.009626301151771445
Mons,2020-07-16,68100.900895634,61726,-0.09360964116177642
Diksmuide,2020-07-16,13083.9110129674,12866,-0.01665488344818536
Ath,2020-07-16,21298.8611111111,20480,-0.03844623930074452
Kortrijk,2020-07-16,78335.704959232,73633,-0.060032713839486225
Bastogne,2020-07-16,11622.9026294231,13445,0.1567678426526867
Tielt,2020-07-17,24663.75,23093,-0.0636865845623638
Roeselare,2020-07-17,43192.346935453,40269,-0.06768205811602866
Neufchâteau,2020-07-17,15482.931006030001,17850,0.1528824867234839
Turnhout,2020-07-17,117012.99999999901,111951,-0.04326015058155122
Tongeren,2020-07-17,54616.833333333,52865,-0.03207497078128559
Antwerpen,2020-07-17,261882.557183979,228972,-0.12566914550501548
Virton,2020-07-17,12417.8333333333,12319,-0.00795898371964779
Marche-en-Famenne,2020-07-17,15480.883403666501,20268,0.30922761133900895
Ath,2020-07-17,21492.3333333334,20626,-0.04030894737658693
Kortrijk,2020-07-17,78344.969083712,72184,-0.0786389880009905
Huy,2020-07-17,27764.4222941371,27376,-0.01398992891053679
Mons,2020-07-17,68004.80849798801,61161,-0.10063712624366097
Hasselt,2020-07-17,118729.52298519999,109314,-0.07930228934191595
Bastogne,2020-07-17,12067.428760114999,13515,0.11995689128652508
Waremme,2020-07-17,19932.920932297402,18730,-0.060348452511458255
Nivelles,2020-07-17,88878.17974798099,78126,-0.12097659716332392
Maaseik,2020-07-17,59141.25,58265,-0.014816223870817746
Veurne,2020-07-17,15923.4031864988,24542,0.541253443912591
Aalst,2020-07-17,76001.49475154601,68498,-0.09872825233339734
Mouscron,2020-07-17,22053.7077325238,19963,-0.09480073636055848
Eeklo,2020-07-17,22568.2638888889,21129,-0.06377379739863367
Mechelen,2020-07-17,82223.06318281901,74080,-0.09903624199348182
Arlon,2020-07-17,17101.062875394102,16276,-0.0482462921401947
Gent,2020-07-17,148471.62574901,126686,-0.1467325870455438
Namur,2020-07-17,78587.77962795601,72239,-0.08078583792558969
Diksmuide,2020-07-17,13206.6666666667,12815,-0.029656739020699114
Thuin,2020-07-17,36803.28581408,34788,-0.05475831218605499
Ieper,2020-07-17,27294.819444444503,26793,-0.018385153470822542
Brussel Hoofdstad,2020-07-17,300273.33333333,243784,-0.1881263737483536
Charleroi,2020-07-17,117486.99225001,106086,-0.09704046406898312
Tournai,2020-07-17,38649.59648888,35268,-0.08749370746607744
Sint-Niklaas,2020-07-17,68975.089445293,61565,-0.10743138580733907
Philippeville,2020-07-17,15898.333333333401,16237,0.021302023272875396
Liège,2020-07-17,164187.78629468702,146029,-0.11059766809996037
Dinant,2020-07-17,27237.2308520925,31086,0.14130544947126364
Leuven,2020-07-17,111923.166666667,100201,-0.10473405118690325
Soignies,2020-07-17,47472.307270056,42979,-0.09465112459133061
Dendermonde,2020-07-17,53072.25,48422,-0.08762112026529872
Halle-Vilvoorde,2020-07-17,146020.07242758299,126811,-0.13155090329865102
Brugge,2020-07-17,76766.677697523,78708,0.0252886064722798
Oostende,2020-07-17,44562.585316345,60217,0.3512905405403657
Verviers,2020-07-17,59556.166666667,58478,-0.018103359014045445
Oudenaarde,2020-07-17,29647.0833333337,27871,-0.059907523224612125
Roeselare,2020-07-18,42567.570085889005,37885,-0.1100032272558884
Oudenaarde,2020-07-18,30238.331764544997,27598,-0.0873173753467721
Philippeville,2020-07-18,16492.4818725381,16869,0.02282968266218594
Arlon,2020-07-18,17343.274133764302,16185,-0.06678520588620265
Maaseik,2020-07-18,60086.554229186,58885,-0.019997056656019103
Hasselt,2020-07-18,115205.449850425,105705,-0.08246528148416363
Marche-en-Famenne,2020-07-18,16176.0833333333,23202,0.4343397917707757
Kortrijk,2020-07-18,75732.05493030499,67204,-0.11260825997859461
Mouscron,2020-07-18,21834.491857647197,18812,-0.13842739631188694
Virton,2020-07-18,12924.5017949183,13075,0.011644410552124583
Aalst,2020-07-18,77283.144425913,66873,-0.13470135698079175
Halle-Vilvoorde,2020-07-18,141690.989607295,119393,-0.1573705545362849
Oostende,2020-07-18,46257.556926667,66557,0.438835174661604
Dinant,2020-07-18,28186.3624779046,33781,0.19848739000930177
Turnhout,2020-07-18,116273.161617733,109830,-0.055414005502971916
Diksmuide,2020-07-18,13741.0751712009,12919,-0.05982611702203906
Charleroi,2020-07-18,115471.426529975,102342,-0.11370281743740955
Thuin,2020-07-18,38056.985342055,35613,-0.06421909986007916
Ath,2020-07-18,21698.4196100083,20317,-0.06366452648796253
Tielt,2020-07-18,24404.0705502114,21579,-0.1157622677904825
Dendermonde,2020-07-18,54244.888580542,47441,-0.12542911891946626
Eeklo,2020-07-18,22961.9035784775,20928,-0.08857730682154356
Namur,2020-07-18,76639.816977461,70204,-0.0839748479482109
Ieper,2020-07-18,27529.8357684164,27057,-0.017175393721703965
Sint-Niklaas,2020-07-18,66196.89945487899,57770,-0.12730051594973749
Verviers,2020-07-18,60563.144001961,60038,-0.008671016186742186
Liège,2020-07-18,159164.049714717,141163,-0.11309745980315139
Soignies,2020-07-18,47350.369333057,41585,-0.12175975423769271
Mechelen,2020-07-18,79166.039957818,69960,-0.11628774109104413
Brugge,2020-07-18,76297.408396005,80680,0.05744089735326412
