date_time,start_name,end_name,n_crisis,n_baseline,start_lat,start_lon,end_lat,end_lon
2020-06-12 0800,Gent,Sint-Niklaas,13,23.6,51.060636817492,3.664133655134,51.195034590373,4.143062838623
2020-06-12 0800,Soignies,Ath,22,12.0,50.597665082065,4.0451164078224,50.625759986372,3.7128365239822
2020-06-12 0800,Aalst,Gent,20,17.8,50.874955561564,3.9487262485012002,51.060636817492,3.664133655134
2020-06-12 0800,Dendermonde,Gent,31,31.2,51.038760537422,4.0355724630103,51.060636817492,3.664133655134
2020-06-12 0800,Aalst,Dendermonde,21,12.0,50.874955561564,3.9487262485012002,51.038760537422,4.0355724630103
2020-06-12 0800,Dendermonde,Aalst,42,28.4,51.038760537422,4.0355724630103,50.874955561564,3.9487262485012002
2020-06-12 0800,Aalst,Brussel Hoofdstad,47,98.6,50.874955561564,3.9487262485012002,50.836020816469,4.3707068069884
2020-06-12 0800,Aalst,Halle-Vilvoorde,57,38.0,50.874955561564,3.9487262485012002,50.851079717566,4.2727091172415
2020-06-12 0800,Halle-Vilvoorde,Soignies,10,15.0,50.851079717566,4.2727091172415,50.597665082065,4.0451164078224
2020-06-12 0800,Sint-Niklaas,Dendermonde,27,27.4,51.195034590373,4.143062838623,51.038760537422,4.0355724630103
2020-06-12 0800,Dendermonde,Sint-Niklaas,80,70.0,51.038760537422,4.0355724630103,51.195034590373,4.143062838623
2020-06-12 0800,Halle-Vilvoorde,Aalst,42,44.8,50.851079717566,4.2727091172415,50.874955561564,3.9487262485012002
2020-06-12 0800,Soignies,Brussel Hoofdstad,22,31.2,50.597665082065,4.0451164078224,50.836020816469,4.3707068069884
2020-06-12 0800,Soignies,Thuin,32,16.8,50.597665082065,4.0451164078224,50.212453892481,4.258712821324
2020-06-12 0800,Soignies,Charleroi,63,44.8,50.597665082065,4.0451164078224,50.458216902291,4.4152261614461
2020-06-12 0800,Sint-Niklaas,Mechelen,58,29.4,51.195034590373,4.143062838623,51.074751304095,4.526195057761901
